冻结金额,可用,参考市值,资产
,3195336.56,,25466578.38
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
11,深物业A,15100,15100,20.8162,-25159.11,289165.0,19.15
48,京基智农,16900,16900,42.2117,-50559.01,662818.0,39.22
333,美的集团,200,200,70.1205,161.9,14186.0,70.93
411,英特集团,0,23300,18.5472,-2264.49,429885.0,18.45
501,鄂武商Ａ,32400,32400,19.0663,-37789.64,579960.0,17.9
555,神州信息,56,56,-1527.6318,86664.02,1116.64,19.94
725,京东方Ａ,123000,123000,5.6208,14656.31,706020.0,5.74
733,振华科技,0,7800,44.3212,-555.74,345150.0,44.25
799,酒鬼酒,7300,7300,92.4932,-32800.26,642400.0,88.0
860,顺鑫农业,0,8000,73.6109,-2087.17,586800.0,73.35
869,张裕Ａ,18404,18404,39.3012,-16033.15,707265.72,38.43
2032,苏泊尔,8636,8636,81.9769,6417.21,714369.92,82.72
2163,海南发展,36400,36400,18.1623,-20104.16,641004.0,17.61
2235,安妮股份,16500,16500,9.3766,13916.8,168630.0,10.22
2273,水晶光电,42700,42700,17.0931,-13795.48,716079.0,16.77
2352,顺丰控股,7700,8000,87.2239,-25951.15,671840.0,83.98
2371,北方华创,0,3600,181.4528,-5121.98,648108.0,180.03
2430,杭氧股份,31700,31700,21.4096,15547.23,694230.0,21.9
2460,赣锋锂业,14600,14600,50.5258,32911.57,770588.0,52.78
2484,江海股份,29000,29000,11.0612,-904.12,319870.0,11.03
2735,王子新材,13600,13600,35.224,72706.15,551752.0,40.57
2841,视源股份,0,3200,98.549,1603.33,316960.0,99.05
300007,汉威科技,23900,34100,19.6212,7461.17,676544.0,19.84
300122,智飞生物,0,5100,132.1192,-607.73,673200.0,132.0
300142,沃森生物,0,700,61.5267,-508.68,42560.0,60.8
300192,科斯伍德,9000,9000,27.7881,-10242.52,239850.0,26.65
300213,佳讯飞鸿,35200,35200,9.5905,5613.38,343200.0,9.75
300357,我武生物,100,100,51.0582,922.18,6028.0,60.28
300512,中亚股份,2931,2931,33.1059,-40465.16,56568.3,19.3
300527,中船应急,17400,17400,11.1192,6625.99,200100.0,11.5
300536,农尚环境,39600,39600,17.6091,-65701.37,631620.0,15.95
300671,富满电子,10900,10900,59.9362,5164.03,658469.0,60.41
300674,宇信科技,6700,6700,46.4528,13716.3,324950.0,48.5
300767,震安科技,2400,2400,98.929,-5517.6,231912.0,96.63
511990,华宝添益,6,6,-40831.9567,245591.806,600.066,100.01100000000001
600109,国金证券,44600,44600,16.0325,-30884.53,684164.0,15.34
600315,上海家化,9400,9400,42.6419,-18254.2,382580.0,40.7
600363,联创光电,25500,25500,24.5011,-29353.27,595425.0,23.35
600480,凌云股份,5400,5400,13.523,-18538.02,54486.0,10.09
600529,山东药玻,13600,13600,50.5152,-18974.64,668032.0,49.12
600804,鹏博士,74300,74300,9.6448,14501.21,731112.0,9.84
600909,华安证券,50500,80500,9.1921,-8216.34,731745.0,9.09
600926,杭州银行,62400,62400,11.2955,71416.16,776256.0,12.44
601899,紫金矿业,101550,101550,7.2016,-7267.88,724051.5,7.13
603069,海汽集团,18700,18700,37.053,-54659.54,638231.0,34.13
603185,上机数控,400,400,58.9125,3594.99,27160.0,67.9
603596,伯特利,2400,2400,36.8311,-3794.64,84600.0,35.25
603661,恒林股份,2737,2737,81.8004,12507.05,236394.69,86.37
603976,正川股份,11000,11000,66.8615,-85926.66,649550.0,59.05
