冻结金额,可用,参考市值,资产
6427761.15,19878558.98,196789026.73,216670210.77
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
50,深天马Ａ,23900,23900,16.758,-4971.45,395545.0,16.55
59,华锦股份,25483,25483,9.0359,-105140.9,125121.53,4.91
156,华数传媒,100,100,114.6576,-10342.76,1123.0,11.23
403,双林生物,53903,53903,34.4939,634767.64,2494091.81,46.27
553,安道麦A,11500,11500,9.4059,-1677.56,106490.0,9.26
581,威孚高科,14400,14400,22.8985,-10634.84,319104.0,22.16
657,中钨高新,53626,53626,4.7801,131913.15,388252.24,7.24
665,湖北广电,12000,12000,6.8788,-17745.64,64800.0,5.4
681,视觉中国,9200,9200,20.5675,-31440.94,157780.0,17.15
683,远兴能源,542100,542100,2.1724,-158520.76,1019148.0,1.88
739,普洛药业,18100,18100,24.3592,1281.52,442183.0,24.43
785,居然之家,4000,4000,8.9572,931.19,36760.0,9.19
869,张裕Ａ,3500,3500,33.8924,61.47,118685.0,33.91
921,海信家电,78800,78800,12.3561,-100559.91,873104.0,11.08
938,紫光股份,92800,92800,48.3208,-429739.16,4054432.0,43.69
960,锡业股份,24200,24200,10.3161,4207.58,253858.0,10.49
970,中科三环,22200,22200,10.45,-4217.45,227772.0,10.26
999,华润三九,9800,9800,30.8942,-12683.3,290080.0,29.6
2010,传化智联,51000,51000,6.0785,-15733.94,294270.0,5.77
2042,华孚时尚,63100,63100,5.9872,-14965.78,362825.0,5.75
2056,横店东磁,20500,20500,13.0998,-25005.61,243540.0,11.88
2127,南极电商,190100,190100,20.9075,-130692.05,3843822.0,20.22
2138,顺络电子,12800,12800,27.0378,-21987.75,324096.0,25.32
2174,游族网络,12800,12800,23.8216,-22164.82,282752.0,22.09
2212,南洋股份,181900,181900,27.8793,-716567.36,4354686.0,23.94
2217,合力泰,44100,44100,15.1166,-435557.46,231084.0,5.24
2242,九阳股份,8000,8000,36.6125,20939.94,313840.0,39.23
2244,滨江集团,30900,30900,5.2669,-18445.42,144303.0,4.67
2268,卫士通,14300,14300,24.5713,-36483.35,314886.0,22.02
2293,罗莱生活,12410,12410,6.3933,55059.97,134400.3,10.829999999999998
2301,齐心集团,113700,113700,16.506,-48439.08,1828296.0,16.08
2312,三泰控股,7950,7950,-1.6519,56221.55,43089.0,5.42
2322,理工环科,42428,42428,13.1019,40648.43,596537.68,14.06
2353,杰瑞股份,11500,11500,31.7399,2185.78,367195.0,31.93
2373,千方科技,18000,18000,24.1864,-10195.39,425160.0,23.62
2380,科远智慧,29000,29000,15.3104,278.7,444280.0,15.32
2381,双箭股份,145900,145900,9.5932,14130.12,1413771.0,9.69
2396,星网锐捷,9200,9200,37.2571,-48273.48,294492.0,32.01
2399,海普瑞,9300,9300,26.5717,-18336.94,228780.0,24.6
2410,广联达,0,34400,71.8281,59921.66,2530808.0,73.57
2434,万里扬,14300,14300,9.7183,-7983.4,130988.0,9.16
2439,启明星辰,17000,17000,46.2176,-106719.3,678980.0,39.94
2484,江海股份,250700,250700,8.8762,206528.27,2431790.0,9.7
2491,通鼎互联,2400,2400,36.3968,-74656.2,12696.0,5.29
2507,涪陵榨菜,15700,15700,39.4251,4944.41,623918.0,39.74
2595,豪迈科技,13200,13200,22.4989,-11865.5,285120.0,21.6
2643,万润股份,76500,76500,17.9208,-6181.4,1364760.0,17.84
2709,天赐材料,7200,7200,42.7672,-32091.48,275832.0,38.31
2749,国光股份,54990,54990,12.5922,87311.86,779758.2,14.18
2777,久远银海,31819,31819,27.917,-1814.77,886477.34,27.86
2818,富森美,10900,10900,14.1464,-4865.26,149330.0,13.7
2821,凯莱英,3600,3600,142.4123,275715.68,788400.0,219.0
2859,洁美科技,34400,34400,26.997,40351.57,969048.0,28.17
2861,瀛通通讯,71100,71100,29.5019,-167219.46,1930365.0,27.15
2880,卫光生物,43150,43150,60.6768,323762.66,2941967.0,68.18
2901,大博医疗,30200,30200,91.1402,460847.06,3213280.0,106.4
2912,中新赛克,0,16200,80.7974,38274.03,1347192.0,83.16
2913,奥士康,20300,20300,52.6389,86703.91,1155273.0,56.91
2920,德赛西威,4400,4400,70.7428,12043.89,323312.0,73.48
2925,盈趣科技,3400,3400,57.5206,8667.86,204238.0,60.07
300036,超图软件,35900,35900,25.8997,-61736.18,868062.0,24.18
300041,回天新材,171900,171900,14.7236,21723.17,2552715.0,14.85
300079,数码科技,26616,26616,19.0507,-370245.89,136806.24,5.14
300130,新国都,3600,3600,58.7925,-161072.82,50580.0,14.05
300132,青松股份,43100,43100,21.9248,77803.51,1022763.0,23.73
300134,大富科技,9400,9400,16.059,-17756.65,133198.0,14.17
300188,美亚柏科,73200,73200,23.6538,-211826.12,1519632.0,20.76
300212,易华录,88500,88500,51.6723,-59499.68,4513500.0,51.0
300229,拓尔思,344592,344592,12.9008,-455141.96,3990375.36,11.58
300232,洲明科技,204800,204800,11.2329,-580172.75,1720320.0,8.4
300244,迪安诊断,7500,7500,33.0374,32044.75,279825.0,37.31
300257,开山股份,8000,8000,15.4773,4341.48,128160.0,16.02
300259,新天科技,100200,100200,5.3307,-24117.42,510018.0,5.09
300271,华宇软件,12200,12200,32.711,-80287.94,318786.0,26.13
300285,国瓷材料,16700,16700,34.6009,28708.24,606544.0,36.32
300308,中际旭创,70426,70426,60.8438,-129850.91,4155134.0,59.0
300316,晶盛机电,22527,22527,24.2055,20150.93,565427.7,25.099999999999998
300357,我武生物,33900,33900,59.8745,193755.29,2223501.0,65.59
300374,恒通科技,24800,24800,16.8256,18460.73,435736.0,17.57
300406,九强生物,23700,23700,21.1626,-18073.29,483480.0,20.4
300418,昆仑万维,17300,17300,24.4265,53690.48,476269.0,27.53
300423,鲁亿通,75900,75900,14.601,-84321.58,1023891.0,13.49
300440,运达科技,27300,27300,9.9804,-1649.78,270816.0,9.92
300474,景嘉微,4200,4200,75.9506,3609.4,322602.0,76.81
300476,胜宏科技,180900,180900,24.2753,-295830.55,4095576.0,22.64
300482,万孚生物,44900,44900,96.7999,36372.48,4382689.0,97.61
300496,中科创达,6300,6300,93.5079,34600.4,623700.0,99.0
300558,贝达药业,6600,6600,138.8938,-3457.14,913242.0,138.37
300559,佳发教育,59500,88500,21.1198,44269.67,1913370.0,21.62
300580,贝斯特,18200,18200,20.9509,22551.13,403858.0,22.19
300590,移为通信,27063,27063,29.5224,13737.11,812701.89,30.03
300595,欧普康视,9500,9500,65.0419,4446.54,622345.0,65.51
300596,利安隆,104400,104400,35.3348,-222874.75,3466080.0,33.2
300617,安靠智电,5900,5900,37.1129,14910.11,233876.0,39.64
300628,亿联网络,65400,65400,64.6382,11238.55,4238574.0,64.81
300630,普利制药,4500,4500,47.9149,-10192.03,205425.0,45.65
300632,光莆股份,19500,19500,16.9922,-13108.83,318240.0,16.32
300636,同和药业,14800,14800,37.7475,-17279.15,541384.0,36.58
300659,中孚信息,15800,15800,57.905,101041.2,1015940.0,64.3
300684,中石科技,18800,18800,36.4534,-14352.21,670972.0,35.69
