证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
300171,701,担保品卖出,1100,16.32,部分成交,0
300171,701,担保品卖出,500,16.32,部分成交,0
300171,701,担保品卖出,300,16.32,已成,0
977,701,担保品卖出,100,41.05,部分成交,0
977,701,担保品卖出,300,41.05,部分成交,0
977,701,担保品卖出,200,41.05,部分成交,0
977,701,担保品卖出,1000,41.04,部分成交,0
977,701,担保品卖出,500,41.04,部分成交,0
977,701,担保品卖出,300,41.04,已成,0
300010,701,担保品卖出,500,20.81,部分成交,0
300010,701,担保品卖出,500,20.81,部分成交,0
300010,701,担保品卖出,300,20.81,已成,0
300390,701,担保品卖出,1100,14.8,已成,0
300299,701,担保品卖出,5100,10.57,部分成交,0
300299,701,担保品卖出,1400,10.57,部分成交,0
300299,701,担保品卖出,6000,10.57,已成,0
600271,701,担保品卖出,200,18.9,部分成交,0
600271,701,担保品卖出,500,18.9,部分成交,0
600271,701,担保品卖出,1000,18.9,部分成交,0
600271,701,担保品卖出,900,18.9,已成,0
732,701,担保品卖出,500,6.57,部分成交,0
300113,701,担保品卖出,2900,26.43,已成,0
300511,701,担保品卖出,8000,13.01,已成,0
600812,701,担保品卖出,7900,13.19,已成,0
300280,701,担保品卖出,200,55.16,已成,0
2603,701,担保品卖出,200,31.86,部分成交,0
2124,701,担保品卖出,3700,15.45,已成,0
2603,701,担保品卖出,200,31.86,部分成交,0
2603,701,担保品卖出,400,31.85,部分成交,0
2603,701,担保品卖出,2300,31.85,部分成交,0
2603,701,担保品卖出,1000,31.85,已成,0
2382,701,担保品卖出,500,29.55,部分成交,0
300213,700,担保品买入,100,6.68,部分成交,0
300213,700,担保品买入,700,6.68,已成,0
603890,701,担保品卖出,300,17.45,部分成交,0
603890,701,担保品卖出,100,17.45,已成,0
2726,700,担保品买入,5900,9.18,已成,0
300048,700,担保品买入,2100,4.03,已成,0
2382,701,担保品卖出,4100,29.55,部分成交,0
2382,701,担保品卖出,400,29.55,部分成交,0
2382,701,担保品卖出,300,29.55,已成,0
2581,700,担保品买入,300,27.09,部分成交,0
600203,700,担保品买入,2700,10.12,已成,0
2581,700,担保品买入,400,27.09,已成,0
732,701,担保品卖出,3600,6.57,已成,0
652,700,担保品买入,30,6.77,部分成交,0
652,700,担保品买入,5470,6.77,已成,0
2565,700,担保品买入,2100,5.58,部分成交,0
600983,700,担保品买入,1900,5.08,已成,0
2528,700,担保品买入,200,5.03,已成,0
2274,700,担保品买入,1000,5.25,已成,0
2366,700,担保品买入,3300,4.76,部分成交,0
2366,700,担保品买入,100,4.76,部分成交,0
2366,700,担保品买入,1100,4.76,部分成交,0
2366,700,担保品买入,100,4.76,部分成交,0
2366,700,担保品买入,200,4.76,部分成交,0
2366,700,担保品买入,600,4.76,部分成交,0
2366,700,担保品买入,1000,4.76,部分成交,0
2366,700,担保品买入,400,4.76,已成,0
300131,700,担保品买入,8600,6.04,部分成交,0
300131,700,担保品买入,1000,6.04,部分成交,0
300131,700,担保品买入,1000,6.04,部分成交,0
300131,700,担保品买入,400,6.04,部分成交,0
300131,700,担保品买入,1500,6.04,部分成交,0
300131,700,担保品买入,2100,6.05,已成,0
300341,700,担保品买入,1400,9.54,部分成交,0
300341,700,担保品买入,2100,9.54,已成,0
2413,700,担保品买入,8000,8.1,部分成交,0
2413,700,担保品买入,300,8.1,部分成交,0
603811,700,担保品买入,100,27.84,部分成交,0
603811,700,担保品买入,200,27.84,部分成交,0
603811,700,担保品买入,100,27.84,部分成交,0
603811,700,担保品买入,100,27.84,部分成交,0
603811,700,担保品买入,100,27.85,部分成交,0
603811,700,担保品买入,100,27.85,部分成交,0
603811,700,担保品买入,900,27.86,已成,0
2413,700,担保品买入,1700,8.1,部分成交,0
2565,700,担保品买入,2500,5.58,部分成交,0
2413,700,担保品买入,400,8.1,部分成交,0
2413,700,担保品买入,100,8.1,部分成交,0
300352,700,担保品买入,12700,7.76,已成,0
2413,700,担保品买入,2300,8.1,已成,0
601999,700,担保品买入,1900,7.27,部分成交,0
601999,700,担保品买入,300,7.29,已成,0
2565,700,担保品买入,200,5.58,部分成交,0
2565,700,担保品买入,1400,5.58,部分成交,0
2565,700,担保品买入,700,5.58,部分成交,0
2565,700,担保品买入,600,5.58,已成,0
2124,701,担保品卖出,1900,15.48,已成,0
300364,701,担保品卖出,6900,8.34,部分成交,0
2603,701,担保品卖出,500,31.84,部分成交,0
2603,701,担保品卖出,700,31.84,部分成交,0
2603,701,担保品卖出,400,31.83,部分成交,0
2603,701,担保品卖出,100,31.83,部分成交,0
2603,701,担保品卖出,300,31.83,已成,0
300280,701,担保品卖出,100,55.17,部分成交,0
300280,701,担保品卖出,100,55.17,部分成交,0
300280,701,担保品卖出,100,55.16,已成,0
300390,701,担保品卖出,300,14.8,已成,0
600211,701,担保品卖出,1400,68.3,已成,0
568,701,担保品卖出,100,111.6,已成,0
603890,701,担保品卖出,600,17.44,已成,0
300299,701,担保品卖出,5800,10.54,已成,0
977,701,担保品卖出,800,41.03,已成,0
300453,701,担保品卖出,100,21.88,部分成交,0
300453,701,担保品卖出,400,21.87,已成,0
2547,700,担保品买入,1300,7.83,部分成交,0
2547,700,担保品买入,1100,7.83,部分成交,0
2547,700,担保品买入,2000,7.84,部分成交,0
2547,700,担保品买入,1000,7.84,部分成交,0
2547,700,担保品买入,100,7.84,部分成交,0
2547,700,担保品买入,500,7.84,部分成交,0
2547,700,担保品买入,100,7.84,部分成交,0
2547,700,担保品买入,11900,7.84,已成,0
2382,701,担保品卖出,700,29.59,已成,0
600812,701,担保品卖出,100,13.17,部分成交,0
600812,701,担保品卖出,600,13.17,部分成交,0
600812,701,担保品卖出,1000,13.17,部分成交,0
600812,701,担保品卖出,300,13.17,部分成交,0
300131,700,担保品买入,7800,6.05,部分成交,0
300131,700,担保品买入,1900,6.05,已成,0
300341,700,担保品买入,2700,9.53,已成,0
600271,701,担保品卖出,1400,18.9,已成,0
600812,701,担保品卖出,200,13.17,部分成交,0
720,700,担保品买入,600,5.23,已成,0
603811,700,担保品买入,800,27.86,已成,0
2726,700,担保品买入,2900,9.19,部分成交,0
2726,700,担保品买入,1500,9.19,已成,0
603366,700,担保品买入,700,5.94,部分成交,0
603366,700,担保品买入,2600,5.94,已成,0
300364,701,担保品卖出,400,8.34,已成,0
300010,701,担保品卖出,2000,20.76,已成,0
300263,700,担保品买入,700,8.57,部分成交,0
300263,700,担保品买入,400,8.57,已成,0
2581,700,担保品买入,300,27.03,部分成交,0
2581,700,担保品买入,4700,27.07,已成,0
2355,700,担保品买入,2400,5.83,已成,0
601999,700,担保品买入,200,7.3,已成,0
2366,700,担保品买入,900,4.76,部分成交,0
600133,700,担保品买入,4300,6.08,已成,0
2366,700,担保品买入,3000,4.76,部分成交,0
600812,701,担保品卖出,600,13.17,部分成交,0
600812,701,担保品卖出,100,13.17,部分成交,0
600812,701,担保品卖出,100,13.17,部分成交,0
600812,701,担保品卖出,200,13.17,部分成交,0
600812,701,担保品卖出,1700,13.17,部分成交,0
600812,701,担保品卖出,100,13.17,部分成交,0
600812,701,担保品卖出,1000,13.17,部分成交,0
600812,701,担保品卖出,100,13.17,部分成交,0
600812,701,担保品卖出,2100,13.17,已成,0
2366,700,担保品买入,2900,4.76,已成,0
300287,700,担保品买入,8100,4.61,部分成交,0
2002,700,担保品买入,3133,4.12,部分成交,0
2002,700,担保品买入,1000,4.12,部分成交,0
300159,700,担保品买入,11500,4.48,已成,0
2002,700,担保品买入,2500,4.12,部分成交,0
300287,700,担保品买入,17800,4.61,部分成交,0
300287,700,担保品买入,1900,4.61,已成,0
300287,700,担保品买入,2400,4.61,已成,0
2002,700,担保品买入,8700,4.12,部分成交,0
2002,700,担保品买入,2500,4.12,部分成交,0
2002,700,担保品买入,5000,4.12,部分成交,0
2002,700,担保品买入,4200,4.12,部分成交,0
2002,700,担保品买入,7267,4.12,已成,0
300113,701,担保品卖出,200,26.39,部分成交,0
300113,701,担保品卖出,100,26.39,部分成交,0
300113,701,担保品卖出,100,26.38,部分成交,0
300113,701,担保品卖出,100,26.38,部分成交,0
300113,701,担保品卖出,700,26.38,已成,0
