冻结金额,可用,参考市值,资产
,1207362.2,,12631137.63
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
78,海王生物,0,6900,4.4708,-5.25,30843.0,4.47
652,泰达股份,0,5500,6.7712,-171.33,37070.0,6.74
710,贝瑞基因,400,5800,57.4142,5833.74,338836.0,58.42
720,新能泰山,0,1500,5.2309,-16.33,7830.0,5.22
793,华闻集团,81900,81900,4.0806,23700.88,357903.0,4.37
2002,鸿达兴业,0,84600,4.1207,1632.74,350244.0,4.14
2030,达安基因,7800,12800,26.2732,46167.41,382464.0,29.88
2079,苏州固锝,25100,25100,13.0704,17309.65,345376.0,13.76
2215,诺普信,0,9700,6.3218,273.58,61595.0,6.35
2274,华昌化工,0,66500,5.2471,-8454.32,340480.0,5.12
2292,奥飞娱乐,0,25300,9.005,-1392.74,226435.0,8.95
2317,众生药业,21100,21100,16.6325,18515.08,369461.0,17.51
2355,兴民智通,0,2800,5.831,473.22,16800.0,6.0
2366,台海核电,0,68600,4.7561,-1789.46,324478.0,4.73
2413,雷科防务,0,12800,8.1014,1902.38,105600.0,8.25
2466,天齐锂业,15200,15200,21.7584,61584.4,392312.0,25.81
2510,天汽模,50600,51000,4.4929,12599.59,241740.0,4.74
2522,浙江众成,0,2400,6.9912,333.14,17112.0,7.13
2528,英飞拓,0,25100,5.0372,824.51,127257.0,5.07
2547,春兴精工,0,45000,7.8185,-3530.79,348300.0,7.74
2565,顺灏股份,0,27300,5.5989,9313.01,162162.0,5.94
2581,未名医药,0,12900,27.0409,4890.71,353718.0,27.42
2668,奥马电器,0,70700,4.8734,-2362.55,342188.0,4.84
2726,龙大肉食,0,20800,9.1988,2104.49,193440.0,9.3
300010,立思辰,3500,3500,16.1816,19139.35,75775.0,21.65
300016,北陆药业,11500,11500,11.5574,3940.07,136850.0,11.9
300021,大禹节水,0,10400,4.7808,615.55,50336.0,4.84
300026,红日药业,0,3100,5.681,121.01,17732.0,5.72
300048,合康新能,0,2100,4.0307,208.56,8673.0,4.13
300131,英唐智控,0,59300,6.0477,9029.05,367660.0,6.2
300149,量子生物,900,900,19.923,-173.69,17757.0,19.73
300159,新研股份,0,61900,4.497,8848.68,287216.0,4.64
300182,捷成股份,0,78100,4.4107,4627.45,349107.0,4.47
300194,福安药业,0,4100,5.611,324.09,23329.0,5.69
300213,佳讯飞鸿,0,800,6.6811,15.09,5360.0,6.7
300263,隆华科技,0,41300,8.525,16312.14,368396.0,8.92
300273,和佳医疗,35900,35900,8.0676,-4938.45,284687.0,7.93
300287,飞利信,0,75100,4.6108,-3062.86,343207.0,4.57
300300,汉鼎宇佑,0,5500,6.4211,708.99,36025.0,6.55
300319,麦捷科技,0,11200,13.2304,4475.81,152656.0,13.63
300341,麦克奥迪,0,6400,9.5371,1810.62,62848.0,9.82
300352,北信源,0,40600,7.7545,9968.49,324800.0,8.0
300573,兴齐眼药,400,400,143.8941,-1873.63,55684.0,139.21
300702,天宇股份,3200,3200,103.8156,15918.19,348128.0,108.79
300767,震安科技,800,800,63.6295,2208.37,53112.0,66.39
511990,华宝添益,3,3,-81763.9333,245591.737,299.937,99.979
600006,东风汽车,0,5000,4.3707,-253.72,21600.0,4.32
600133,东湖高新,0,57200,6.0666,-2663.97,344344.0,6.02
600203,福日电子,0,2700,10.1217,184.35,27513.0,10.19
600478,科力远,0,14800,4.8108,-2380.1,68820.0,4.65
600511,国药股份,8800,8800,38.1684,15413.88,351296.0,39.92
600707,彩虹股份,0,9200,4.8908,-283.65,44712.0,4.86
600827,百联股份,23100,23100,14.8867,159466.27,503349.0,21.79
600983,惠而浦,0,46000,5.068,-1747.62,231380.0,5.03
601777,力帆股份,56700,56700,4.7633,8884.1,278964.0,4.92
601999,出版传媒,0,2400,7.2762,465.03,17928.0,7.47
603366,日出东方,0,19500,5.9162,-510.62,114855.0,5.89
603566,普莱柯,3100,3100,28.2648,-2092.01,85529.0,27.59
603661,恒林股份,6300,6300,52.3718,-7508.06,322434.0,51.18
603811,诚意药业,0,2900,27.8692,-55.73,80765.0,27.85
603987,康德莱,17000,20000,16.9315,4370.81,343000.0,17.15
