冻结金额,可用,参考市值,资产
,15272073.68,,155802926.26
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
16,深康佳Ａ,52300,52300,7.3926,26016.02,412647.0,7.89
21,深科技,0,57200,27.6474,13306.23,1594736.0,27.88
59,华锦股份,31700,31700,5.0323,1512.07,161036.0,5.08
100,TCL科技,258900,258900,6.4855,99559.21,1778643.0,6.87
403,双林生物,5900,5900,71.1953,-444.37,419608.0,71.12
518,四环生物,0,30100,4.3107,5696.95,135450.0,4.5
676,智度股份,53300,58550,8.7537,55989.95,568520.5,9.71
700,模塑科技,151000,200500,8.018,132737.36,1740340.0,8.68
710,贝瑞基因,7200,7200,57.8553,-7742.3,408816.0,56.78
793,华闻集团,379700,379700,4.0688,76383.3,1621319.0,4.27
863,三湘印象,43800,43800,4.4507,846.74,195786.0,4.47
917,电广传媒,57900,57900,6.731,15574.55,405300.0,7.0
918,嘉凯城,4400,4400,4.8207,1580.82,22792.0,5.18
2030,达安基因,50600,59710,26.8386,190556.72,1793091.3,30.03
2079,苏州固锝,117700,117700,12.9242,167821.85,1688995.0,14.35
2158,汉钟精机,63500,63500,13.9824,19532.84,907415.0,14.29
2214,大立科技,3300,3300,23.8598,18942.77,97680.0,29.6
2217,合力泰,0,159800,6.0406,7887.93,973182.0,6.09
2228,合兴包装,0,67800,4.5508,-730.43,307812.0,4.54
2245,澳洋顺昌,129100,151000,4.2017,25417.96,659870.0,4.37
2274,华昌化工,64200,64200,5.1189,10344.24,338976.0,5.28
2277,友阿股份,0,204400,4.3617,11921.46,903448.0,4.42
2317,众生药业,97601,97601,15.2027,175420.4,1659217.0,17.0
2328,新朋股份,23200,23200,6.1609,210.56,143144.0,6.17
2332,仙琚制药,91200,91200,16.3602,7273.23,1499328.0,16.44
2343,慈文传媒,74700,74700,9.6702,22397.72,744759.0,9.97
2344,海宁皮城,97700,97700,4.5768,8123.94,455282.0,4.66
2358,森源电气,0,70500,5.51,0.02,388455.0,5.51
2376,新北洋,56000,56000,10.9842,14885.74,630000.0,11.25
2385,大北农,179000,179000,9.2041,69085.05,1716610.0,9.59
2397,梦洁股份,4300,4300,-7.3774,59758.65,28036.0,6.52
2413,雷科防务,166300,166300,8.0451,117217.72,1455125.0,8.75
2421,达实智能,72100,72100,4.1606,5723.01,305704.0,4.24
2436,兴森科技,0,65300,14.545,325.53,950115.0,14.55
2466,天齐锂业,71567,71567,22.5852,291618.95,1907976.22,26.66
2467,二六三,0,193500,8.5163,2651.9,1650555.0,8.53
2481,双塔食品,0,82600,18.2072,6841.36,1510754.0,18.29
2497,雅化集团,0,140100,10.5381,3067.01,1479456.0,10.56
2512,达华智能,148046,148046,5.4356,28775.98,833498.98,5.63
2515,金字火腿,0,120100,6.7982,2616.24,819082.0,6.82
2522,浙江众成,81600,84200,6.9203,21026.26,603714.0,7.17
2547,春兴精工,0,141800,7.839,7235.06,1118802.0,7.89
2565,顺灏股份,50,50,-694.8902,35053.01,308.5,6.17
2570,贝因美,0,1300,6.7611,63.51,8853.0,6.81
2584,西陇科学,77400,77400,7.4097,38720.03,612234.0,7.91
2587,奥拓电子,31400,31400,6.0106,7201.73,195936.0,6.24
2588,史丹利,0,80000,4.6108,2337.31,371200.0,4.64
2623,亚玛顿,3400,3400,43.5279,-978.95,147016.0,43.24
2639,雪人股份,32300,82500,7.4353,5337.52,618750.0,7.5
2741,光华科技,38572,38572,12.373,10684.28,487935.8,12.65
2783,凯龙股份,0,28400,11.6586,5719.71,336824.0,11.86
300006,莱美药业,47500,47500,5.3408,436.95,254125.0,5.35
300009,安科生物,20,20,1100.0395,-21660.99,339.8,16.990000000000002
300026,红日药业,158600,158600,5.5416,40976.46,919880.0,5.8
300065,海兰信,3000,3000,10.851,2846.99,35400.0,11.8
300072,三聚环保,177270,177270,4.7453,91234.13,932440.2,5.26
300079,数码科技,189600,189600,5.0698,32275.87,993504.0,5.24
300081,恒信东方,19300,19300,9.1901,6367.4,183736.0,9.52
300143,盈康生命,24200,24200,14.5926,109078.12,462220.0,19.1
300174,元力股份,5000,5000,18.7629,23585.67,117400.0,23.48
300184,力源信息,25900,25900,7.0034,-866.21,180523.0,6.97
300204,舒泰神,600,600,11.3217,160.98,6954.0,11.59
300213,佳讯飞鸿,96800,96800,6.5904,29001.3,666952.0,6.89
300229,拓尔思,38900,38900,11.3651,100163.69,542266.0,13.94
300230,永利股份,0,19000,4.8408,744.37,92720.0,4.88
300238,冠昊生物,22900,22900,19.3139,-3295.35,438993.0,19.17
300242,佳云科技,38900,38900,6.5883,5511.55,261797.0,6.73
300246,宝莱特,0,7700,41.8696,14864.23,337260.0,43.8
300256,星星科技,0,98200,7.0693,-4838.99,689364.0,7.02
300261,雅本化学,33900,155900,6.0875,12865.78,961903.0,6.17
300273,和佳医疗,78900,139800,8.1829,44329.02,1188300.0,8.5
300287,飞利信,147200,147200,4.4207,55838.41,706560.0,4.8
300294,博雅生物,33800,33800,45.0496,143662.79,1666340.0,49.3
300297,蓝盾股份,4500,4500,4.4107,1032.02,20880.0,4.64
300300,汉鼎宇佑,0,4300,6.4516,681.28,28423.0,6.61
300303,聚飞光电,119700,119700,6.1332,61859.9,796005.0,6.65
300310,宜通世纪,121700,161900,6.0118,28846.04,1002161.0,6.19
300318,博晖创新,24032,24032,6.4381,3169.29,157890.24,6.569999999999999
300324,旋极信息,0,28969,7.2834,5115.55,216108.74,7.46
300326,凯利泰,26000,26000,27.3468,-6155.61,704860.0,27.11
300336,新文化,202900,202900,5.2483,16573.27,1081457.0,5.33
300353,东土科技,54388,54388,12.0685,33260.01,689639.84,12.68
300365,恒华科技,3600,3600,10.885,3150.13,42336.0,11.76
300379,东方通,39000,39000,44.0454,298920.35,2016690.0,51.71
300391,康跃科技,19800,19800,12.3295,6939.39,251064.0,12.68
300406,九强生物,16500,16500,23.1284,-12843.7,368775.0,22.35
300409,道氏技术,6800,6800,13.1029,-767.39,88332.0,12.99
300420,五洋停车,0,38700,6.316,156.49,244584.0,6.32
300452,山河药辅,20000,20000,24.85,-4599.76,492400.0,24.62
300513,恒实科技,1100,1100,12.8119,1647.88,15741.0,14.31
300526,中潜股份,700,700,124.1515,859.98,87766.0,125.38
300559,佳发教育,29600,29600,21.518,36467.48,673400.0,22.75
300636,同和药业,1300,1300,39.0705,896.36,51688.0,39.76
300683,海特生物,8000,8000,54.6437,24610.6,461760.0,57.72
300706,阿石创,23700,23700,36.2509,9459.16,868605.0,36.65
300753,爱朋医疗,10,10,4505.215,-44673.25,378.9,37.89
511990,华宝添益,646435,646435,99.7568,165592.835,64651903.655,100.013
600105,永鼎股份,0,272600,4.9608,-2955.86,1349370.0,4.95
600110,诺德股份,64100,64100,5.1785,9711.41,341653.0,5.33
600136,当代文体,60700,60700,8.7018,26597.41,554798.0,9.14
600168,武汉控股,51200,51200,7.5595,8728.17,395776.0,7.73
600210,紫江企业,48200,48200,4.6808,5263.65,230878.0,4.79
600499,科达洁能,87200,87200,4.4331,13685.3,400248.0,4.59
600550,保变电气,4900,54900,5.1191,19261.86,300303.0,5.47
600602,云赛智联,400,400,7.7713,95.47,3204.0,8.01
