时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:14:23.344    205552712       10001           601818          700 担保品买入  100             4.1000          已撤
09:30:15.321    237554022       10002           603138          701 担保品卖出  20              21.0000         已成
09:30:15.423    209547231       10004           300315          701 担保品卖出  45              8.1000          已成
09:30:15.422    205552728       10003           300657          701 担保品卖出  10              23.3100         已成
09:30:15.423    213552996       10005           300233          701 担保品卖出  53              36.5000         已成
09:30:15.424    217548844       10006           300457          701 担保品卖出  20              34.5500         已成
09:30:15.733    213552997       10007           300567          701 担保品卖出  10              80.9800         已成
09:30:15.734    217548845       10008           300357          701 担保品卖出  46              59.1800         已撤
09:30:25.113    205552733       10009           300357          701 担保品卖出  46              59.0700         已撤
09:30:43.530    213553025       10010           300357          701 担保品卖出  46              58.8300         已撤
09:31:55.114    209547494       10011           300357          701 担保品卖出  46              58.2200         已成
11:02:30.082    213565597       10012           002308          701 担保品卖出  2200            7.4600          已成
11:02:30.182    217561321       10013           002351          701 担保品卖出  5500            22.8000         已成
11:02:30.183    221567694       10014           300223          701 担保品卖出  100             114.5500        已成
11:02:30.183    225559372       10015           603661          701 担保品卖出  100             51.4400         已成
11:02:30.283    213565598       10016           603699          701 担保品卖出  200             16.8400         已成
11:02:30.284    217561322       10017           002891          701 担保品卖出  200             39.6700         已成
11:02:30.386    213565599       10018           600211          701 担保品卖出  400             69.7100         已成
11:02:30.482    201558137       10021           300143          701 担保品卖出  400             18.9800         已成
11:02:30.481    233560501       10019           600984          701 担保品卖出  1900            21.3500         已成
11:02:30.482    237566584       10020           002214          701 担保品卖出  900             29.9400         已成
11:02:30.580    213565601       10022           000568          701 担保品卖出  100             115.9900        已成
11:02:30.581    217561323       10023           002338          701 担保品卖出  1400            29.7800         已成
11:02:30.680    225559374       10024           300738          701 担保品卖出  800             58.1800         已成
11:02:30.681    229568183       10025           600859          701 担保品卖出  100             70.9900         已成
11:02:30.782    209559682       10026           002600          701 担保品卖出  22600           11.7500         已成
11:02:30.782    209559683       10027           600750          701 担保品卖出  3600            13.3800         部撤
11:02:30.890    209559684       10028           603890          701 担保品卖出  1300            17.6200         已撤
11:02:30.980    201558139       10029           002557          701 担保品卖出  600             53.2400         已成
