证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
300315,701,担保品卖出,45,8.12,已成,0
300657,701,担保品卖出,10,23.31,已成,0
300457,701,担保品卖出,20,34.56,已成,0
300233,701,担保品卖出,53,36.5,已成,0
300567,701,担保品卖出,10,81.28,已成,0
603138,701,担保品卖出,20,21.03,已成,0
300357,701,担保品卖出,46,58.31,已成,0
2308,701,担保品卖出,2200,7.46,已成,0
2351,701,担保品卖出,1700,22.83,部分成交,0
2351,701,担保品卖出,3800,22.83,已成,0
300223,701,担保品卖出,100,114.65,已成,0
2891,701,担保品卖出,100,39.71,部分成交,0
603661,701,担保品卖出,100,51.46,已成,0
2214,701,担保品卖出,900,29.94,已成,0
300143,701,担保品卖出,400,18.99,已成,0
2338,701,担保品卖出,100,29.78,部分成交,0
603699,701,担保品卖出,200,16.85,已成,0
300738,701,担保品卖出,100,58.18,部分成交,0
300738,701,担保品卖出,700,58.18,已成,0
600984,701,担保品卖出,300,21.35,部分成交,0
600984,701,担保品卖出,1000,21.35,部分成交,0
600984,701,担保品卖出,600,21.35,已成,0
600211,701,担保品卖出,400,69.76,已成,0
2557,701,担保品卖出,600,53.28,已成,0
2683,701,担保品卖出,500,41.75,已成,0
2338,701,担保品卖出,1300,29.78,已成,0
568,701,担保品卖出,100,115.99,已成,0
600859,701,担保品卖出,70,71.05,部分成交,0
600859,701,担保品卖出,30,71.05,已成,0
600750,701,担保品卖出,590,13.38,部分成交,0
600750,701,担保品卖出,100,13.38,部分成交,0
600750,701,担保品卖出,400,13.38,部分成交,0
2392,701,担保品卖出,18800,4.62,部分成交,0
2392,701,担保品卖出,2900,4.62,部分成交,0
2392,701,担保品卖出,1000,4.62,部分成交,0
2392,701,担保品卖出,2700,4.62,已成,0
600750,701,担保品卖出,100,13.38,部分成交,0
600110,701,担保品卖出,2400,5.45,已成,0
2429,700,担保品买入,4400,5.65,已成,0
600584,701,担保品卖出,100,41.23,部分成交,0
600584,701,担保品卖出,1000,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
59,700,担保品买入,800,5.03,已成,0
603111,700,担保品买入,400,6.65,部分成交,0
603111,700,担保品买入,2000,6.65,部分成交,0
603111,700,担保品买入,2800,6.65,已成,0
2891,701,担保品卖出,100,39.67,已成,0
600584,701,担保品卖出,500,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
2343,700,担保品买入,1600,9.63,已成,0
603200,700,担保品买入,200,41.58,已成,0
600584,701,担保品卖出,300,41.22,部分成交,0
300706,700,担保品买入,400,36.06,部分成交,0
300391,700,担保品买入,400,12.31,部分成交,0
300391,700,担保品买入,100,12.33,已成,0
2639,700,担保品买入,300,7.4,已成,0
600584,701,担保品卖出,600,41.22,部分成交,0
600168,700,担保品买入,257,7.54,部分成交,0
600168,700,担保品买入,243,7.54,已成,0
603538,700,担保品买入,2000,49.5,已成,0
600584,701,担保品卖出,200,41.22,部分成交,0
600584,701,担保品卖出,600,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
600584,701,担保品卖出,200,41.22,部分成交,0
600584,701,担保品卖出,3700,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
300438,701,担保品卖出,600,19.38,已成,0
600584,701,担保品卖出,1500,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,已成,0
600380,701,担保品卖出,759,15.88,部分成交,0
600750,701,担保品卖出,500,13.38,部分成交,0
600380,701,担保品卖出,741,15.88,已成,0
600110,701,担保品卖出,1700,5.45,部分成交,0
600110,701,担保品卖出,2100,5.45,已成,0
300223,701,担保品卖出,100,114.58,部分成交,0
300223,701,担保品卖出,100,114.56,已成,0
2891,701,担保品卖出,100,39.67,部分成交,0
300143,701,担保品卖出,300,18.99,已成,0
603699,701,担保品卖出,300,16.86,已成,0
2683,701,担保品卖出,200,41.7,已成,0
600859,701,担保品卖出,200,71.0,部分成交,0
600859,701,担保品卖出,100,71.0,部分成交,0
600859,701,担保品卖出,100,71.0,部分成交,0
600859,701,担保品卖出,100,71.0,部分成交,0
600859,701,担保品卖出,100,71.0,部分成交,0
600859,701,担保品卖出,100,71.0,部分成交,0
600859,701,担保品卖出,800,71.0,部分成交,0
600859,701,担保品卖出,200,71.0,部分成交,0
600859,701,担保品卖出,500,71.0,已成,0
2557,701,担保品卖出,100,53.17,已成,0
2343,700,担保品买入,500,9.63,已成,0
2639,700,担保品买入,1500,7.4,已成,0
603718,701,担保品卖出,200,24.9,部分成交,0
2891,701,担保品卖出,100,39.65,已成,0
2429,700,担保品买入,1800,5.65,已成,0
600584,701,担保品卖出,300,41.23,部分成交,0
600584,701,担保品卖出,1000,41.22,部分成交,0
600584,701,担保品卖出,200,41.22,部分成交,0
600584,701,担保品卖出,200,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
600584,701,担保品卖出,200,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
600584,701,担保品卖出,100,41.22,部分成交,0
600584,701,担保品卖出,700,41.22,部分成交,0
600584,701,担保品卖出,1200,41.22,部分成交,0
600584,701,担保品卖出,3000,41.22,部分成交,0
600168,700,担保品买入,1200,7.54,已成,0
603718,701,担保品卖出,700,24.9,部分成交,0
603718,701,担保品卖出,100,24.9,部分成交,0
59,700,担保品买入,200,5.03,已成,0
603111,700,担保品买入,200,6.65,部分成交,0
603111,700,担保品买入,700,6.65,已成,0
2308,701,担保品卖出,100,7.47,部分成交,0
2308,701,担保品卖出,400,7.47,部分成交,0
300391,700,担保品买入,500,12.32,已成,0
2392,701,担保品卖出,200,4.62,部分成交,0
300438,701,担保品卖出,600,19.38,已成,0
2392,701,担保品卖出,1500,4.62,部分成交,0
30,701,担保品卖出,500,6.77,部分成交,0
2392,701,担保品卖出,2700,4.62,部分成交,0
2351,701,担保品卖出,1900,22.84,已成,0
2891,701,担保品卖出,100,39.71,已成,0
300223,701,担保品卖出,200,114.6,已成,0
603718,701,担保品卖出,600,24.88,部分成交,0
603718,701,担保品卖出,800,24.86,部分成交,0
603718,701,担保品卖出,700,24.86,部分成交,0
30,701,担保品卖出,200,6.77,部分成交,0
300143,701,担保品卖出,100,18.99,已成,0
2338,701,担保品卖出,400,29.76,部分成交,0
600211,701,担保品卖出,100,69.77,已成,0
603699,701,担保品卖出,300,16.86,已成,0
2683,701,担保品卖出,100,41.69,部分成交,0
2776,701,担保品卖出,200,9.05,部分成交,0
2776,701,担保品卖出,600,9.05,部分成交,0
2776,701,担保品卖出,1000,9.05,部分成交,0
2776,701,担保品卖出,1000,9.05,部分成交,0
2776,701,担保品卖出,1500,9.05,部分成交,0
2776,701,担保品卖出,500,9.05,部分成交,0
2776,701,担保品卖出,300,9.05,部分成交,0
