冻结金额,可用,参考市值,资产
,4779948.19,,56811377.84
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
4,国农科技,0,100,28.6063,-14.63,2846.0,28.46
6,深振业Ａ,0,13100,5.8842,21297.48,98381.0,7.51
11,深物业A,0,11600,15.3405,7534.01,185484.0,15.99
16,深康佳Ａ,0,14200,7.4104,-573.14,104654.0,7.37
32,深桑达Ａ,5000,5000,21.6551,-3275.5,105000.0,21.0
90,天健集团,0,3000,7.4416,235.09,22560.0,7.52
155,川能动力,9100,11300,5.4644,-2196.58,59551.0,5.27
158,常山北明,0,1900,10.3774,1087.98,20805.0,10.95
403,双林生物,4400,4400,68.0946,14983.83,314600.0,71.5
423,东阿阿胶,700,700,35.0654,3.25,24549.0,35.07
501,鄂武商Ａ,7200,14400,17.0021,-3918.59,240912.0,16.73
503,国新健康,0,1900,12.1592,628.52,23731.0,12.49
513,丽珠集团,900,900,48.0096,-548.64,42660.0,47.4
526,紫光学大,1100,1100,63.493,-9892.34,59950.0,54.5
534,万泽股份,100,100,10.016,-15.6,986.0,9.86
537,广宇发展,0,800,7.5564,138.88,6184.0,7.73
550,江铃汽车,0,200,13.5374,102.53,2810.0,14.05
568,泸州老窖,0,1200,77.2458,39425.05,132120.0,110.1
625,长安汽车,0,2000,12.2027,94.63,24500.0,12.25
652,泰达股份,0,3800,6.3914,336.63,24624.0,6.48
656,金科股份,0,100,7.7297,142.03,915.0,9.15
661,长春高新,800,800,407.287,2130.41,327960.0,409.95
700,模塑科技,0,5900,7.9518,107.67,47023.0,7.97
708,中信特钢,0,19300,17.1679,15094.73,346435.0,17.95
710,贝瑞基因,0,200,80.6925,-4698.5,11440.0,57.2
736,中交地产,20,1520,6.4468,2072.1,11871.2,7.8100000000000005
758,中色股份,0,300,4.4476,54.73,1389.0,4.63
766,通化金马,0,100,4.8911,1.89,491.0,4.91
777,中核科技,0,600,12.0418,124.91,7350.0,12.25
786,北新建材,0,500,23.6801,219.95,12060.0,24.12
799,酒鬼酒,529,7029,66.8349,50011.93,519794.55,73.95
801,四川九洲,100,100,4.3759,158.41,596.0,5.96
813,德展健康,2000,2000,6.2963,147.48,12740.0,6.37
830,鲁西化工,0,900,8.6419,7.28,7785.0,8.65
851,高鸿股份,0,44400,7.5203,61701.27,395604.0,8.91
869,张裕Ａ,100,100,29.9431,433.69,3428.0,34.28
877,天山股份,21400,21400,15.4468,11624.9,342186.0,15.99
878,云南铜业,2500,5000,11.4008,2695.83,59700.0,11.94
892,欢瑞世纪,400,400,4.2173,1.07,1688.0,4.22
895,双汇发展,200,1200,44.8849,1530.17,55392.0,46.16
906,浙商中拓,0,200,6.1413,5.74,1234.0,6.17
910,大亚圣象,1800,1800,16.7094,-2014.89,28062.0,15.59
915,山大华特,3600,3600,35.3805,-8389.68,118980.0,33.05
918,嘉凯城,0,1300,4.808,93.58,6344.0,4.88
951,中国重汽,100,100,31.4263,-34.63,3108.0,31.08
959,首钢股份,0,12700,4.8389,268.48,61722.0,4.86
976,华铁股份,0,1900,5.5297,361.56,10868.0,5.72
977,浪潮信息,0,3000,37.979,602.94,114540.0,38.18
990,诚志股份,0,1200,13.4996,1524.49,17724.0,14.77
997,新大陆,100,100,15.9632,59.68,1656.0,16.56
2007,华兰生物,4100,4100,47.0611,1307.41,194258.0,47.38
2014,永新股份,600,600,9.5419,70.86,5796.0,9.66
2025,航天电器,1600,1600,35.1983,2.74,56320.0,35.2
2028,思源电气,0,1300,20.1964,1694.65,27950.0,21.5
2030,达安基因,0,14500,24.7384,42798.7,401505.0,27.69
2034,旺能环境,3600,3600,19.2444,-5415.75,63864.0,17.74
2044,美年健康,0,24200,14.2,16940.47,360580.0,14.9
2045,国光电器,0,100,9.4821,0.79,949.0,9.49
2047,宝鹰股份,700,700,5.2635,221.55,3906.0,5.58
2050,三花智控,4700,4700,20.2521,7274.94,102460.0,21.8
2079,苏州固锝,61700,69100,13.096,-30129.63,874806.0,12.66
2083,孚日股份,0,2000,5.5212,37.57,11080.0,5.54
2084,海鸥住工,0,1700,10.2705,-306.84,17153.0,10.09
2099,海翔药业,0,1500,7.6617,117.47,11610.0,7.74
2103,广博股份,0,5900,6.3114,-244.2,36993.0,6.27
2106,莱宝高科,0,2500,13.9847,63.3,35025.0,14.01
2123,梦网集团,0,2900,19.4143,-128.38,56173.0,19.37
