时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:19:52.000    120635521       10001           WTD:3396000001          601818          100 证券买入            -100            3.6000          已撤            0               0
09:30:17.000    124633436       10002           0104000000822851        300394          101 证券卖出            60              54.0000         已成            0               0
09:30:17.000    128633473       10003           0101000000850588        002810          101 证券卖出            60              30.3300         已成            0               0
09:32:49.000    112632896       10004           0103000001747084        300041          101 证券卖出            800             15.4700         已成            0               0
09:32:49.000    128633932       10006           1017293                 603868          101 证券卖出            100             49.2800         已成            0               0
09:32:49.000    124633851       10005           1017337                 603501          101 证券卖出            100             201.0300        已成            0               0
09:32:53.000    104634891       10007           0103000001765783        002626          100 证券买入            -600            24.9600         已撤            0               0
09:32:53.000    112632897       10008           0102000001817199        300138          100 证券买入            -600            12.1000         已撤            0               0
09:32:55.000    112632910       10011           0103000001774760        300041          101 证券卖出            700             15.4700         部分成交        0               0
09:32:55.000    112632910       10011           0103000001774762        300041          101 证券卖出            300             15.4700         已成            0               0
09:32:55.000    116631002       10012           0103000001774765        002626          100 证券买入            100             25.0000         已成            0               0
09:32:55.000    132632347       10009           1036474                 603501          101 证券卖出            100             201.5500        已成            0               0
09:32:56.000    108632562       10010           1041403                 603868          101 证券卖出            100             49.2600         已成            0               0
09:33:00.000    112632920       10013           0103000001802901        300041          101 证券卖出            1000            15.4700         已成            0               0
09:33:00.000    100631778       10017           0103000001804078        002626          100 证券买入            200             25.0000         部分成交        0               0
09:33:00.000    136633968       10016           0102000001857336        300138          100 证券买入            600             12.1200         已成            0               0
09:33:00.000    128633949       10015           1056866                 603868          101 证券卖出            300             49.2000         已成            0               0
09:33:01.000    116631011       10014           WTD:3396000007          603501          101 证券卖出            -100            201.4100        已撤            0               0
09:33:03.000    100631778       10017           0103000001820152        002626          100 证券买入            -1000           25.0100         部撤            0               0
09:33:05.000    132632365       10018           1076097                 603501          101 证券卖出            100             201.4100        部分成交        0               0
09:33:05.000    132632365       10018           1077424                 603501          101 证券卖出            100             201.3800        已成            0               0
09:33:06.000    128633958       10019           1082543                 603638          100 证券买入            100             43.6700         已成            0               0
09:33:10.000    124633890       10024           0102000001920971        300138          100 证券买入            2100            12.0800         部分成交        0               0
