时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:16:48.000    136643578       10001           WTD:3396000001          601818          100 证券买入            -100            3.6000          已撤            0               0
09:32:48.000    104644877       10006           0102000001747863        002626          100 证券买入            100             24.8800         部分成交        0               0
09:32:48.000    104644877       10006           0102000001747865        002626          100 证券买入            800             24.8800         已成            0               0
09:32:48.000    132642519       10007           0101000001704764        002352          100 证券买入            800             56.0500         已成            0               0
09:32:48.000    112643511       10004           941805                  600754          101 证券卖出            200             28.7300         已成            0               0
09:32:48.000    100641899       10008           942733                  603520          100 证券买入            100             81.7000         已成            0               0
09:32:48.000    116641237       10009           943284                  603826          100 证券买入            200             33.5800         部分成交        0               0
09:32:48.000    116641237       10009           943285                  603826          100 证券买入            200             33.6300         部分成交        0               0
09:32:49.000    132642517       10002           0102000001753468        000526          101 证券卖出            300             55.4000         已成            0               0
09:32:49.000    100641898       10005           0104000001961644        002706          101 证券卖出            -600            15.8100         已撤            0               0
09:32:49.000    108642742       10003           0102000001755287        300548          101 证券卖出            -100            57.6700         已撤            0               0
09:32:49.000    116641237       10009           WTD:3396000005          603826          100 证券买入            -300            33.6500         部撤            0               0
09:32:53.000    108642751       10012           0104000001985379        002706          101 证券卖出            1500            15.8000         已成            0               0
09:32:53.000    112643520       10013           0102000001776253        000526          101 证券卖出            200             55.3800         已成            0               0
09:32:53.000    124644426       10014           0102000001776790        002626          100 证券买入            800             24.8900         已成            0               0
09:32:53.000    100641909       10016           0101000001732137        002352          100 证券买入            400             56.0800         已成            0               0
09:32:53.000    128644231       10015           960342                  603520          100 证券买入            100             81.7000         已成            0               0
09:32:53.000    104644890       10017           960682                  603826          100 证券买入            400             33.6600         部分成交        0               0
09:32:53.000    104644890       10017           960683                  603826          100 证券买入            300             33.6600         已成            0               0
09:32:54.000    128644230       10011           WTD:3396000007          600754          101 证券卖出            -100            28.7800         已撤            0               0
09:32:56.000    124644425       10010           0102000001793991        300548          101 证券卖出            -100            57.6300         已撤            0               0
09:32:58.000    112643528       10018           0102000001806191        000526          101 证券卖出            100             55.4300         已成            0               0
09:32:58.000    128644239       10019           0102000001806627        300548          101 证券卖出            100             57.6300         已成            0               0
09:32:58.000    108642756       10022           0102000001807106        002626          100 证券买入            1200            24.8900         已成            0               0
