时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:19:06.611    120635521       10001           601818          100 证券买入    100             3.6000          已撤
09:30:16.377    124633436       10002           300394          101 证券卖出    60              53.9500         已成
09:30:16.377    128633473       10003           002810          101 证券卖出    60              30.1600         已成
09:32:48.272    112632896       10004           300041          101 证券卖出    800             15.4700         已成
09:32:48.371    124633851       10005           603501          101 证券卖出    100             200.7500        已成
09:32:48.371    128633932       10006           603868          101 证券卖出    100             49.2400         已成
09:32:48.476    104634891       10007           002626          100 证券买入    600             24.9600         已撤
09:32:48.576    112632897       10008           300138          100 证券买入    600             12.1000         已撤
09:32:53.580    132632347       10009           603501          101 证券卖出    100             201.5300        已成
09:32:53.682    108632562       10010           603868          101 证券卖出    100             49.2600         已成
09:32:53.682    112632910       10011           300041          101 证券卖出    1000            15.4600         已成
09:32:53.682    116631002       10012           002626          100 证券买入    100             25.0100         已成
09:32:58.770    112632920       10013           300041          101 证券卖出    1000            15.4600         已成
09:32:58.771    116631011       10014           603501          101 证券卖出    100             201.4100        已撤
09:32:58.873    128633949       10015           603868          101 证券卖出    300             49.1800         已成
09:32:58.972    100631778       10017           002626          100 证券买入    1200            25.0100         部撤
09:32:58.972    136633968       10016           300138          100 证券买入    600             12.1300         已成
09:33:03.970    132632365       10018           603501          101 证券卖出    200             201.3800        已成
09:33:04.069    128633958       10019           603638          100 证券买入    100             43.6700         已成
09:33:09.071    124633889       10020           603501          101 证券卖出    100             201.2900        已成
09:33:09.072    128633966       10021           603868          101 证券卖出    100             49.0700         已成
09:33:09.170    100631796       10022           002626          100 证券买入    700             25.1000         已撤
09:33:09.171    104634933       10023           603638          100 证券买入    200             43.7000         已成
09:33:09.273    124633890       10024           300138          100 证券买入    3000            12.0900         已成
09:33:14.270    112632947       10025           603501          101 证券卖出    100             201.0100        已成
09:33:14.270    116631033       10026           603868          101 证券卖出    100             49.0900         已成
09:33:14.371    128633974       10027           603638          100 证券买入    100             43.6500         已撤
09:33:14.372    132632381       10028           300138          100 证券买入    600             12.0800         已成
09:33:14.471    132632382       10029           002626          100 证券买入    600             25.1400         已成
09:33:19.469    108632600       10030           603501          101 证券卖出    100             201.1500        已成
09:33:19.470    112632958       10031           603868          101 证券卖出    100             49.0800         已成
09:33:19.573    120636078       10032           603638          100 证券买入    100             43.6900         已成
09:33:19.574    124633902       10033           300138          100 证券买入    800             12.0900         已成
09:33:19.669    136633999       10034           002626          100 证券买入    600             25.1300         已成
09:33:24.671    112632971       10035           603868          101 证券卖出    100             49.0100         已成
09:33:24.672    116631047       10036           603501          101 证券卖出    1800            201.4700        已成
09:33:24.769    104634967       10037           603638          100 证券买入    200             43.7200         已成
09:33:24.770    108632610       10038           002626          100 证券买入    900             25.1400         已成
09:33:29.870    100631833       10040           603868          101 证券卖出    100             49.1500         已成
09:33:29.869    136634021       10039           603501          101 证券卖出    100             201.5900        已成
09:33:29.870    104634976       10041           603638          100 证券买入    200             43.6700         已撤
09:33:29.970    108632617       10042           300138          100 证券买入    500             12.0800         已成
09:33:29.970    112632980       10043           002626          100 证券买入    500             25.1200         已成
09:33:34.968    108632628       10044           603501          101 证券卖出    100             201.6500        已成
09:33:35.071    124633925       10045           603868          101 证券卖出    100             48.9600         已成
09:33:35.071    128634021       10046           300138          100 证券买入    600             12.0800         已成
09:33:35.169    108632629       10047           002626          100 证券买入    500             25.1200         已成
09:33:35.170    112632987       10048           603638          100 证券买入    100             43.7300         已成
09:33:40.168    132632424       10049           603501          101 证券卖出    100             201.7900        已撤
09:33:40.270    104634988       10050           603868          101 证券卖出    100             48.9200         已成
09:33:40.270    108632639       10051           603638          100 证券买入    400             43.7300         已成
09:33:40.369    128634030       10052           300138          100 证券买入    100             12.0800         已成
09:33:40.369    132632425       10053           002626          100 证券买入    400             25.1000         已成
09:33:45.368    132632434       10054           603501          101 证券卖出    100             201.7400        已撤
09:33:45.469    112633004       10055           603868          101 证券卖出    100             48.9100         已撤
09:33:45.470    116631087       10056           002626          100 证券买入    900             25.1200         已成
09:33:45.571    104634994       10057           603638          100 证券买入    100             43.7000         已成
09:33:45.669    120636125       10058           300138          100 证券买入    600             12.0800         已成
09:33:50.672    104635002       10059           300041          101 证券卖出    2500            15.4800         已成
09:33:50.673    108632662       10060           603501          101 证券卖出    100             201.1000        已成
09:33:50.673    112633012       10061           603868          101 证券卖出    100             48.8800         已成
09:33:50.768    128634047       10062           300138          100 证券买入    100             12.0800         已成
09:33:50.769    132632446       10063           002626          100 证券买入    600             25.1400         已成
09:33:50.869    132632447       10064           603638          100 证券买入    200             43.7100         已成
09:33:55.868    100631884       10065           300041          101 证券卖出    1700            15.4900         已成
09:33:55.868    104635015       10066           603501          101 证券卖出    100             201.6700        已撤
09:33:55.968    124633963       10067           603868          101 证券卖出    100             48.8200         已成
09:33:55.968    128634057       10068           300138          100 证券买入    400             12.0800         已成
09:33:56.068    100631885       10069           002626          100 证券买入    200             25.0900         已成
09:33:56.068    104635016       10070           603638          100 证券买入    100             43.5300         已撤
09:34:01.278    132632470       10071           300041          101 证券卖出    2000            15.4900         已成
09:34:01.371    108632690       10072           603868          101 证券卖出    100             48.8100         已成
09:34:01.373    112633036       10073           002626          100 证券买入    200             25.1000         已成
09:34:01.373    116631121       10074           300138          100 证券买入    700             12.0800         已成
09:34:16.369    108632731       10075           300041          101 证券卖出    2000            15.5300         已成
09:34:16.467    112633071       10076           603501          101 证券卖出    100             200.9600        已成
09:34:16.468    120636189       10077           300138          100 证券买入    100             12.0700         已成
09:34:16.567    116631159       10078           002626          100 证券买入    200             25.0200         已成
09:34:21.570    124634020       10079           603501          101 证券卖出    400             200.9500        已成
09:34:21.672    132632518       10080           300138          100 证券买入    900             12.0700         已成
09:34:21.775    100631948       10081           002626          100 证券买入    200             25.0000         已成
09:34:26.766    120636205       10082           603501          101 证券卖出    100             200.9500        已成
09:34:26.767    124634027       10083           300138          100 证券买入    3100            12.0700         已成
09:34:26.867    112633093       10084           002626          100 证券买入    400             25.0100         已成
09:34:31.870    112633098       10085           300041          101 证券卖出    1200            15.5100         已成
09:34:31.967    120636212       10086           603501          101 证券卖出    200             200.9100        已成
09:34:31.967    124634036       10087           603868          101 证券卖出    100             48.8100         已成
09:34:32.067    104635077       10088           300138          100 证券买入    2000            12.0700         已成
