时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:15:47.443    136643578       10001           601818          100 证券买入    100             3.6000          已撤
09:32:46.497    132642517       10002           000526          101 证券卖出    300             55.4000         已成
09:32:46.599    108642742       10003           300548          101 证券卖出    100             57.6700         已撤
09:32:46.599    112643511       10004           600754          101 证券卖出    200             28.6800         已成
09:32:46.704    100641898       10005           002706          101 证券卖出    600             15.8100         已撤
09:32:46.705    104644877       10006           002626          100 证券买入    900             24.8900         已成
09:32:46.806    132642519       10007           002352          100 证券买入    800             56.1100         已成
09:32:46.809    100641899       10008           603520          100 证券买入    100             81.7300         已成
09:32:46.905    116641237       10009           603826          100 证券买入    700             33.6500         部撤
09:32:51.897    124644425       10010           300548          101 证券卖出    100             57.6300         已撤
09:32:51.898    128644230       10011           600754          101 证券卖出    100             28.7800         已撤
09:32:51.997    108642751       10012           002706          101 证券卖出    1500            15.7900         已成
09:32:51.998    112643520       10013           000526          101 证券卖出    200             55.3600         已成
09:32:52.099    124644426       10014           002626          100 证券买入    800             24.8900         已成
09:32:52.099    128644231       10015           603520          100 证券买入    100             81.7300         已成
09:32:52.197    100641909       10016           002352          100 证券买入    400             56.0800         已成
09:32:52.198    104644890       10017           603826          100 证券买入    700             33.6800         已成
09:32:57.201    112643528       10018           000526          101 证券卖出    100             55.4200         已成
09:32:57.297    128644239       10019           300548          101 证券卖出    100             57.6200         已成
09:32:57.298    132642533       10020           600754          101 证券卖出    300             28.7400         已撤
09:32:57.397    104644901       10021           002706          101 证券卖出    800             15.7900         已撤
09:32:57.398    108642756       10022           002626          100 证券买入    1200            24.9000         已成
09:32:57.498    136644289       10023           002352          100 证券买入    300             56.1300         已成
09:32:57.609    104644903       10024           603520          100 证券买入    400             81.6900         部撤
09:32:57.609    108642757       10025           603826          100 证券买入    900             33.5600         已撤
09:33:02.608    100641916       10026           603520          100 证券买入    1100            81.7800         已成
09:33:07.601    124644447       10027           000526          101 证券卖出    400             55.5000         已成
09:33:07.601    128644251       10028           603826          100 证券买入    100             33.5900         已撤
09:33:07.698    100641921       10029           002626          100 证券买入    700             24.8800         已成
09:33:12.700    132642544       10030           000526          101 证券卖出    500             55.5500         已成
09:33:12.701    136644306       10031           002706          101 证券卖出    300             15.7700         已撤
09:33:12.807    112643544       10032           002626          100 证券买入    700             24.9000         已成
09:33:12.895    120646453       10033           603520          100 证券买入    100             81.7800         已成
09:33:12.896    124644451       10034           603826          100 证券买入    200             33.6800         已成
09:33:12.896    128644254       10035           002352          100 证券买入    500             56.0600         已成
09:33:17.896    132642549       10036           000526          101 证券卖出    400             55.9000         已撤
09:33:17.996    100641929       10037           002626          100 证券买入    1200            24.8700         已成
09:33:17.996    104644917       10038           603520          100 证券买入    100             81.8300         已成
09:33:18.099    132642550       10039           002352          100 证券买入    200             55.9400         已成
09:33:23.096    132642553       10040           002706          101 证券卖出    400             15.7600         已撤
09:33:23.096    136644313       10041           000526          101 证券卖出    400             55.5500         已成
09:33:23.196    108642785       10042           300548          101 证券卖出    300             57.4100         已成
09:33:23.298    116641276       10043           600754          101 证券卖出    600             28.6900         已成
09:33:23.298    120646462       10044           002626          100 证券买入    400             24.8400         部撤
09:33:23.299    124644461       10045           603520          100 证券买入    100             81.8200         已成
09:33:23.396    100641933       10046           002352          100 证券买入    400             55.9400         已成
09:33:23.496    108642786       10047           603826          100 证券买入    200             33.6900         已成
09:33:28.496    104644922       10048           600754          101 证券卖出    300             28.6900         已成
09:33:28.496    108642789       10049           002706          101 证券卖出    400             15.7500         已撤
09:33:28.603    120646467       10050           000526          101 证券卖出    200             55.6200         已成
09:33:28.603    124644466       10051           002352          100 证券买入    800             55.8200         已撤
09:33:28.696    104644923       10052           603520          100 证券买入    100             81.8400         已成
09:33:28.697    108642790       10053           603826          100 证券买入    100             33.7000         已成
09:33:28.796    120646468       10054           002626          100 证券买入    400             24.8700         已成
09:33:33.799    112643560       10055           002706          101 证券卖出    500             15.7200         已成
09:33:33.800    116641287       10056           000526          101 证券卖出    200             55.8900         已撤
09:33:33.896    116641288       10057           600754          101 证券卖出    100             28.7000         已成
09:33:33.896    120646473       10058           002626          100 证券买入    800             24.8000         已成
09:33:33.996    132642564       10059           603520          100 证券买入    100             81.8200         已成
09:33:33.996    136644327       10060           002352          100 证券买入    800             55.9200         已成
09:33:34.096    108642796       10061           603826          100 证券买入    100             33.7200         已成
09:33:39.096    128644275       10062           600754          101 证券卖出    300             28.7200         已成
09:33:39.096    132642567       10063           002706          101 证券卖出    200             15.7500         已撤
09:33:39.195    104644934       10064           000526          101 证券卖出    400             55.5700         已成
09:33:39.196    108642801       10065           603826          100 证券买入    600             33.7100         已成
09:33:39.297    120646480       10066           002626          100 证券买入    400             24.8100         已撤
09:33:39.298    124644473       10067           603520          100 证券买入    100             81.7400         已成
09:33:39.399    136644331       10068           002352          100 证券买入    200             55.9500         已成
09:33:44.395    124644477       10069           600754          101 证券卖出    300             28.7300         已成
09:33:44.395    128644278       10070           002706          101 证券卖出    200             15.7200         已成
09:33:44.495    108642804       10071           000526          101 证券卖出    400             55.5700         已成
09:33:44.496    112643567       10072           603520          100 证券买入    200             81.6900         已成
09:33:44.603    132642570       10073           002352          100 证券买入    1000            55.9700         已成
09:33:44.604    136644333       10074           603826          100 证券买入    900             33.7300         部撤
09:33:44.700    124644479       10075           002626          100 证券买入    400             24.8600         已成
09:33:49.696    100641949       10077           002706          101 证券卖出    200             15.7200         已成
09:33:49.696    136644338       10076           600754          101 证券卖出    1000            28.7400         已成
09:33:49.795    112643572       10078           000526          101 证券卖出    200             55.6300         已成
09:33:49.795    116641299       10079           300548          101 证券卖出    500             57.1500         已成
09:33:49.895    128644284       10080           603520          100 证券买入    100             81.6500         已成
09:33:49.896    132642574       10081           002352          100 证券买入    1600            55.9400         已成
09:33:49.995    104644940       10082           603826          100 证券买入    2200            33.7800         已成
09:33:49.996    108642810       10083           002626          100 证券买入    900             24.8100         部撤
09:33:54.995    120646488       10084           600754          101 证券卖出    200             28.7600         已成
09:33:55.095    128644287       10085           002706          101 证券卖出    300             15.7200         已成
09:33:55.095    132642579       10086           000526          101 证券卖出    100             55.6300         已成
09:33:55.194    116641302       10087           300548          101 证券卖出    500             57.1900         已撤
09:33:55.195    120646489       10088           603826          100 证券买入    500             33.8100         已成
09:33:55.295    100641952       10089           002626          100 证券买入    600             24.8600         已成
09:33:55.295    104644946       10090           002352          100 证券买入    1600            55.9300         已成
09:33:55.394    116641303       10091           603520          100 证券买入    100             81.5900         已成
09:34:00.396    120646494       10092           002706          101 证券卖出    200             15.7200         已成
09:34:00.397    124644489       10093           000526          101 证券卖出    400             55.5300         已成
