冻结金额,可用,参考市值,资产
9704933.75,3661288.67,33766677.02,37428764.89
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
403,双林生物,14300,14300,72.4279,-18702.33,1017016.0,71.12
425,徐工机械,0,156400,6.4134,5726.85,1008780.0,6.45
546,金圆股份,0,80600,10.2355,-8499.98,816478.0,10.13
807,云铝股份,133000,183000,5.6918,98482.75,1140090.0,6.23
882,华联股份,0,111700,2.0662,1543.69,232336.0,2.08
2024,苏宁易购,103700,103700,9.6174,267.41,997594.0,9.62
2027,分众传媒,0,170500,6.0124,-14055.17,1011065.0,5.93
2242,九阳股份,12000,28100,34.4163,34104.84,1001203.0,35.63
2252,上海莱士,0,112900,8.9581,4731.34,1016100.0,9.0
2312,三泰控股,0,44700,5.0621,2588.19,228864.0,5.12
2376,新北洋,0,92100,11.0617,17346.24,1036125.0,11.25
2422,科伦药业,0,44600,22.5029,-1465.89,1002162.0,22.47
2534,杭锅股份,56400,56400,7.5493,53053.55,478836.0,8.49
2616,长青集团,27000,27000,10.7622,11281.76,301860.0,11.18
2705,新宝股份,30100,30100,35.0202,22268.92,1076376.0,35.76
2749,国光股份,26700,26700,12.3776,19821.46,350304.0,13.12
2777,久远银海,40,40,-1375.237,56252.28,1242.8,31.07
2791,坚朗五金,13000,13000,81.46,39520.15,1098500.0,84.5
2821,凯莱英,700,700,218.94,2813.97,156072.0,222.96
2841,视源股份,3200,3200,97.8534,14869.04,328000.0,102.5
2880,卫光生物,3500,3500,44.7364,68262.52,224840.0,64.24
300027,华谊兄弟,0,238700,4.2316,4396.15,1014475.0,4.25
300220,金运激光,0,4500,34.9294,2927.86,160110.0,35.58
300298,三诺生物,33900,33900,31.6612,-12244.87,1061070.0,31.3
300575,中旗股份,15400,17000,30.9752,190652.09,717230.0,42.19
300638,广和通,10300,10300,59.2922,32422.42,643132.0,62.44
300653,正海生物,13950,13950,74.9012,-13268.7,1031602.5,73.95
300659,中孚信息,73,73,-2001.7821,151130.59,5000.5,68.5
300673,佩蒂股份,1600,1600,36.9174,4420.15,63488.0,39.68
300699,光威复材,17463,17463,60.5663,96460.03,1154129.67,66.08999999999999
300751,迈为股份,300,300,299.0149,355.54,90060.0,300.2
300760,迈瑞医疗,3400,3400,293.9956,24563.07,1024148.0,301.22
511990,华宝添益,4,4,-27303.1125,109612.502,400.05199999999996,100.01299999999999
600010,包钢股份,513900,513900,1.1944,23451.67,637236.0,1.24
600039,XD四川路,0,8100,4.0916,473.21,33615.0,4.15
600151,航天机电,0,2100,5.1555,303.48,11130.0,5.3
600486,扬农化工,11600,11600,82.1014,12628.3,965004.0,83.19
600811,东方集团,149900,149900,4.4239,83363.22,746502.0,4.98
600984,建设机械,48700,48700,22.7515,-75556.32,1032440.0,21.2
601668,中国建筑,8100,8100,5.5209,-493.6,44226.0,5.46
601766,中国中车,12500,12500,6.3211,-263.43,78750.0,6.3
601799,星宇股份,1500,1500,118.2781,17642.82,195060.0,130.04
601965,中国汽研,12300,12300,9.5905,4422.42,122385.0,9.95
603127,昭衍新药,8900,8900,91.0133,48297.35,858316.0,96.44
603179,新泉股份,1500,1500,21.767,274.46,32925.0,21.95
603181,皇马科技,38800,38800,21.1413,44569.52,864852.0,22.29
603228,景旺电子,16080,16080,34.0047,68746.66,615542.4,38.28
603355,莱克电气,23100,23100,23.1417,45929.71,580503.0,25.13
603516,淳中科技,4100,4100,39.2692,3406.44,164410.0,40.1
603528,多伦科技,0,68500,10.579,51446.23,776105.0,11.33
603538,美诺华,8400,8400,51.0788,-20402.08,408660.0,48.65
603566,普莱柯,15500,15500,25.2599,31311.46,422840.0,27.28
603583,捷昌驱动,200,200,-143.5942,42718.84,14000.0,70.0
603611,诺力股份,19500,19500,20.023,45765.68,436215.0,22.37
603612,索通发展,82,82,-688.4956,57567.74,1111.1,13.549999999999999
603688,石英股份,25100,25100,21.6371,113524.04,656616.0,26.16
603699,纽威股份,6400,6400,15.5439,12839.13,112320.0,17.55
603707,健友股份,700,700,61.8305,-1750.35,41531.0,59.33
603713,密尔克卫,10300,10300,96.1835,-12911.28,977779.0,94.93
603826,坤彩科技,13700,28200,30.3957,45241.45,902400.0,32.0
603856,东宏股份,35400,35400,14.5343,30999.51,545514.0,15.41
