标题：资金股票
营业部名称：中航信交易11-1
股东：上海鸣石投

------------------------------
资金帐户	货币单位	资金余额	可用金额	总市值	总资产	
203600000495	人民币	3617867.960	5060447.470	122482510.750	127542959.220	

------------------------------
证券代码	证券名称	当前持仓	可用余额	买入冻结	卖出冻结	参考盈亏	盈亏比例()	参考市值	参考成本价	参考市价	股东代码	交易市场	股份实时余额	股份余额	
002736	国信证券	43100	0	43100	0	11475.08	1.745	668912.00	15.254	15.520	0899226926	深Ａ	43100	0	
002727	一心堂	20800	0	20800	0	-14609.84	-1.936	739856.00	36.272	35.570	0899226926	深Ａ	20800	0	
002705	新宝股份	0	0	0	1300	13187.02	0.000	0.00	0.000	43.500	0899226926	深Ａ	0	1300	
002675	东诚药业	0	0	0	32	-106836.04	0.000	0.00	0.000	24.980	0899226926	深Ａ	0	32	
002672	东江环保	66600	66600	0	0	-23649.74	-3.036	755244.00	11.695	11.340	0899226926	深Ａ	66600	66600	
002626	金达威	0	0	0	11400	-26972.85	0.000	0.00	0.000	43.610	0899226926	深Ａ	0	11400	
002625	光启技术	50900	50900	0	47500	87144.05	7.912	1188515.00	21.638	23.350	0899226926	深Ａ	50900	98400	
002617	露笑科技	66900	66900	0	40200	-52731.58	-11.443	408090.00	6.888	6.100	0899226926	深Ａ	66900	107100	
002607	中公教育	34800	0	34800	0	-46764.44	-3.649	1234704.00	36.824	35.480	0899226926	深Ａ	34800	0	
002582	好想你	78400	0	78400	78400	103789.04	8.959	1262240.00	14.776	16.100	0899226926	深Ａ	78400	78400	
002570	贝因美	281700	281700	0	0	-35054.87	-1.455	2374731.00	8.554	8.430	0899226926	深Ａ	281700	281700	
002556	辉隆股份	260450	260450	0	0	69125.38	2.772	2562828.00	9.575	9.840	0899226926	深Ａ	260450	260450	
002516	旷达科技	151400	0	151400	0	-23027.62	-3.637	610142.00	4.182	4.030	0899226926	深Ａ	151400	0	
002398	垒知集团	18400	0	18400	0	-5630.98	-2.449	224296.00	12.496	12.190	0899226926	深Ａ	18400	0	
002372	伟星新材	27500	27500	0	0	26205.04	6.774	413050.00	14.067	15.020	0899226926	深Ａ	27500	27500	
002340	格林美	422400	422400	0	0	-8739.17	-0.362	2403456.00	5.711	5.690	0899226926	深Ａ	422400	422400	
002335	科华恒盛	4100	4100	0	8200	39959.17	47.649	123820.00	20.454	30.200	0899226926	深Ａ	4100	12300	
002287	奇正藏药	17800	17800	0	0	-22612.72	-3.840	566218.00	33.080	31.810	0899226926	深Ａ	17800	17800	
002233	塔牌集团	41800	41800	0	0	19916.83	3.011	681340.00	15.824	16.300	0899226926	深Ａ	41800	41800	
