标题：资金股票
营业部名称：中航信交易4-1
股东：中国银河证

------------------------------
资金帐户	货币单位	资金余额	可用金额	总市值	总资产	
221188997708	人民币	1349233.520	739058.670	15986860.870	16725920.540	

------------------------------
证券代码	证券名称	当前持仓	可用余额	买入冻结	卖出冻结	参考盈亏	盈亏比例()	参考市值	参考成本价	参考市价	股东代码	交易市场	股份实时余额	股份余额	
000725	京东方Ａ	0	0	0	52700	-28286.31	0.000	0.00	0.000	4.780	0899159069	深Ａ	0	52700	
000723	美锦能源	37200	37200	0	0	-19333.00	-7.435	240684.00	6.990	6.470	0899159069	深Ａ	37200	37200	
000623	吉林敖东	200	200	0	0	-152.73	-4.179	3502.00	18.274	17.510	0899159069	深Ａ	200	200	
000615	京汉股份	400	400	0	0	-36.36	-2.033	1752.00	4.471	4.380	0899159069	深Ａ	400	400	
000603	盛达资源	0	0	0	19200	62297.09	0.000	0.00	0.000	18.230	0899159069	深Ａ	0	19200	
000547	航天发展	15600	15600	0	0	16888.75	6.343	283140.00	17.067	18.150	0899159069	深Ａ	15600	15600	
000538	云南白药	1000	1000	0	0	-2175.41	-1.939	110000.00	112.175	110.000	0899159069	深Ａ	1000	1000	
000528	柳    工	33500	0	33500	0	673.50	0.272	248235.00	7.390	7.410	0899159069	深Ａ	33500	0	
000069	华侨城Ａ	35100	0	35100	0	136.94	0.053	260442.00	7.416	7.420	0899159069	深Ａ	35100	0	
000066	中国长城	0	0	0	16800	28784.47	0.000	0.00	0.000	17.220	0899159069	深Ａ	0	16800	
000049	德赛电池	0	0	0	5000	-2611.67	0.000	0.00	0.000	54.550	0899159069	深Ａ	0	5000	
000012	南  玻Ａ	25800	25800	0	19200	25844.59	19.962	155316.00	5.018	6.020	0899159069	深Ａ	25800	45000	

------------------------------
保存时间：2020-07-23  15:46:15 
