标题：资金股票
营业部名称：上海7
股东：素养鸣石量
资金余额：8624919.14 	 可取金额：8624413.46
冻结金额：505.68 	 股票市值：186079691.78
可用余额：8624413.46 	 总 资 产：194704610.92

------------------------------
证券代码	证券名称	股票余额	可用余额	冻结数量	盈亏	成本价	盈亏比例()	市价	市值	交易市场	股东帐户	汇率	成本价港币	买入成本价港币	买入在途数量	卖出在途数量	
002392	北京利尔	100	100	0	-11.060	4.061	-2.733	3.950	395.000	深圳Ａ股	0899216774	1.000000	4.061	4.061	0	0	
002395	双象股份	300	300	0	86.220	17.183	1.670	17.470	5241.000	深圳Ａ股	0899216774	1.000000	17.183	17.183	0	0	
002396	星网锐捷	1800	1800	0	-6750.730	37.470	-10.008	33.720	60696.000	深圳Ａ股	0899216774	1.000000	37.470	35.858	0	0	
002398	垒知集团	2900	2900	0	1577.790	11.566	4.703	12.110	35119.000	深圳Ａ股	0899216774	1.000000	11.566	11.930	0	0	
002399	海普瑞	100	100	0	7.680	21.513	0.358	21.590	2159.000	深圳Ａ股	0899216774	1.000000	21.513	21.513	0	0	
002400	省广集团	41400	41400	0	447496.760	-0.459	0.000	10.350	428490.000	深圳Ａ股	0899216774	1.000000	-0.459	10.237	0	0	
002404	嘉欣丝绸	1900	1900	0	-59.520	6.211	-0.499	6.180	11742.000	深圳Ａ股	0899216774	1.000000	6.211	6.244	0	0	
002406	远东传动	6000	6000	0	297.520	6.460	0.774	6.510	39060.000	深圳Ａ股	0899216774	1.000000	6.460	6.503	0	0	
002409	雅克科技	6300	6300	0	-5438.800	49.033	-1.760	48.170	303471.000	深圳Ａ股	0899216774	1.000000	49.033	49.333	0	0	
002410	广联达	1000	1000	0	1552.520	55.647	2.791	57.200	57200.000	深圳Ａ股	0899216774	1.000000	55.647	58.127	0	0	
002414	高德红外	2800	2800	0	-1385.170	26.565	-1.863	26.070	72996.000	深圳Ａ股	0899216774	1.000000	26.565	26.565	0	0	
002419	天虹股份	1700	1700	0	317.030	9.254	2.010	9.440	16048.000	深圳Ａ股	0899216774	1.000000	9.254	9.645	0	0	
002422	科伦药业	1100	1100	0	820.650	20.264	3.681	21.010	23111.000	深圳Ａ股	0899216774	1.000000	20.264	20.621	0	0	
002428	云南锗业	9200	9200	0	1853.020	10.969	1.832	11.170	102764.000	深圳Ａ股	0899216774	1.000000	10.969	11.392	0	0	
002430	杭氧股份	700	700	0	166.720	12.162	1.957	12.400	8680.000	深圳Ａ股	0899216774	1.000000	12.162	12.162	0	0	
002441	众业达	800	800	0	-24.990	8.241	-0.376	8.210	6568.000	深圳Ａ股	0899216774	1.000000	8.241	8.241	0	0	
002444	巨星科技	1400	1400	0	-149.290	11.737	-0.912	11.630	16282.000	深圳Ａ股	0899216774	1.000000	11.737	11.792	0	0	
002446	盛路通信	3200	3200	0	-227.490	7.291	-0.974	7.220	23104.000	深圳Ａ股	0899216774	1.000000	7.291	7.291	0	0	
002449	国星光电	8000	8000	0	-542.910	12.138	-0.560	12.070	96560.000	深圳Ａ股	0899216774	1.000000	12.138	12.092	0	0	
002456	欧菲光	55400	55400	0	-3872.340	16.890	-0.414	16.820	931828.000	深圳Ａ股	0899216774	1.000000	16.890	16.890	0	0	
002460	赣锋锂业	6600	6600	0	40616.740	43.906	14.016	50.060	330396.000	深圳Ａ股	0899216774	1.000000	43.906	51.888	0	0	
002461	珠江啤酒	7000	7000	0	625.180	8.981	0.991	9.070	63490.000	深圳Ａ股	0899216774	1.000000	8.981	9.578	0	0	
002463	沪电股份	1500	1500	0	-4553.290	27.476	-11.050	24.440	36660.000	深圳Ａ股	0899216774	1.000000	27.476	24.191	0	0	
002465	海格通信	2600	2600	0	77.850	12.380	0.242	12.410	32266.000	深圳Ａ股	0899216774	1.000000	12.380	12.534	0	0	
002468	申通快递	2200	2200	0	288.900	18.489	0.709	18.620	40964.000	深圳Ａ股	0899216774	1.000000	18.489	18.489	0	0	
002474	榕基软件	100	100	0	1.890	7.311	0.260	7.330	733.000	深圳Ａ股	0899216774	1.000000	7.311	7.311	0	0	
002475	立讯精密	13100	13100	0	45904.070	47.656	7.353	51.160	670196.000	深圳Ａ股	0899216774	1.000000	47.656	51.138	0	0	
002479	富春环保	700	700	0	166.370	5.882	4.046	6.120	4284.000	深圳Ａ股	0899216774	1.000000	5.882	6.032	0	0	
002484	江海股份	500	500	0	349.500	8.601	8.127	9.300	4650.000	深圳Ａ股	0899216774	1.000000	8.601	9.371	0	0	
002491	通鼎互联	500	500	0	-8.400	5.257	-0.323	5.240	2620.000	深圳Ａ股	0899216774	1.000000	5.257	5.257	0	0	
002493	荣盛石化	200	200	0	37.630	12.342	1.523	12.530	2506.000	深圳Ａ股	0899216774	1.000000	12.342	12.342	0	0	
002500	山西证券	100	100	0	-18.110	7.141	-2.535	6.960	696.000	深圳Ａ股	0899216774	1.000000	7.141	7.141	0	0	
002507	涪陵榨菜	400	400	0	-923.480	35.209	-6.558	32.900	13160.000	深圳Ａ股	0899216774	1.000000	35.209	34.575	0	0	
002508	老板电器	1400	1400	0	-235.190	34.268	-0.490	34.100	47740.000	深圳Ａ股	0899216774	1.000000	34.268	34.268	0	0	
002511	中顺洁柔	1300	1300	0	-1634.940	20.328	-6.189	19.070	24791.000	深圳Ａ股	0899216774	1.000000	20.328	20.203	0	0	
002518	科士达	1500	1500	0	352.550	11.905	1.974	12.140	18210.000	深圳Ａ股	0899216774	1.000000	11.905	12.382	0	0	
002519	银河电子	900	900	0	51.340	4.263	1.337	4.320	3888.000	深圳Ａ股	0899216774	1.000000	4.263	4.366	0	0	
002520	日发精机	1500	1500	0	-90.310	6.910	-0.868	6.850	10275.000	深圳Ａ股	0899216774	1.000000	6.910	6.941	0	0	
002524	光正集团	1700	1700	0	1168.010	8.233	8.344	8.920	15164.000	深圳Ａ股	0899216774	1.000000	8.233	8.611	0	0	
002531	天顺风能	1200	1200	0	-49.080	5.991	-0.684	5.950	7140.000	深圳Ａ股	0899216774	1.000000	5.991	5.991	0	0	
002534	杭锅股份	1900	1900	0	-142.290	8.035	-0.933	7.960	15124.000	深圳Ａ股	0899216774	1.000000	8.035	8.079	0	0	
002537	海联金汇	1900	1900	0	-295.940	5.886	-2.650	5.730	10887.000	深圳Ａ股	0899216774	1.000000	5.886	5.761	0	0	
002538	司尔特	100	100	0	-8.070	4.961	-1.633	4.880	488.000	深圳Ａ股	0899216774	1.000000	4.961	4.961	0	0	
002539	云图控股	900	900	0	161.180	6.041	2.963	6.220	5598.000	深圳Ａ股	0899216774	1.000000	6.041	6.041	0	0	
002540	亚太科技	400	400	0	-20.260	4.411	-1.156	4.360	1744.000	深圳Ａ股	0899216774	1.000000	4.411	4.411	0	0	
002541	鸿路钢构	9300	9300	0	-799.270	21.806	-0.394	21.720	201996.000	深圳Ａ股	0899216774	1.000000	21.806	22.613	0	0	
002543	万和电气	200	200	0	-16.260	8.441	-0.960	8.360	1672.000	深圳Ａ股	0899216774	1.000000	8.441	8.441	0	0	
002544	杰赛科技	600	600	0	-693.280	14.325	-8.063	13.170	7902.000	深圳Ａ股	0899216774	1.000000	14.325	14.325	0	0	
002546	新联电子	300	300	0	-12.180	4.021	-1.020	3.980	1194.000	深圳Ａ股	0899216774	1.000000	4.021	4.021	0	0	
002547	春兴精工	2200	2200	0	1913.890	6.780	12.832	7.650	16830.000	深圳Ａ股	0899216774	1.000000	6.780	7.211	0	0	
002549	凯美特气	1800	1800	0	-596.270	8.401	-3.940	8.070	14526.000	深圳Ａ股	0899216774	1.000000	8.401	8.401	0	0	
002550	千红制药	300	300	0	5.810	4.241	0.448	4.260	1278.000	深圳Ａ股	0899216774	1.000000	4.241	4.241	0	0	
002552	宝鼎科技	400	400	0	163.080	14.532	2.808	14.940	5976.000	深圳Ａ股	0899216774	1.000000	14.532	15.125	0	0	
002555	三七互娱	200	200	0	195.010	33.125	2.943	34.100	6820.000	深圳Ａ股	0899216774	1.000000	33.125	33.125	0	0	
002556	辉隆股份	500	500	0	124.270	8.051	3.093	8.300	4150.000	深圳Ａ股	0899216774	1.000000	8.051	8.191	0	0	
002557	洽洽食品	1000	1000	0	-853.240	54.933	-1.553	54.080	54080.000	深圳Ａ股	0899216774	1.000000	54.933	54.933	0	0	
002563	森马服饰	1600	1600	0	-405.480	7.373	-3.431	7.120	11392.000	深圳Ａ股	0899216774	1.000000	7.373	7.499	0	0	
002568	百润股份	900	900	0	-960.640	41.807	-2.552	40.740	36666.000	深圳Ａ股	0899216774	1.000000	41.807	41.807	0	0	
002572	索菲亚	3400	3400	0	-1421.090	23.348	-1.790	22.930	77962.000	深圳Ａ股	0899216774	1.000000	23.348	23.470	0	0	
002573	清新环境	500	500	0	23.570	5.583	0.842	5.630	2815.000	深圳Ａ股	0899216774	1.000000	5.583	5.673	0	0	
002579	中京电子	600	600	0	303.660	13.444	3.764	13.950	8370.000	深圳Ａ股	0899216774	1.000000	13.444	13.755	0	0	
002583	海能达	11200	11200	0	-489.140	7.284	-0.604	7.240	81088.000	深圳Ａ股	0899216774	1.000000	7.284	7.351	0	0	
002590	万安科技	100	100	0	16.970	6.820	2.493	6.990	699.000	深圳Ａ股	0899216774	1.000000	6.820	7.091	0	0	
002597	金禾实业	200	200	0	663.950	18.850	17.613	22.170	4434.000	深圳Ａ股	0899216774	1.000000	18.850	20.883	0	0	
002600	领益智造	59600	59600	0	-2172.080	11.046	-0.326	11.010	656196.000	深圳Ａ股	0899216774	1.000000	11.046	11.019	0	0	
002601	龙蟒佰利	600	600	0	900.910	15.608	9.623	17.110	10266.000	深圳Ａ股	0899216774	1.000000	15.608	17.161	0	0	
002602	世纪华通	3200	3200	0	4588.130	11.766	12.188	13.200	42240.000	深圳Ａ股	0899216774	1.000000	11.766	13.242	0	0	
002607	中公教育	1100	1100	0	-1540.660	28.241	-4.961	26.840	29524.000	深圳Ａ股	0899216774	1.000000	28.241	28.241	0	0	
002609	捷顺科技	2800	2800	0	603.160	11.545	1.862	11.760	32928.000	深圳Ａ股	0899216774	1.000000	11.545	11.637	0	0	
002616	长青集团	600	600	0	808.190	10.083	13.359	11.430	6858.000	深圳Ａ股	0899216774	1.000000	10.083	11.112	0	0	
002621	美吉姆	560	560	0	1331.440	6.772	35.115	9.150	5124.000	深圳Ａ股	0899216774	1.000000	6.772	6.772	0	0	
002623	亚玛顿	300	300	0	39929.000	-95.907	0.000	37.190	11157.000	深圳Ａ股	0899216774	1.000000	-95.907	37.316	0	0	
002624	完美世界	100	100	0	65.320	45.307	1.441	45.960	4596.000	深圳Ａ股	0899216774	1.000000	45.307	45.307	0	0	
002626	金达威	1900	1900	0	622.110	22.703	1.440	23.030	43757.000	深圳Ａ股	0899216774	1.000000	22.703	23.183	0	0	
002631	德尔未来	1600	1600	0	-353.820	7.551	-2.927	7.330	11728.000	深圳Ａ股	0899216774	1.000000	7.551	7.581	0	0	
002632	道明光学	1400	1400	0	-845.040	8.984	-6.723	8.380	11732.000	深圳Ａ股	0899216774	1.000000	8.984	9.311	0	0	
002635	安洁科技	4300	4300	0	1911.450	22.765	1.955	23.210	99803.000	深圳Ａ股	0899216774	1.000000	22.765	22.953	0	0	
002636	金安国纪	400	400	0	97.510	8.106	3.010	8.350	3340.000	深圳Ａ股	0899216774	1.000000	8.106	8.106	0	0	
002641	永高股份	3800	3800	0	-1284.510	7.338	-4.606	7.000	26600.000	深圳Ａ股	0899216774	1.000000	7.338	7.031	0	0	
002643	万润股份	3000	3000	0	4453.620	14.765	10.058	16.250	48750.000	深圳Ａ股	0899216774	1.000000	14.765	16.317	0	0	
002646	青青稞酒	300	300	0	14.560	9.741	0.503	9.790	2937.000	深圳Ａ股	0899216774	1.000000	9.741	9.741	0	0	
002647	仁东控股	500	500	0	88.570	32.933	0.537	33.110	16555.000	深圳Ａ股	0899216774	1.000000	32.933	33.377	0	0	
002648	卫星石化	1200	1200	0	353.920	14.965	1.971	15.260	18312.000	深圳Ａ股	0899216774	1.000000	14.965	15.322	0	0	
002650	加加食品	65400	65400	0	-7931.190	5.081	-2.381	4.960	324384.000	深圳Ａ股	0899216774	1.000000	5.081	5.119	0	0	
002651	利君股份	200	200	0	-16.150	5.041	-1.607	4.960	992.000	深圳Ａ股	0899216774	1.000000	5.041	5.041	0	0	
002653	海思科	700	700	0	747.110	22.733	4.694	23.800	16660.000	深圳Ａ股	0899216774	1.000000	22.733	23.436	0	0	
002657	中科金财	200	200	0	-44.420	14.092	-1.575	13.870	2774.000	深圳Ａ股	0899216774	1.000000	14.092	14.092	0	0	
002658	雪迪龙	200	200	0	1.820	6.041	0.149	6.050	1210.000	深圳Ａ股	0899216774	1.000000	6.041	6.041	0	0	
002661	克明面业	17400	17400	0	-11745.940	21.825	-3.093	21.150	368010.000	深圳Ａ股	0899216774	1.000000	21.825	21.825	0	0	
002666	德联集团	5200	5200	0	368.360	5.829	1.218	5.900	30680.000	深圳Ａ股	0899216774	1.000000	5.829	5.976	0	0	
002669	康达新材	100	100	0	12.790	14.252	0.898	14.380	1438.000	深圳Ａ股	0899216774	1.000000	14.252	14.252	0	0	
002673	西部证券	500	500	0	-76.610	8.213	-1.863	8.060	4030.000	深圳Ａ股	0899216774	1.000000	8.213	8.213	0	0	
002675	东诚药业	1100	1100	0	-152.170	18.588	-0.742	18.450	20295.000	深圳Ａ股	0899216774	1.000000	18.588	19.323	0	0	
002677	浙江美大	800	800	0	-399.360	11.289	-4.420	10.790	8632.000	深圳Ａ股	0899216774	1.000000	11.289	11.289	0	0	
002683	宏大爆破	1000	1000	0	-984.210	34.754	-2.831	33.770	33770.000	深圳Ａ股	0899216774	1.000000	34.754	34.754	0	0	
002685	华东重机	2600	2600	0	675.240	5.860	4.437	6.120	15912.000	深圳Ａ股	0899216774	1.000000	5.860	6.111	0	0	
002690	美亚光电	200	200	0	80.650	45.157	0.892	45.560	9112.000	深圳Ａ股	0899216774	1.000000	45.157	45.157	0	0	
002695	煌上煌	1200	1200	0	-1637.350	24.694	-5.524	23.330	27996.000	深圳Ａ股	0899216774	1.000000	24.694	24.044	0	0	
002697	红旗连锁	1600	1600	0	-146.440	10.162	-0.905	10.070	16112.000	深圳Ａ股	0899216774	1.000000	10.162	10.162	0	0	
002698	博实股份	100	100	0	7.250	11.808	0.610	11.880	1188.000	深圳Ａ股	0899216774	1.000000	11.808	12.142	0	0	
002705	新宝股份	810	810	0	7633.960	23.445	40.200	32.870	26624.700	深圳Ａ股	0899216774	1.000000	23.445	33.814	0	0	
002706	良信电器	200	200	0	96.680	13.407	3.603	13.890	2778.000	深圳Ａ股	0899216774	1.000000	13.407	14.546	0	0	
002709	天赐材料	2000	2000	0	1361.870	28.819	2.363	29.500	59000.000	深圳Ａ股	0899216774	1.000000	28.819	28.879	0	0	
002712	思美传媒	800	800	0	-152.140	7.250	-2.621	7.060	5648.000	深圳Ａ股	0899216774	1.000000	7.250	7.116	0	0	
002714	牧原股份	2070	2070	0	506.000	69.276	0.352	69.520	143906.400	深圳Ａ股	0899216774	1.000000	69.276	69.651	0	0	
002723	金莱特	700	700	0	-228.820	17.307	-1.889	16.980	11886.000	深圳Ａ股	0899216774	1.000000	17.307	17.347	0	0	
002724	海洋王	100	100	0	22.100	6.039	3.660	6.260	626.000	深圳Ａ股	0899216774	1.000000	6.039	6.271	0	0	
002726	龙大肉食	700	700	0	428.470	7.838	7.808	8.450	5915.000	深圳Ａ股	0899216774	1.000000	7.838	8.291	0	0	
002727	一心堂	900	900	0	613.810	28.728	2.374	29.410	26469.000	深圳Ａ股	0899216774	1.000000	28.728	30.122	0	0	
002732	燕塘乳业	1200	1200	0	-90.890	22.556	-0.337	22.480	26976.000	深圳Ａ股	0899216774	1.000000	22.556	22.900	0	0	
002733	雄韬股份	100	100	0	35.690	20.543	1.738	20.900	2090.000	深圳Ａ股	0899216774	1.000000	20.543	20.793	0	0	
002734	利民股份	390	390	0	227.320	12.617	4.621	13.200	5148.000	深圳Ａ股	0899216774	1.000000	12.617	13.445	0	0	
002737	葵花药业	1100	1100	0	16.420	13.735	0.109	13.750	15125.000	深圳Ａ股	0899216774	1.000000	13.735	14.362	0	0	
002738	中矿资源	200	200	0	37.540	15.432	1.218	15.620	3124.000	深圳Ａ股	0899216774	1.000000	15.432	15.432	0	0	
002739	万达电影	1900	1900	0	2960.360	15.682	9.935	17.240	32756.000	深圳Ａ股	0899216774	1.000000	15.682	17.063	0	0	
002745	木林森	8600	8600	0	293.400	12.856	0.264	12.890	110854.000	深圳Ａ股	0899216774	1.000000	12.856	13.227	0	0	
002747	埃斯顿	1100	1100	0	268.400	10.656	2.290	10.900	11990.000	深圳Ａ股	0899216774	1.000000	10.656	10.922	0	0	
002749	国光股份	311	311	0	599.790	10.431	18.493	12.360	3843.960	深圳Ａ股	0899216774	1.000000	10.431	12.408	0	0	
002752	昇兴股份	200	200	0	-18.160	5.451	-1.669	5.360	1072.000	深圳Ａ股	0899216774	1.000000	5.451	5.451	0	0	
002755	奥赛康	100	100	0	11.430	17.806	0.640	17.920	1792.000	深圳Ａ股	0899216774	1.000000	17.806	17.963	0	0	
002756	永兴材料	300	300	0	-86.780	17.209	-1.679	16.920	5076.000	深圳Ａ股	0899216774	1.000000	17.209	17.209	0	0	
002757	南兴股份	700	700	0	-243.780	24.408	-1.426	24.060	16842.000	深圳Ａ股	0899216774	1.000000	24.408	24.904	0	0	
002773	康弘药业	100	100	0	74.450	36.496	2.039	37.240	3724.000	深圳Ａ股	0899216774	1.000000	36.496	36.496	0	0	
002776	柏堡龙	900	900	0	839.750	7.137	13.073	8.070	7263.000	深圳Ａ股	0899216774	1.000000	7.137	8.056	0	0	
002777	久远银海	200	200	0	-2913.290	52.266	-27.869	37.700	7540.000	深圳Ａ股	0899216774	1.000000	52.266	44.802	0	0	
002783	凯龙股份	200	200	0	22.700	9.317	1.213	9.430	1886.000	深圳Ａ股	0899216774	1.000000	9.317	9.601	0	0	
002785	万里石	300	300	0	-212.720	16.239	-4.366	15.530	4659.000	深圳Ａ股	0899216774	1.000000	16.239	16.239	0	0	
002791	坚朗五金	1700	1700	0	4585.770	79.882	3.377	82.580	140386.000	深圳Ａ股	0899216774	1.000000	79.882	84.643	0	0	
002792	通宇通讯	300	300	0	86.240	24.493	1.172	24.780	7434.000	深圳Ａ股	0899216774	1.000000	24.493	24.615	0	0	
002796	世嘉科技	600	600	0	834.990	21.158	6.579	22.550	13530.000	深圳Ａ股	0899216774	1.000000	21.158	22.223	0	0	
002798	帝欧家居	600	600	0	3341.840	29.430	18.926	35.000	21000.000	深圳Ａ股	0899216774	1.000000	29.430	36.605	0	0	
002803	吉宏股份	2890	2890	0	54693.230	24.075	78.609	43.000	124270.000	深圳Ａ股	0899216774	1.000000	24.075	31.155	0	0	
002810	山东赫达	1000	1000	0	8265.490	19.815	41.711	28.080	28080.000	深圳Ａ股	0899216774	1.000000	19.815	27.714	0	0	
002812	恩捷股份	2900	2900	0	1396.620	62.968	0.765	63.450	184005.000	深圳Ａ股	0899216774	1.000000	62.968	62.968	0	0	
002815	崇达技术	1500	1500	0	1814.400	17.870	6.771	19.080	28620.000	深圳Ａ股	0899216774	1.000000	17.870	19.766	0	0	
002818	富森美	200	200	0	-47.530	12.358	-1.926	12.120	2424.000	深圳Ａ股	0899216774	1.000000	12.358	12.432	0	0	
002821	凯莱英	800	800	0	834.720	215.887	0.483	216.930	173544.000	深圳Ａ股	0899216774	1.000000	215.887	215.950	0	0	
002824	和胜股份	800	800	0	-664.780	23.121	-3.594	22.290	17832.000	深圳Ａ股	0899216774	1.000000	23.121	23.121	0	0	
002829	星网宇达	800	800	0	2404.560	28.994	10.368	32.000	25600.000	深圳Ａ股	0899216774	1.000000	28.994	31.405	0	0	
002832	比音勒芬	700	700	0	589.240	13.218	6.370	14.060	9842.000	深圳Ａ股	0899216774	1.000000	13.218	13.291	0	0	
002833	弘亚数控	400	400	0	200.470	25.429	1.970	25.930	10372.000	深圳Ａ股	0899216774	1.000000	25.429	25.429	0	0	
002837	英维克	700	700	0	-2729.870	31.420	-12.412	27.520	19264.000	深圳Ａ股	0899216774	1.000000	31.420	28.102	0	0	
002840	华统股份	100	100	0	-229.580	18.296	-12.549	16.000	1600.000	深圳Ａ股	0899216774	1.000000	18.296	17.163	0	0	
002845	同兴达	400	400	0	78.320	20.864	0.939	21.060	8424.000	深圳Ａ股	0899216774	1.000000	20.864	20.413	0	0	
002847	盐津铺子	1500	1500	0	9857.870	83.448	7.876	90.020	135030.000	深圳Ａ股	0899216774	1.000000	83.448	93.887	0	0	
002850	科达利	400	400	0	149.560	58.356	0.641	58.730	23492.000	深圳Ａ股	0899216774	1.000000	58.356	59.299	0	0	
002851	麦格米特	1700	1700	0	459.270	26.410	1.022	26.680	45356.000	深圳Ａ股	0899216774	1.000000	26.410	26.410	0	0	
002853	皮阿诺	1700	1700	0	-290.720	22.421	-0.763	22.250	37825.000	深圳Ａ股	0899216774	1.000000	22.421	22.421	0	0	
002859	洁美科技	1320	1320	0	2576.220	24.798	7.872	26.750	35310.000	深圳Ａ股	0899216774	1.000000	24.798	25.590	0	0	
002861	瀛通通讯	200	200	0	-261.880	29.009	-4.512	27.700	5540.000	深圳Ａ股	0899216774	1.000000	29.009	29.009	0	0	
002866	传艺科技	1200	1200	0	1023.790	13.267	6.429	14.120	16944.000	深圳Ａ股	0899216774	1.000000	13.267	13.959	0	0	
002867	周大生	400	400	0	502.290	19.404	6.473	20.660	8264.000	深圳Ａ股	0899216774	1.000000	19.404	20.853	0	0	
002869	金溢科技	200	200	0	664.260	57.939	5.732	61.260	12252.000	深圳Ａ股	0899216774	1.000000	57.939	57.939	0	0	
002876	三利谱	1300	1300	0	-1770.300	51.302	-2.655	49.940	64922.000	深圳Ａ股	0899216774	1.000000	51.302	50.468	0	0	
002878	元隆雅图	2000	2000	0	1947.210	35.016	2.782	35.990	71980.000	深圳Ａ股	0899216774	1.000000	35.016	36.683	0	0	
002880	卫光生物	300	300	0	1141.520	56.575	6.726	60.380	18114.000	深圳Ａ股	0899216774	1.000000	56.575	59.949	0	0	
002881	美格智能	400	400	0	1420.000	21.900	16.210	25.450	10180.000	深圳Ａ股	0899216774	1.000000	21.900	23.937	0	0	
002887	绿茵生态	400	400	0	-229.160	19.313	-2.967	18.740	7496.000	深圳Ａ股	0899216774	1.000000	19.313	19.313	0	0	
002891	中宠股份	1800	1800	0	-297.580	35.535	-0.464	35.370	63666.000	深圳Ａ股	0899216774	1.000000	35.535	35.535	0	0	
002897	意华股份	1000	1000	0	159.160	32.321	0.492	32.480	32480.000	深圳Ａ股	0899216774	1.000000	32.321	32.654	0	0	
002901	大博医疗	2600	2600	0	3039.310	92.541	1.263	93.710	243646.000	深圳Ａ股	0899216774	1.000000	92.541	92.405	0	0	
002902	铭普光磁	1200	1200	0	44.460	19.723	0.188	19.760	23712.000	深圳Ａ股	0899216774	1.000000	19.723	19.723	0	0	
002905	金逸影视	1500	1500	0	630.130	10.580	3.970	11.000	16500.000	深圳Ａ股	0899216774	1.000000	10.580	11.102	0	0	
002906	华阳集团	400	400	0	-94.820	13.387	-1.770	13.150	5260.000	深圳Ａ股	0899216774	1.000000	13.387	13.042	0	0	
002912	中新赛克	500	500	0	-57399.900	258.470	-44.415	143.670	71835.000	深圳Ａ股	0899216774	1.000000	258.470	151.623	0	0	
002913	奥士康	200	200	0	2226.500	47.128	23.621	58.260	11652.000	深圳Ａ股	0899216774	1.000000	47.128	58.789	0	0	
002915	中欣氟材	400	400	0	-1.930	26.105	-0.019	26.100	10440.000	深圳Ａ股	0899216774	1.000000	26.105	27.044	0	0	
002916	深南电路	1260	1260	0	36518.220	129.507	22.379	158.490	199697.400	深圳Ａ股	0899216774	1.000000	129.507	164.591	0	0	
002918	蒙娜丽莎	1200	1200	0	-873.350	31.728	-2.295	31.000	37200.000	深圳Ａ股	0899216774	1.000000	31.728	30.860	0	0	
002920	德赛西威	2500	2500	0	14265.640	45.184	12.628	50.890	127225.000	深圳Ａ股	0899216774	1.000000	45.184	52.298	0	0	
002925	盈趣科技	300	300	0	-2826.590	60.132	-15.669	50.710	15213.000	深圳Ａ股	0899216774	1.000000	60.132	52.213	0	0	
002926	华西证券	200	200	0	-67.320	10.507	-3.207	10.170	2034.000	深圳Ａ股	0899216774	1.000000	10.507	10.507	0	0	
002928	华夏航空	800	800	0	2400.320	12.780	23.474	15.780	12624.000	深圳Ａ股	0899216774	1.000000	12.780	15.207	0	0	
002930	宏川智慧	2800	2800	0	569.110	12.537	1.619	12.740	35672.000	深圳Ａ股	0899216774	1.000000	12.537	13.053	0	0	
002938	鹏鼎控股	1800	1800	0	4620.200	48.163	5.330	50.730	91314.000	深圳Ａ股	0899216774	1.000000	48.163	50.786	0	0	
002940	昂利康	200	200	0	1647.520	42.702	19.292	50.940	10188.000	深圳Ａ股	0899216774	1.000000	42.702	49.556	0	0	
002946	新乳业	4300	4300	0	-747.200	17.404	-1.000	17.230	74089.000	深圳Ａ股	0899216774	1.000000	17.404	17.404	0	0	
002947	恒铭达	1600	1600	0	2429.820	55.311	2.746	56.830	90928.000	深圳Ａ股	0899216774	1.000000	55.311	57.914	0	0	
080789	万青配债	24	24	0	0.000	0.000	0.000	100.000	0.000	深圳Ａ股	0899216774	1.000000	0.000	0.000	0	0	
082171	楚江配债	145	145	0	0.000	0.000	0.000	100.000	0.000	深圳Ａ股	0899216774	1.000000	0.000	0.000	0	0	
082756	永兴配债	6	6	0	0.000	0.000	0.000	0.000	0.000	深圳Ａ股	0899216774	1.000000	0.000	0.000	0	0	
300001	特锐德	2100	2100	0	-1503.670	21.116	-3.391	20.400	42840.000	深圳Ａ股	0899216774	1.000000	21.116	20.428	0	0	
300003	乐普医疗	500	500	0	-409.540	34.649	-2.364	33.830	16915.000	深圳Ａ股	0899216774	1.000000	34.649	34.235	0	0	
300006	莱美药业	600	600	0	229.450	4.938	7.736	5.320	3192.000	深圳Ａ股	0899216774	1.000000	4.938	5.311	0	0	
300009	安科生物	26200	26200	0	5632.410	14.245	1.509	14.460	378852.000	深圳Ａ股	0899216774	1.000000	14.245	14.902	0	0	
300010	立思辰	3800	3800	0	-3535.420	17.320	-5.370	16.390	62282.000	深圳Ａ股	0899216774	1.000000	17.320	17.398	0	0	
300012	华测检测	1800	1800	0	138.220	17.673	0.436	17.750	31950.000	深圳Ａ股	0899216774	1.000000	17.673	18.113	0	0	
300015	爱尔眼科	2400	2400	0	7190.060	36.984	8.101	39.980	95952.000	深圳Ａ股	0899216774	1.000000	36.984	39.248	0	0	
300016	北陆药业	200	200	0	-2301.190	20.806	-55.301	9.300	1860.000	深圳Ａ股	0899216774	1.000000	20.806	9.826	0	0	
300031	宝通科技	2400	2400	0	4490.350	18.439	10.147	20.310	48744.000	深圳Ａ股	0899216774	1.000000	18.439	21.383	0	0	
300033	同花顺	4800	4800	0	-58760.870	124.942	-9.798	112.700	540960.000	深圳Ａ股	0899216774	1.000000	124.942	116.019	0	0	
300034	钢研高纳	200	200	0	31.080	16.225	0.955	16.380	3276.000	深圳Ａ股	0899216774	1.000000	16.225	16.693	0	0	
300036	超图软件	600	600	0	-1361.210	25.519	-8.891	23.250	13950.000	深圳Ａ股	0899216774	1.000000	25.519	24.516	0	0	
300037	新宙邦	557	557	0	3026.950	38.616	14.072	44.050	24535.850	深圳Ａ股	0899216774	1.000000	38.616	43.878	0	0	
300041	回天新材	900	900	0	-110.010	14.872	-0.820	14.750	13275.000	深圳Ａ股	0899216774	1.000000	14.872	14.872	0	0	
300054	鼎龙股份	1900	1900	0	681.050	13.112	2.730	13.470	25593.000	深圳Ａ股	0899216774	1.000000	13.112	13.532	0	0	
300055	万邦达	300	300	0	-30.270	6.041	-1.672	5.940	1782.000	深圳Ａ股	0899216774	1.000000	6.041	6.041	0	0	
