标题：资金股票
营业部名称：上海7
股东：素养鸣石量
资金余额：8624919.14 	 可取金额：8624413.46
冻结金额：505.68 	 股票市值：186079691.78
可用余额：8624413.46 	 总 资 产：194704610.92

------------------------------
证券代码	证券名称	股票余额	可用余额	冻结数量	盈亏	成本价	盈亏比例()	市价	市值	交易市场	股东帐户	汇率	成本价港币	买入成本价港币	买入在途数量	卖出在途数量	
300058	蓝色光标	29500	29500	0	29224.170	6.779	14.619	7.770	229215.000	深圳Ａ股	0899216774	1.000000	6.779	7.931	0	0	
300059	东方财富	6300	6300	0	-1463.540	15.392	-1.507	15.160	95508.000	深圳Ａ股	0899216774	1.000000	15.392	15.392	0	0	
300063	天龙集团	4200	4200	0	4580.010	5.370	20.298	6.460	27132.000	深圳Ａ股	0899216774	1.000000	5.370	5.831	0	0	
300065	海兰信	300	300	0	-42.460	10.132	-1.402	9.990	2997.000	深圳Ａ股	0899216774	1.000000	10.132	10.132	0	0	
300068	南都电源	100	100	0	11.840	10.572	1.116	10.690	1069.000	深圳Ａ股	0899216774	1.000000	10.572	10.572	0	0	
300070	碧水源	1700	1700	0	-3004.310	9.777	-18.073	8.010	13617.000	深圳Ａ股	0899216774	1.000000	9.777	9.843	0	0	
300072	三聚环保	3900	3900	0	-49.360	4.173	-0.312	4.160	16224.000	深圳Ａ股	0899216774	1.000000	4.173	4.184	0	0	
300073	当升科技	10300	10300	0	20263.900	27.043	7.274	29.010	298803.000	深圳Ａ股	0899216774	1.000000	27.043	29.286	0	0	
300075	数字政通	34400	34400	0	1849.410	13.346	0.405	13.400	460960.000	深圳Ａ股	0899216774	1.000000	13.346	13.607	0	0	
300078	思创医惠	5200	5200	0	-577.790	13.171	-0.843	13.060	67912.000	深圳Ａ股	0899216774	1.000000	13.171	12.854	0	0	
300082	奥克股份	200	200	0	21.610	5.952	1.815	6.060	1212.000	深圳Ａ股	0899216774	1.000000	5.952	6.341	0	0	
300083	劲胜智能	4700	4700	0	-792.310	5.309	-3.183	5.140	24158.000	深圳Ａ股	0899216774	1.000000	5.309	5.302	0	0	
300087	荃银高科	200	200	0	39.920	12.350	1.619	12.550	2510.000	深圳Ａ股	0899216774	1.000000	12.350	13.262	0	0	
300088	长信科技	23600	23600	0	-20516.010	10.909	-7.966	10.040	236944.000	深圳Ａ股	0899216774	1.000000	10.909	9.810	0	0	
300101	振芯科技	1200	1200	0	963.460	10.947	7.335	11.750	14100.000	深圳Ａ股	0899216774	1.000000	10.947	11.123	0	0	
300113	顺网科技	1100	1100	0	2711.680	20.615	11.957	23.080	25388.000	深圳Ａ股	0899216774	1.000000	20.615	21.518	0	0	
300119	瑞普生物	100	100	0	141.230	17.418	8.107	18.830	1883.000	深圳Ａ股	0899216774	1.000000	17.418	19.153	0	0	
300122	智飞生物	1000	1000	0	550.300	84.620	0.650	85.170	85170.000	深圳Ａ股	0899216774	1.000000	84.620	84.620	0	0	
300123	亚光科技	3200	3200	0	3018.110	10.517	8.966	11.460	36672.000	深圳Ａ股	0899216774	1.000000	10.517	11.122	0	0	
300124	汇川技术	1000	1000	0	-458.030	35.008	-1.308	34.550	34550.000	深圳Ａ股	0899216774	1.000000	35.008	34.945	0	0	
300131	英唐智控	16800	16800	0	-2143.570	6.068	-2.109	5.940	99792.000	深圳Ａ股	0899216774	1.000000	6.068	6.083	0	0	
300132	青松股份	4900	4900	0	6613.550	17.690	7.631	19.040	93296.000	深圳Ａ股	0899216774	1.000000	17.690	18.336	0	0	
300133	华策影视	800	800	0	-930.410	8.643	-13.456	7.480	5984.000	深圳Ａ股	0899216774	1.000000	8.643	7.391	0	0	
300134	大富科技	1600	1600	0	1674.780	13.343	7.847	14.390	23024.000	深圳Ａ股	0899216774	1.000000	13.343	13.999	0	0	
300136	信维通信	3976	3976	0	34250.760	39.286	21.926	47.900	190450.400	深圳Ａ股	0899216774	1.000000	39.286	48.299	0	0	
300137	先河环保	100	100	0	-8.100	6.731	-1.203	6.650	665.000	深圳Ａ股	0899216774	1.000000	6.731	6.831	0	0	
300138	晨光生物	700	700	0	966.180	10.040	13.745	11.420	7994.000	深圳Ａ股	0899216774	1.000000	10.040	11.545	0	0	
300142	沃森生物	4400	4400	0	17546.180	42.702	9.339	46.690	205436.000	深圳Ａ股	0899216774	1.000000	42.702	43.262	0	0	
300143	盈康生命	1400	1400	0	465.580	12.767	2.608	13.100	18340.000	深圳Ａ股	0899216774	1.000000	12.767	13.118	0	0	
300144	宋城演艺	3240	3240	0	3116.390	18.558	5.184	19.520	63244.800	深圳Ａ股	0899216774	1.000000	18.558	19.844	0	0	
300146	汤臣倍健	100	100	0	-4.290	19.013	-0.226	18.970	1897.000	深圳Ａ股	0899216774	1.000000	19.013	19.013	0	0	
300155	安居宝	600	600	0	-9.530	5.966	-0.268	5.950	3570.000	深圳Ａ股	0899216774	1.000000	5.966	5.966	0	0	
300166	东方国信	2700	2700	0	-2843.760	15.143	-6.954	14.090	38043.000	深圳Ａ股	0899216774	1.000000	15.143	15.290	0	0	
300182	捷成股份	85555	85555	0	47046.580	4.630	11.879	5.180	443174.900	深圳Ａ股	0899216774	1.000000	4.630	5.243	0	0	
300183	东软载波	200	200	0	33.560	14.652	1.147	14.820	2964.000	深圳Ａ股	0899216774	1.000000	14.652	14.652	0	0	
300188	美亚柏科	1000	1000	0	269.550	19.920	1.355	20.190	20190.000	深圳Ａ股	0899216774	1.000000	19.920	19.227	0	0	
300200	高盟新材	1200	1200	0	39.120	15.967	0.207	16.000	19200.000	深圳Ａ股	0899216774	1.000000	15.967	15.967	0	0	
300203	聚光科技	3000	3000	0	4396.320	15.615	9.382	17.080	51240.000	深圳Ａ股	0899216774	1.000000	15.615	16.406	0	0	
300204	舒泰神	1400	1400	0	-387.360	11.267	-2.459	10.990	15386.000	深圳Ａ股	0899216774	1.000000	11.267	11.267	0	0	
300205	天喻信息	1200	1200	0	272.250	10.023	2.265	10.250	12300.000	深圳Ａ股	0899216774	1.000000	10.023	10.109	0	0	
300206	理邦仪器	7400	7400	0	12952.830	13.160	13.298	14.910	110334.000	深圳Ａ股	0899216774	1.000000	13.160	15.242	0	0	
300208	青岛中程	300	300	0	14.740	5.801	0.845	5.850	1755.000	深圳Ａ股	0899216774	1.000000	5.801	5.801	0	0	
300209	天泽信息	2000	2000	0	116.330	12.242	0.474	12.300	24600.000	深圳Ａ股	0899216774	1.000000	12.242	12.242	0	0	
300212	易华录	200	200	0	-1013.390	53.617	-9.450	48.550	9710.000	深圳Ａ股	0899216774	1.000000	53.617	50.225	0	0	
300214	日科化学	300	300	0	-187.540	8.855	-7.058	8.230	2469.000	深圳Ａ股	0899216774	1.000000	8.855	8.620	0	0	
300219	鸿利智汇	200	200	0	281.930	8.750	16.114	10.160	2032.000	深圳Ａ股	0899216774	1.000000	8.750	9.211	0	0	
300220	金运激光	200	200	0	318.930	52.725	3.025	54.320	10864.000	深圳Ａ股	0899216774	1.000000	52.725	51.768	0	0	
300223	北京君正	3300	3300	0	12085.750	94.438	3.878	98.100	323730.000	深圳Ａ股	0899216774	1.000000	94.438	100.474	0	0	
300226	上海钢联	200	200	0	-124.630	80.433	-0.775	79.810	15962.000	深圳Ａ股	0899216774	1.000000	80.433	80.420	0	0	
300229	拓尔思	2800	2800	0	-414.910	11.488	-1.288	11.340	31752.000	深圳Ａ股	0899216774	1.000000	11.488	11.642	0	0	
300230	永利股份	200	200	0	33.870	4.241	3.985	4.410	882.000	深圳Ａ股	0899216774	1.000000	4.241	4.491	0	0	
300231	银信科技	300	300	0	-27.390	8.671	-1.049	8.580	2574.000	深圳Ａ股	0899216774	1.000000	8.671	8.671	0	0	
300232	洲明科技	400	400	0	35.100	8.352	1.054	8.440	3376.000	深圳Ａ股	0899216774	1.000000	8.352	8.396	0	0	
300233	金城医药	1247	1247	0	5022.130	24.933	16.151	28.960	36113.120	深圳Ａ股	0899216774	1.000000	24.933	30.113	0	0	
300236	上海新阳	6781	6781	0	-7290.690	61.795	-1.740	60.720	411742.320	深圳Ａ股	0899216774	1.000000	61.795	61.795	0	0	
300244	迪安诊断	2500	2500	0	3770.280	28.232	5.341	29.740	74350.000	深圳Ａ股	0899216774	1.000000	28.232	29.552	0	0	
300248	新开普	97	97	0	-1002.020	21.510	-48.024	11.180	1084.460	深圳Ａ股	0899216774	1.000000	21.510	11.260	0	0	
300251	光线传媒	2500	2500	0	-435.540	12.104	-1.438	11.930	29825.000	深圳Ａ股	0899216774	1.000000	12.104	12.104	0	0	
300252	金信诺	3200	3200	0	963.930	9.129	3.297	9.430	30176.000	深圳Ａ股	0899216774	1.000000	9.129	9.329	0	0	
300253	卫宁健康	200	200	0	-141.510	22.358	-3.167	21.650	4330.000	深圳Ａ股	0899216774	1.000000	22.358	22.411	0	0	
300255	常山药业	600	600	0	53.520	5.331	1.669	5.420	3252.000	深圳Ａ股	0899216774	1.000000	5.331	5.331	0	0	
300256	星星科技	800	800	0	72.860	5.999	1.517	6.090	4872.000	深圳Ａ股	0899216774	1.000000	5.999	6.086	0	0	
300257	开山股份	900	900	0	560.990	12.577	4.953	13.200	11880.000	深圳Ａ股	0899216774	1.000000	12.577	13.196	0	0	
300258	精锻科技	300	300	0	197.350	10.482	6.277	11.140	3342.000	深圳Ａ股	0899216774	1.000000	10.482	11.112	0	0	
300259	新天科技	1200	1200	0	-158.940	5.622	-2.348	5.490	6588.000	深圳Ａ股	0899216774	1.000000	5.622	5.678	0	0	
300263	隆华科技	1800	1800	0	1435.850	7.402	10.781	8.200	14760.000	深圳Ａ股	0899216774	1.000000	7.402	8.004	0	0	
300271	华宇软件	900	900	0	472.610	25.165	2.086	25.690	23121.000	深圳Ａ股	0899216774	1.000000	25.165	25.165	0	0	
300274	阳光电源	1700	1700	0	548.020	11.678	2.757	12.000	20400.000	深圳Ａ股	0899216774	1.000000	11.678	11.678	0	0	
300284	苏交科	400	400	0	-728.840	9.372	-19.441	7.550	3020.000	深圳Ａ股	0899216774	1.000000	9.372	7.361	0	0	
300285	国瓷材料	700	700	0	387.970	26.516	2.089	27.070	18949.000	深圳Ａ股	0899216774	1.000000	26.516	26.560	0	0	
300291	华录百纳	200	200	0	21.570	4.922	2.194	5.030	1006.000	深圳Ａ股	0899216774	1.000000	4.922	5.071	0	0	
300294	博雅生物	1400	1400	0	3915.120	32.193	8.688	34.990	48986.000	深圳Ａ股	0899216774	1.000000	32.193	35.835	0	0	
300296	利亚德	4200	4200	0	21.460	5.975	0.084	5.980	25116.000	深圳Ａ股	0899216774	1.000000	5.975	6.076	0	0	
300298	三诺生物	3500	3500	0	8470.060	22.200	10.901	24.620	86170.000	深圳Ａ股	0899216774	1.000000	22.200	22.863	0	0	
300300	汉鼎宇佑	1500	1500	0	373.660	5.891	4.227	6.140	9210.000	深圳Ａ股	0899216774	1.000000	5.891	5.891	0	0	
300302	同有科技	1600	1600	0	-476.140	11.498	-2.592	11.200	17920.000	深圳Ａ股	0899216774	1.000000	11.498	11.364	0	0	
300303	聚飞光电	7200	7200	0	819.850	5.816	1.960	5.930	42696.000	深圳Ａ股	0899216774	1.000000	5.816	5.921	0	0	
300307	慈星股份	400	400	0	51.910	4.280	3.037	4.410	1764.000	深圳Ａ股	0899216774	1.000000	4.280	4.361	0	0	
300308	中际旭创	200	200	0	-28623.010	202.105	-70.812	58.990	11798.000	深圳Ａ股	0899216774	1.000000	202.105	63.187	0	0	
300310	宜通世纪	2500	2500	0	-407.920	5.853	-2.785	5.690	14225.000	深圳Ａ股	0899216774	1.000000	5.853	5.803	0	0	
300315	掌趣科技	11800	11800	0	2522.670	6.316	3.388	6.530	77054.000	深圳Ａ股	0899216774	1.000000	6.316	6.561	0	0	
300322	硕贝德	600	600	0	225.270	16.325	2.297	16.700	10020.000	深圳Ａ股	0899216774	1.000000	16.325	16.837	0	0	
300326	凯利泰	2400	2400	0	-2763.490	26.731	-4.306	25.580	61392.000	深圳Ａ股	0899216774	1.000000	26.731	26.864	0	0	
300327	中颖电子	870	870	0	-424.090	32.127	-1.516	31.640	27526.800	深圳Ａ股	0899216774	1.000000	32.127	32.668	0	0	
300328	宜安科技	5850	5850	0	9525.860	9.482	17.169	11.110	64993.500	深圳Ａ股	0899216774	1.000000	9.482	11.099	0	0	
300336	新文化	9100	9100	0	-2740.990	5.301	-5.678	5.000	45500.000	深圳Ａ股	0899216774	1.000000	5.301	5.641	0	0	
300342	天银机电	2200	2200	0	3421.800	17.775	8.748	19.330	42526.000	深圳Ａ股	0899216774	1.000000	17.775	18.726	0	0	
300346	南大光电	24800	24800	0	-16016.900	41.646	-1.551	41.000	1016800.000	深圳Ａ股	0899216774	1.000000	41.646	41.646	0	0	
300347	泰格医药	800	800	0	-629.080	83.046	-0.946	82.260	65808.000	深圳Ａ股	0899216774	1.000000	83.046	82.895	0	0	
300348	长亮科技	3450	3450	0	-2388.910	17.032	-4.063	16.340	56373.000	深圳Ａ股	0899216774	1.000000	17.032	16.075	0	0	
300349	金卡智能	100	100	0	-110.200	16.232	-6.789	15.130	1513.000	深圳Ａ股	0899216774	1.000000	16.232	15.602	0	0	
300357	我武生物	400	400	0	1054.630	56.273	4.686	58.910	23564.000	深圳Ａ股	0899216774	1.000000	56.273	56.273	0	0	
300360	炬华科技	260	260	0	-99.040	8.721	-4.369	8.340	2168.400	深圳Ａ股	0899216774	1.000000	8.721	8.974	0	0	
300363	博腾股份	6600	6600	0	13314.540	24.983	8.073	27.000	178200.000	深圳Ａ股	0899216774	1.000000	24.983	27.003	0	0	
300365	恒华科技	600	600	0	11.070	10.312	0.175	10.330	6198.000	深圳Ａ股	0899216774	1.000000	10.312	10.312	0	0	
300366	创意信息	800	800	0	-217.150	9.621	-2.817	9.350	7480.000	深圳Ａ股	0899216774	1.000000	9.621	9.621	0	0	
300373	扬杰科技	1300	1300	0	5058.460	23.429	16.608	27.320	35516.000	深圳Ａ股	0899216774	1.000000	23.429	28.124	0	0	
300376	易事特	200	200	0	9.850	4.861	1.008	4.910	982.000	深圳Ａ股	0899216774	1.000000	4.861	4.861	0	0	
300378	鼎捷软件	100	100	0	-21.200	13.122	-1.616	12.910	1291.000	深圳Ａ股	0899216774	1.000000	13.122	13.122	0	0	
300379	东方通	1099	1099	0	-25964.910	64.446	-36.660	40.820	44861.180	深圳Ａ股	0899216774	1.000000	64.446	42.380	0	0	
300383	光环新网	9000	9000	0	-8069.860	26.087	-3.438	25.190	226710.000	深圳Ａ股	0899216774	1.000000	26.087	26.189	0	0	
300390	天华超净	3400	3400	0	3124.560	11.881	7.735	12.800	43520.000	深圳Ａ股	0899216774	1.000000	11.881	12.523	0	0	
300391	康跃科技	1300	1300	0	639.930	13.388	3.675	13.880	18044.000	深圳Ａ股	0899216774	1.000000	13.388	13.642	0	0	
300393	中来股份	500	500	0	-177.660	14.845	-2.391	14.490	7245.000	深圳Ａ股	0899216774	1.000000	14.845	14.602	0	0	
300394	天孚通信	200	200	0	-1521.010	55.115	-13.798	47.510	9502.000	深圳Ａ股	0899216774	1.000000	55.115	49.554	0	0	
300395	菲利华	300	300	0	993.070	23.240	14.243	26.550	7965.000	深圳Ａ股	0899216774	1.000000	23.240	24.694	0	0	
300396	迪瑞医疗	1080	1080	0	2404.790	23.563	9.451	25.790	27853.200	深圳Ａ股	0899216774	1.000000	23.563	25.541	0	0	
300406	九强生物	700	700	0	371.490	19.899	2.668	20.430	14301.000	深圳Ａ股	0899216774	1.000000	19.899	20.416	0	0	
300408	三环集团	500	500	0	-1049.440	22.869	-9.178	20.770	10385.000	深圳Ａ股	0899216774	1.000000	22.869	20.779	0	0	
300409	道氏技术	700	700	0	253.820	11.197	3.242	11.560	8092.000	深圳Ａ股	0899216774	1.000000	11.197	11.283	0	0	
300411	金盾股份	400	400	0	-132.570	9.501	-3.484	9.170	3668.000	深圳Ａ股	0899216774	1.000000	9.501	9.501	0	0	
300413	芒果超媒	1400	1400	0	9054.440	45.033	14.361	51.500	72100.000	深圳Ａ股	0899216774	1.000000	45.033	55.058	0	0	
300414	中光防雷	200	200	0	-11.340	11.587	-0.492	11.530	2306.000	深圳Ａ股	0899216774	1.000000	11.587	11.587	0	0	
300415	伊之密	900	900	0	207.600	7.809	2.958	8.040	7236.000	深圳Ａ股	0899216774	1.000000	7.809	7.895	0	0	
300416	苏试试验	450	450	0	-487.980	21.734	-4.988	20.650	9292.500	深圳Ａ股	0899216774	1.000000	21.734	21.546	0	0	
300423	鲁亿通	2400	2400	0	-107.950	13.295	-0.338	13.250	31800.000	深圳Ａ股	0899216774	1.000000	13.295	13.230	0	0	
300424	航新科技	100	100	0	-48.220	14.472	-3.331	13.990	1399.000	深圳Ａ股	0899216774	1.000000	14.472	14.482	0	0	
300429	强力新材	9900	9900	0	2011.180	18.547	1.095	18.750	185625.000	深圳Ａ股	0899216774	1.000000	18.547	19.590	0	0	
300433	蓝思科技	15800	15800	0	66167.330	16.132	25.961	20.320	321056.000	深圳Ａ股	0899216774	1.000000	16.132	20.353	0	0	
300435	中泰股份	100	100	0	5.860	9.541	0.618	9.600	960.000	深圳Ａ股	0899216774	1.000000	9.541	9.591	0	0	
300436	广生堂	100	100	0	301.420	28.166	10.701	31.180	3118.000	深圳Ａ股	0899216774	1.000000	28.166	31.435	0	0	
300438	鹏辉能源	2800	2800	0	2272.840	14.388	5.644	15.200	42560.000	深圳Ａ股	0899216774	1.000000	14.388	15.636	0	0	
300441	鲍斯股份	100	100	0	21.860	9.351	2.342	9.570	957.000	深圳Ａ股	0899216774	1.000000	9.351	9.351	0	0	
300448	浩云科技	5000	5000	0	4415.850	9.807	9.004	10.690	53450.000	深圳Ａ股	0899216774	1.000000	9.807	10.282	0	0	
300450	先导智能	900	900	0	3815.920	40.290	10.524	44.530	40077.000	深圳Ａ股	0899216774	1.000000	40.290	43.483	0	0	
300451	创业慧康	2500	2500	0	8347.450	12.161	27.457	15.500	38750.000	深圳Ａ股	0899216774	1.000000	12.161	15.082	0	0	
300452	山河药辅	1000	1000	0	-565.510	23.456	-2.413	22.890	22890.000	深圳Ａ股	0899216774	1.000000	23.456	23.456	0	0	
300453	三鑫医疗	3200	3200	0	3012.930	15.328	6.146	16.270	52064.000	深圳Ａ股	0899216774	1.000000	15.328	15.422	0	0	
300454	深信服	1000	1000	0	-32708.440	207.308	-15.777	174.600	174600.000	深圳Ａ股	0899216774	1.000000	207.308	185.586	0	0	
300455	康拓红外	700	700	0	-273.730	14.811	-2.640	14.420	10094.000	深圳Ａ股	0899216774	1.000000	14.811	14.262	0	0	
300456	赛微电子	2000	2000	0	3282.550	25.679	6.390	27.320	54640.000	深圳Ａ股	0899216774	1.000000	25.679	27.444	0	0	
300457	赢合科技	1800	1800	0	30.720	30.643	0.055	30.660	55188.000	深圳Ａ股	0899216774	1.000000	30.643	30.643	0	0	
300462	华铭智能	100	100	0	-126.880	23.139	-5.484	21.870	2187.000	深圳Ａ股	0899216774	1.000000	23.139	22.393	0	0	
300463	迈克生物	5300	5300	0	666.570	48.994	0.257	49.120	260336.000	深圳Ａ股	0899216774	1.000000	48.994	50.814	0	0	
300464	星徽精密	400	400	0	-127.580	9.699	-3.289	9.380	3752.000	深圳Ａ股	0899216774	1.000000	9.699	9.699	0	0	
300470	中密控股	100	100	0	161.150	27.509	5.856	29.120	2912.000	深圳Ａ股	0899216774	1.000000	27.509	29.404	0	0	
300474	景嘉微	3000	3000	0	-8189.210	65.290	-4.181	62.560	187680.000	深圳Ａ股	0899216774	1.000000	65.290	64.141	0	0	
300475	聚隆科技	440	440	0	10.380	8.386	0.286	8.410	3700.400	深圳Ａ股	0899216774	1.000000	8.386	8.336	0	0	
300476	胜宏科技	3400	3400	0	-6239.630	24.115	-7.609	22.280	75752.000	深圳Ａ股	0899216774	1.000000	24.115	23.716	0	0	
300477	合纵科技	2200	2200	0	-376.240	6.791	-2.518	6.620	14564.000	深圳Ａ股	0899216774	1.000000	6.791	6.791	0	0	
300480	光力科技	700	700	0	148.840	14.117	1.509	14.330	10031.000	深圳Ａ股	0899216774	1.000000	14.117	14.482	0	0	
300481	濮阳惠成	500	500	0	247.460	16.885	2.932	17.380	8690.000	深圳Ａ股	0899216774	1.000000	16.885	17.523	0	0	
300482	万孚生物	500	500	0	5901.950	70.526	16.737	82.330	41165.000	深圳Ａ股	0899216774	1.000000	70.526	83.319	0	0	
300486	东杰智能	1850	1850	0	642.110	19.413	1.787	19.760	36556.000	深圳Ａ股	0899216774	1.000000	19.413	19.416	0	0	
300487	蓝晓科技	400	400	0	118.700	27.813	1.068	28.110	11244.000	深圳Ａ股	0899216774	1.000000	27.813	28.164	0	0	
300489	中飞股份	200	200	0	-435.280	42.866	-5.076	40.690	8138.000	深圳Ａ股	0899216774	1.000000	42.866	42.866	0	0	
300492	华图山鼎	1200	1200	0	445.100	63.879	0.581	64.250	77100.000	深圳Ａ股	0899216774	1.000000	63.879	64.207	0	0	
300494	盛天网络	800	800	0	-363.170	15.854	-2.864	15.400	12320.000	深圳Ａ股	0899216774	1.000000	15.854	15.909	0	0	
300496	中科创达	6000	6000	0	-1745.450	60.401	-0.482	60.110	360660.000	深圳Ａ股	0899216774	1.000000	60.401	59.956	0	0	
300502	新易盛	940	940	0	-21419.570	69.577	-32.751	46.790	43982.600	深圳Ａ股	0899216774	1.000000	69.577	48.498	0	0	
300503	昊志机电	1300	1300	0	1263.480	14.458	6.723	15.430	20059.000	深圳Ａ股	0899216774	1.000000	14.458	15.000	0	0	
300504	天邑股份	300	300	0	191.450	25.172	2.535	25.810	7743.000	深圳Ａ股	0899216774	1.000000	25.172	25.494	0	0	
300511	雪榕生物	6200	6200	0	-8458.080	12.754	-10.695	11.390	70618.000	深圳Ａ股	0899216774	1.000000	12.754	11.995	0	0	
300513	恒实科技	500	500	0	-38.300	13.267	-0.580	13.190	6595.000	深圳Ａ股	0899216774	1.000000	13.267	13.435	0	0	
300516	久之洋	100	100	0	-145.490	30.705	-4.739	29.250	2925.000	深圳Ａ股	0899216774	1.000000	30.705	30.405	0	0	
300520	科大国创	900	900	0	-218.480	18.393	-1.321	18.150	16335.000	深圳Ａ股	0899216774	1.000000	18.393	18.393	0	0	
300525	博思软件	50	50	0	2967.210	-27.334	0.000	32.010	1600.500	深圳Ａ股	0899216774	1.000000	-27.334	29.027	0	0	
300526	中潜股份	300	300	0	59.600	127.201	0.156	127.400	38220.000	深圳Ａ股	0899216774	1.000000	127.201	127.419	0	0	
300527	中船应急	400	400	0	-20.520	8.621	-0.592	8.570	3428.000	深圳Ａ股	0899216774	1.000000	8.621	8.621	0	0	
300529	健帆生物	700	700	0	-498.410	61.042	-1.166	60.330	42231.000	深圳Ａ股	0899216774	1.000000	61.042	61.042	0	0	
300530	达志科技	200	200	0	-6.080	35.810	-0.084	35.780	7156.000	深圳Ａ股	0899216774	1.000000	35.810	35.810	0	0	
300541	先进数通	10	10	0	-10.230	16.613	-6.158	15.590	155.900	深圳Ａ股	0899216774	1.000000	16.613	16.441	0	0	
300542	新晨科技	200	200	0	-30.340	11.292	-1.346	11.140	2228.000	深圳Ａ股	0899216774	1.000000	11.292	11.292	0	0	
300545	联得装备	2400	2400	0	3914.820	29.969	5.442	31.600	75840.000	深圳Ａ股	0899216774	1.000000	29.969	30.089	0	0	
300548	博创科技	300	300	0	-13949.020	99.677	-46.648	53.180	15954.000	深圳Ａ股	0899216774	1.000000	99.677	52.104	0	0	
300551	古鳌科技	6320	6320	0	-8186.720	18.455	-7.017	17.160	108451.200	深圳Ａ股	0899216774	1.000000	18.455	17.223	0	0	
300552	万集科技	1420	1420	0	-2885.660	39.612	-5.130	37.580	53363.600	深圳Ａ股	0899216774	1.000000	39.612	40.822	0	0	
300558	贝达药业	3500	3500	0	69506.660	92.121	21.558	111.980	391930.000	深圳Ａ股	0899216774	1.000000	92.121	102.914	0	0	
300559	佳发教育	2400	2400	0	-3136.060	23.097	-5.659	21.790	52296.000	深圳Ａ股	0899216774	1.000000	23.097	22.332	0	0	
300561	汇金科技	200	200	0	-196.220	16.341	-6.003	15.360	3072.000	深圳Ａ股	0899216774	1.000000	16.341	15.392	0	0	
300566	激智科技	400	400	0	-1831.420	31.589	-14.496	27.010	10804.000	深圳Ａ股	0899216774	1.000000	31.589	27.404	0	0	
300567	精测电子	2100	2100	0	11859.040	65.753	8.588	71.400	149940.000	深圳Ａ股	0899216774	1.000000	65.753	73.138	0	0	
300568	星源材质	900	900	0	7060.110	24.965	31.424	32.810	29529.000	深圳Ａ股	0899216774	1.000000	24.965	33.765	0	0	
300570	太辰光	200	200	0	176.140	19.489	4.520	20.370	4074.000	深圳Ａ股	0899216774	1.000000	19.489	20.483	0	0	
300573	兴齐眼药	400	400	0	1594.660	114.813	3.473	118.800	47520.000	深圳Ａ股	0899216774	1.000000	114.813	119.714	0	0	
300575	中旗股份	1800	1800	0	-318.930	33.767	-0.524	33.590	60462.000	深圳Ａ股	0899216774	1.000000	33.767	33.739	0	0	
300576	容大感光	3400	3400	0	-652.020	66.692	-0.288	66.500	226100.000	深圳Ａ股	0899216774	1.000000	66.692	66.692	0	0	
300577	开润股份	300	300	0	461.520	27.572	5.578	29.110	8733.000	深圳Ａ股	0899216774	1.000000	27.572	28.751	0	0	
300578	会畅通讯	1800	1800	0	-253.140	37.281	-0.378	37.140	66852.000	深圳Ａ股	0899216774	1.000000	37.281	38.078	0	0	
300579	数字认证	1100	1100	0	-3732.730	44.453	-7.633	41.060	45166.000	深圳Ａ股	0899216774	1.000000	44.453	42.901	0	0	
300580	贝斯特	400	400	0	2.840	19.143	0.037	19.150	7660.000	深圳Ａ股	0899216774	1.000000	19.143	19.313	0	0	
300587	天铁股份	100	100	0	128.900	18.361	7.020	19.650	1965.000	深圳Ａ股	0899216774	1.000000	18.361	18.483	0	0	
300590	移为通信	100	100	0	319.100	40.059	7.966	43.250	4325.000	深圳Ａ股	0899216774	1.000000	40.059	42.893	0	0	
300595	欧普康视	1450	1450	0	8749.760	52.556	11.481	58.590	84955.500	深圳Ａ股	0899216774	1.000000	52.556	60.620	0	0	
300596	利安隆	400	400	0	509.300	30.427	4.184	31.700	12680.000	深圳Ａ股	0899216774	1.000000	30.427	32.765	0	0	
300598	诚迈科技	1700	1700	0	32289.600	153.036	12.411	172.030	292451.000	深圳Ａ股	0899216774	1.000000	153.036	181.183	0	0	
300599	雄塑科技	1600	1600	0	484.900	13.897	2.180	14.200	22720.000	深圳Ａ股	0899216774	1.000000	13.897	14.812	0	0	
300601	康泰生物	600	600	0	-6659.900	142.880	-7.769	131.780	79068.000	深圳Ａ股	0899216774	1.000000	142.880	138.021	0	0	
300602	飞荣达	1055	1055	0	-11549.670	40.698	-26.901	29.750	31386.250	深圳Ａ股	0899216774	1.000000	40.698	29.937	0	0	
300604	长川科技	1000	1000	0	-388.510	30.099	-1.292	29.710	29710.000	深圳Ａ股	0899216774	1.000000	30.099	30.099	0	0	
300607	拓斯达	500	500	0	-4294.980	77.250	-11.120	68.660	34330.000	深圳Ａ股	0899216774	1.000000	77.250	74.681	0	0	
300609	汇纳科技	300	300	0	-106.860	41.446	-0.859	41.090	12327.000	深圳Ａ股	0899216774	1.000000	41.446	41.446	0	0	
300613	富瀚微	660	660	0	-2693.210	105.811	-3.857	101.730	67141.800	深圳Ａ股	0899216774	1.000000	105.811	103.138	0	0	
300616	尚品宅配	100	100	0	-86.990	66.070	-1.317	65.200	6520.000	深圳Ａ股	0899216774	1.000000	66.070	66.070	0	0	
300617	安靠智电	1700	1700	0	1211.750	32.207	2.214	32.920	55964.000	深圳Ａ股	0899216774	1.000000	32.207	32.801	0	0	
300618	寒锐钴业	5000	5000	0	-9813.610	53.533	-3.667	51.570	257850.000	深圳Ａ股	0899216774	1.000000	53.533	53.161	0	0	
