标题：资金股票
营业部名称：中航信交易7-2
股东：中国银河证

------------------------------
资金帐户	货币单位	资金余额	可用金额	总市值	总资产	
222000023585	人民币	1026113.160	1314615.660	18516224.170	19830840.830	

------------------------------
证券代码	证券名称	当前持仓	可用余额	买入冻结	卖出冻结	参考盈亏	盈亏比例()	参考市值	参考成本价	参考市价	股东代码	交易市场	股份实时余额	股份余额	
603997	继峰股份	47200	0	47200	0	-6493.87	-1.767	361080.00	7.788	7.650	B882415925	沪Ａ	47200	0	
603928	兴业股份	0	0	0	8100	2341.36	0.000	0.00	0.000	12.220	B882415925	沪Ａ	0	8100	
603906	龙蟠科技	0	0	0	14300	26118.26	0.000	0.00	0.000	27.900	B882415925	沪Ａ	0	14300	
603877	太平鸟	16700	0	16700	0	4248.51	1.161	370239.00	21.916	22.170	B882415925	沪Ａ	16700	0	
603838	四通股份	34400	0	34400	0	551.02	0.150	368768.00	10.704	10.720	B882415925	沪Ａ	34400	0	
603728	鸣志电器	19900	0	19900	0	-331.08	-0.090	368150.00	18.517	18.500	B882415925	沪Ａ	19900	0	
603696	安记食品	24000	0	24000	0	3714.62	1.004	373680.00	15.415	15.570	B882415925	沪Ａ	24000	0	
603677	奇精机械	4000	4000	0	9000	-2757.94	-5.165	50640.00	13.349	12.660	B882415925	沪Ａ	4000	13000	
603600	永艺股份	0	0	0	19500	3914.13	0.000	0.00	0.000	18.330	B882415925	沪Ａ	0	19500	
603380	易德龙	7500	7500	0	11000	-5808.90	-4.106	135675.00	18.865	18.090	B882415925	沪Ａ	7500	18500	
603319	湘油泵	10600	0	10600	0	2672.82	0.725	371530.00	34.798	35.050	B882415925	沪Ａ	10600	0	
603306	华懋科技	10300	10300	0	9400	8869.20	4.721	196730.00	18.239	19.100	B882415925	沪Ａ	10300	19700	
603185	上机数控	1200	1200	0	4100	-3686.39	-4.244	83184.00	72.392	69.320	B882415925	沪Ａ	1200	5300	
603117	万林物流	72100	72100	0	0	21566.08	7.495	309309.00	3.991	4.290	B882415925	沪Ａ	72100	72100	
603098	森特股份	0	0	0	1100	-1164.31	0.000	0.00	0.000	9.700	B882415925	沪Ａ	0	1100	
603041	美思德	9900	9900	0	11900	-35254.01	-18.840	151866.00	18.901	15.340	B882415925	沪Ａ	9900	21800	
603039	泛微网络	0	0	0	2000	9032.08	0.000	0.00	0.000	98.080	B882415925	沪Ａ	0	2000	
601717	郑煤机	48800	0	48800	0	1746.92	0.474	370392.00	7.554	7.590	B882415925	沪Ａ	48800	0	
601628	中国人寿	7700	7700	0	0	-17229.32	-4.662	352352.00	47.998	45.760	B882415925	沪Ａ	7700	7700	
601577	长沙银行	38800	0	38800	0	-3940.18	-1.068	365108.00	9.512	9.410	B882415925	沪Ａ	38800	0	
601319	中国人保	48300	48300	0	0	-6843.30	-1.852	362733.00	7.652	7.510	B882415925	沪Ａ	48300	48300	
601068	中铝国际	0	0	0	78000	-2744.05	0.000	0.00	0.000	4.670	B882415925	沪Ａ	0	78000	
601012	隆基股份	0	0	0	6600	-23865.97	0.000	0.00	0.000	53.540	B882415925	沪Ａ	0	6600	
600999	招商证券	16100	0	16100	0	-5024.78	-1.368	362250.00	22.812	22.500	B882415925	沪Ａ	16100	0	
600992	贵绳股份	0	0	0	14400	-6339.35	0.000	0.00	0.000	7.230	B882415925	沪Ａ	0	14400	
600850	华东电脑	0	0	0	12000	-1669.76	0.000	0.00	0.000	30.250	B882415925	沪Ａ	0	12000	
600770	综艺股份	53000	0	53000	0	-488.02	-0.133	367820.00	6.949	6.940	B882415925	沪Ａ	53000	0	
600761	安徽合力	28100	0	28100	0	1747.46	0.474	370639.00	13.128	13.190	B882415925	沪Ａ	28100	0	
600714	金瑞矿业	0	0	0	10400	4889.16	0.000	0.00	0.000	6.500	B882415925	沪Ａ	0	10400	
600711	盛屯矿业	0	0	0	55000	-3509.03	0.000	0.00	0.000	6.650	B882415925	沪Ａ	0	55000	
600690	海尔智家	0	0	0	15600	-11334.20	0.000	0.00	0.000	23.280	B882415925	沪Ａ	0	15600	
600596	新安股份	39200	0	39200	0	-939.88	-0.256	366912.00	9.384	9.360	B882415925	沪Ａ	39200	0	
600509	天富能源	87800	0	87800	0	-679.26	-0.184	368760.00	4.208	4.200	B882415925	沪Ａ	87800	0	
600502	安徽建工	72500	72500	0	0	-4849.94	-1.318	363225.00	5.077	5.010	B882415925	沪Ａ	72500	72500	
600444	国机通用	500	500	0	8800	8874.00	0.000	5600.00	-6.548	11.200	B882415925	沪Ａ	500	9300	
600436	片仔癀	0	0	0	1800	9326.57	0.000	0.00	0.000	203.390	B882415925	沪Ａ	0	1800	
600389	江山股份	16100	0	16100	0	360.60	0.097	370461.00	22.988	23.010	B882415925	沪Ａ	16100	0	
600363	联创光电	14100	0	14100	0	-17775.90	-4.894	345450.00	25.761	24.500	B882415925	沪Ａ	14100	0	
600330	天通股份	0	0	0	32500	-5847.77	0.000	0.00	0.000	11.230	B882415925	沪Ａ	0	32500	
600250	南纺股份	0	0	0	5100	-4333.94	0.000	0.00	0.000	6.600	B882415925	沪Ａ	0	5100	
600158	中体产业	27500	0	27500	0	-11212.09	-3.041	357500.00	13.408	13.000	B882415925	沪Ａ	27500	0	
600132	重庆啤酒	4500	0	4500	0	-609.31	-0.165	369000.00	82.135	82.000	B882415925	沪Ａ	4500	0	
600118	中国卫星	8900	8900	0	0	34193.67	9.249	403882.00	41.538	45.380	B882415925	沪Ａ	8900	8900	
511990	华宝添益	7	7	0	0	82468.68	0.000	700.04	-11681.234	100.005	B882415925	沪Ａ	7	7	
300733	西菱动力	6700	0	6700	0	-2771.60	-3.150	85224.00	13.134	12.720	0899186212	深Ａ	6700	0	
300727	润禾材料	15800	15800	0	6000	-4695.18	-1.759	262280.00	16.897	16.600	0899186212	深Ａ	15800	21800	
300713	英可瑞	2900	2900	0	10200	-4030.87	-8.956	40977.00	15.520	14.130	0899186212	深Ａ	2900	13100	
300669	沪宁股份	3300	3300	0	7200	8378.43	7.588	118800.00	33.461	36.000	0899186212	深Ａ	3300	10500	
300656	民德电子	0	0	0	5100	380.54	0.000	0.00	0.000	22.760	0899186212	深Ａ	0	5100	
300638	广和通	0	0	0	5000	-44304.67	0.000	0.00	0.000	66.100	0899186212	深Ａ	0	5000	
300631	久吾高科	3700	3700	0	10100	-30113.83	-29.792	70966.00	27.319	19.180	0899186212	深Ａ	3700	13800	
300587	天铁股份	90	90	0	23510	20524.78	0.000	1458.00	-211.853	16.200	0899186212	深Ａ	90	23600	
300580	贝斯特	0	0	0	6500	31344.82	0.000	0.00	0.000	22.850	0899186212	深Ａ	0	6500	
300536	农尚环境	0	0	0	21200	-24056.45	0.000	0.00	0.000	15.800	0899186212	深Ａ	0	21200	
300530	达志科技	0	0	0	1200	-1068.67	0.000	0.00	0.000	45.050	0899186212	深Ａ	0	1200	
300501	海顺新材	0	0	0	800	7743.30	0.000	0.00	0.000	24.960	0899186212	深Ａ	0	800	
300500	启迪设计	22900	0	22900	0	-804.84	-0.218	368461.00	16.125	16.090	0899186212	深Ａ	22900	0	
300492	华图山鼎	6600	0	6600	0	1665.91	0.450	372240.00	56.148	56.400	0899186212	深Ａ	6600	0	
300490	华自科技	7500	7500	0	13300	-7140.66	-9.224	70275.00	10.322	9.370	0899186212	深Ａ	7500	20800	
300486	东杰智能	0	0	0	4000	4788.79	0.000	0.00	0.000	21.640	0899186212	深Ａ	0	4000	
300475	聚隆科技	0	0	0	15000	-479.91	0.000	0.00	0.000	9.760	0899186212	深Ａ	0	15000	
300427	红相股份	0	0	0	11300	-1778.57	0.000	0.00	0.000	32.510	0899186212	深Ａ	0	11300	
300421	力星股份	9400	9400	0	37400	34298.01	107.275	66270.00	3.401	7.050	0899186212	深Ａ	9400	46800	
300335	迪森股份	14800	14800	0	27700	10410.04	16.035	75332.00	4.387	5.090	0899186212	深Ａ	14800	42500	
300226	上海钢联	4600	4600	0	0	7530.12	2.011	381938.00	81.393	83.030	0899186212	深Ａ	4600	4600	
300214	日科化学	3800	3800	0	34100	-4660.13	-11.957	34314.00	10.256	9.030	0899186212	深Ａ	3800	37900	
300176	派生科技	53000	0	53000	0	609.90	0.165	371000.00	6.988	7.000	0899186212	深Ａ	53000	0	
300125	聆达股份	0	0	0	10300	5615.71	0.000	0.00	0.000	18.770	0899186212	深Ａ	0	10300	
300114	中航电测	28	28	0	13100	-6343.84	-93.938	409.36	241.186	14.620	0899186212	深Ａ	28	13128	
300082	奥克股份	0	0	0	7300	982.38	0.000	0.00	0.000	9.520	0899186212	深Ａ	0	7300	
002930	宏川智慧	0	0	0	16100	652.20	0.000	0.00	0.000	21.090	0899186212	深Ａ	0	16100	
002918	蒙娜丽莎	0	0	0	8500	19920.01	0.000	0.00	0.000	46.700	0899186212	深Ａ	0	8500	
002877	智能自控	28600	28600	0	0	12016.15	5.359	236236.00	7.840	8.260	0899186212	深Ａ	28600	28600	
002803	吉宏股份	0	0	0	1100	385.57	0.000	0.00	0.000	40.880	0899186212	深Ａ	0	1100	
002800	天顺股份	14100	0	14100	0	-3667.05	-1.004	361524.00	25.900	25.640	0899186212	深Ａ	14100	0	
002775	文科园林	64400	0	64400	0	-215.92	-0.058	369656.00	5.743	5.740	0899186212	深Ａ	64400	0	
002712	思美传媒	70	70	0	32600	3228.75	0.000	648.20	-36.865	9.260	0899186212	深Ａ	70	32670	
002708	光洋股份	50400	0	50400	0	-2229.25	-0.609	363888.00	7.264	7.220	0899186212	深Ａ	50400	0	
002706	良信电器	0	0	0	13700	2501.31	0.000	0.00	0.000	26.160	0899186212	深Ａ	0	13700	
002686	亿利达	54151	0	54151	0	-3042.36	-0.917	328696.57	6.126	6.070	0899186212	深Ａ	54151	0	
002677	浙江美大	0	0	0	22200	12354.46	0.000	0.00	0.000	16.710	0899186212	深Ａ	0	22200	
002675	东诚药业	0	0	0	14100	-7806.52	0.000	0.00	0.000	24.980	0899186212	深Ａ	0	14100	
002643	万润股份	17900	0	17900	0	1457.90	0.397	368740.00	20.519	20.600	0899186212	深Ａ	17900	0	
002622	融钰集团	91200	0	91200	0	-2810.05	-0.759	367536.00	4.061	4.030	0899186212	深Ａ	91200	0	
002598	山东章鼓	42100	42100	0	0	39304.44	14.528	309856.00	6.426	7.360	0899186212	深Ａ	42100	42100	
002541	鸿路钢构	0	0	0	6800	-8015.03	0.000	0.00	0.000	52.450	0899186212	深Ａ	0	6800	
002488	金固股份	51900	0	51900	0	-12003.79	-3.252	357072.00	7.111	6.880	0899186212	深Ａ	51900	0	
002444	巨星科技	0	0	0	3100	512.94	0.000	0.00	0.000	22.150	0899186212	深Ａ	0	3100	
002424	贵州百灵	36200	0	36200	0	-1622.74	-0.440	367068.00	10.185	10.140	0899186212	深Ａ	36200	0	
002373	千方科技	14600	0	14600	0	1386.21	0.376	370402.00	25.275	25.370	0899186212	深Ａ	14600	0	
002322	理工环科	0	0	0	25400	58703.47	0.000	0.00	0.000	16.600	0899186212	深Ａ	0	25400	
002311	海大集团	0	0	0	5500	15481.68	0.000	0.00	0.000	68.100	0899186212	深Ａ	0	5500	
002215	诺 普 信	51650	0	51650	0	-1428.63	-0.388	366715.00	7.128	7.100	0899186212	深Ａ	51650	0	
002116	中国海诚	40500	0	40500	0	492.65	0.151	327645.00	8.078	8.090	0899186212	深Ａ	40500	0	
002084	海鸥住工	31700	31700	0	0	39167.36	10.638	407345.00	11.614	12.850	0899186212	深Ａ	31700	31700	
002054	德美化工	42200	0	42200	0	3650.88	0.999	369250.00	8.663	8.750	0899186212	深Ａ	42200	0	
002036	联创电子	29800	0	29800	0	-116.03	-0.031	370116.00	12.424	12.420	0899186212	深Ａ	29800	0	
002027	分众传媒	0	0	0	56500	-3485.75	0.000	0.00	0.000	6.480	0899186212	深Ａ	0	56500	
000937	冀中能源	89700	0	89700	0	-2764.75	-0.750	365976.00	4.111	4.080	0899186212	深Ａ	89700	0	
000852	石化机械	0	0	0	4300	-10105.14	0.000	0.00	0.000	5.360	0899186212	深Ａ	0	4300	
000811	冰轮环境	44800	0	44800	0	-5300.71	-1.438	363328.00	8.228	8.110	0899186212	深Ａ	44800	0	
000733	振华科技	0	0	0	7900	-19658.55	0.000	0.00	0.000	43.350	0899186212	深Ａ	0	7900	
000723	美锦能源	52800	0	52800	0	-4180.69	-1.135	364320.00	6.979	6.900	0899186212	深Ａ	52800	0	
000661	长春高新	0	0	0	800	-18456.41	0.000	0.00	0.000	448.700	0899186212	深Ａ	0	800	
000633	合金投资	19800	19800	0	62700	-25016.63	-23.383	81972.00	5.403	4.140	0899186212	深Ａ	19800	82500	
000627	天茂集团	61500	60700	800	0	-8099.28	-2.151	368385.00	6.122	5.990	0899186212	深Ａ	61500	60700	
000514	渝 开 发	0	0	0	76500	-5104.94	0.000	0.00	0.000	4.260	0899186212	深Ａ	0	76500	
000404	长虹华意	87000	0	87000	0	-3291.90	-0.891	366270.00	4.248	4.210	0899186212	深Ａ	87000	0	

------------------------------
保存时间：2020-08-19  15:17:00 
