标题：资金股票
营业部名称：华泰证券(135)
股东：鸣石量化五号
资金余额：1417038.80 	 可取金额：938080.68
冻结金额：0.00 	 股票市值：19522817.00
可用余额：938080.68 	 总 资 产：20464031.67

------------------------------
证券代码	证券名称	股票余额	可用余额	冻结数量	成本价	保本价	市价	盈亏比()	盈亏	市值	交易市场	股东帐户	在途数量	
603707	健友股份	0	0	0	47.405	47.405	45.650	-3.70	-620.900	0.000	上海Ａ	B881977495	0	
603712	七一二	1000	0	0	40.677	40.724	39.660	-2.61	-1062.453	39660.000	上海Ａ	B881977495	1000	
603811	诚意药业	800	800	0	25.487	25.519	25.480	-0.15	-31.392	20384.000	上海Ａ	B881977495	0	
603816	顾家家居	800	0	0	56.745	56.809	57.320	0.90	408.227	45856.000	上海Ａ	B881977495	800	
603858	步长制药	2400	0	0	27.140	27.170	26.760	-1.51	-983.931	64224.000	上海Ａ	B881977495	2400	
603866	桃李面包	900	0	0	56.191	56.254	56.020	-0.42	-210.368	50418.000	上海Ａ	B881977495	900	
603868	飞科电器	200	0	0	57.143	57.226	57.470	0.43	48.676	11494.000	上海Ａ	B881977495	200	
603882	金域医学	800	0	0	87.714	87.812	91.350	4.03	2826.950	73080.000	上海Ａ	B881977495	800	
603885	吉祥航空	0	0	0	9.856	9.856	9.250	-6.15	-1298.670	0.000	上海Ａ	B881977495	0	
603888	新华网	900	900	0	18.587	18.612	22.920	23.16	3873.659	20628.000	上海Ａ	B881977495	0	
603939	益丰药房	1000	0	0	86.191	86.288	86.000	-0.33	-287.320	86000.000	上海Ａ	B881977495	1000	
000009	中国宝安	32400	0	0	9.855	9.866	9.600	-2.70	-8610.365	311040.000	深圳Ａ	0899166732	32400	
000012	南 玻Ａ	5900	5700	0	4.609	4.615	5.640	22.23	6043.958	33276.000	深圳Ａ	0899166732	200	
000021	深科技	2900	2900	0	25.047	25.075	23.400	-6.68	-4852.303	67860.000	深圳Ａ	0899166732	0	
000027	深圳能源	5200	5000	0	5.556	5.563	5.510	-0.95	-273.425	28652.000	深圳Ａ	0899166732	200	
000028	国药一致	700	0	0	47.469	47.525	45.150	-5.00	-1660.537	31605.000	深圳Ａ	0899166732	700	
000031	大悦城	5200	5200	0	5.605	5.612	5.440	-3.06	-891.854	28288.000	深圳Ａ	0899166732	0	
000039	中集集团	4200	4200	0	8.142	8.152	7.920	-2.84	-971.329	33264.000	深圳Ａ	0899166732	0	
000078	海王生物	19500	19500	0	4.905	4.910	4.400	-10.40	-9943.596	85800.000	深圳Ａ	0899166732	0	
000089	深圳机场	4300	0	0	8.915	8.925	8.600	-3.65	-1397.220	36980.000	深圳Ａ	0899166732	4300	
000090	天健集团	5000	5000	0	8.426	8.436	8.310	-1.49	-627.381	41550.000	深圳Ａ	0899166732	0	
000155	川能动力	700	700	0	5.357	5.370	5.080	-5.40	-202.527	3556.000	深圳Ａ	0899166732	0	
000158	常山北明	0	0	0	9.923	9.923	9.240	-6.88	-2452.760	0.000	深圳Ａ	0899166732	0	
000301	东方盛虹	4900	4900	0	5.760	5.767	5.750	-0.29	-82.738	28175.000	深圳Ａ	0899166732	0	
000400	许继电气	2500	2500	0	15.081	15.098	14.800	-1.98	-745.240	37000.000	深圳Ａ	0899166732	0	
000402	金 融 街	4900	4900	0	7.491	7.500	6.790	-9.46	-3473.836	33271.000	深圳Ａ	0899166732	0	
000426	兴业矿业	0	0	0	10.232	10.232	9.390	-8.23	89942.800	0.000	深圳Ａ	0899166732	0	
000488	晨鸣纸业	5400	5400	0	5.645	5.652	5.420	-4.10	-1249.853	29268.000	深圳Ａ	0899166732	0	
000513	丽珠集团	1600	0	0	47.459	47.512	51.230	7.83	5941.796	81968.000	深圳Ａ	0899166732	1600	
000519	中兵红箭	0	0	0	11.431	11.431	11.840	3.58	7367.200	0.000	深圳Ａ	0899166732	0	
000528	柳 工	4400	4200	0	7.369	7.378	7.110	-3.63	-1176.510	31284.000	深圳Ａ	0899166732	200	
000537	广宇发展	2400	2300	0	6.689	6.698	8.110	21.09	3385.547	19464.000	深圳Ａ	0899166732	100	
000547	航天发展	14400	14400	0	16.630	16.649	17.200	3.31	7930.598	247680.000	深圳Ａ	0899166732	0	
000553	安道麦A	1900	1900	0	9.260	9.272	9.140	-1.43	-250.713	17366.000	深圳Ａ	0899166732	0	
000559	万向钱潮	8700	0	0	5.232	5.238	5.970	13.98	6362.428	51939.000	深圳Ａ	0899166732	8700	
000564	供销大集	0	0	0	4.545	4.545	4.300	-5.39	2392.530	0.000	深圳Ａ	0899166732	0	
000581	威孚高科	2500	2400	0	23.398	23.424	21.220	-9.41	-5504.416	53050.000	深圳Ａ	0899166732	100	
000598	兴蓉环境	7362	7362	0	5.116	5.122	4.970	-2.97	-1117.173	36589.140	深圳Ａ	0899166732	0	
000600	建投能源	3000	3000	0	5.319	5.326	5.430	1.95	311.384	16290.000	深圳Ａ	0899166732	0	
000615	京汉股份	9000	9000	0	4.579	4.584	4.210	-8.16	-3364.648	37890.000	深圳Ａ	0899166732	0	
000623	吉林敖东	3900	3900	0	18.936	18.957	16.780	-11.48	-8481.695	65442.000	深圳Ａ	0899166732	0	
000685	中山公用	3800	0	0	8.314	8.324	8.330	0.07	23.513	31654.000	深圳Ａ	0899166732	3800	
000686	东北证券	5900	0	0	11.191	11.204	10.590	-5.48	-3615.879	62481.000	深圳Ａ	0899166732	5900	
000690	宝新能源	7600	7300	0	5.789	5.796	5.980	3.18	1400.243	45448.000	深圳Ａ	0899166732	300	
000712	锦龙股份	1900	0	0	15.392	15.410	15.300	-0.72	-209.451	29070.000	深圳Ａ	0899166732	1900	
000729	燕京啤酒	5900	5900	0	8.090	8.099	7.710	-4.80	-2293.399	45489.000	深圳Ａ	0899166732	0	
000738	航发控制	3600	0	0	14.622	14.638	18.970	29.59	15576.313	68292.000	深圳Ａ	0899166732	3600	
000739	普洛药业	3100	3000	0	23.731	23.758	23.300	-1.93	-1416.998	72230.000	深圳Ａ	0899166732	100	
000750	国海证券	23150	50	0	4.529	4.534	5.510	21.52	22567.287	127556.500	深圳Ａ	0899166732	23100	
000758	中色股份	6300	0	0	5.361	5.367	5.330	-0.69	-234.551	33579.000	深圳Ａ	0899166732	6300	
000785	居然之家	700	600	0	9.324	9.341	9.000	-3.65	-238.226	6300.000	深圳Ａ	0899166732	100	
000793	华闻集团	154863	154863	0	4.962	4.968	3.410	-31.36	-240938.829	528082.830	深圳Ａ	0899166732	0	
000807	云铝股份	6800	6400	0	6.511	6.518	6.210	-4.73	-2094.873	42228.000	深圳Ａ	0899166732	400	
000813	德展健康	3600	3600	0	6.901	6.909	6.900	-0.14	-33.937	24840.000	深圳Ａ	0899166732	0	
000826	启迪环境	2800	2800	0	8.431	8.441	8.080	-4.28	-1010.876	22624.000	深圳Ａ	0899166732	0	
000830	鲁西化工	5600	0	0	-11.169	0.000	11.370	198.23	126147.087	63672.000	深圳Ａ	0899166732	5600	
000848	承德露露	2700	2700	0	4.698	4.705	8.300	76.45	9697.542	22410.000	深圳Ａ	0899166732	0	
000869	张 裕Ａ	600	500	0	32.660	32.702	32.500	-0.62	-120.890	19500.000	深圳Ａ	0899166732	100	
000877	天山股份	2600	0	0	18.123	18.143	18.020	-0.68	-320.589	46852.000	深圳Ａ	0899166732	2600	
000878	云南铜业	3600	0	0	13.512	13.527	13.450	-0.57	-277.588	48420.000	深圳Ａ	0899166732	3600	
000887	中鼎股份	3000	3000	0	9.838	9.850	8.740	-11.27	-3325.744	26220.000	深圳Ａ	0899166732	0	
000892	欢瑞世纪	29800	29800	0	5.300	5.306	3.930	-25.93	-40957.168	117114.000	深圳Ａ	0899166732	0	
000930	中粮科技	4700	4500	0	6.859	6.867	7.620	10.97	3535.170	35814.000	深圳Ａ	0899166732	200	
000960	锡业股份	4300	4000	0	9.156	9.167	9.740	6.26	2463.480	41882.000	深圳Ａ	0899166732	300	
000967	盈峰环境	0	0	0	9.451	9.451	8.900	-5.83	-1733.900	0.000	深圳Ａ	0899166732	0	
000970	中科三环	3700	0	0	11.417	11.430	10.000	-12.51	-5285.640	37000.000	深圳Ａ	0899166732	3700	
000973	佛塑科技	15600	15600	0	5.047	5.053	4.830	-4.41	-3469.590	75348.000	深圳Ａ	0899166732	0	
000975	银泰黄金	4300	4300	0	15.687	15.705	18.750	19.39	13080.600	80625.000	深圳Ａ	0899166732	0	
000983	西山煤电	6500	6500	0	4.338	4.343	4.170	-3.99	-1124.647	27105.000	深圳Ａ	0899166732	0	
000987	越秀金控	3000	0	0	23.919	23.946	21.780	-9.04	-6490.181	65340.000	深圳Ａ	0899166732	3000	
000990	诚志股份	1000	900	0	16.525	16.547	15.780	-4.64	-766.096	15780.000	深圳Ａ	0899166732	100	
