-------------------------------------------------------------------------------------------------------

流水号        开仓日期        到期日          证券代码        证券名称        融券数量        偿还数量        剩余数量        权益补偿金额        权益补偿数量        卖均价         融券市值          融券利息        已还利息        逾期罚息        已还罚息        展期结转费用        合约参考盈亏        状态说明        合约本金状态        券源标识        
21918         20200629        20201228        002387          维信诺          300             300             0               0.00                0                   13.570         0.00              0.00            0.00            0.00            0.00            0.00                -866.47             已偿还          本金已还完          预约券源        
21927         20200629        20201228        000813          德展健康        4300            4300            0               0.00                0                   6.210          0.00              0.00            0.00            0.00            0.00            0.00                -3771.41            已偿还          本金已还完          预约券源        
21936         20200629        20201228        300482          万孚生物        200             200             0               0.00                0                   99.770         0.00              0.00            0.00            0.00            0.00            0.00                -1358.74            已偿还          本金已还完          预约券源        
21941         20200629        20201228        002233          塔牌集团        3000            3000            0               0.00                0                   12.000         0.00              0.00            0.00            0.00            0.00            0.00                -4984.80            已偿还          本金已还完          预约券源        
21942         20200629        20201228        000009          中国宝安        3000            3000            0               0.00                0                   8.110          0.00              0.00            0.00            0.00            0.00            0.00                -6511.63            已偿还          本金已还完          预约券源        
21944         20200629        20201228        600770          综艺股份        800             800             0               0.00                0                   4.720          0.00              0.00            0.00            0.00            0.00            0.00                -846.46             已偿还          本金已还完          预约券源        
21962         20200629        20201228        603882          金域医学        300             300             0               0.00                0                   87.700         0.00              0.00            0.00            0.00            0.00            0.00                -2552.93            已偿还          本金已还完          预约券源        
21965         20200629        20201228        300212          易华录          1200            1200            0               0.00                0                   52.060         0.00              0.00            0.00            0.00            0.00            0.00                -9742.41            已偿还          本金已还完          预约券源        
21989         20200629        20201228        002372          伟星新材        2900            2900            0               0.00                0                   11.720         0.00              0.00            0.00            0.00            0.00            0.00                -5432.38            已偿还          本金已还完          预约券源        
22031         20200629        20201228        603568          伟明环保        2100            2100            0               0.00                0                   22.350         0.00              0.00            0.00            0.00            0.00            0.00                -2462.26            已偿还          本金已还完          预约券源        
22040         20200629        20201228        300212          易华录          900             900             0               0.00                0                   52.000         0.00              0.00            0.00            0.00            0.00            0.00                -7360.74            已偿还          本金已还完          预约券源        
22109         20200629        20201228        603568          伟明环保        300             300             0               0.00                0                   22.340         0.00              0.00            0.00            0.00            0.00            0.00                -357.73             已偿还          本金已还完          预约券源        
22500         20200629        20201228        600120          浙江东方        1200            1200            0               0.00                0                   6.920          0.00              0.00            0.00            0.00            0.00            0.00                -1724.67            已偿还          本金已还完          预约券源        
22501         20200629        20201228        600153          建发股份        8300            8300            0               0.00                0                   8.020          0.00              0.00            0.00            0.00            0.00            0.00                -15824.67           已偿还          本金已还完          预约券源        
22502         20200629        20201228        000623          吉林敖东        1500            1500            0               0.00                0                   15.480         0.00              0.00            0.00            0.00            0.00            0.00                -4194.19            已偿还          本金已还完          预约券源        
22503         20200629        20201228        600640          号百控股        200             200             0               0.00                0                   19.970         0.00              0.00            0.00            0.00            0.00            0.00                -215.07             已偿还          本金已还完          预约券源        
22504         20200629        20201228        600804          鹏博士          3400            3400            0               0.00                0                   8.689          0.00              0.00            0.00            0.00            0.00            0.00                -5234.79            已偿还          本金已还完          预约券源        
22505         20200629        20201228        600699          均胜电子        2200            2200            0               0.00                0                   22.940         0.00              0.00            0.00            0.00            0.00            0.00                -5199.22            已偿还          本金已还完          预约券源        
22506         20200629        20201228        002110          三钢闽光        500             500             0               0.00                0                   6.660          0.00              0.00            0.00            0.00            0.00            0.00                -391.23             已偿还          本金已还完          预约券源        
22507         20200629        20201228        601099          太平洋          29800           29800           0               0.00                0                   3.130          0.00              0.00            0.00            0.00            0.00            0.00                -39965.74           已偿还          本金已还完          预约券源        
22508         20200629        20201228        002080          中材科技        600             600             0               0.00                0                   15.410         0.00              0.00            0.00            0.00            0.00            0.00                -1708.05            已偿还          本金已还完          预约券源        
22509         20200629        20201228        601975          招商南油        30000           30000           0               0.00                0                   2.370          0.00              0.00            0.00            0.00            0.00            0.00                -11943.85           已偿还          本金已还完          预约券源        
22510         20200629        20201228        002503          搜于特          2000            2000            0               0.00                0                   2.880          0.00              0.00            0.00            0.00            0.00            0.00                -678.76             已偿还          本金已还完          预约券源        
22511         20200629        20201228        002506          协鑫集成        5100            5100            0               0.00                0                   2.650          0.00              0.00            0.00            0.00            0.00            0.00                -1001.42            已偿还          本金已还完          预约券源        
22512         20200629        20201228        000046          泛海控股        10200           10200           0               0.00                0                   3.740          0.00              0.00            0.00            0.00            0.00            0.00                -9137.79            已偿还          本金已还完          预约券源        
22513         20200629        20201228        002635          安洁科技        400             400             0               0.00                0                   23.610         0.00              0.00            0.00            0.00            0.00            0.00                -1208.04            已偿还          本金已还完          预约券源        
22515         20200629        20201228        000718          苏宁环球        13200           13200           0               0.00                0                   3.050          0.00              0.00            0.00            0.00            0.00            0.00                -5649.15            已偿还          本金已还完          预约券源        
22517         20200629        20201228        002124          天邦股份        6800            6800            0               0.00                0                   12.040         0.00              0.00            0.00            0.00            0.00            0.00                -35004.03           已偿还          本金已还完          预约券源        
22518         20200629        20201228        000028          国药一致        100             100             0               0.00                0                   45.740         0.00              0.00            0.00            0.00            0.00            0.00                -633.47             已偿还          本金已还完          预约券源        
22519         20200629        20201228        300010          豆神教育        1200            1200            0               0.00                0                   17.750         0.00              0.00            0.00            0.00            0.00            0.00                -7110.09            已偿还          本金已还完          预约券源        
22524         20200629        20201228        002223          鱼跃医疗        2900            2900            0               0.00                0                   35.150         0.00              0.00            0.00            0.00            0.00            0.00                -11419.32           已偿还          本金已还完          预约券源        
22535         20200629        20201228        300595          欧普康视        600             600             0               0.00                0                   66.360         0.00              0.00            0.00            0.00            0.00            0.00                -203.58             已偿还          本金已还完          预约券源        
22537         20200629        20201228        002353          杰瑞股份        100             100             0               0.00                0                   30.430         0.00              0.00            0.00            0.00            0.00            0.00                -126.94             已偿还          本金已还完          预约券源        
22543         20200629        20201228        601689          拓普集团        600             600             0               0.00                0                   26.950         0.00              0.00            0.00            0.00            0.00            0.00                -5819.90            已偿还          本金已还完          预约券源        
22576         20200629        20201228        600728          佳都科技        600             600             0               0.00                0                   9.060          0.00              0.00            0.00            0.00            0.00            0.00                -566.15             已偿还          本金已还完          预约券源        
22584         20200629        20201228        002709          天赐材料        2400            2400            0               0.00                0                   34.170         0.00              0.00            0.00            0.00            0.00            0.00                -20117.82           已偿还          本金已还完          预约券源        
22585         20200629        20201228        600132          重庆啤酒        400             400             0               0.00                0                   68.800         0.00              0.00            0.00            0.00            0.00            0.00                -1977.53            已偿还          本金已还完          预约券源        
22586         20200629        20201228        600563          法拉电子        200             200             0               0.00                0                   59.230         0.00              0.00            0.00            0.00            0.00            0.00                -736.09             已偿还          本金已还完          预约券源        
22587         20200629        20201228        002926          华西证券        900             900             0               0.00                0                   10.430         0.00              0.00            0.00            0.00            0.00            0.00                -2999.69            已偿还          本金已还完          预约券源        
22641         20200629        20201228        600329          中新药业        300             300             0               0.00                0                   17.120         0.00              0.00            0.00            0.00            0.00            0.00                -726.63             已偿还          本金已还完          预约券源        
22648         20200629        20201228        600132          重庆啤酒        1100            1100            0               0.00                0                   68.760         0.00              0.00            0.00            0.00            0.00            0.00                -5482.15            已偿还          本金已还完          预约券源        
22652         20200629        20201228        002368          太极股份        300             300             0               0.00                0                   42.360         0.00              0.00            0.00            0.00            0.00            0.00                -2016.12            已偿还          本金已还完          预约券源        
22750         20200629        20201228        300558          贝达药业        100             100             0               0.00                0                   135.500        0.00              0.00            0.00            0.00            0.00            0.00                -1504.05            已偿还          本金已还完          预约券源        
22751         20200629        20201228        000717          韶钢松山        2000            2000            0               0.00                0                   3.790          0.00              0.00            0.00            0.00            0.00            0.00                -1800.58            已偿还          本金已还完          预约券源        
22752         20200629        20201228        600782          新钢股份        5100            5100            0               0.00                0                   4.070          0.00              0.00            0.00            0.00            0.00            0.00                -2373.41            已偿还          本金已还完          预约券源        
22753         20200629        20201228        002368          太极股份        1700            1700            0               0.00                0                   42.330         0.00              0.00            0.00            0.00            0.00            0.00                -11468.88           已偿还          本金已还完          预约券源        
22757         20200629        20201228        600521          华海药业        300             300             0               0.00                0                   34.570         0.00              0.00            0.00            0.00            0.00            0.00                -741.88             已偿还          本金已还完          预约券源        
22801         20200629        20201228        600521          华海药业        300             300             0               0.00                0                   34.520         0.00              0.00            0.00            0.00            0.00            0.00                -756.87             已偿还          本金已还完          预约券源        
22802         20200629        20201228        002839          张家港行        5400            5400            0               0.00                0                   5.700          0.00              0.00            0.00            0.00            0.00            0.00                -5839.61            已偿还          本金已还完          预约券源        
22930         20200629        20201228        002745          木林森          1100            1100            0               0.00                0                   15.830         0.00              0.00            0.00            0.00            0.00            0.00                -165.63             已偿还          本金已还完          预约券源        
22941         20200629        20201228        601689          拓普集团        700             700             0               0.00                0                   26.890         0.00              0.00            0.00            0.00            0.00            0.00                -6831.65            已偿还          本金已还完          预约券源        
22999         20200629        20201228        002507          涪陵榨菜        800             800             0               0.00                0                   34.650         0.00              0.00            0.00            0.00            0.00            0.00                -5102.45            已偿还          本金已还完          预约券源        
23008         20200629        20201228        000028          国药一致        100             100             0               0.00                0                   45.690         0.00              0.00            0.00            0.00            0.00            0.00                -638.47             已偿还          本金已还完          预约券源        
23032         20200629        20201228        600426          华鲁恒升        200             200             0               0.00                0                   17.860         0.00              0.00            0.00            0.00            0.00            0.00                -643.24             已偿还          本金已还完          预约券源        
23040         20200629        20201228        002507          涪陵榨菜        1600            1600            0               0.00                0                   34.670         0.00              0.00            0.00            0.00            0.00            0.00                -10172.91           已偿还          本金已还完          预约券源        
23520         20200629        20201228        300418          昆仑万维        2600            2600            0               0.00                0                   24.250         0.00              0.00            0.00            0.00            0.00            0.00                -9155.97            已偿还          本金已还完          预约券源        
23529         20200629        20201228        300244          迪安诊断        1300            1300            0               0.00                0                   35.470         0.00              0.00            0.00            0.00            0.00            0.00                -186.04             已偿还          本金已还完          预约券源        
25472         20200629        20201228        600079          人福医药        8000            8000            0               0.00                0                   25.070         0.00              0.00            0.00            0.00            0.00            0.00                -43544.75           已偿还          本金已还完          预约券源        
25525         20200629        20201228        002138          顺络电子        1000            1000            0               0.00                0                   24.110         0.00              0.00            0.00            0.00            0.00            0.00                -2414.34            已偿还          本金已还完          预约券源        
26020         20200629        20201228        300271          华宇软件        2700            2700            0               0.00                0                   27.690         0.00              0.00            0.00            0.00            0.00            0.00                -2108.69            已偿还          本金已还完          预约券源        
15789         20200817        20210216        000156          华数传媒        600             0               600             0.00                0                   11.100         5982.00           0.00            0.00            0.00            0.00            0.00                669.34              未偿还          本金未归还          预约券源        
15790         20200817        20210216        600277          亿利洁能        1500            0               1500            0.00                0                   3.680          5010.00           0.00            0.00            0.00            0.00            0.00                352.71              未偿还          本金未归还          预约券源        
15791         20200817        20210216        000543          皖能电力        1200            0               1200            0.00                0                   4.190          5076.00           0.00            0.00            0.00            0.00            0.00                -54.54              未偿还          本金未归还          预约券源        
15792         20200817        20210216        600507          方大特钢        1200            0               1200            0.00                0                   5.730          6492.00           0.00            0.00            0.00            0.00            0.00                374.92              未偿还          本金未归还          预约券源        
15793         20200817        20210216        000008          神州高铁        2100            0               2100            0.00                0                   3.160          6111.00           0.00            0.00            0.00            0.00            0.00                516.37              未偿还          本金未归还          预约券源        
15794         20200817        20210216        600282          南钢股份        2900            0               2900            0.00                0                   3.260          8874.00           0.00            0.00            0.00            0.00            0.00                567.52              未偿还          本金未归还          预约券源        
15795         20200817        20210216        000800          一汽解放        1000            0               1000            0.00                0                   13.620         12210.00          0.00            0.00            0.00            0.00            0.00                1392.29             未偿还          本金未归还          预约券源        
15796         20200817        20210216        600580          卧龙电驱        900             0               900             0.00                0                   13.710         11214.00          0.00            0.00            0.00            0.00            0.00                1108.71             未偿还          本金未归还          预约券源        
15797         20200817        20210216        000012          南 玻Ａ         1500            0               1500            0.00                0                   6.190          8100.00           0.00            0.00            0.00            0.00            0.00                1172.92             未偿还          本金未归还          预约券源        
15798         20200817        20210216        600026          中远海能        1500            0               1500            0.00                0                   7.710          10830.00          0.00            0.00            0.00            0.00            0.00                719.74              未偿还          本金未归还          预约券源        
15799         20200817        20210216        600053          九鼎投资        300             0               300             0.00                0                   29.230         7500.00           0.00            0.00            0.00            0.00            0.00                1257.42             未偿还          本金未归还          预约券源        
15800         20200817        20210216        000415          渤海租赁        2700            0               2700            0.00                0                   3.000          7587.00           0.00            0.00            0.00            0.00            0.00                502.47              未偿还          本金未归还          预约券源        
15801         20200817        20210216        600325          华发股份        1900            0               1900            0.00                0                   7.500          12673.00          0.00            0.00            0.00            0.00            0.00                1558.18             未偿还          本金未归还          预约券源        
15802         20200817        20210216        000563          陕国投Ａ        2200            0               2200            0.00                0                   4.120          8492.00           0.00            0.00            0.00            0.00            0.00                560.22              未偿还          本金未归还          预约券源        
15803         20200817        20210216        600017          日照港          2000            0               2000            0.00                0                   2.820          5540.00           0.00            0.00            0.00            0.00            0.00                92.55               未偿还          本金未归还          预约券源        
15804         20200817        20210216        000513          丽珠集团        400             0               400             0.00                0                   53.035         19320.00          0.00            0.00            0.00            0.00            0.00                1866.43             未偿还          本金未归还          预约券源        
15805         20200817        20210216        600166          福田汽车        5000            0               5000            0.00                0                   2.900          12250.00          0.00            0.00            0.00            0.00            0.00                2230.86             未偿还          本金未归还          预约券源        
15806         20200817        20210216        600376          首开股份        1400            0               1400            0.00                0                   6.880          9520.00           0.00            0.00            0.00            0.00            0.00                99.29               未偿还          本金未归还          预约券源        
15807         20200817        20210216        000488          晨鸣纸业        1500            0               1500            0.00                0                   5.340          7860.00           0.00            0.00            0.00            0.00            0.00                -80.28              未偿还          本金未归还          预约券源        
15808         20200817        20210216        600428          中远海特        1200            0               1200            0.00                0                   3.620          4008.00           0.00            0.00            0.00            0.00            0.00                330.27              未偿还          本金未归还          预约券源        
15809         20200817        20210216        000739          普洛药业        600             0               600             0.00                0                   23.130         14292.00          0.00            0.00            0.00            0.00            0.00                -432.04             未偿还          本金未归还          预约券源        
15810         20200817        20210216        600582          天地科技        1800            0               1800            0.00                0                   3.170          5526.00           0.00            0.00            0.00            0.00            0.00                172.47              未偿还          本金未归还          预约券源        
15811         20200817        20210216        000061          农 产 品        700             0               700             0.00                0                   8.500          5117.00           0.00            0.00            0.00            0.00            0.00                825.26              未偿还          本金未归还          预约券源        
15812         20200817        20210216        600060          海信视像        900             0               900             0.00                0                   13.990         11862.00          0.00            0.00            0.00            0.00            0.00                712.37              未偿还          本金未归还          预约券源        
15813         20200817        20210216        600132          重庆啤酒        300             0               300             0.00                0                   76.400         31227.00          0.00            0.00            0.00            0.00            0.00                -8337.26            未偿还          本金未归还          预约券源        
15814         20200817        20210216        000825          太钢不锈        2500            0               2500            0.00                0                   3.820          9300.00           0.00            0.00            0.00            0.00            0.00                237.58              未偿还          本金未归还          预约券源        
15815         20200817        20210216        600446          金证股份        700             0               700             0.00                0                   20.940         12740.00          0.00            0.00            0.00            0.00            0.00                1898.65             未偿还          本金未归还          预约券源        
15816         20200817        20210216        600820          隧道股份        2100            0               2100            0.00                0                   6.260          11823.00          0.00            0.00            0.00            0.00            0.00                1305.65             未偿还          本金未归还          预约券源        
15817         20200817        20210216        600158          中体产业        700             0               700             0.00                0                   11.960         8498.00           0.00            0.00            0.00            0.00            0.00                -137.05             未偿还          本金未归还          预约券源        
15818         20200817        20210216        000690          宝新能源        1900            0               1900            0.00                0                   7.000          12350.00          0.00            0.00            0.00            0.00            0.00                932.71              未偿还          本金未归还          预约券源        
15819         20200817        20210216        600171          上海贝岭        600             0               600             0.00                0                   18.500         9624.00           0.00            0.00            0.00            0.00            0.00                1461.35             未偿还          本金未归还          预约券源        
15820         20200817        20210216        600160          巨化股份        1500            0               1500            0.00                0                   7.200          10245.00          0.00            0.00            0.00            0.00            0.00                540.74              未偿还          本金未归还          预约券源        
15821         20200817        20210216        002075          沙钢股份        1900            0               1900            0.00                0                   11.900         22952.00          0.00            0.00            0.00            0.00            0.00                -371.39             未偿还          本金未归还          预约券源        
15822         20200817        20210216        600388          龙净环保        900             0               900             0.00                0                   9.910          8739.00           0.00            0.00            0.00            0.00            0.00                168.22              未偿还          本金未归还          预约券源        
15823         20200817        20210216        000028          国药一致        300             0               300             0.00                0                   49.860         13911.00          0.00            0.00            0.00            0.00            0.00                1027.55             未偿还          本金未归还          预约券源        
15824         20200817        20210216        600037          歌华有线        1100            0               1100            0.00                0                   14.180         12650.00          0.00            0.00            0.00            0.00            0.00                2927.41             未偿还          本金未归还          预约券源        
15825         20200817        20210216        000078          海王生物        1800            0               1800            0.00                0                   4.670          7416.00           0.00            0.00            0.00            0.00            0.00                979.07              未偿还          本金未归还          预约券源        
15826         20200817        20210216        600884          杉杉股份        900             0               900             0.00                0                   12.840         9315.00           0.00            0.00            0.00            0.00            0.00                2225.74             未偿还          本金未归还          预约券源        
15827         20200817        20210216        000738          航发控制        600             0               600             0.00                0                   23.450         11820.00          0.00            0.00            0.00            0.00            0.00                2231.70             未偿还          本金未归还          预约券源        
15828         20200817        20210216        601000          唐山港          3300            0               3300            0.00                0                   2.490          8283.00           0.00            0.00            0.00            0.00            0.00                -76.85              未偿还          本金未归还          预约券源        
15829         20200817        20210216        600959          江苏有线        3300            0               3300            0.00                0                   4.000          12309.00          0.00            0.00            0.00            0.00            0.00                873.58              未偿还          本金未归还          预约券源        
15830         20200817        20210216        000975          银泰黄金        1300            1300            0               0.00                0                   16.220         0.00              0.00            0.00            0.00            0.00            0.00                2361.72             已偿还          本金已还完          预约券源        
15831         20200817        20210216        600597          光明乳业        700             0               700             0.00                0                   18.980         11571.00          0.00            0.00            0.00            0.00            0.00                1697.45             未偿还          本金未归还          预约券源        
15832         20200817        20210216        000970          中科三环        900             0               900             0.00                0                   10.200         8334.00           0.00            0.00            0.00            0.00            0.00                834.07              未偿还          本金未归还          预约券源        
15833         20200817        20210216        600528          中铁工业        1500            0               1500            0.00                0                   9.940          13740.00          0.00            0.00            0.00            0.00            0.00                961.32              未偿还          本金未归还          预约券源        
15834         20200817        20210216        000685          中山公用        1000            0               1000            0.00                0                   8.540          8390.00           0.00            0.00            0.00            0.00            0.00                138.90              未偿还          本金未归还          预约券源        
15837         20200817        20210216        000686          东北证券        1500            0               1500            0.00                0                   10.890         15195.00          0.00            0.00            0.00            0.00            0.00                1118.76             未偿还          本金未归还          预约券源        
15838         20200817        20210216        600316          洪都航空        500             0               500             0.00                0                   39.600         17965.00          0.00            0.00            0.00            0.00            0.00                1808.86             未偿还          本金未归还          预约券源        
15839         20200817        20210216        600755          厦门国贸        1400            0               1400            0.00                0                   7.320          9520.00           0.00            0.00            0.00            0.00            0.00                714.48              未偿还          本金未归还          预约券源        
15840         20200817        20210216        002185          华天科技        2400            0               2400            0.00                0                   16.030         33048.00          0.00            0.00            0.00            0.00            0.00                5373.99             未偿还          本金未归还          预约券源        
15841         20200817        20210216        000681          视觉中国        500             0               500             0.00                0                   17.110         7525.00           0.00            0.00            0.00            0.00            0.00                1002.88             未偿还          本金未归还          预约券源        
15842         20200817        20210216        000600          建投能源        800             0               800             0.00                0                   5.540          4048.00           0.00            0.00            0.00            0.00            0.00                378.24              未偿还          本金未归还          预约券源        
15843         20200817        20210216        000729          燕京啤酒        1500            0               1500            0.00                0                   7.430          12435.00          0.00            0.00            0.00            0.00            0.00                -1304.49            未偿还          本金未归还          预约券源        
15844         20200817        20210216        600835          上海机电        400             0               400             0.00                0                   17.380         6672.00           0.00            0.00            0.00            0.00            0.00                270.82              未偿还          本金未归还          预约券源        
15845         20200817        20210216        601333          广深铁路        3700            0               3700            0.00                0                   2.540          8658.00           0.00            0.00            0.00            0.00            0.00                727.59              未偿还          本金未归还          预约券源        
15846         20200817        20210216        000883          湖北能源        2100            0               2100            0.00                0                   3.850          7875.00           0.00            0.00            0.00            0.00            0.00                199.48              未偿还          本金未归还          预约券源        
15847         20200817        20210216        000559          万向钱潮        1500            0               1500            0.00                0                   5.920          8880.00           0.00            0.00            0.00            0.00            0.00                -11.54              未偿还          本金未归还          预约券源        
15848         20200817        20210216        600823          世茂股份        1200            0               1200            0.00                0                   4.540          7560.00           0.00            0.00            0.00            0.00            0.00                -2119.19            未偿还          本金未归还          预约券源        
15849         20200817        20210216        600572          康恩贝          2000            0               2000            0.00                0                   5.740          10500.00          0.00            0.00            0.00            0.00            0.00                964.85              未偿还          本金未归还          预约券源        
15850         20200817        20210216        000039          中集集团        1200            1200            0               0.00                0                   9.080          0.00              0.00            0.00            0.00            0.00            0.00                469.43              已偿还          本金已还完          预约券源        
15851         20200817        20210216        600748          上实发展        1000            0               1000            0.00                0                   5.600          5700.00           0.00            0.00            0.00            0.00            0.00                -107.39             未偿还          本金未归还          预约券源        
