标题：资金股票
营业部名称：华泰证券(1147)
股东：鸣石量化十四号
资金余额：3049560.50 	 可取金额：3049560.50
冻结金额：0.00 	 股票市值：25969526.15
可用余额：3096037.35 	 总 资 产：29065594.02

------------------------------
证券代码	证券名称	股票余额	可用余额	冻结数量	成本价	保本价	市价	盈亏比()	盈亏	市值	交易市场	股东帐户	在途数量	
000009	中国宝安	14100	14100	0	11.351	11.364	8.370	-26.35	-42170.180	118017.000	深圳Ａ	0899194784	0	
000012	南 玻Ａ	7500	7500	0	5.771	5.778	6.040	4.54	1964.499	45300.000	深圳Ａ	0899194784	0	
000025	特 力Ａ	600	600	0	20.964	20.994	20.910	-0.40	-50.197	12546.000	深圳Ａ	0899194784	0	
000027	深圳能源	6600	6600	0	5.622	5.629	5.670	0.74	273.016	37422.000	深圳Ａ	0899194784	0	
000028	国药一致	900	900	0	49.766	49.824	49.750	-0.15	-66.787	44775.000	深圳Ａ	0899194784	0	
000031	大悦城	6900	6900	0	5.609	5.616	5.480	-2.41	-934.340	37812.000	深圳Ａ	0899194784	0	
000039	中集集团	5700	5700	0	8.267	8.277	8.340	0.77	360.481	47538.000	深圳Ａ	0899194784	0	
000050	深天马Ａ	5200	5200	0	15.924	15.943	16.810	5.44	4504.928	87412.000	深圳Ａ	0899194784	0	
000061	农 产 品	3500	3500	0	8.420	8.430	8.420	-0.12	-35.059	29470.000	深圳Ａ	0899194784	0	
000062	深圳华强	1700	1700	0	15.495	15.514	16.180	4.29	1131.444	27506.000	深圳Ａ	0899194784	0	
000070	特发信息	9600	9600	0	11.740	11.754	11.410	-2.92	-3296.157	109536.000	深圳Ａ	0899194784	0	
000089	深圳机场	5800	0	0	8.802	8.812	9.980	13.25	6764.676	57884.000	深圳Ａ	0899194784	5800	
000090	天健集团	6600	0	0	8.296	8.306	8.570	3.18	1742.222	56562.000	深圳Ａ	0899194784	6600	
000155	川能动力	600	600	0	5.391	5.405	5.510	1.95	63.028	3306.000	深圳Ａ	0899194784	0	
000156	华数传媒	3200	400	0	12.459	12.474	11.100	-11.01	-4390.358	35520.000	深圳Ａ	0899194784	2800	
000158	常山北明	4800	4800	0	9.153	9.164	9.450	3.12	1372.529	45360.000	深圳Ａ	0899194784	0	
000301	东方盛虹	6500	6500	0	5.865	5.872	5.870	-0.03	-12.141	38155.000	深圳Ａ	0899194784	0	
000400	许继电气	3400	3400	0	15.212	15.230	16.050	5.38	2785.353	54570.000	深圳Ａ	0899194784	0	
000401	冀东水泥	5100	5100	0	19.276	19.299	19.160	-0.72	-705.928	97716.000	深圳Ａ	0899194784	0	
000402	金 融 街	6500	6500	0	7.327	7.336	6.900	-5.94	-2827.974	44850.000	深圳Ａ	0899194784	0	
000426	兴业矿业	0	0	0	9.574	9.574	9.400	-1.82	81386.280	0.000	深圳Ａ	0899194784	0	
000488	晨鸣纸业	7300	7300	0	5.827	5.834	5.440	-6.75	-2871.563	39712.000	深圳Ａ	0899194784	0	
000513	丽珠集团	2100	2100	0	49.700	49.758	54.460	9.45	9862.192	114366.000	深圳Ａ	0899194784	0	
000528	柳 工	5690	5690	0	6.252	6.259	7.180	14.71	5232.521	40854.200	深圳Ａ	0899194784	0	
000537	广宇发展	3000	3000	0	7.751	7.761	8.290	6.82	1586.633	24870.000	深圳Ａ	0899194784	0	
000547	航天发展	6200	6200	0	15.483	15.501	17.710	14.25	13678.932	109802.000	深圳Ａ	0899194784	0	
000553	安道麦A	2500	0	0	9.436	9.448	9.140	-3.26	-768.307	22850.000	深圳Ａ	0899194784	2500	
000581	威孚高科	3200	3200	0	23.274	23.301	22.040	-5.41	-4031.318	70528.000	深圳Ａ	0899194784	0	
000598	兴蓉环境	9800	9600	0	5.115	5.121	5.100	-0.41	-205.477	49980.000	深圳Ａ	0899194784	200	
000600	建投能源	4000	4000	0	5.401	5.408	5.540	2.45	528.397	22160.000	深圳Ａ	0899194784	0	
000615	京汉股份	3600	3600	0	5.100	5.107	4.130	-19.13	-3512.165	14868.000	深圳Ａ	0899194784	0	
000681	视觉中国	2000	2000	0	16.796	16.816	17.120	1.81	607.939	34240.000	深圳Ａ	0899194784	0	
000685	中山公用	4900	4900	0	7.858	7.867	8.410	6.90	2656.585	41209.000	深圳Ａ	0899194784	0	
000686	东北证券	7400	7400	0	9.892	9.904	11.220	13.29	9730.057	83028.000	深圳Ａ	0899194784	0	
000690	宝新能源	9600	9600	0	5.889	5.896	6.420	8.89	5025.491	61632.000	深圳Ａ	0899194784	0	
000712	锦龙股份	2500	0	0	15.445	15.463	18.620	20.42	7883.037	46550.000	深圳Ａ	0899194784	2500	
000729	燕京啤酒	7800	7800	0	7.573	7.582	7.660	1.03	608.695	59748.000	深圳Ａ	0899194784	0	
000738	航发控制	3100	0	0	18.197	18.218	18.280	0.34	190.998	56668.000	深圳Ａ	0899194784	3100	
000739	普洛药业	3900	3900	0	24.527	24.556	23.800	-3.08	-2943.899	92820.000	深圳Ａ	0899194784	0	
000758	中色股份	0	0	0	5.560	5.560	5.330	-4.14	-966.730	0.000	深圳Ａ	0899194784	0	
000785	居然之家	3300	900	0	9.866	9.878	10.250	3.77	1227.625	33825.000	深圳Ａ	0899194784	2400	
000788	北大医药	12100	12100	0	7.768	7.777	7.870	1.20	1122.784	95227.000	深圳Ａ	0899194784	0	
000793	华闻集团	109700	109700	0	5.056	5.062	3.770	-25.52	-141558.076	413569.000	深圳Ａ	0899194784	0	
