标题：资金股票
营业部名称：华泰证券(212)
股东：鸣石量化十三号
资金余额：52382964.53 	 可取金额：34503410.46
冻结金额：0.00 	 股票市值：565017612.91
可用余额：34503410.46 	 总 资 产：599537172.37

------------------------------
证券代码	证券名称	股票余额	可用余额	冻结数量	成本价	保本价	市价	盈亏比()	盈亏	市值	交易市场	股东帐户	在途数量	
002118	紫鑫药业	1100100	1100100	0	4.863	4.869	5.040	3.52	188230.630	5544504.000	深圳Ａ	0899163779	0	
002124	天邦股份	111700	111700	0	-1.222	0.000	17.140	0.00	2048795.391	1914538.000	深圳Ａ	0899163779	0	
002135	东南网架	269500	0	0	8.419	8.429	8.430	0.01	306.395	2271885.000	深圳Ａ	0899163779	269500	
002157	正邦科技	130400	0	0	20.695	20.719	20.680	-0.19	-5111.106	2696672.000	深圳Ａ	0899163779	130400	
002158	汉钟精机	63900	63900	0	13.974	13.990	14.890	6.43	57419.179	951471.000	深圳Ａ	0899163779	0	
002160	常铝股份	234600	0	0	5.235	5.241	5.240	-0.02	-265.286	1229304.000	深圳Ａ	0899163779	234600	
002169	智光电气	961500	718200	0	11.185	11.198	11.630	3.86	414784.273	11182245.000	深圳Ａ	0899163779	243300	
002181	粤 传 媒	27800	27800	0	5.562	5.569	5.680	2.00	3095.652	157904.000	深圳Ａ	0899163779	0	
002201	九鼎新材	145100	0	0	16.077	16.096	16.130	0.21	4951.958	2340463.000	深圳Ａ	0899163779	145100	
002225	濮耐股份	89200	89200	0	4.632	4.637	4.670	0.70	2902.220	416564.000	深圳Ａ	0899163779	0	
002226	江南化工	199700	199700	0	6.202	6.209	6.590	6.13	75943.853	1316023.000	深圳Ａ	0899163779	0	
002228	合兴包装	185565	185565	0	4.549	4.554	4.600	1.00	8465.104	853599.000	深圳Ａ	0899163779	0	
002245	澳洋顺昌	244600	244600	0	4.241	4.246	4.510	6.22	64506.719	1103146.000	深圳Ａ	0899163779	0	
