冻结金额,可用,参考市值,资产
,2691363.47,,25660262.31
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
596,古井贡酒,3500,3500,205.6443,-9009.95,710745.0,203.07
661,长春高新,1500,1500,494.4448,-27832.26,713835.0,475.89
710,贝瑞基因,8600,8600,87.646,-130255.38,623500.0,72.5
818,航锦科技,0,26500,26.0592,9825.66,700395.0,26.43
2035,华帝股份,0,12600,11.389,1524.61,145026.0,11.51
2050,三花智控,32100,32100,22.728,-31074.38,698496.0,21.76
2262,恩华药业,36700,36700,19.6098,-35592.95,684088.0,18.64
2404,嘉欣丝绸,44500,44500,7.1538,-17081.3,301265.0,6.77
2406,远东传动,20000,20000,7.8948,-2495.68,155400.0,7.77
2410,广联达,9900,9900,68.9381,-19979.54,662508.0,66.92
2444,巨星科技,0,34702,20.5677,8061.22,721801.6,20.8
2672,东江环保,23100,23100,10.6099,-14550.47,230538.0,9.98
2705,新宝股份,9300,9300,46.5989,-35515.97,397854.0,42.78
2803,吉宏股份,0,17240,40.2539,19931.94,713908.4,41.410000000000004
2812,恩捷股份,1000,1000,126.2379,-48427.85,77810.0,77.81
2821,凯莱英,3100,3100,234.7039,-14706.13,712876.0,229.96
2932,明德生物,0,8000,83.5094,4884.42,672960.0,84.12
300122,智飞生物,0,4700,144.4872,5888.32,684978.0,145.74
300151,昌红科技,11100,11100,23.458,-9746.04,250638.0,22.58
300192,科斯伍德,0,19200,26.2866,7937.39,512640.0,26.7
300231,银信科技,0,22200,10.1147,6333.94,230880.0,10.4
300238,冠昊生物,0,8200,27.2863,358.33,224106.0,27.33
300248,新开普,13500,13500,13.8873,-8469.11,179010.0,13.26
300274,阳光电源,25800,25800,23.1736,-60981.68,536898.0,20.81
300280,紫天科技,0,9900,42.9498,3565.74,428769.0,43.31
300374,恒通科技,28400,28400,20.45,-50268.24,530512.0,18.68
300395,菲利华,1700,1700,50.1163,-6402.75,78795.0,46.35
300423,鲁亿通,14800,14800,13.9918,6485.95,213564.0,14.43
300427,红相股份,0,26500,26.0938,2548.98,694035.0,26.19
300496,中科创达,7500,7500,96.7993,-67944.88,658050.0,87.74
300502,新易盛,0,5800,66.6507,5853.72,392428.0,67.66
300536,农尚环境,40700,40700,17.5338,-35971.04,677655.0,16.65
300584,海辰药业,700,700,31.3861,30.71,22001.0,31.43
300677,英科医疗,1500,1500,178.6325,-32313.82,235635.0,157.09
300724,捷佳伟创,5300,5300,88.5695,-28193.39,441225.0,83.25
300750,宁德时代,600,600,199.8683,-2482.99,117438.0,195.73
300751,迈为股份,2000,2000,350.4426,-50285.12,650600.0,325.3
300760,迈瑞医疗,2300,2300,335.3394,-52530.67,718750.0,312.5
300782,卓胜微,0,700,394.5689,15757.79,291956.0,417.08
511990,华宝添益,6,6,-40831.9567,245591.812,600.072,100.012
600436,片仔癀,3200,3200,201.4086,-5915.61,638592.0,199.56
600496,精工钢构,0,122900,5.6794,16055.35,714049.0,5.81
600519,贵州茅台,400,400,1639.0411,-4836.44,650780.0,1626.95
600723,首商股份,0,13010,10.885,5008.83,146622.7,11.270000000000001
600742,一汽富维,10000,10000,10.8616,483.54,109100.0,10.91
600756,浪潮软件,0,8900,20.6531,6647.76,190460.0,21.4
600882,妙可蓝多,1300,1300,45.8878,-4560.14,55094.0,42.38
600885,宏发股份,13300,15500,48.0803,-1554.37,743690.0,47.98
600984,建设机械,1300,1300,28.3148,-2489.26,34320.0,26.4
601231,环旭电子,2,2,29962.13,-59874.86,49.4,24.7
603233,大参林,40,40,173.0155,-4146.62,2774.0,69.35
603378,亚士创能,200,200,130.399,-12279.79,13800.0,69.0
603444,吉比特,0,500,579.1944,4847.78,294445.0,588.89
603517,绝味食品,300,1600,83.1498,1328.4,134368.0,83.98
603583,捷昌驱动,0,9600,65.2145,8500.63,634560.0,66.1
603707,健友股份,7685,7685,57.2336,-20546.92,419293.6,54.559999999999995
603737,三棵树,2700,2700,148.5097,-22328.17,378648.0,140.24
