冻结金额,可用,参考市值,资产
0.0,0.0,599.96,3077.98
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值
511990,华宝添益,6,6,-18242.0833,110052.464,599.964
