证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
977,701,担保品卖出,32,38.73,已成,0
600705,701,担保品卖出,94,5.04,已成,0
2631,701,担保品卖出,100,7.63,部分成交,0
2631,701,担保品卖出,200,7.63,已成,0
2246,701,担保品卖出,500,8.29,已成,0
300191,701,担保品卖出,100,21.39,部分成交,0
300191,701,担保品卖出,200,21.38,部分成交,0
300191,701,担保品卖出,300,21.38,已成,0
300683,701,担保品卖出,100,66.03,已成,0
300531,701,担保品卖出,100,22.2,部分成交,0
300531,701,担保品卖出,100,22.2,已成,0
600859,701,担保品卖出,200,59.48,已成,0
2428,701,担保品卖出,1000,16.58,已成,0
600894,700,担保品买入,200,7.89,已成,0
2783,700,担保品买入,700,11.73,已成,0
768,701,担保品卖出,3000,22.61,已成,0
786,700,担保品买入,200,31.53,已成,0
300124,700,担保品买入,4,51.42,部分成交,0
970,701,担保品卖出,500,10.29,已成,0
2246,701,担保品卖出,500,8.29,已成,0
2631,701,担保品卖出,200,7.63,已成,0
750,701,担保品卖出,77500,5.8,已成,0
768,701,担保品卖出,2500,22.63,已成,0
600580,701,担保品卖出,3200,12.4,已成,0
600131,701,担保品卖出,100,23.16,已成,0
300458,701,担保品卖出,100,43.84,已成,0
2685,701,担保品卖出,300,6.4,部分成交,0
2685,701,担保品卖出,1000,6.4,部分成交,0
2685,701,担保品卖出,700,6.4,已成,0
601878,701,担保品卖出,2000,16.68,已成,0
2049,700,担保品买入,200,118.0,部分成交,0
2049,700,担保品买入,100,118.0,已成,0
600894,700,担保品买入,200,7.89,部分成交,0
600894,700,担保品买入,1100,7.89,已成,0
603429,700,担保品买入,200,33.15,已成,0
2783,700,担保品买入,400,11.73,已成,0
300097,700,担保品买入,1700,13.25,已成,0
686,700,担保品买入,500,11.46,部分成交,0
686,700,担保品买入,100,11.46,部分成交,0
686,700,担保品买入,100,11.46,部分成交,0
686,700,担保品买入,500,11.46,部分成交,0
601020,701,担保品卖出,300,12.79,已成,0
300001,700,担保品买入,100,21.1,已成,0
786,700,担保品买入,100,31.52,已成,0
300373,700,担保品买入,400,30.64,部分成交,0
300373,700,担保品买入,500,30.65,已成,0
686,700,担保品买入,2400,11.46,已成,0
300124,700,担保品买入,396,51.42,已成,0
300212,700,担保品买入,700,50.86,部分成交,0
300496,700,担保品买入,100,98.73,已成,0
300212,700,担保品买入,700,50.86,已成,0
338,700,担保品买入,2900,16.44,部分成交,0
338,700,担保品买入,1800,16.44,已成,0
2631,701,担保品卖出,100,7.63,已成,0
300420,701,担保品卖出,1500,6.56,部分成交,0
300420,701,担保品卖出,500,6.56,部分成交,0
300458,701,担保品卖出,100,43.83,已成,0
2246,701,担保品卖出,400,8.29,部分成交,0
2246,701,担保品卖出,400,8.29,已成,0
600859,701,担保品卖出,100,59.48,部分成交,0
600859,701,担保品卖出,1000,59.48,部分成交,0
600859,701,担保品卖出,300,59.47,已成,0
300683,701,担保品卖出,100,65.93,已成,0
686,700,担保品买入,6200,11.47,部分成交,0
686,700,担保品买入,2000,11.47,部分成交,0
686,700,担保品买入,500,11.47,部分成交,0
686,700,担保品买入,200,11.47,已成,0
300420,701,担保品卖出,400,6.56,已成,0
300373,700,担保品买入,500,30.67,已成,0
601878,701,担保品卖出,1000,16.66,部分成交,0
300214,700,担保品买入,700,8.85,部分成交,0
786,700,担保品买入,100,31.54,已成,0
600352,700,担保品买入,3200,14.44,已成,0
300124,700,担保品买入,100,51.42,已成,0
423,700,担保品买入,100,35.84,已成,0
601878,701,担保品卖出,3200,16.66,部分成交,0
970,701,担保品卖出,1500,10.29,已成,0
600196,700,担保品买入,200,45.86,已成,0
603138,701,担保品卖出,600,23.95,已成,0
601878,701,担保品卖出,200,16.66,部分成交,0
601878,701,担保品卖出,500,16.66,已成,0
300036,700,担保品买入,1400,23.55,已成,0
2958,701,担保品卖出,400,5.85,部分成交,0
2958,701,担保品卖出,2000,5.85,部分成交,0
2958,701,担保品卖出,1000,5.85,部分成交,0
2958,701,担保品卖出,4000,5.85,部分成交,0
2958,701,担保品卖出,1000,5.85,部分成交,0
300296,701,担保品卖出,1100,6.76,已成,0
2958,701,担保品卖出,1400,5.85,已成,0
2467,701,担保品卖出,100,7.63,部分成交,0
2467,701,担保品卖出,1600,7.62,已成,0
2282,701,担保品卖出,100,8.91,已成,0
600131,701,担保品卖出,200,23.18,已成,0
2685,701,担保品卖出,200,6.39,已成,0
2246,701,担保品卖出,600,8.29,部分成交,0
2246,701,担保品卖出,900,8.29,已成,0
906,700,担保品买入,100,6.24,已成,0
906,700,担保品买入,100,6.24,已成,0
906,700,担保品买入,100,6.24,已成,0
2428,701,担保品卖出,750,16.58,部分成交,0
300191,701,担保品卖出,200,21.47,已成,0
906,700,担保品买入,800,6.24,已成,0
786,700,担保品买入,300,31.58,已成,0
600387,701,担保品卖出,100,8.01,部分成交,0
600387,701,担保品卖出,700,8.01,已成,0
423,700,担保品买入,100,35.8,已成,0
768,701,担保品卖出,2800,22.63,已成,0
2783,700,担保品买入,100,11.73,已成,0
300458,701,担保品卖出,100,43.83,已成,0
300036,700,担保品买入,2700,23.55,已成,0
2428,701,担保品卖出,450,16.58,已成,0
603308,700,担保品买入,500,23.49,已成,0
601020,701,担保品卖出,200,12.78,部分成交,0
338,700,担保品买入,1000,16.45,部分成交,0
603308,700,担保品买入,100,23.49,已成,0
601020,701,担保品卖出,200,12.78,已成,0
338,700,担保品买入,1900,16.45,部分成交,0
338,700,担保品买入,3100,16.45,已成,0
2467,701,担保品卖出,1700,7.64,部分成交,0
2467,701,担保品卖出,5300,7.63,已成,0
401,701,担保品卖出,1400,18.8,已成,0
2631,701,担保品卖出,100,7.64,已成,0
600387,701,担保品卖出,100,8.01,已成,0
2022,701,担保品卖出,500,20.68,已成,0
601020,701,担保品卖出,100,12.78,部分成交,0
2685,701,担保品卖出,400,6.39,已成,0
2246,701,担保品卖出,3200,8.29,部分成交,0
2246,701,担保品卖出,200,8.29,部分成交,0
768,701,担保品卖出,300,22.64,已成,0
2246,701,担保品卖出,200,8.29,已成,0
601020,701,担保品卖出,100,12.78,已成,0
300373,700,担保品买入,400,30.68,已成,0
2428,701,担保品卖出,1100,16.58,已成,0
300496,700,担保品买入,200,98.76,已成,0
401,701,担保品卖出,100,18.81,已成,0
2631,701,担保品卖出,100,7.64,已成,0
2022,701,担保品卖出,100,20.68,部分成交,0
600131,701,担保品卖出,300,23.14,已成,0
2246,701,担保品卖出,4200,8.29,部分成交,0
2246,701,担保品卖出,400,8.29,部分成交,0
2246,701,担保品卖出,100,8.29,部分成交,0
2239,701,担保品卖出,1500,5.49,已成,0
