时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:15:39.343    225795903       583429          601818          100 证券买入    100             3.8000          已撤
09:30:15.543    225795988       583432          300393          101 证券卖出    41              6.8900          已成
10:32:15.818    213808069       589536          300003          101 证券卖出    300             46.0100         已成
10:32:15.849    221811950       589537          300088          101 证券卖出    26700           11.2500         已成
10:32:15.878    205807711       589538          300233          101 证券卖出    200             36.9100         已成
10:32:15.944    221811951       589539          300267          101 证券卖出    7000            4.6100          已成
10:32:16.004    229811326       589540          600380          101 证券卖出    6200            20.5600         已成
10:32:16.057    237810628       589541          300578          101 证券卖出    200             43.3500         已成
10:32:16.263    209803392       589544          300017          101 证券卖出    9400            9.8300          已成
10:32:16.264    213808071       589545          000623          101 证券卖出    1400            16.9100         已成
10:32:16.264    217804939       589543          300751          101 证券卖出    100             321.3600        已成
10:32:16.265    233802961       589542          000786          101 证券卖出    2500            29.9500         已成
10:32:16.303    201801289       589546          002090          101 证券卖出    1500            9.8300          已成
10:32:16.460    225801505       589548          600136          101 证券卖出    400             8.5800          已成
10:32:16.464    233802962       589549          300322          101 证券卖出    500             16.7700         已成
10:32:16.516    201801290       589550          600196          101 证券卖出    7000            40.3800         已成
10:32:16.593    213808072       589551          600298          101 证券卖出    100             62.9300         已成
10:32:16.622    225801506       589552          000425          101 证券卖出    7600            6.5800          已成
10:32:16.678    233802963       589553          300358          101 证券卖出    1100            10.6000         已成
10:32:16.423    221811952       589547          002528          101 证券卖出    2600            4.8800          已成
10:32:16.813    229811327       589554          002507          101 证券卖出    1400            38.9600         已成
10:32:16.815    237810629       589555          002217          101 证券卖出    3300            5.3900          已成
10:32:16.876    225801507       589556          000823          101 证券卖出    1900            13.5000         已成
10:32:16.900    233802964       589557          000011          101 证券卖出    1600            22.7900         已成
10:32:16.964    217804941       589558          300379          101 证券卖出    700             48.6600         已成
10:32:16.995    229811328       589559          300122          101 证券卖出    300             125.0200        已成
10:32:17.017    237810630       589560          600622          101 证券卖出    24700           4.3300          已撤
10:32:17.104    221811955       589562          002640          100 证券买入    6000            8.4000          已成
10:32:17.104    225801509       589561          002340          100 证券买入    41700           5.4200          已成
10:32:17.165    205807716       589563          002932          100 证券买入    100             93.3600         已成
10:32:17.206    213808076       589564          300206          100 证券买入    200             23.6900         已撤
10:32:17.342    237810633       589565          600884          100 证券买入    4800            12.7300         已成
10:32:17.356    201801292       589566          601878          100 证券买入    10600           16.6700         已成
10:32:17.387    209803397       589567          000903          100 证券买入    30500           7.6200          已成
10:32:17.455    201801293       589568          002049          100 证券买入    1700            116.1100        已成
10:32:17.534    209803398       589570          002428          100 证券买入    1600            17.3700         已成
10:32:17.542    225801512       589569          300293          100 证券买入    3100            27.4200         已成
10:32:17.648    233802967       589572          000796          100 证券买入    400             18.0500         已成
10:32:17.653    237810634       589571          601519          100 证券买入    11200           11.0300         已成
10:32:17.903    209803401       589575          300677          100 证券买入    400             168.2300        已成
10:32:17.905    213808079       589573          002239          100 证券买入    400             5.8300          已成
10:32:17.911    225801516       589576          600185          100 证券买入    400             14.3500         已成
10:32:17.925    233802970       589574          603650          100 证券买入    1200            32.7600         已成
10:32:17.928    237810636       589577          600515          100 证券买入    11700           7.6000          已成
10:32:17.958    217804945       589578          600536          100 证券买入    1300            100.4900        已成
10:32:18.054    233802972       589580          002106          100 证券买入    3700            14.7800         已成
10:32:18.072    201801297       589579          600859          100 证券买入    2800            61.9100         已成
10:32:18.150    225801518       589581          002425          100 证券买入    1200            14.5000         已成
10:32:18.244    209803405       589582          300085          100 证券买入    4400            24.4200         已成
10:32:18.256    217804947       589583          300315          100 证券买入    27800           8.9600          已成
10:32:18.268    225801519       589584          300390          100 证券买入    3300            16.5700         已成
10:32:18.504    205807720       589585          601020          100 证券买入    1800            11.9700         部撤
10:32:23.326    237810649       589586          300233          101 证券卖出    600             36.8400         已成
10:32:23.367    237810650       589587          600298          101 证券卖出    200             62.9300         已成
10:32:23.370    205807733       589588          600196          101 证券卖出    900             40.3600         已成
10:32:23.453    237810651       589589          000423          101 证券卖出    900             33.3500         已成
10:32:23.458    205807734       589590          300122          101 证券卖出    500             125.0000        已成
10:32:23.542    237810652       589591          300390          100 证券买入    2000            16.5400         已成
10:32:23.612    205807737       589592          600536          100 证券买入    300             100.5600        已成
10:32:23.618    213808098       589593          600859          100 证券买入    200             61.8400         已成
10:32:23.861    229811352       589594          300085          100 证券买入    1100            24.4000         已成
10:32:23.891    209803423       589595          300206          100 证券买入    100             23.7300         已成
10:32:23.912    209803424       589597          601878          100 证券买入    6300            16.6700         已成
10:32:23.916    217804966       589596          002428          100 证券买入    1300            17.3600         已成
10:32:23.921    225801533       589598          002049          100 证券买入    100             116.1600        已成
10:32:29.020    225801541       589599          600196          101 证券卖出    900             40.3500         已成
10:32:29.045    201801325       589600          600298          101 证券卖出    200             62.9300         已成
10:32:29.084    217804979       589601          300122          101 证券卖出    600             125.0600        已成
10:32:29.130    233803004       589602          300233          101 证券卖出    1000            36.8700         已撤
10:32:29.163    217804980       589603          300578          101 证券卖出    100             43.3700         已成
10:32:29.246    209803432       589604          600536          100 证券买入    100             100.5900        已成
10:32:29.426    201801329       589605          300390          100 证券买入    300             16.5200         已成
10:32:29.433    213808111       589606          300206          100 证券买入    100             23.7300         已成
10:32:29.483    233803009       589607          601878          100 证券买入    2200            16.6800         已成
10:32:29.550    209803435       589608          002428          100 证券买入    1300            17.3700         已成
10:32:29.587    201801330       589609          300293          100 证券买入    700             27.4800         已成
10:32:34.592    233803024       589611          300379          101 证券卖出    100             48.6800         已成
10:32:34.667    225801566       589612          300122          101 证券卖出    500             125.3600        已成
10:32:34.707    233803025       589613          300233          101 证券卖出    600             36.8000         已成
10:32:34.745    213808124       589614          300003          101 证券卖出    200             45.9300         已成
10:32:34.835    221811996       589615          300578          101 证券卖出    100             43.3700         已成
10:32:34.856    229811373       589616          300017          101 证券卖出    800             9.8400          已成
10:32:34.913    201801345       589617          300358          101 证券卖出    1200            10.6800         已撤
10:32:34.955    217805001       589618          300085          100 证券买入    1100            24.4000         已成
10:32:35.029    233803026       589619          600536          100 证券买入    200             100.7500        已成
10:32:35.072    213808125       589620          300206          100 证券买入    100             23.7200         已成
10:32:35.111    229811374       589621          002640          100 证券买入    5100            8.4500          已成
10:32:35.195    237810683       589622          002428          100 证券买入    1000            17.3800         已成
10:32:35.196    201801346       589623          300293          100 证券买入    300             27.5200         已成
10:32:35.251    213808126       589624          002049          100 证券买入    300             116.0200        废单
10:32:40.298    205807794       589625          300122          101 证券卖出    300             125.3600        已成
10:32:40.343    221812024       589626          300233          101 证券卖出    400             36.8200         已成
10:32:40.345    225801584       589627          300578          101 证券卖出    100             43.3500         已成
10:32:40.417    237810710       589628          002090          101 证券卖出    300             9.8500          已成
10:32:40.483    213808154       589629          000423          101 证券卖出    300             33.3400         已成
10:32:40.552    229811402       589630          002027          101 证券卖出    100             5.7900          已成
10:32:40.609    205807796       589631          002106          100 证券买入    1500            14.7900         已撤
10:32:40.649    213808155       589632          300085          100 证券买入    200             24.4000         已成
10:32:40.756    205807797       589633          600536          100 证券买入    100             100.8600        已撤
10:32:40.856    213808156       589634          601020          100 证券买入    600             11.9700         已成
10:32:40.859    221812026       589636          300206          100 证券买入    100             23.7300         已成
10:32:40.862    229811404       589635          002640          100 证券买入    5500            8.4500          废单
10:32:40.930    237810712       589637          002049          100 证券买入    100             116.1100        已成
10:32:40.988    205807798       589638          002428          100 证券买入    1300            17.3700         已撤
10:32:41.027    213808157       589639          300293          100 证券买入    300             27.4100         废单
10:32:46.085    233803059       589640          300358          101 证券卖出    1900            10.7100         已撤
10:32:46.115    201801378       589641          002027          101 证券卖出    300             5.7900          已成
10:32:46.152    225801601       589642          300122          101 证券卖出    500             125.4100        已成
10:32:46.259    217805039       589643          600622          101 证券卖出    24700           4.3300          已成
10:32:46.339    233803061       589644          600380          101 证券卖出    600             20.5500         已成
10:32:46.339    237810725       589645          300578          101 证券卖出    100             43.3300         已成
10:32:46.385    217805040       589646          002090          101 证券卖出    200             9.8500          已成
10:32:46.477    233803062       589647          600298          101 证券卖出    300             62.9300         已成
10:32:46.489    201801380       589648          300293          100 证券买入    300             27.4900         已成
10:32:46.583    217805041       589649          002049          100 证券买入    600             116.0600        已成
10:32:46.585    221812038       589650          002428          100 证券买入    1300            17.4000         已成
10:32:46.660    233803063       589651          603650          100 证券买入    100             32.7300         已成
10:32:46.757    217805042       589652          600859          100 证券买入    600             61.9500         已成
10:32:46.777    225801604       589653          002106          100 证券买入    700             14.8200         废单
10:32:46.882    209803486       589654          300206          100 证券买入    100             23.7100         已成
10:32:51.936    221812051       589655          300322          101 证券卖出    100             16.7700         已成
10:32:51.955    237810739       589656          600196          101 证券卖出    700             40.3700         已成
10:32:51.990    209803508       589657          000623          101 证券卖出    1300            16.9200         已成
10:32:52.053    233803079       589658          002027          101 证券卖出    7600            5.8000          已成
10:32:52.097    201801399       589659          000423          101 证券卖出    300             33.3500         已成
10:32:52.104    209803509       589660          600380          101 证券卖出    600             20.5600         已成
10:32:52.201    229811432       589662          300017          101 证券卖出    2600            9.8700          已撤
10:32:52.202    233803080       589661          000786          101 证券卖出    100             29.9600         已成
10:32:52.243    237810740       589663          600536          100 证券买入    600             101.0100        已成
10:32:52.347    213808184       589664          600859          100 证券买入    800             62.0400         已成
10:32:52.379    221812054       589665          300390          100 证券买入    600             16.5300         废单
10:32:52.562    221812055       589666          002640          100 证券买入    1000            8.4700          部撤
10:32:52.593    229811434       589667          300206          100 证券买入    100             23.7200         已成
10:32:52.598    237810741       589668          002049          100 证券买入    100             116.1900        已成
10:32:52.722    205807824       589669          300293          100 证券买入    200             27.4900         已成
10:32:52.902    221812056       589670          603650          100 证券买入    300             32.7200         废单
10:32:57.804    209803527       589674          002027          101 证券卖出    1100            5.8000          已成
10:32:57.856    225801637       589675          300379          101 证券卖出    100             48.6600         已成
10:32:57.976    233803096       589676          600622          101 证券卖出    500             4.3300          已成
10:32:58.039    205807836       589677          300233          101 证券卖出    600             36.8900         已成
10:32:58.072    217805079       589678          600298          101 证券卖出    4500            63.0000         已成
10:32:58.171    229811451       589679          002428          100 证券买入    1300            17.4000         已成
10:32:58.186    237810756       589680          300358          101 证券卖出    1000            10.6900         已成
10:32:58.209    205807837       589681          002049          100 证券买入    300             116.1100        废单
10:32:58.217    213808202       589682          300293          100 证券买入    200             27.4300         已撤
10:32:58.379    209803528       589683          300390          100 证券买入    600             16.5300         已成
10:32:58.453    217805080       589684          002640          100 证券买入    3100            8.4800          已撤
10:32:58.490    225801639       589685          300206          100 证券买入    100             23.7200         已成
10:32:58.497    233803098       589686          002340          100 证券买入    22800           5.4700          已成
10:33:08.497    221812096       589690          300322          101 证券卖出    600             16.7700         已成
10:33:13.572    213808239       589691          300322          101 证券卖出    100             16.7700         已成
10:33:13.583    221812105       589692          600536          100 证券买入    100             101.2200        已成
10:33:18.613    221812114       589693          000786          101 证券卖出    700             29.9800         已成
10:33:18.631    229811493       589694          600536          100 证券买入    200             101.2700        已成
10:33:23.608    213808254       589695          300233          101 证券卖出    1000            36.6500         已成
10:33:23.720    221812125       589696          600536          100 证券买入    100             101.3000        已成
10:33:23.761    205807887       589697          002640          100 证券买入    1600            8.5300          已成
10:33:28.719    237810815       589698          300003          101 证券卖出    300             45.9400         已成
10:33:28.775    205807896       589699          300233          101 证券卖出    600             36.6400         已撤
10:33:28.811    213808267       589700          000786          101 证券卖出    100             29.9600         已撤
10:33:28.891    221812138       589701          300017          101 证券卖出    4500            9.8300          部撤
10:33:28.952    229811517       589702          300315          100 证券买入    11200           8.9900          已成
10:33:29.024    237810816       589703          600536          100 证券买入    100             101.2300        已成
10:33:29.025    201801482       589704          002640          100 证券买入    100             8.5300          已成
10:33:29.063    213808268       589705          603650          100 证券买入    600             32.7600         已成
10:33:34.103    225801715       589706          000786          101 证券卖出    900             29.8900         已成
10:33:34.144    233803167       589707          300017          101 证券卖出    1200            9.8200          已成
10:33:34.203    201801494       589708          000623          101 证券卖出    300             16.9200         已成
10:33:34.231    213808279       589709          002027          101 证券卖出    2300            5.8000          已成
10:33:34.272    221812147       589710          300003          101 证券卖出    600             45.9000         已成
10:33:34.368    237810833       589711          300233          101 证券卖出    1700            36.5600         已撤
10:33:34.370    205807905       589712          600515          100 证券买入    2400            7.6300          已撤
10:33:34.468    229811532       589713          603650          100 证券买入    600             32.8200         已成
10:33:34.477    237810834       589714          600536          100 证券买入    200             101.1600        已成
10:33:34.524    213808281       589715          300390          100 证券买入    200             16.5900         已撤
10:33:34.572    229811533       589716          002640          100 证券买入    4600            8.5500          已成
10:33:34.650    221812150       589717          300206          100 证券买入    300             23.7300         已成
10:33:34.714    229811534       589718          601519          100 证券买入    500             11.0700         已成
10:33:39.696    205807921       589726          000786          101 证券卖出    100             29.8600         已成
10:33:39.822    221812171       589727          300017          101 证券卖出    4700            9.8300          已成
10:33:39.892    229811554       589728          002090          101 证券卖出    100             9.8600          已撤
10:33:39.923    237810854       589729          000623          101 证券卖出    400             16.9200         已成
10:33:39.948    205807922       589730          000423          101 证券卖出    100             33.3300         已成
10:33:39.957    213808300       589731          002027          101 证券卖出    13000           5.8000          已成
10:33:40.145    225801731       589732          300293          100 证券买入    700             27.4700         已成
10:33:40.166    233803181       589733          601519          100 证券买入    3200            11.0700         已成
10:33:40.270    209803621       589734          603650          100 证券买入    500             32.8100         已成
10:33:45.312    229811560       589735          000786          101 证券卖出    100             29.8100         已成
10:33:45.424    229811561       589737          000623          101 证券卖出    100             16.9200         已成
10:33:45.439    205807926       589736          300017          101 证券卖出    4900            9.8200          已成
10:33:45.453    213808307       589738          300358          101 证券卖出    2100            10.6500         已成
10:33:45.505    221812182       589739          000423          101 证券卖出    1200            33.3200         已成
10:33:45.592    237810861       589740          002027          101 证券卖出    3300            5.8100          已成
10:33:45.625    205807927       589741          600622          101 证券卖出    200             4.3300          已成
10:33:45.673    221812183       589742          002049          100 证券买入    300             115.5500        已成
10:33:45.812    213808309       589743          002428          100 证券买入    1400            17.4900         已成
10:33:45.862    237810863       589744          600515          100 证券买入    2600            7.6400          已成
10:33:45.986    221812185       589745          603650          100 证券买入    500             32.8100         已成
10:33:46.010    229811565       589747          300390          100 证券买入    200             16.6200         已成
10:33:46.012    237810864       589746          000796          100 证券买入    400             18.1400         已成
10:33:46.099    221812186       589748          002640          100 证券买入    4600            8.5300          已撤
