证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
2124,101,证券卖出,600,13.2,已成,0
158,100,证券买入,200,10.55,已成,0
2351,101,证券卖出,1000,21.26,部分成交,0
2351,101,证券卖出,1400,21.25,已成,0
600559,100,证券买入,500,13.67,已成,0
501,100,证券买入,400,17.1,已成,0
878,100,证券买入,600,11.51,已成,0
600438,101,证券卖出,600,18.88,部分成交,0
600438,101,证券卖出,1800,18.88,已成,0
300136,100,证券买入,500,53.75,部分成交,0
300136,100,证券买入,200,53.75,已成,0
300149,101,证券卖出,400,20.06,已成,0
300285,101,证券卖出,400,33.95,已成,0
300360,101,证券卖出,100,9.88,已成,0
300558,101,证券卖出,76,140.82,部分成交,0
300558,101,证券卖出,224,140.36,已成,0
300401,101,证券卖出,100,15.36,已成,0
300655,101,证券卖出,100,41.36,已成,0
600079,101,证券卖出,200,26.55,已成,0
2776,100,证券买入,100,8.94,已成,0
603826,101,证券卖出,500,33.34,已成,0
799,101,证券卖出,100,85.16,部分成交,0
799,101,证券卖出,100,85.15,部分成交,0
799,101,证券卖出,200,85.15,部分成交,0
799,101,证券卖出,200,85.14,已成,0
300702,100,证券买入,200,103.79,已成,0
603069,101,证券卖出,1100,15.99,已成,0
851,101,证券卖出,1100,8.51,已成,0
2214,100,证券买入,800,28.42,已成,0
601028,100,证券买入,200,12.18,已成,0
300010,100,证券买入,300,20.68,已成,0
2019,100,证券买入,500,22.69,部分成交,0
2019,100,证券买入,1100,22.69,已成,0
300316,100,证券买入,300,24.21,已成,0
600198,100,证券买入,5100,15.64,部分成交,0
600198,100,证券买入,2000,15.64,部分成交,0
600198,100,证券买入,200,15.65,部分成交,0
600198,100,证券买入,200,15.65,部分成交,0
600198,100,证券买入,200,15.65,部分成交,0
600198,100,证券买入,700,15.65,部分成交,0
600198,100,证券买入,600,15.65,已成,0
600609,100,证券买入,500,7.23,已成,0
300171,101,证券卖出,2300,16.26,已成,0
300676,100,证券买入,100,152.43,已成,0
2324,100,证券买入,200,15.37,已成,0
300280,100,证券买入,100,48.29,已成,0
603919,100,证券买入,100,18.17,已成,0
2236,100,证券买入,500,19.96,已成,0
300696,100,证券买入,300,36.2,已成,0
2250,100,证券买入,100,23.07,已成,0
2655,101,证券卖出,1200,12.69,部分成交,0
300031,100,证券买入,100,27.22,已成,0
300458,100,证券买入,200,36.34,已成,0
2655,101,证券卖出,400,12.69,部分成交,0
2655,101,证券卖出,200,12.69,已成,0
2706,101,证券卖出,500,16.57,已成,0
600732,101,证券卖出,600,11.25,部分成交,0
600732,101,证券卖出,200,11.25,已成,0
600132,100,证券买入,100,72.2,已成,0
600702,100,证券买入,600,39.9,已成,0
600197,100,证券买入,7600,19.87,已成,0
600197,100,证券买入,1000,19.85,部分成交,0
600197,100,证券买入,400,19.87,部分成交,0
600197,100,证券买入,2000,19.87,已成,0
300274,101,证券卖出,700,14.97,已成,0
601636,100,证券买入,400,6.02,已成,0
600570,100,证券买入,300,106.01,已成,0
600129,100,证券买入,100,15.26,已成,0
603456,101,证券卖出,900,29.27,已成,0
603916,101,证券卖出,800,25.78,已成,0
2080,100,证券买入,100,14.91,已成,0
600993,100,证券买入,400,26.36,已成,0
600535,100,证券买入,500,17.65,已成,0
990,101,证券卖出,100,13.79,已成,0
300441,101,证券卖出,200,11.9,已成,0
603566,101,证券卖出,100,26.62,部分成交,0
603566,101,证券卖出,300,26.62,已成,0
600882,101,证券卖出,200,35.13,部分成交,0
878,101,证券卖出,600,11.66,已成,0
600882,101,证券卖出,1000,35.13,已成,0
603669,101,证券卖出,100,7.69,已成,0
2791,101,证券卖出,100,87.85,已成,0
603456,100,证券买入,900,29.45,已成,0
603960,101,证券卖出,1200,30.24,已成,0
300119,101,证券卖出,100,22.07,已成,0
600511,101,证券卖出,1100,39.42,部分成交,0
600511,101,证券卖出,500,39.42,部分成交,0
600511,101,证券卖出,400,39.42,部分成交,0
600511,101,证券卖出,2000,39.42,已成,0
2695,101,证券卖出,200,25.6,部分成交,0
2695,101,证券卖出,100,25.6,部分成交,0
2695,101,证券卖出,200,25.6,已成,0
603811,101,证券卖出,100,29.78,已成,0
603566,101,证券卖出,200,26.64,部分成交,0
603566,101,证券卖出,100,26.63,已成,0
600529,101,证券卖出,100,52.5,部分成交,0
600529,101,证券卖出,100,52.5,已成,0
300676,101,证券卖出,100,149.78,已成,0
603855,101,证券卖出,600,17.01,已成,0
2294,101,证券卖出,400,28.41,已成,0
2410,101,证券卖出,600,70.37,已成,0
603566,101,证券卖出,300,26.65,部分成交,0
603566,101,证券卖出,200,26.65,部分成交,0
601012,101,证券卖出,107,42.21,部分成交,0
601012,101,证券卖出,200,42.21,部分成交,0
601012,101,证券卖出,100,42.21,部分成交,0
601012,101,证券卖出,100,42.21,部分成交,0
601012,101,证券卖出,93,42.21,已成,0
300171,100,证券买入,2300,15.78,已成,0
526,101,证券卖出,100,53.51,部分成交,0
526,101,证券卖出,300,53.51,已成,0
603538,101,证券卖出,200,49.64,已成,0
603466,101,证券卖出,100,20.02,已成,0
603566,101,证券卖出,100,26.68,部分成交,0
603566,101,证券卖出,100,26.67,部分成交,0
603566,101,证券卖出,200,26.67,已成,0
300019,101,证券卖出,200,11.35,已成,0
2236,101,证券卖出,500,20.15,已成,0
600682,101,证券卖出,100,10.48,已成,0
2776,101,证券卖出,100,9.06,已成,0
600529,100,证券买入,100,52.08,部分成交,0
600529,100,证券买入,100,52.08,已成,0
300438,101,证券卖出,600,17.84,已成,0
601012,101,证券卖出,700,42.35,已成,0
2624,101,证券卖出,200,56.84,已成,0
799,100,证券买入,100,82.78,部分成交,0
799,100,证券买入,500,82.78,已成,0
2791,100,证券买入,100,86.23,已成,0
2655,100,证券买入,600,12.72,部分成交,0
2655,100,证券买入,1200,12.73,已成,0
603811,100,证券买入,100,29.66,已成,0
2382,101,证券卖出,300,29.07,部分成交,0
2382,101,证券卖出,100,29.07,部分成交,0
300687,101,证券卖出,100,22.42,已成,0
851,100,证券买入,1100,8.28,已成,0
2351,100,证券买入,2400,21.14,已成,0
600480,101,证券卖出,100,11.46,已成,0
603466,100,证券买入,100,20.2,已成,0
300482,101,证券卖出,100,101.71,已成,0
300360,100,证券买入,100,9.79,已成,0
600750,101,证券卖出,100,13.71,已成,0
603960,100,证券买入,100,30.56,部分成交,0
603960,100,证券买入,1100,30.56,已成,0
300014,101,证券卖出,500,47.97,已成,0
2250,101,证券卖出,100,23.4,已成,0
2240,101,证券卖出,2100,13.3,已成,0
2129,101,证券卖出,1656,22.29,部分成交,0
2129,101,证券卖出,144,22.29,已成,0
2240,101,证券卖出,900,13.26,部分成交,0
300613,101,证券卖出,100,116.52,已成,0
600993,101,证券卖出,400,26.45,已成,0
300401,100,证券买入,100,15.32,已成,0
300623,101,证券卖出,700,30.29,已成,0
603881,101,证券卖出,100,102.06,已成,0
300696,101,证券卖出,300,36.29,已成,0
600645,101,证券卖出,200,28.03,部分成交,0
600702,101,证券卖出,600,39.39,已成,0
600570,101,证券卖出,100,105.44,部分成交,0
600570,101,证券卖出,200,105.44,已成,0
2028,101,证券卖出,100,20.99,已成,0
2399,101,证券卖出,600,24.74,已成,0
300149,100,证券买入,400,19.96,已成,0
2240,101,证券卖出,5100,13.21,已成,0
603881,100,证券买入,100,100.2,已成,0
603806,101,证券卖出,100,49.63,已成,0
300395,101,证券卖出,100,32.05,已成,0
1696,101,证券卖出,300,6.44,已成,0
600645,101,证券卖出,200,27.86,已成,0
