冻结金额,可用,参考市值,资产
,163907.78,,105953484.58
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
32,深桑达Ａ,7300,7300,26.6237,-246.16,194107.0,26.59
34,神州数码,0,23200,23.6716,-5605.35,543576.0,23.43
66,中国长城,66105,66105,15.8885,85377.89,1135683.9,17.18
155,川能动力,82200,82200,5.3886,-3176.41,439770.0,5.35
401,冀东水泥,55200,55200,19.6334,-34965.53,1048800.0,19.0
547,航天发展,61600,61600,18.0752,-16952.97,1096480.0,17.8
750,国海证券,198500,198500,5.7615,25511.47,1169165.0,5.89
768,中航飞机,8600,8600,19.5716,29140.61,197456.0,22.96
788,北大医药,116600,116600,7.7863,-13563.15,894322.0,7.67
815,美利云,95700,95700,7.5284,3020.95,723492.0,7.56
818,航锦科技,0,37500,24.2441,-17028.48,892125.0,23.79
830,鲁西化工,0,31400,11.9576,-4321.84,371148.0,11.82
903,云内动力,0,73978,7.8736,-18017.38,564452.14,7.63
938,紫光股份,5300,5300,54.5094,-49923.06,238977.0,45.09
970,中科三环,29800,29800,10.2133,2880.32,307238.0,10.31
975,银泰黄金,0,59200,19.3813,-21388.02,1125984.0,19.02
977,浪潮信息,32,32,2327.6841,-73218.69,1267.2,39.6
2022,科华生物,39500,39500,20.4675,22614.59,831080.0,21.04
2027,分众传媒,107800,107800,5.8905,41992.61,676984.0,6.28
2049,紫光国微,8500,8500,122.7504,11471.51,1054850.0,124.1
2117,东港股份,0,63707,12.2271,35225.42,814175.46,12.78
2124,天邦股份,52600,52600,16.9232,4039.5,894200.0,17.0
2128,露天煤业,32200,32200,11.0674,24234.64,380604.0,11.82
2189,中光学,16000,16000,19.1319,15489.07,321600.0,20.1
2197,证通电子,31500,31500,12.1418,-3207.36,379260.0,12.04
2225,濮耐股份,12200,12200,4.852,-2342.35,56852.0,4.66
2239,奥特佳,140200,190200,5.7844,1066.22,1101258.0,5.79
2246,北化股份,55300,55300,8.1674,3461.31,455119.0,8.23
2282,博深股份,0,3800,9.4377,-409.09,35454.0,9.33
2288,超华科技,0,167300,5.6437,27819.55,972013.0,5.81
2344,海宁皮城,3100,3100,4.6207,-126.15,14198.0,4.58
2416,爱施德,114900,114900,8.8397,34509.68,1050186.0,9.14
2421,达实智能,72100,72100,4.1606,7165.01,307146.0,4.26
2428,云南锗业,59500,59500,16.8068,-27178.34,972825.0,16.35
2467,二六三,69700,91910,8.8574,-80639.56,733441.8,7.98
2515,金字火腿,56900,56900,6.116,73061.08,421060.0,7.4
2581,未名医药,0,13800,22.9503,-5109.85,311604.0,22.58
2614,奥佳华,38200,38200,11.809,18372.36,469478.0,12.29
2631,德尔未来,27200,27200,8.8252,-24893.64,215152.0,7.91
2640,跨境通,128900,128900,8.0516,22999.31,1060847.0,8.23
2685,华东重机,0,16600,6.4011,-18.07,106240.0,6.4
2688,金河生物,20700,20700,7.6416,11352.35,169533.0,8.19
2928,华夏航空,0,25300,12.5172,-4736.83,311949.0,12.33
2958,青农商行,73700,73700,6.0793,3734.82,451781.0,6.13
300007,汉威科技,0,65700,16.8461,-1056.12,1105731.0,16.83
300083,创世纪,109900,115700,8.8643,39999.08,1065597.0,9.21
300099,精准信息,12700,12700,6.3042,709.01,80772.0,6.36
300118,东方日升,62300,62300,18.7702,-21191.39,1148189.0,18.43
300131,英唐智控,0,157900,7.2682,-2872.06,1144775.0,7.25
300160,秀强股份,0,55900,7.7812,-7892.01,427076.0,7.64
300191,潜能恒信,0,32800,20.6159,35886.1,712088.0,21.71
300244,迪安诊断,0,3300,37.133,-1032.82,121506.0,36.82
300255,常山药业,1400,1400,11.4337,-7103.13,8904.0,6.36
300263,隆华科技,0,89100,8.8835,-13675.57,777843.0,8.73
300277,海联讯,500,500,12.479,130.51,6370.0,12.74
300296,利亚德,6700,6700,7.3911,-1950.43,47570.0,7.1
300303,聚飞光电,146700,146700,6.5049,30086.13,984357.0,6.71
300315,掌趣科技,42700,42700,8.7766,-6258.22,368501.0,8.63
300357,我武生物,30900,30900,63.3858,-11611.51,1947009.0,63.01
300390,天华超净,56700,65700,16.824,50981.78,1156320.0,17.6
300420,五洋停车,0,21800,6.8504,-3279.36,146060.0,6.7
300458,全志科技,35100,35100,40.3959,32084.02,1449981.0,41.31
300531,优博讯,200,200,62.3553,-7839.05,4632.0,23.16
300595,欧普康视,27816,27816,62.9817,57810.58,1809708.96,65.06
300624,万兴科技,7200,7200,78.2493,-52267.24,511128.0,70.99
300683,海特生物,0,200,63.5158,102.84,12806.0,64.03
511990,华宝添益,486310,486310,99.6493,175885.31,48636349.41,100.011
600029,南方航空,0,79600,5.7691,-7091.05,452128.0,5.68
600127,金健米业,0,89200,12.2914,36445.68,1132840.0,12.7
600131,国网信通,8500,8500,21.399,13778.08,195670.0,23.02
600210,XD紫江企,0,70000,5.0795,8432.59,364000.0,5.2
600211,西藏药业,0,5000,93.4241,-25120.47,442000.0,88.4
600285,羚锐制药,33300,48300,10.28,42019.68,538545.0,11.15
600318,新力金融,30600,30600,12.2457,-480.71,374238.0,12.23
600362,江西铜业,0,47200,16.1969,-10707.81,753784.0,15.97
600387,海越能源,0,62500,8.3939,-245.83,524375.0,8.39
600390,五矿资本,0,72060,8.2297,-10788.79,582244.8,8.08
600501,航天晨光,22600,22600,10.7454,22478.76,265324.0,11.74
600503,华丽家族,246800,246800,4.3907,-184.19,1083452.0,4.39
600515,海航基础,143100,143100,7.659,20175.66,1116180.0,7.8
600550,保变电气,0,76500,5.8293,6942.21,452880.0,5.92
600551,时代出版,3900,3900,10.2145,-524.72,39312.0,10.08
600580,卧龙电驱,20300,20300,12.4825,5836.98,259231.0,12.77
600596,新安股份,6900,6900,9.2582,-1091.86,62790.0,9.1
600705,中航资本,94,94,-223.3456,21471.07,476.58,5.069999999999999
600724,宁波富达,169700,169700,4.4308,-1824.82,750074.0,4.42
600797,浙大网新,0,106243,9.749,38352.56,1074116.73,10.11
600819,耀皮玻璃,0,6800,5.0609,130.15,34544.0,5.08
600859,王府井,0,18300,59.4004,42082.77,1129110.0,61.7
600997,开滦股份,147700,147700,5.7076,-49859.64,793149.0,5.37
601020,华钰矿业,39200,39200,12.2702,9009.19,490000.0,12.5
601519,大智慧,42400,97500,11.2938,603.88,1101750.0,11.3
601878,浙商证券,64400,96100,16.5599,26919.42,1618324.0,16.84
603128,华贸物流,115800,115800,9.0254,-15674.89,1029462.0,8.89
603138,海量数据,19500,19500,24.3934,22943.77,498615.0,25.57
603661,恒林股份,5000,5000,60.4367,7216.67,309400.0,61.88
603999,读者传媒,12100,12100,6.4571,4390.72,82522.0,6.82
