业务日期,机构代码,机构名称,产品编号,产品名称,账户编号,账户名称,组合代码,组合名称,交易市场,证券代码,证券名称,T0指令可用,T0交易可用,持仓数量,盈亏成本,盈亏成本价,买入成本价,实时盈亏,买入成本,浮动盈亏,浮盈率,实现盈亏,市值,市值/产品净资产(%),价格|最新价,价格|昨收价,价格|市值计算价,价格|公允价,价格|市均价,交易信息|当日买量,交易信息|当日卖量,交易信息|净买量,交易信息|当日买金额,交易信息|当日卖金额,交易信息|净买金额,交易信息|当日买入价,交易信息|当日卖出价,交易信息|预买数量,交易信息|预卖数量,当日调整数量,待上市|网上新股,待上市|网下新股,待上市|红股,待上市|配股,配股数量,非流通数量,清算冻结数量,投保标识,持仓方向,投资类型,资金账号,股东账户,托管席位,证券内码,质押数量,盯市持仓均价,逐笔持仓均价
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300100,双林股份,400,400,400,2258.2800000000002,5.6457000000000006,5.6457000000000006,49.7199999999998,2258.2800000000002,49.7199999999998,2.1542461005199218,0,2308,0.0026257440607947813,5.7699999999999996,5.8899999999999997,5.7699999999999996,0,5.7814212999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300100SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300101,振芯科技,13400,13400,13400,176087.50999999998,13.140858955223878,15.215735820895521,67658.49000000002,203890.85999999999,39855.140000000014,16.351094992328086,27803.349999999999,243746,0.27730269143955144,18.190000000000001,16.93,18.190000000000001,0,17.863081099999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300101SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300102,乾照光电,6900,6900,6900,42021.470000000001,6.0900681159420289,6.033846376811594,-2139.4700000000012,41633.540000000001,-1751.5400000000009,-4.3918058271902138,-387.93000000000001,39882,0.045372584329556959,5.7800000000000002,6.0999999999999996,5.7800000000000002,0,5.8766597999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300102SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300103,达刚控股,2800,2800,2800,31537.43,11.263367857142857,11.143764285714287,-1017.4300000000003,31202.540000000001,-682.54000000000087,-2.2363695937090462,-334.88999999999999,30520,0.034721710890579169,10.9,11.109999999999999,10.9,0,11.12237638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300103SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300105,龙源技术,300,300,300,1331.28,4.4375999999999998,4.4375999999999998,-2.2799999999999727,1331.28,-2.2799999999999727,-0.17155756207674738,0,1329,0.0015119644093571335,4.4299999999999997,4.54,4.4299999999999997,0,4.4383627199999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300105SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300106,西部牧业,1600,1600,1600,12476.1,7.7975625000000006,7.7975625000000006,-284.10000000000036,12476.1,-284.10000000000036,-2.3302165354330739,0,12192,0.013870481624441062,7.6200000000000001,7.7699999999999996,7.6200000000000001,0,7.69036089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300106SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300107,建新股份,100,100,100,610.07000000000005,6.1007000000000007,6.1007000000000007,-8.07000000000005,610.07000000000005,-8.07000000000005,-1.3405315614618023,0,602,0.00068487778362151574,6.0199999999999996,6.0800000000000001,6.0199999999999996,0,6.0383635900000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300107SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300110,华仁药业,4300,4300,4300,20039.989999999998,4.6604627906976743,4.6326488372093024,-302.98999999999796,19920.389999999999,-183.38999999999942,-0.92916856665146375,-119.59999999999999,19737,0.022454207334448265,4.5899999999999999,4.5199999999999996,4.5899999999999999,0,4.63029723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300110SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300113,顺网科技,200,200,200,4635.5799999999999,23.177900000000001,23.177900000000001,-159.57999999999993,4635.5799999999999,-159.57999999999993,-3.5652368185880232,0,4476,0.0050922142184217679,22.379999999999999,23.280000000000001,22.379999999999999,0,22.36513102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300113SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300114,中航电测,1600,1600,1600,22470.030000000002,14.043768750000002,14.324412500000001,1401.9699999999975,22919.060000000001,952.93999999999869,3.9918733243967774,449.02999999999997,23872,0.027158475831582762,14.92,15.09,14.92,0,14.78523407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300114SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300115,长盈精密,300,300,300,6972.8400000000001,23.242799999999999,23.242799999999999,-198.84000000000015,6972.8400000000001,-198.84000000000015,-2.9353410097431376,0,6774,0.0077065815718474207,22.579999999999998,23.260000000000002,22.579999999999998,0,22.60564012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300115SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300118,东方日升,9200,9200,9200,167860.65000000002,18.245722826086958,17.493476086956523,-15784.650000000023,160939.98000000001,-8863.9800000000105,-5.8286514637418199,-6920.6700000000001,152076,0.17301241498675352,16.530000000000001,17,16.530000000000001,0,16.551617220000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300118SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300121,阳谷华泰,800,800,800,8069.9200000000001,10.087400000000001,10.087400000000001,594.07999999999993,8069.9200000000001,594.07999999999993,6.8568790397045234,0,8664,0.0098567792646126456,10.83,10.99,10.83,0,10.94479932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300121SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300122,智飞生物,6900,6900,6900,1273608.54,184.58094782608697,173.9138927536232,-162363.54000000004,1200005.8600000001,-88760.860000000102,-7.9875149044540228,-73602.679999999993,1111245,1.264230918040683,161.05000000000001,163.84999999999999,161.05000000000001,0,159.93588467000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300122SZ,0,0,0
20200810,17011,上海鸣石,17011003,极速-鸣石锐驰1号,270,极速-鸣石锐驰1号-默认资产单元,277,极速-鸣石锐驰1号-默认组合,0,300123,亚光科技,16100,16100,16100,266670.96000000002,16.563413664596276,20.722198757763977,115704.03999999998,333627.40000000002,48747.599999999977,12.748636809414835,66956.440000000002,382375,0.43501684802703833,23.75,23.280000000000001,23.75,0,24.271668689999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,10268,0899200766,248800,300123SZ,0,0,0
