冻结金额,可用,参考市值,资产
,2945997.63,,27117783.7
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
65,北方国际,6200,6200,8.3133,2397.38,53940.0,8.7
537,广宇发展,0,20700,8.2955,299.83,172017.0,8.31
596,古井贡酒,0,500,207.8934,263.3,104210.0,208.42
661,长春高新,0,1500,494.4547,-4372.11,737310.0,491.54
710,贝瑞基因,8600,8600,87.646,-91555.38,662200.0,77.0
906,浙商中拓,18000,18000,6.4308,-374.36,115380.0,6.41
2004,华邦健康,100600,100600,6.3992,-83417.56,560342.0,5.57
2016,世荣兆业,0,2500,7.3392,26.92,18375.0,7.35
2020,京新药业,51200,51200,14.906,-22321.47,740864.0,14.47
2050,三花智控,0,31100,22.747,1648.77,709080.0,22.8
2073,软控股份,110200,110200,4.5769,5853.33,510226.0,4.63
2298,中电兴发,16400,16400,12.4734,-10388.43,194176.0,11.84
2312,三泰控股,66600,66600,5.9259,6933.8,401598.0,6.03
2364,中恒电气,7100,7100,15.0355,6350.98,113103.0,15.93
2404,嘉欣丝绸,77900,77900,6.9609,4600.68,546858.0,7.02
2414,高德红外,0,17400,42.4774,20055.39,759162.0,43.63
2424,贵州百灵,4600,4600,9.7915,-650.76,44390.0,9.65
2519,银河电子,51200,51200,4.9404,8174.07,261120.0,5.1
2560,通达股份,25200,25200,10.9181,-12805.26,262332.0,10.41
2653,海思科,13800,13800,27.5337,11126.43,391092.0,28.34
2672,东江环保,36400,36400,10.3236,3510.65,379288.0,10.42
2705,新宝股份,0,9300,46.5998,-1207.6,432171.0,46.47
2810,山东赫达,0,1500,38.7466,200.11,58320.0,38.88
2847,盐津铺子,0,2600,124.5281,446.94,324220.0,124.7
2932,明德生物,1600,1600,131.1814,-58530.25,151360.0,94.6
2945,华林证券,41400,44200,17.2765,-18851.45,744770.0,16.85
300015,爱尔眼科,0,15500,46.8218,1521.87,727260.0,46.92
300182,捷成股份,150300,150300,4.9986,22758.32,774045.0,5.15
300296,利亚德,104000,104000,7.0727,-27319.33,708240.0,6.81
300315,掌趣科技,80300,80300,9.8665,-21396.82,770880.0,9.6
300496,中科创达,0,7500,97.0771,-1328.11,726750.0,96.9
300536,农尚环境,0,40700,17.5841,-1795.77,713878.0,17.54
300551,古鳌科技,4300,4300,22.8447,39367.92,137600.0,32.0
300584,海辰药业,0,700,31.4762,-67.31,21966.0,31.38
300616,尚品宅配,1200,1200,68.6528,-4083.37,78300.0,65.25
300677,英科医疗,4400,4400,171.467,-23262.65,731192.0,166.18
300724,捷佳伟创,0,5300,88.8237,-4524.56,466241.0,87.97
300760,迈瑞医疗,0,2100,337.4594,-5164.69,703500.0,335.0
511990,华宝添益,6,6,-40831.9567,245591.782,600.0419999999999,100.00699999999999
600057,厦门象屿,64100,64100,6.6888,721.11,429470.0,6.7
600161,天坛生物,0,14359,49.4939,-2783.69,707898.7,49.3
600335,国机汽车,56600,56600,5.1659,-2034.68,290358.0,5.13
600436,片仔癀,0,1400,203.3232,527.58,285180.0,203.7
600519,贵州茅台,0,400,1639.0411,-432.44,655184.0,1637.96
600585,海螺水泥,0,11900,61.128,1928.36,729351.0,61.29
600600,青岛啤酒,0,5700,79.371,-3254.97,449160.0,78.8
600633,浙数文化,64000,64000,12.0584,1383.76,773120.0,12.08
600668,尖峰集团,42400,42400,17.1131,-9033.71,716560.0,16.9
600742,一汽富维,10000,10000,10.8616,183.54,108800.0,10.88
600801,华新水泥,0,12500,27.1935,1081.23,341000.0,27.28
601038,一拖股份,21900,21900,14.6415,-29597.93,291051.0,13.29
601126,四方股份,0,6700,6.6196,538.44,44890.0,6.7
601899,紫金矿业,0,121700,6.5316,4670.88,799569.0,6.57
603018,中设集团,0,24400,13.7403,-1227.99,334036.0,13.69
603167,渤海轮渡,16500,16500,8.0886,34013.29,167475.0,10.15
603233,大参林,0,940,72.8484,518.55,68996.0,73.4
603393,新天然气,0,16900,43.4366,-4167.78,729911.0,43.19
