冻结金额,可用,参考市值,资产
,1580033.9,,25874701.26
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
710,贝瑞基因,1100,1100,71.0325,-2862.74,75273.0,68.43
733,振华科技,9700,16400,43.636,-20270.11,695360.0,42.4
768,中航飞机,31000,31000,26.2549,-5423.25,808480.0,26.08
828,东莞控股,40600,40600,12.8897,-42619.34,480704.0,11.84
901,航天科技,2300,2300,-16.569,67088.78,28980.0,12.6
2081,金螳螂,0,60300,11.5664,-8826.55,688626.0,11.42
2151,北斗星通,5900,11100,68.7187,-84345.36,678432.0,61.12
2166,莱茵生物,70000,70000,10.7991,-58740.38,697200.0,9.96
2389,航天彩虹,8500,8500,26.6664,-27764.0,198900.0,23.4
2570,贝因美,81700,81700,8.7931,26707.28,745104.0,9.12
2617,露笑科技,65400,65400,6.7401,-1969.04,438834.0,6.71
2643,万润股份,0,33800,19.5518,3317.65,664170.0,19.65
2736,国信证券,0,45000,15.0621,-9545.2,668250.0,14.85
300087,荃银高科,24900,29900,21.0686,-28364.16,601588.0,20.12
300122,智飞生物,4800,4800,136.5882,-2055.32,653568.0,136.16
300123,亚光科技,80,80,361.5828,-27418.62,1508.0,18.85
300213,佳讯飞鸿,38600,38600,9.0164,-16845.22,331188.0,8.58
300225,金力泰,0,68300,11.5729,1166.93,791597.0,11.59
300238,冠昊生物,8500,8500,28.7072,-10261.38,233750.0,27.5
300256,星星科技,58000,58000,7.8415,-41846.96,412960.0,7.12
300357,我武生物,100,100,61.4169,-141.69,6000.0,60.0
300378,鼎捷软件,19500,19500,32.6632,42837.58,679770.0,34.86
300395,菲利华,0,13300,47.5233,-10285.05,621775.0,46.75
300427,红相股份,0,13000,31.4873,-6075.54,403260.0,31.02
300455,康拓红外,0,26300,17.2482,-5739.85,447889.0,17.03
300474,景嘉微,8000,8000,84.139,-69512.01,603600.0,75.45
300536,农尚环境,44100,44100,17.4107,-92642.17,675171.0,15.31
300648,星云股份,7700,7700,32.2029,-17732.17,230230.0,29.9
300671,富满电子,14700,14700,49.5233,19061.81,747054.0,50.82
300726,宏达电子,2000,2000,52.4597,-22199.48,82720.0,41.36
300758,七彩化学,200,200,32.0098,-261.96,6140.0,30.7
511990,华宝添益,6,6,-40831.9567,245591.8,600.06,100.00999999999999
600118,中国卫星,13100,18100,42.0637,-9297.93,752055.0,41.55
600151,航天机电,8400,8400,-1.7548,84460.06,69720.0,8.3
600158,中体产业,54700,54700,14.3001,-5.95,782210.0,14.3
600196,复星医药,12300,12300,54.7182,1620.59,674655.0,54.85
600316,洪都航空,0,18900,36.8425,-19137.14,677187.0,35.83
600496,精工钢构,126500,126500,5.6805,152995.86,871585.0,6.89
600511,国药股份,0,15200,50.6472,-9684.84,760152.0,50.01
600765,中航重机,46900,46900,15.3685,-60432.4,660352.0,14.08
600893,航发动力,0,15000,46.3862,3357.73,699150.0,46.61
600967,内蒙一机,56900,56900,13.7413,-36491.89,745390.0,13.1
601717,郑煤机,31800,31800,7.3242,9406.41,242316.0,7.62
601888,中国中免,3400,3400,200.4476,-21921.82,659600.0,194.0
603069,海汽集团,800,800,63.7503,-16216.22,34784.0,43.48
603185,上机数控,0,6200,65.8002,-21143.35,386818.0,62.39
603267,鸿远电子,6700,6700,69.3831,20883.31,485750.0,72.5
603318,派思股份,1100,1100,27.6191,-18457.04,11924.0,10.84
603583,捷昌驱动,9600,9600,65.2145,7540.64,633600.0,66.0
603678,火炬电子,16500,17400,42.9666,-43267.0,704352.0,40.48
603976,正川股份,1300,1300,71.3334,-3592.47,89141.0,68.57
