时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:16:58.000    136734418       523927          WTD:2069000002          601818          700 担保品买入          -100            3.7000          已撤            0               0
09:30:16.000    124733776       523930          0102000001205333        300760          701 担保品卖出          3               296.0500        已成            0               0
09:30:16.000    128734094       523932          0104000001127625        002602          701 担保品卖出          5               15.4600         已成            0               0
09:30:16.000    104734795       523931          669722                  603708          701 担保品卖出          75              44.4500         已成            0               0
09:30:32.000    112733863       523940          0101000001363563        000830          701 担保品卖出          900             8.8300          已成            0               0
09:30:33.000    120736907       523943          0103000001281170        000878          701 担保品卖出          4600            12.2900         部分成交        0               0
09:30:33.000    120736907       523943          0103000001281545        000878          701 担保品卖出          400             12.2900         已成            0               0
09:30:33.000    128734196       523949          838588                  600620          701 担保品卖出          200             6.3700          已成            0               0
09:30:34.000    104734906       523961          0102000001416181        000656          701 担保品卖出          100             9.4200          已成            0               0
09:30:34.000    128734202       523955          0104000001322819        000550          701 担保品卖出          200             14.7400         已成            0               0
09:30:35.000    136734675       523967          0103000001295547        000625          700 担保品买入          2000            12.1000         已成            0               0
09:30:35.000    112733920       523970          0102000001427430        000158          700 担保品买入          1900            10.9000         已成            0               0
09:30:36.000    120736909       523947          871239                  603128          701 担保品卖出          100             7.3600          已成            0               0
09:30:37.000    136734672       523956          879034                  601636          701 担保品卖出          4400            6.6400          已成            0               0
09:30:38.000    124733882       523975          0104000001363431        000016          701 担保品卖出          14200           7.5500          已成            0               0
09:30:34.000    128734203       523959          851003                  600861          701 担保品卖出          600             15.3500         已成            0               0
09:30:38.000    104734943       524002          0102000001465000        002338          700 担保品买入          1800            27.4800         已成            0               0
09:30:38.000    112733953       523996          0104000001364900        002244          701 担保品卖出          800             4.9500          部分成交        0               0
09:30:38.000    112733953       523996          0104000001364902        002244          701 担保品卖出          600             4.9500          已成            0               0
09:30:38.000    100731359       524000          0104000001365071        300232          701 担保品卖出          100             8.6400          已成            0               0
09:30:39.000    108732580       523989          893554                  603960          701 担保品卖出          339             31.9600         部分成交        0               0
09:30:39.000    108732580       523989          893555                  603960          701 担保品卖出          400             31.9300         部分成交        0               0
09:30:39.000    108732580       523989          893556                  603960          701 担保品卖出          100             31.9300         部分成交        0               0
09:30:39.000    108732580       523989          893557                  603960          701 担保品卖出          100             31.9300         部分成交        0               0
09:30:39.000    108732580       523989          893558                  603960          701 担保品卖出          1461            31.9100         已成            0               0
09:30:39.000    108732579       523982          899007                  603912          701 担保品卖出          800             23.1400         部分成交        0               0
09:30:39.000    128734235       523985          892763                  600999          701 担保品卖出          400             28.6000         部分成交        0               0
09:30:39.000    128734235       523985          892764                  600999          701 担保品卖出          400             28.6000         部分成交        0               0
09:30:39.000    128734235       523985          892765                  600999          701 担保品卖出          2700            28.5600         已成            0               0
09:30:40.000    124733909       524001          910545                  600418          700 担保品买入          9100            9.0500          已成            0               0
09:30:41.000    128734237       524005          920560                  600438          701 担保品卖出          2700            18.9700         已成            0               0
