冻结金额,可用,参考市值,资产
,7717238.8,,110120740.54
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
36,华联控股,2800,2800,4.9807,-198.09,13748.0,4.91
50,深天马Ａ,51200,51200,18.1358,-14634.25,913920.0,17.85
59,华锦股份,24400,54400,5.158,22413.41,303008.0,5.57
70,特发信息,88600,88600,11.8694,126753.34,1178380.0,13.3
90,天健集团,62700,62700,8.997,8967.41,573078.0,9.14
155,川能动力,82200,82200,5.3886,9975.59,452922.0,5.51
607,华媒控股,8900,8900,4.6207,-362.17,40762.0,4.58
672,上峰水泥,8600,8600,30.2976,-1441.07,259118.0,30.13
762,西藏矿业,26700,26700,8.6419,34124.4,264864.0,9.92
818,航锦科技,8700,40700,26.0355,67339.73,1126983.0,27.69
828,东莞控股,13200,13200,7.856,61300.44,165000.0,12.5
830,鲁西化工,9200,9200,11.3627,-3152.68,101384.0,11.02
903,云内动力,104500,104500,7.2706,3074.0,762850.0,7.3
957,中通客车,22100,22100,7.4011,-908.53,162656.0,7.36
976,华铁股份,150800,150800,6.8433,105069.19,1137032.0,7.54
1896,豫能控股,73900,73900,4.2254,-8530.82,303729.0,4.11
2013,中航机电,53000,53000,10.0714,25364.69,559150.0,10.55
2023,海特高新,40500,40500,16.7234,20110.43,697410.0,17.22
2073,软控股份,3300,3300,4.6007,261.72,15444.0,4.68
2075,沙钢股份,0,8600,11.0002,5674.35,100276.0,11.66
2117,东港股份,15400,15400,12.732,-1725.41,194348.0,12.62
2138,顺络电子,37218,37218,28.0075,-37498.97,1004886.0,27.0
2140,东华科技,200,200,7.1111,43.79,1466.0,7.33
2179,中航光电,600,600,45.9469,-502.14,27066.0,45.11
2183,怡亚通,90700,90700,6.0909,-3710.85,548735.0,6.05
2233,塔牌集团,1000,1000,15.4623,577.68,16040.0,16.04
2276,万马股份,5400,5400,8.0232,-719.48,42606.0,7.89
2293,罗莱生活,1900,1900,11.0217,-193.14,20748.0,10.92
2298,中电兴发,96100,96100,11.2022,81472.55,1158005.0,12.05
2318,久立特材,4100,4100,8.7413,1675.62,37515.0,9.15
2334,英威腾,8200,8200,5.3099,82.45,43624.0,5.32
2340,格林美,91600,91600,5.4559,8619.06,508380.0,5.55
2346,柘中股份,4900,4900,10.4826,477.27,51842.0,10.58
2389,航天彩虹,0,25800,27.1268,598.05,700470.0,27.15
2398,垒知集团,3700,3700,10.4216,771.22,39331.0,10.63
2410,广联达,7600,7600,75.7606,13219.65,589000.0,77.5
2413,雷科防务,67600,85500,10.0594,66741.26,926820.0,10.84
2465,海格通信,45900,45900,15.4781,-8176.31,702270.0,15.3
2480,新筑股份,13200,13200,5.8744,5618.33,83160.0,6.3
2488,金固股份,74700,74700,5.583,24430.48,441477.0,5.91
2515,金字火腿,128600,128600,7.7352,5766.81,1000508.0,7.78
2519,银河电子,101500,111900,4.7767,37295.22,571809.0,5.11
2637,赞宇科技,23500,23500,12.4678,23317.05,316310.0,13.46
2639,雪人股份,7400,7400,5.3402,18276.74,57794.0,7.81
2707,众信旅游,98200,98200,9.8615,14585.78,982982.0,10.01
2717,岭南股份,162200,162200,4.5207,-17951.96,715302.0,4.41
2726,龙大肉食,19800,19800,10.9932,16767.37,234432.0,11.84
2928,华夏航空,600,600,74.536,-38073.6,6648.0,11.08
2933,新兴装备,12100,12100,41.8816,4094.99,510862.0,42.22
2945,华林证券,1200,16300,16.7662,-2219.99,271069.0,16.63
300002,神州泰岳,90600,90600,7.0814,-1037.22,640542.0,7.07
300005,探路者,37800,37800,4.5407,4888.26,176526.0,4.67
300048,合康新能,2400,2400,4.6707,-241.68,10968.0,4.57
300053,欧比特,86600,86600,12.3407,56225.73,1124934.0,12.99
300063,天龙集团,0,6700,6.2847,-98.5,42009.0,6.27
300094,国联水产,0,94000,4.4598,2834.73,422060.0,4.49
300097,智云股份,4500,4500,13.2707,1617.04,61335.0,13.63
300122,智飞生物,0,6000,174.6649,14010.61,1062000.0,177.0
300125,聆达股份,9400,9400,16.9517,10794.09,170140.0,18.1
300127,银河磁体,15900,36802,18.5025,13891.78,694821.76,18.88
300131,英唐智控,19800,19800,5.7198,20992.13,134244.0,6.78
300137,先河环保,105600,105600,7.7719,45203.87,865920.0,8.2
300146,汤臣倍健,9300,9300,25.0584,-1658.95,231384.0,24.88
300173,智慧松德,6500,6500,7.9912,317.2,52260.0,8.04
300177,中海达,88900,88900,11.7463,-19229.62,1025017.0,11.53
300182,捷成股份,188700,188700,5.1577,11754.03,985014.0,5.22
300183,东软载波,0,14200,23.5616,13183.59,347758.0,24.49
300214,日科化学,300,300,17.2221,-2277.63,2889.0,9.63
300219,鸿利智汇,6600,6600,10.5284,12022.55,81510.0,12.35
300263,隆华科技,89100,89100,8.8833,10397.25,801900.0,9.0
300265,通光线缆,24200,24200,11.314,-3001.07,270798.0,11.19
300267,尔康制药,50800,50800,4.9007,-7149.34,241808.0,4.76
300287,飞利信,132131,132131,4.5247,7302.88,605159.98,4.58
300300,汉鼎宇佑,24158,24158,6.6102,4585.65,164274.4,6.8
300327,中颖电子,20500,20500,36.683,10598.33,762600.0,37.2
300331,苏大维格,400,400,-25.5417,24740.67,14524.0,36.31
300341,麦克奥迪,16600,16600,8.8998,832.84,148570.0,8.95
300379,东方通,19700,19700,46.883,-9514.53,914080.0,46.4
300393,中来股份,81000,81000,8.1044,-11695.43,644760.0,7.96
300423,鲁亿通,28900,28900,14.0275,16835.2,422229.0,14.61
300428,四通新材,14100,14100,16.4534,13206.72,245199.0,17.39
300432,富临精工,18900,18900,9.1335,311.07,172935.0,9.15
300493,润欣科技,3000,3000,8.5094,2491.84,28020.0,9.34
300510,金冠股份,32100,32100,5.2208,2542.87,170130.0,5.3
300527,中船应急,41300,41300,10.1304,-5385.75,413000.0,10.0
300618,寒锐钴业,0,9300,82.1168,30998.6,794685.0,85.45
300677,英科医疗,0,1800,170.6115,-1100.64,306000.0,170.0
300748,金力永磁,0,12400,38.588,24824.25,503316.0,40.59
511990,华宝添益,486595,486595,99.591,200982.28,48661446.38,100.004
600073,上海梅林,27100,27100,10.3605,23291.3,304062.0,11.22
600089,特变电工,16900,116900,8.1455,71838.77,1024044.0,8.76
600110,诺德股份,90200,90200,4.7339,44751.37,471746.0,5.23
600131,国网信通,36400,36400,20.7405,70596.61,825552.0,22.68
600161,天坛生物,0,20700,50.9949,1553.6,1057149.0,51.07
600184,光电股份,35700,35700,11.9513,17090.56,443751.0,12.43
600288,大恒科技,24200,24200,11.6783,523.96,283140.0,11.7
600328,中盐化工,40500,40500,8.5493,-3211.89,343035.0,8.47
600337,美克家居,81846,81846,5.0614,15438.26,429691.5,5.25
600371,万向德农,0,8400,17.7861,9020.61,158424.0,18.86
600382,广东明珠,71449,71449,5.6757,-409.47,405115.83,5.67
600435,北方导航,117700,117700,9.0711,321194.48,1388860.0,11.8
600478,科力远,42500,42500,4.3807,3368.35,189550.0,4.46
600523,贵航股份,3400,3400,18.6288,1262.23,64600.0,19.0
600547,山东黄金,0,9600,43.4186,13837.15,430656.0,44.86
600590,泰豪科技,500,500,-6.1831,6621.56,3530.0,7.06
600617,国新能源,25100,25100,5.0737,16474.37,143823.0,5.73
600633,浙数文化,0,10400,12.1242,-1707.42,124384.0,11.96
600668,尖峰集团,46200,46200,17.2305,-6030.28,790020.0,17.1
600676,交运股份,15200,15200,5.9698,-1061.43,89680.0,5.9
600750,江中药业,81200,81200,13.3968,4322.13,1092140.0,13.45
600879,航天电子,77500,127500,7.9809,21564.71,1039125.0,8.15
600894,广日股份,8000,8000,8.6615,-7211.88,62080.0,7.76
600971,恒源煤电,4100,4100,5.3883,-403.23,21689.0,5.29
600997,开滦股份,191800,191800,5.6596,-65142.69,1020376.0,5.32
600998,九州通,17100,17100,23.0696,-70786.43,323703.0,18.93
601038,一拖股份,10700,40700,14.5002,-20359.71,569800.0,14.0
601163,三角轮胎,21100,21100,15.5294,-7371.72,320298.0,15.18
601231,环旭电子,0,6500,26.2592,980.29,171665.0,26.41
601607,上海医药,0,11000,23.9463,1361.22,264770.0,24.07
601989,中国重工,213039,213039,5.0324,-21819.1,1050282.27,4.93
603018,中设集团,1400,1400,12.2321,1915.09,19040.0,13.6
603167,渤海轮渡,300,300,8.9415,281.55,2964.0,9.88
603399,吉翔股份,7000,7000,8.64,1119.72,61600.0,8.8
603501,韦尔股份,0,2000,205.5399,-7139.86,403940.0,201.97
603505,金石资源,5100,5100,25.5834,1104.9,131580.0,25.8
603528,多伦科技,32300,32300,11.266,22415.37,386308.0,11.96
603660,苏州科达,6100,6100,9.3216,51.35,56913.0,9.33
603728,鸣志电器,4100,4100,13.8352,1700.82,58425.0,14.25
603856,东宏股份,46800,46800,15.8863,-3569.28,739908.0,15.81
