证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
300133,701,担保品卖出,14,9.28,已成,0
48,701,担保品卖出,12,40.62,已成,0
300487,701,担保品卖出,80,50.09,已成,0
600151,701,担保品卖出,96,7.72,已成,0
601615,701,担保品卖出,24,13.73,已成,0
600011,701,担保品卖出,15,5.6,已成,0
603955,701,担保品卖出,900,18.71,部分成交,0
537,701,担保品卖出,200,7.46,已成,0
42,701,担保品卖出,100,9.59,已成,0
603825,701,担保品卖出,400,28.92,已成,0
601021,701,担保品卖出,400,48.54,已成,0
300558,701,担保品卖出,300,114.91,已成,0
600908,701,担保品卖出,100,5.75,已成,0
603955,701,担保品卖出,100,18.71,部分成交,0
600769,701,担保品卖出,100,6.14,已成,0
2367,700,担保品买入,2100,12.15,已成,0
598,701,担保品卖出,300,5.13,已成,0
2303,700,担保品买入,100,5.13,已成,0
698,700,担保品买入,1700,5.69,已成,0
300662,700,担保品买入,100,59.67,部分成交,0
300662,700,担保品买入,100,59.78,已成,0
300694,701,担保品卖出,2000,15.7,已成,0
2283,701,担保品卖出,1000,6.25,已成,0
2129,701,担保品卖出,100,21.08,部分成交,0
600406,701,担保品卖出,700,20.84,已成,0
300593,701,担保品卖出,500,19.74,已成,0
2365,701,担保品卖出,200,12.77,已成,0
300656,700,担保品买入,600,30.69,已成,0
300175,700,担保品买入,2800,8.15,已成,0
2157,700,担保品买入,2000,20.93,已成,0
300700,701,担保品卖出,700,23.16,已成,0
2557,701,担保品卖出,200,61.73,部分成交,0
600391,700,担保品买入,600,23.49,已成,0
2507,701,担保品卖出,200,45.55,已成,0
300601,700,担保品买入,200,164.09,已成,0
300671,700,担保品买入,820,54.36,部分成交,0
300671,700,担保品买入,100,54.36,部分成交,0
300671,700,担保品买入,100,54.36,部分成交,0
300671,700,担保品买入,100,54.36,部分成交,0
300671,700,担保品买入,100,54.36,部分成交,0
300671,700,担保品买入,180,54.36,已成,0
300368,700,担保品买入,300,20.06,部分成交,0
300368,700,担保品买入,800,20.08,部分成交,0
300368,700,担保品买入,100,20.08,部分成交,0
300368,700,担保品买入,800,20.08,部分成交,0
300368,700,担保品买入,200,20.08,部分成交,0
300368,700,担保品买入,400,20.08,部分成交,0
300368,700,担保品买入,100,20.08,部分成交,0
300368,700,担保品买入,300,20.08,部分成交,0
300368,700,担保品买入,200,20.08,部分成交,0
300368,700,担保品买入,700,20.08,已成,0
2429,700,担保品买入,3000,6.85,已成,0
2163,700,担保品买入,1400,14.3,已成,0
2601,701,担保品卖出,1100,24.4,已成,0
2557,701,担保品卖出,200,61.73,部分成交,0
2006,701,担保品卖出,500,5.72,已成,0
300413,701,担保品卖出,400,67.5,部分成交,0
300413,701,担保品卖出,100,67.49,已成,0
2508,701,担保品卖出,100,36.35,部分成交,0
967,701,担保品卖出,100,8.78,部分成交,0
300022,700,担保品买入,12900,7.39,已成,0
300478,701,担保品卖出,500,14.8,已成,0
2180,701,担保品卖出,100,31.46,已成,0
300540,701,担保品卖出,500,20.97,已成,0
300453,701,担保品卖出,300,18.09,部分成交,0
967,701,担保品卖出,200,8.78,已成,0
2508,701,担保品卖出,200,36.35,已成,0
300610,701,担保品卖出,800,17.94,已成,0
300472,701,担保品卖出,600,12.8,已成,0
300463,701,担保品卖出,100,49.37,部分成交,0
300463,701,担保品卖出,100,49.37,已成,0
300453,701,担保品卖出,600,18.08,部分成交,0
2633,701,担保品卖出,100,9.73,已成,0
600858,700,担保品买入,200,6.98,已成,0
300453,701,担保品卖出,100,18.08,部分成交,0
300062,700,担保品买入,3300,7.72,已成,0
300453,701,担保品卖出,500,18.08,部分成交,0
300453,701,担保品卖出,100,18.08,部分成交,0
300034,701,担保品卖出,700,23.84,已成,0
2239,700,担保品买入,400,4.3,已成,0
300040,701,担保品卖出,500,8.24,部分成交,0
300650,700,担保品买入,400,25.26,已成,0
300453,701,担保品卖出,100,18.08,部分成交,0
300040,701,担保品卖出,1000,8.24,部分成交,0
600820,701,担保品卖出,100,5.86,已成,0
300040,701,担保品卖出,200,8.24,部分成交,0
300453,701,担保品卖出,100,18.08,已成,0
906,701,担保品卖出,1100,7.09,已成,0
300022,700,担保品买入,4100,7.38,已成,0
300013,700,担保品买入,3700,9.72,部分成交,0
300040,701,担保品卖出,100,8.24,部分成交,0
300040,701,担保品卖出,1600,8.24,已成,0
31,701,担保品卖出,100,5.17,已成,0
300055,700,担保品买入,1100,8.91,部分成交,0
300630,701,担保品卖出,600,46.55,已成,0
600543,700,担保品买入,2200,7.68,已成,0
903,700,担保品买入,48000,6.43,已成,0
603187,700,担保品买入,100,48.36,部分成交,0
300055,700,担保品买入,2100,8.91,部分成交,0
300013,700,担保品买入,600,9.72,部分成交,0
603187,700,担保品买入,100,48.36,已成,0
2669,700,担保品买入,100,18.88,部分成交,0
2669,700,担保品买入,100,18.88,部分成交,0
2669,700,担保品买入,100,18.88,部分成交,0
2669,700,担保品买入,100,18.88,已成,0
300249,700,担保品买入,1000,8.37,部分成交,0
300055,700,担保品买入,100,8.91,已成,0
601633,700,担保品买入,3300,16.38,部分成交,0
600649,701,担保品卖出,100,5.69,已成,0
601633,700,担保品买入,5800,16.38,部分成交,0
601633,700,担保品买入,100,16.38,部分成交,0
601633,700,担保品买入,2800,16.38,部分成交,0
2004,701,担保品卖出,100,5.51,已成,0
1,701,担保品卖出,6600,15.33,部分成交,0
600628,701,担保品卖出,100,10.03,已成,0
601633,700,担保品买入,1600,16.38,已成,0
1,701,担保品卖出,1600,15.33,已成,0
