时间,账户,代码,名称,状态,完成状态,买卖,委托价,委托量,成交量,成交均价,成交额,撤单量,类别,订单号,算法ID,来源,来源ID,Cats账户,SymbolFull
2020-07-31 09:36:56,20300226218,002157,正邦科技,全成,已结束订单,卖出,21.1,2600,2600,21.12,54912,0,限价,SHDDF0_20300226218_SZ_40296,CSV,文件扫单,CSV@56400440,8980000931,002157.SZ
2020-07-31 09:36:56,20300226218,300204,舒泰神,全成,已结束订单,卖出,12.85,1100,1100,12.85,14135,0,限价,SHDDF0_20300226218_SZ_40321,CSV,文件扫单,CSV@56400441,8980000931,300204.SZ
2020-07-31 09:36:56,20300226218,603208,江山欧派,全成,已结束订单,卖出,139.82,100,100,139.82,13982,0,限价,SHDDF0_20300226218_SH_40322,CSV,文件扫单,CSV@56400442,8980000931,603208.SH
2020-07-31 09:36:56,20300226218,000400,许继电气,全成,已结束订单,卖出,15.99,2700,2700,16.000741,43202.0007,0,限价,SHDDF0_20300226218_SZ_40323,CSV,文件扫单,CSV@56400443,8980000931,000400.SZ
2020-07-31 09:36:56,20300226218,002449,国星光电,全成,已结束订单,卖出,14.74,2500,2500,14.76,36900,0,限价,SHDDF0_20300226218_SZ_40324,CSV,文件扫单,CSV@56400444,8980000931,002449.SZ
2020-07-31 09:36:56,20300226218,300199,翰宇药业,全成,已结束订单,卖出,8.76,3800,3800,8.77,33326,0,限价,SHDDF0_20300226218_SZ_40325,CSV,文件扫单,CSV@56400445,8980000931,300199.SZ
2020-07-31 09:36:56,20300226218,300136,信维通信,全成,已结束订单,买入,53.35,500,500,53.32,26660,0,限价,SHDDF0_20300226218_SZ_40326,CSV,文件扫单,CSV@56400446,8980000931,300136.SZ
2020-07-31 09:36:56,20300226218,300443,金雷股份,全成,已结束订单,买入,30.67,100,100,30.67,3067,0,限价,SHDDF0_20300226218_SZ_40327,CSV,文件扫单,CSV@56400447,8980000931,300443.SZ
2020-07-31 09:36:56,20300226218,300775,三角防务,全成,已结束订单,买入,32.18,1200,1200,32.14,38568,0,限价,SHDDF0_20300226218_SZ_40328,CSV,文件扫单,CSV@56400448,8980000931,300775.SZ
2020-07-31 09:36:56,20300226218,600057,厦门象屿,全撤,已结束订单,买入,6.67,5600,0,0,0,5600,限价,SHDDF0_20300226218_SH_40329,CSV,文件扫单,CSV@56400449,8980000931,600057.SH
2020-07-31 09:36:56,20300226218,600089,特变电工,全成,已结束订单,买入,8.64,18600,18600,8.64,160704,0,限价,SHDDF0_20300226218_SH_40330,CSV,文件扫单,CSV@56400450,8980000931,600089.SH
2020-07-31 09:36:57,20300226218,000732,泰禾集团,全撤,已结束订单,买入,6.4,5100,0,0,0,5100,限价,SHDDF0_20300226218_SZ_40348,CSV,文件扫单,CSV@56400451,8980000931,000732.SZ
2020-07-31 09:36:57,20300226218,300122,智飞生物,全成,已结束订单,买入,186.72,100,100,186.66,18666,0,限价,SHDDF0_20300226218_SZ_40349,CSV,文件扫单,CSV@56400452,8980000931,300122.SZ
2020-07-31 09:36:57,20300226218,300177,中海达,全撤,已结束订单,买入,11.18,3600,0,0,0,3600,限价,SHDDF0_20300226218_SZ_40350,CSV,文件扫单,CSV@56400453,8980000931,300177.SZ
2020-07-31 09:36:57,20300226218,300299,富春股份,全成,已结束订单,买入,11.73,5200,5200,11.7,60840,0,限价,SHDDF0_20300226218_SZ_40351,CSV,文件扫单,CSV@56400454,8980000931,300299.SZ
2020-07-31 09:36:57,20300226218,300618,寒锐钴业,全成,已结束订单,买入,72.84,400,400,72.7025,29081,0,限价,SHDDF0_20300226218_SZ_40352,CSV,文件扫单,CSV@56400455,8980000931,300618.SZ
2020-07-31 09:36:57,20300226218,600601,方正科技,全成,已结束订单,买入,4.59,22800,22800,4.59,104652,0,限价,SHDDF0_20300226218_SH_40353,CSV,文件扫单,CSV@56400456,8980000931,600601.SH
2020-07-31 09:37:03,20300226218,300300,汉鼎宇佑,全成,已结束订单,卖出,6.2,200,200,6.2,1240,0,限价,SHDDF0_20300226218_SZ_40658,CSV,文件扫单,CSV@56400467,8980000931,300300.SZ
2020-07-31 09:37:03,20300226218,300629,新劲刚,全撤,已结束订单,卖出,30.27,100,0,0,0,100,限价,SHDDF0_20300226218_SZ_40659,CSV,文件扫单,CSV@56400468,8980000931,300629.SZ
2020-07-31 09:37:03,20300226218,300740,御家汇,全成,已结束订单,卖出,22.17,2900,2900,22.187241,64342.9989,0,限价,SHDDF0_20300226218_SZ_40660,CSV,文件扫单,CSV@56400469,8980000931,300740.SZ
2020-07-31 09:37:03,20300226218,300053,欧比特,全成,已结束订单,卖出,11.94,1700,1700,11.95,20315,0,限价,SHDDF0_20300226218_SZ_40661,CSV,文件扫单,CSV@56400470,8980000931,300053.SZ
2020-07-31 09:37:03,20300226218,300118,东方日升,部撤,已结束订单,卖出,18.15,7500,6300,18.15,114345,1200,限价,SHDDF0_20300226218_SZ_40662,CSV,文件扫单,CSV@56400471,8980000931,300118.SZ
2020-07-31 09:37:03,20300226218,300199,翰宇药业,全成,已结束订单,卖出,8.79,6700,6700,8.79,58893,0,限价,SHDDF0_20300226218_SZ_40663,CSV,文件扫单,CSV@56400473,8980000931,300199.SZ
2020-07-31 09:37:03,20300226218,300204,舒泰神,全成,已结束订单,卖出,12.84,1100,1100,12.87,14157,0,限价,SHDDF0_20300226218_SZ_40664,CSV,文件扫单,CSV@56400475,8980000931,300204.SZ
2020-07-31 09:37:03,20300226218,603208,江山欧派,全撤,已结束订单,卖出,139.79,100,0,0,0,100,限价,SHDDF0_20300226218_SH_40665,CSV,文件扫单,CSV@56400476,8980000931,603208.SH
2020-07-31 09:37:03,20300226218,300758,七彩化学,全成,已结束订单,卖出,32.56,400,400,32.56,13024,0,限价,SHDDF0_20300226218_SZ_40666,CSV,文件扫单,CSV@56400481,8980000931,300758.SZ
2020-07-31 09:37:03,20300226218,600515,海航基础,全成,已结束订单,卖出,6.95,45800,45800,6.95,318310,0,限价,SHDDF0_20300226218_SH_40667,CSV,文件扫单,CSV@56400483,8980000931,600515.SH
2020-07-31 09:37:03,20300226218,603538,美诺华,全成,已结束订单,卖出,47.28,100,100,47.28,4728,0,限价,SHDDF0_20300226218_SH_40692,CSV,文件扫单,CSV@56400484,8980000931,603538.SH
2020-07-31 09:37:03,20300226218,603605,珀莱雅,全撤,已结束订单,卖出,183.64,100,0,0,0,100,限价,SHDDF0_20300226218_SH_40693,CSV,文件扫单,CSV@56400485,8980000931,603605.SH
2020-07-31 09:37:03,20300226218,300031,宝通科技,全撤,已结束订单,卖出,25.24,1700,0,0,0,1700,限价,SHDDF0_20300226218_SZ_40694,CSV,文件扫单,CSV@56400486,8980000931,300031.SZ
2020-07-31 09:37:03,20300226218,002531,天顺风能,全成,已结束订单,买入,7.64,6300,6300,7.64,48132,0,限价,SHDDF0_20300226218_SZ_40695,CSV,文件扫单,CSV@56400487,8980000931,002531.SZ
2020-07-31 09:37:03,20300226218,601222,林洋能源,全撤,已结束订单,买入,8.44,32800,0,0,0,32800,限价,SHDDF0_20300226218_SH_40696,CSV,文件扫单,CSV@56400488,8980000931,601222.SH
2020-07-31 09:37:03,20300226218,603766,隆鑫通用,全撤,已结束订单,买入,4.35,11900,0,0,0,11900,限价,SHDDF0_20300226218_SH_40697,CSV,文件扫单,CSV@56400489,8980000931,603766.SH
2020-07-31 09:37:03,20300226218,300443,金雷股份,全成,已结束订单,买入,30.72,300,300,30.7,9210,0,限价,SHDDF0_20300226218_SZ_40698,CSV,文件扫单,CSV@56400492,8980000931,300443.SZ
2020-07-31 09:37:04,20300226218,300618,寒锐钴业,全成,已结束订单,买入,72.83,100,100,72.56,7256,0,限价,SHDDF0_20300226218_SZ_40720,CSV,文件扫单,CSV@56400497,8980000931,300618.SZ
2020-07-31 09:37:09,20300226218,300053,欧比特,全成,已结束订单,卖出,11.95,1700,1700,11.955882,20324.9994,0,限价,SHDDF0_20300226218_SZ_41019,CSV,文件扫单,CSV@56400500,8980000931,300053.SZ
2020-07-31 09:37:09,20300226218,002449,国星光电,全成,已结束订单,卖出,14.68,8100,8100,14.69,118989,0,限价,SHDDF0_20300226218_SZ_41021,CSV,文件扫单,CSV@56400501,8980000931,002449.SZ
2020-07-31 09:37:09,20300226218,300199,翰宇药业,全成,已结束订单,卖出,8.78,2400,2400,8.78,21072,0,限价,SHDDF0_20300226218_SZ_41022,CSV,文件扫单,CSV@56400502,8980000931,300199.SZ
2020-07-31 09:37:09,20300226218,603538,美诺华,全撤,已结束订单,卖出,47.28,100,0,0,0,100,限价,SHDDF0_20300226218_SH_41023,CSV,文件扫单,CSV@56400503,8980000931,603538.SH
2020-07-31 09:37:09,20300226218,000732,泰禾集团,全成,已结束订单,买入,6.41,8300,8300,6.41,53203,0,限价,SHDDF0_20300226218_SZ_41024,CSV,文件扫单,CSV@56400504,8980000931,000732.SZ
2020-07-31 09:37:09,20300226218,300443,金雷股份,全成,已结束订单,买入,30.69,200,200,30.67,6134,0,限价,SHDDF0_20300226218_SZ_41025,CSV,文件扫单,CSV@56400505,8980000931,300443.SZ
2020-07-31 09:37:09,20300226218,300177,中海达,全成,已结束订单,买入,11.24,3200,3200,11.233125,35946,0,限价,SHDDF0_20300226218_SZ_41026,CSV,文件扫单,CSV@56400506,8980000931,300177.SZ
2020-07-31 09:37:09,20300226218,300618,寒锐钴业,全成,已结束订单,买入,72.63,500,500,72.63,36315,0,限价,SHDDF0_20300226218_SZ_41027,CSV,文件扫单,CSV@56400507,8980000931,300618.SZ
2020-07-31 09:37:14,20300226218,300758,七彩化学,全撤,已结束订单,卖出,32.69,200,0,0,0,200,限价,SHDDF0_20300226218_SZ_41384,CSV,文件扫单,CSV@56400508,8980000931,300758.SZ
2020-07-31 09:37:14,20300226218,603605,珀莱雅,全成,已结束订单,卖出,183.49,100,100,183.49,18349,0,限价,SHDDF0_20300226218_SH_41406,CSV,文件扫单,CSV@56400509,8980000931,603605.SH
2020-07-31 09:37:14,20300226218,300300,汉鼎宇佑,全成,已结束订单,卖出,6.2,100,100,6.2,620,0,限价,SHDDF0_20300226218_SZ_41407,CSV,文件扫单,CSV@56400510,8980000931,300300.SZ
2020-07-31 09:37:14,20300226218,603538,美诺华,全成,已结束订单,卖出,47.08,100,100,47.13,4713,0,限价,SHDDF0_20300226218_SH_41408,CSV,文件扫单,CSV@56400511,8980000931,603538.SH
2020-07-31 09:37:14,20300226218,300629,新劲刚,全成,已结束订单,卖出,30.17,100,100,30.18,3018,0,限价,SHDDF0_20300226218_SZ_41409,CSV,文件扫单,CSV@56400512,8980000931,300629.SZ
2020-07-31 09:37:14,20300226218,300053,欧比特,全成,已结束订单,卖出,11.95,1600,1600,11.95,19120,0,限价,SHDDF0_20300226218_SZ_41410,CSV,文件扫单,CSV@56400513,8980000931,300053.SZ
2020-07-31 09:37:14,20300226218,002449,国星光电,全撤,已结束订单,卖出,14.74,900,0,0,0,900,限价,SHDDF0_20300226218_SZ_41411,CSV,文件扫单,CSV@56400514,8980000931,002449.SZ
2020-07-31 09:37:14,20300226218,300199,翰宇药业,全成,已结束订单,卖出,8.79,1500,1500,8.79,13185,0,限价,SHDDF0_20300226218_SZ_41412,CSV,文件扫单,CSV@56400515,8980000931,300199.SZ
2020-07-31 09:37:14,20300226218,300204,舒泰神,全成,已结束订单,卖出,12.87,600,600,12.9,7740,0,限价,SHDDF0_20300226218_SZ_41413,CSV,文件扫单,CSV@56400516,8980000931,300204.SZ
2020-07-31 09:37:14,20300226218,603208,江山欧派,全成,已结束订单,卖出,139.78,100,100,139.8,13980,0,限价,SHDDF0_20300226218_SH_41414,CSV,文件扫单,CSV@56400517,8980000931,603208.SH
2020-07-31 09:37:14,20300226218,000400,许继电气,全成,已结束订单,卖出,15.99,600,600,15.99,9594,0,限价,SHDDF0_20300226218_SZ_41415,CSV,文件扫单,CSV@56400518,8980000931,000400.SZ
2020-07-31 09:37:15,20300226218,300177,中海达,全成,已结束订单,买入,11.23,2100,2100,11.217619,23556.9999,0,限价,SHDDF0_20300226218_SZ_41434,CSV,文件扫单,CSV@56400519,8980000931,300177.SZ
2020-07-31 09:37:15,20300226218,300618,寒锐钴业,全撤,已结束订单,买入,72.66,100,0,0,0,100,限价,SHDDF0_20300226218_SZ_41435,CSV,文件扫单,CSV@56400520,8980000931,300618.SZ
2020-07-31 09:37:15,20300226218,600531,豫光金铅,部撤,已结束订单,买入,6.81,3800,1300,6.81,8853,2500,限价,SHDDF0_20300226218_SH_41436,CSV,文件扫单,CSV@56400521,8980000931,600531.SH
2020-07-31 09:37:15,20300226218,600601,方正科技,全撤,已结束订单,买入,4.58,11100,0,0,0,11100,限价,SHDDF0_20300226218_SH_41437,CSV,文件扫单,CSV@56400522,8980000931,600601.SH
2020-07-31 09:37:15,20300226218,603766,隆鑫通用,全撤,已结束订单,买入,4.35,11900,0,0,0,11900,限价,SHDDF0_20300226218_SH_41438,CSV,文件扫单,CSV@56400523,8980000931,603766.SH
2020-07-31 09:37:15,20300226218,000732,泰禾集团,全撤,已结束订单,买入,6.41,2800,0,0,0,2800,限价,SHDDF0_20300226218_SZ_41439,CSV,文件扫单,CSV@56400524,8980000931,000732.SZ
2020-07-31 09:37:15,20300226218,300136,信维通信,全成,已结束订单,买入,53.43,600,600,53.43,32058,0,限价,SHDDF0_20300226218_SZ_41440,CSV,文件扫单,CSV@56400525,8980000931,300136.SZ
2020-07-31 09:37:15,20300226218,300443,金雷股份,全成,已结束订单,买入,30.67,400,400,30.65,12260,0,限价,SHDDF0_20300226218_SZ_41441,CSV,文件扫单,CSV@56400526,8980000931,300443.SZ
2020-07-31 09:37:20,20300226218,300031,宝通科技,全撤,已结束订单,卖出,25.19,3100,0,0,0,3100,限价,SHDDF0_20300226218_SZ_41746,CSV,文件扫单,CSV@56400527,8980000931,300031.SZ
2020-07-31 09:37:20,20300226218,300758,七彩化学,全成,已结束订单,卖出,32.64,200,200,32.68,6536,0,限价,SHDDF0_20300226218_SZ_41747,CSV,文件扫单,CSV@56400528,8980000931,300758.SZ
2020-07-31 09:37:20,20300226218,603538,美诺华,全成,已结束订单,卖出,47.08,100,100,47.16,4716,0,限价,SHDDF0_20300226218_SH_41748,CSV,文件扫单,CSV@56400529,8980000931,603538.SH
2020-07-31 09:37:20,20300226218,300300,汉鼎宇佑,全成,已结束订单,卖出,6.2,1800,1800,6.21,11178,0,限价,SHDDF0_20300226218_SZ_41763,CSV,文件扫单,CSV@56400530,8980000931,300300.SZ
2020-07-31 09:37:20,20300226218,300629,新劲刚,全成,已结束订单,卖出,30.15,200,200,30.155,6031,0,限价,SHDDF0_20300226218_SZ_41764,CSV,文件扫单,CSV@56400531,8980000931,300629.SZ
2020-07-31 09:37:20,20300226218,002157,正邦科技,全成,已结束订单,卖出,21.08,1000,1000,21.1,21100,0,限价,SHDDF0_20300226218_SZ_41765,CSV,文件扫单,CSV@56400532,8980000931,002157.SZ
2020-07-31 09:37:20,20300226218,002581,未名医药,全成,已结束订单,卖出,23.12,1200,1200,23.12,27744,0,限价,SHDDF0_20300226218_SZ_41766,CSV,文件扫单,CSV@56400533,8980000931,002581.SZ
2020-07-31 09:37:20,20300226218,300053,欧比特,全成,已结束订单,卖出,11.94,1800,1800,11.945,21501,0,限价,SHDDF0_20300226218_SZ_41767,CSV,文件扫单,CSV@56400534,8980000931,300053.SZ
2020-07-31 09:37:20,20300226218,000400,许继电气,全成,已结束订单,卖出,15.98,1800,1800,15.99,28782,0,限价,SHDDF0_20300226218_SZ_41768,CSV,文件扫单,CSV@56400535,8980000931,000400.SZ
2020-07-31 09:37:20,20300226218,002449,国星光电,全成,已结束订单,卖出,14.69,2400,2400,14.69,35256,0,限价,SHDDF0_20300226218_SZ_41769,CSV,文件扫单,CSV@56400536,8980000931,002449.SZ
2020-07-31 09:37:20,20300226218,300204,舒泰神,全成,已结束订单,卖出,12.89,700,700,12.91,9037,0,限价,SHDDF0_20300226218_SZ_41770,CSV,文件扫单,CSV@56400537,8980000931,300204.SZ
2020-07-31 09:37:20,20300226218,603208,江山欧派,全成,已结束订单,卖出,139.18,100,100,139.28,13928,0,限价,SHDDF0_20300226218_SH_41771,CSV,文件扫单,CSV@56400538,8980000931,603208.SH
2020-07-31 09:37:20,20300226218,300177,中海达,全成,已结束订单,买入,11.22,2600,2600,11.216154,29162.0004,0,限价,SHDDF0_20300226218_SZ_41772,CSV,文件扫单,CSV@56400539,8980000931,300177.SZ
2020-07-31 09:37:21,20300226218,300618,寒锐钴业,全成,已结束订单,买入,72.78,300,300,72.71,21813,0,限价,SHDDF0_20300226218_SZ_41793,CSV,文件扫单,CSV@56400540,8980000931,300618.SZ
2020-07-31 09:37:21,20300226218,600531,豫光金铅,全撤,已结束订单,买入,6.83,6100,0,0,0,6100,限价,SHDDF0_20300226218_SH_41794,CSV,文件扫单,CSV@56400541,8980000931,600531.SH
2020-07-31 09:37:21,20300226218,603766,隆鑫通用,全撤,已结束订单,买入,4.35,200,0,0,0,200,限价,SHDDF0_20300226218_SH_41795,CSV,文件扫单,CSV@56400542,8980000931,603766.SH
2020-07-31 09:37:21,20300226218,000732,泰禾集团,全成,已结束订单,买入,6.41,9900,9900,6.41,63459,0,限价,SHDDF0_20300226218_SZ_41796,CSV,文件扫单,CSV@56400543,8980000931,000732.SZ
2020-07-31 09:37:21,20300226218,300136,信维通信,全成,已结束订单,买入,53.48,3500,3500,53.479143,187177.0005,0,限价,SHDDF0_20300226218_SZ_41797,CSV,文件扫单,CSV@56400544,8980000931,300136.SZ
2020-07-31 09:37:21,20300226218,300443,金雷股份,全成,已结束订单,买入,30.61,800,800,30.49,24392,0,限价,SHDDF0_20300226218_SZ_41798,CSV,文件扫单,CSV@56400545,8980000931,300443.SZ
2020-07-31 09:37:26,20300226218,002157,正邦科技,全成,已结束订单,卖出,21.09,100,100,21.11,2111,0,限价,SHDDF0_20300226218_SZ_42075,CSV,文件扫单,CSV@56400546,8980000931,002157.SZ
2020-07-31 09:37:26,20300226218,002581,未名医药,全成,已结束订单,卖出,23.1,200,200,23.1,4620,0,限价,SHDDF0_20300226218_SZ_42076,CSV,文件扫单,CSV@56400547,8980000931,002581.SZ
2020-07-31 09:37:26,20300226218,300053,欧比特,全成,已结束订单,卖出,11.94,1100,1100,11.94,13134,0,限价,SHDDF0_20300226218_SZ_42077,CSV,文件扫单,CSV@56400548,8980000931,300053.SZ
2020-07-31 09:37:26,20300226218,300199,翰宇药业,全成,已结束订单,卖出,8.82,7800,7800,8.82,68796,0,限价,SHDDF0_20300226218_SZ_42078,CSV,文件扫单,CSV@56400549,8980000931,300199.SZ
2020-07-31 09:37:26,20300226218,300204,舒泰神,全成,已结束订单,卖出,12.9,700,700,12.91,9037,0,限价,SHDDF0_20300226218_SZ_42079,CSV,文件扫单,CSV@56400550,8980000931,300204.SZ
2020-07-31 09:37:26,20300226218,603208,江山欧派,全成,已结束订单,卖出,139.78,100,100,139.78,13978,0,限价,SHDDF0_20300226218_SH_42097,CSV,文件扫单,CSV@56400551,8980000931,603208.SH
2020-07-31 09:37:26,20300226218,000400,许继电气,全成,已结束订单,卖出,15.96,4000,4000,15.96,63840,0,限价,SHDDF0_20300226218_SZ_42098,CSV,文件扫单,CSV@56400552,8980000931,000400.SZ
2020-07-31 09:37:26,20300226218,002449,国星光电,全撤,已结束订单,卖出,14.73,3300,0,0,0,3300,限价,SHDDF0_20300226218_SZ_42099,CSV,文件扫单,CSV@56400553,8980000931,002449.SZ
2020-07-31 09:37:26,20300226218,603538,美诺华,全撤,已结束订单,卖出,47.27,400,0,0,0,400,限价,SHDDF0_20300226218_SH_42100,CSV,文件扫单,CSV@56400554,8980000931,603538.SH
2020-07-31 09:37:26,20300226218,603605,珀莱雅,全撤,已结束订单,卖出,183.4,100,0,0,0,100,限价,SHDDF0_20300226218_SH_42101,CSV,文件扫单,CSV@56400555,8980000931,603605.SH
2020-07-31 09:37:26,20300226218,300758,七彩化学,全成,已结束订单,卖出,32.66,300,300,32.71,9813,0,限价,SHDDF0_20300226218_SZ_42102,CSV,文件扫单,CSV@56400556,8980000931,300758.SZ
2020-07-31 09:37:26,20300226218,300031,宝通科技,全撤,已结束订单,卖出,25.12,3300,0,0,0,3300,限价,SHDDF0_20300226218_SZ_42103,CSV,文件扫单,CSV@56400557,8980000931,300031.SZ
2020-07-31 09:37:26,20300226218,300300,汉鼎宇佑,全成,已结束订单,卖出,6.21,2400,2400,6.22,14928,0,限价,SHDDF0_20300226218_SZ_42104,CSV,文件扫单,CSV@56400558,8980000931,300300.SZ
2020-07-31 09:37:26,20300226218,300629,新劲刚,全成,已结束订单,卖出,30.14,300,300,30.15,9045,0,限价,SHDDF0_20300226218_SZ_42105,CSV,文件扫单,CSV@56400559,8980000931,300629.SZ
2020-07-31 09:37:26,20300226218,300122,智飞生物,全成,已结束订单,买入,187.59,100,100,187.48,18748,0,限价,SHDDF0_20300226218_SZ_42106,CSV,文件扫单,CSV@56400560,8980000931,300122.SZ
2020-07-31 09:37:27,20300226218,300177,中海达,全成,已结束订单,买入,11.23,2100,2100,11.23,23583,0,限价,SHDDF0_20300226218_SZ_42123,CSV,文件扫单,CSV@56400561,8980000931,300177.SZ
2020-07-31 09:37:27,20300226218,300618,寒锐钴业,全成,已结束订单,买入,72.78,300,300,72.67,21801,0,限价,SHDDF0_20300226218_SZ_42124,CSV,文件扫单,CSV@56400562,8980000931,300618.SZ
2020-07-31 09:37:27,20300226218,600531,豫光金铅,全成,已结束订单,买入,6.85,1500,1500,6.85,10275,0,限价,SHDDF0_20300226218_SH_42125,CSV,文件扫单,CSV@56400563,8980000931,600531.SH
2020-07-31 09:37:27,20300226218,300146,汤臣倍健,全成,已结束订单,买入,24.12,700,700,24.12,16884,0,限价,SHDDF0_20300226218_SZ_42126,CSV,文件扫单,CSV@56400564,8980000931,300146.SZ
2020-07-31 09:37:27,20300226218,600601,方正科技,全成,已结束订单,买入,4.59,39400,39400,4.59,180846,0,限价,SHDDF0_20300226218_SH_42127,CSV,文件扫单,CSV@56400565,8980000931,600601.SH
2020-07-31 09:37:27,20300226218,603766,隆鑫通用,全撤,已结束订单,买入,4.35,100,0,0,0,100,限价,SHDDF0_20300226218_SH_42128,CSV,文件扫单,CSV@56400566,8980000931,603766.SH
2020-07-31 09:37:27,20300226218,300136,信维通信,全成,已结束订单,买入,53.48,3400,3400,53.471176,181801.9984,0,限价,SHDDF0_20300226218_SZ_42129,CSV,文件扫单,CSV@56400567,8980000931,300136.SZ
2020-07-31 09:37:27,20300226218,300443,金雷股份,部撤,已结束订单,买入,30.42,7600,3500,30.42,106470,4100,限价,SHDDF0_20300226218_SZ_42130,CSV,文件扫单,CSV@56400568,8980000931,300443.SZ
2020-07-31 09:37:27,20300226218,300775,三角防务,全成,已结束订单,买入,32.1,900,900,32.06,28854,0,限价,SHDDF0_20300226218_SZ_42131,CSV,文件扫单,CSV@56400569,8980000931,300775.SZ
2020-07-31 09:37:27,20300226218,000732,泰禾集团,全成,已结束订单,买入,6.43,10100,10100,6.43,64943,0,限价,SHDDF0_20300226218_SZ_42132,CSV,文件扫单,CSV@56400570,8980000931,000732.SZ
2020-07-31 09:37:32,20300226218,002449,国星光电,全成,已结束订单,卖出,14.71,2100,2100,14.71,30891,0,限价,SHDDF0_20300226218_SZ_42432,CSV,文件扫单,CSV@56400571,8980000931,002449.SZ
2020-07-31 09:37:32,20300226218,300199,翰宇药业,全成,已结束订单,卖出,8.81,4300,4300,8.81,37883,0,限价,SHDDF0_20300226218_SZ_42453,CSV,文件扫单,CSV@56400572,8980000931,300199.SZ
2020-07-31 09:37:32,20300226218,300204,舒泰神,全成,已结束订单,卖出,12.9,700,700,12.92,9044,0,限价,SHDDF0_20300226218_SZ_42454,CSV,文件扫单,CSV@56400573,8980000931,300204.SZ
2020-07-31 09:37:32,20300226218,603208,江山欧派,全撤,已结束订单,卖出,139.79,100,0,0,0,100,限价,SHDDF0_20300226218_SH_42455,CSV,文件扫单,CSV@56400574,8980000931,603208.SH
2020-07-31 09:37:32,20300226218,300758,七彩化学,全成,已结束订单,卖出,32.6,400,400,32.81,13124,0,限价,SHDDF0_20300226218_SZ_42456,CSV,文件扫单,CSV@56400575,8980000931,300758.SZ
2020-07-31 09:37:32,20300226218,603538,美诺华,全成,已结束订单,卖出,47.18,200,200,47.18,9436,0,限价,SHDDF0_20300226218_SH_42457,CSV,文件扫单,CSV@56400576,8980000931,603538.SH
2020-07-31 09:37:32,20300226218,603605,珀莱雅,全成,已结束订单,卖出,182.93,100,100,183.03,18303,0,限价,SHDDF0_20300226218_SH_42458,CSV,文件扫单,CSV@56400577,8980000931,603605.SH
