证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
300233,101,证券卖出,400,39.61,已成,0
600529,101,证券卖出,2300,56.05,已成,0
300202,101,证券卖出,100,12.91,已成,0
600621,101,证券卖出,400,23.15,已成,0
603693,100,证券买入,400,13.35,已成,0
2707,101,证券卖出,800,8.83,已成,0
49,101,证券卖出,200,56.29,部分成交,0
601028,101,证券卖出,500,12.64,已成,0
300624,101,证券卖出,300,81.57,已成,0
600559,101,证券卖出,700,14.23,部分成交,0
600559,101,证券卖出,100,14.23,部分成交,0
600559,101,证券卖出,2200,14.22,已成,0
2881,101,证券卖出,200,30.09,已成,0
600418,100,证券买入,2100,9.91,已成,0
300233,100,证券买入,400,39.66,已成,0
2436,100,证券买入,200,14.25,已成,0
600383,101,证券卖出,2400,16.79,部分成交,0
600291,101,证券卖出,100,14.15,已成,0
600383,101,证券卖出,200,16.79,部分成交,0
600383,101,证券卖出,600,16.79,已成,0
300677,101,证券卖出,300,134.4,部分成交,0
903,100,证券买入,2340,6.03,部分成交,0
903,100,证券买入,2000,6.03,部分成交,0
903,100,证券买入,300,6.03,部分成交,0
903,100,证券买入,200,6.03,部分成交,0
903,100,证券买入,200,6.03,部分成交,0
903,100,证券买入,100,6.03,部分成交,0
903,100,证券买入,1460,6.03,已成,0
2338,101,证券卖出,300,29.13,部分成交,0
2338,101,证券卖出,100,29.13,部分成交,0
2428,101,证券卖出,1400,14.08,已成,0
2338,101,证券卖出,300,29.13,部分成交,0
2338,101,证券卖出,1000,29.13,部分成交,0
2338,101,证券卖出,1000,29.13,部分成交,0
2338,101,证券卖出,300,29.13,部分成交,0
2338,101,证券卖出,300,29.13,部分成交,0
2338,101,证券卖出,600,29.13,部分成交,0
2338,101,证券卖出,200,29.13,部分成交,0
2338,101,证券卖出,400,29.13,部分成交,0
2338,101,证券卖出,100,29.13,部分成交,0
2338,101,证券卖出,400,29.13,已成,0
601636,101,证券卖出,100,7.02,部分成交,0
601636,101,证券卖出,1200,7.02,部分成交,0
601636,101,证券卖出,2100,7.02,已成,0
603976,100,证券买入,700,49.1,已成,0
300677,101,证券卖出,300,134.4,部分成交,0
600095,101,证券卖出,500,12.95,已成,0
603218,101,证券卖出,100,18.6,已成,0
2467,100,证券买入,500,7.95,已成,0
300729,101,证券卖出,200,54.1,已成,0
300548,101,证券卖出,100,70.85,已成,0
2567,101,证券卖出,600,10.77,已成,0
2129,101,证券卖出,39,26.06,部分成交,0
2129,101,证券卖出,1761,26.06,已成,0
300063,101,证券卖出,700,7.11,部分成交,0
300063,101,证券卖出,500,7.11,已成,0
603365,101,证券卖出,300,15.9,已成,0
600884,101,证券卖出,4600,12.37,已成,0
878,101,证券卖出,1400,13.78,已成,0
601126,100,证券买入,100,6.46,已成,0
300511,101,证券卖出,1400,13.36,已成,0
2292,101,证券卖出,5700,9.75,已成,0
2208,101,证券卖出,100,12.14,部分成交,0
300206,100,证券买入,400,23.85,已成,0
2261,101,证券卖出,100,9.99,部分成交,0
2208,101,证券卖出,1000,12.14,部分成交,0
2261,101,证券卖出,300,9.99,已成,0
2208,101,证券卖出,200,12.14,部分成交,0
2208,101,证券卖出,200,12.14,部分成交,0
2208,101,证券卖出,1800,12.14,部分成交,0
2208,101,证券卖出,600,12.14,部分成交,0
955,100,证券买入,200,10.08,已成,0
2208,101,证券卖出,700,12.14,已成,0
768,101,证券卖出,500,22.15,已成,0
300677,101,证券卖出,300,133.58,部分成交,0
300677,101,证券卖出,100,133.58,部分成交,0
300677,101,证券卖出,100,133.58,部分成交,0
300677,101,证券卖出,200,133.57,已成,0
2773,101,证券卖出,100,47.6,已成,0
300573,101,证券卖出,100,141.68,已成,0
603030,101,证券卖出,200,8.61,已成,0
2537,100,证券买入,200,6.51,已成,0
601108,101,证券卖出,100,13.92,已成,0
603026,100,证券买入,100,30.54,已成,0
11,101,证券卖出,1600,17.16,已成,0
700,100,证券买入,1600,8.71,已成,0
2036,100,证券买入,100,13.4,已成,0
600222,100,证券买入,200,6.2,已成,0
526,101,证券卖出,100,57.01,已成,0
603387,101,证券卖出,300,42.65,已成,0
300382,101,证券卖出,100,8.44,已成,0
600814,100,证券买入,120,7.23,部分成交,0
600814,100,证券买入,80,7.23,已成,0
603131,101,证券卖出,100,19.86,已成,0
2214,101,证券卖出,300,29.59,部分成交,0
2214,101,证券卖出,200,29.59,部分成交,0
2214,101,证券卖出,200,29.59,部分成交,0
2214,101,证券卖出,800,29.59,已成,0
501,100,证券买入,400,19.36,部分成交,0
