证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
603208,701,担保品卖出,90,133.8,已成,0
300449,701,担保品卖出,1500,14.76,已成,0
300536,701,担保品卖出,500,15.68,部分成交,0
300536,701,担保品卖出,100,15.68,部分成交,0
300536,701,担保品卖出,100,15.68,部分成交,0
300536,701,担保品卖出,100,15.68,部分成交,0
300536,701,担保品卖出,100,15.68,部分成交,0
300536,701,担保品卖出,100,15.68,部分成交,0
300536,701,担保品卖出,100,15.68,部分成交,0
2235,701,担保品卖出,5400,10.48,已成,0
2493,701,担保品卖出,700,20.01,部分成交,0
2493,701,担保品卖出,100,20.01,部分成交,0
2493,701,担保品卖出,700,20.0,已成,0
2791,701,担保品卖出,100,140.18,已成,0
2163,700,担保品买入,200,18.07,部分成交,0
2163,700,担保品买入,300,18.08,已成,0
799,700,担保品买入,100,91.2,已成,0
300671,700,担保品买入,100,59.78,部分成交,0
300671,700,担保品买入,100,59.78,部分成交,0
300671,700,担保品买入,100,59.78,已成,0
603306,701,担保品卖出,300,16.9,部分成交,0
600363,700,担保品买入,800,24.51,已成,0
300007,700,担保品买入,200,19.47,部分成交,0
601020,701,担保品卖出,3000,13.65,已成,0
710,701,担保品卖出,200,63.99,已成,0
799,700,担保品买入,100,91.13,已成,0
799,700,担保品买入,100,91.17,已成,0
2938,701,担保品卖出,48,48.37,已成,0
601020,701,担保品卖出,200,13.68,部分成交,0
601020,701,担保品卖出,200,13.68,部分成交,0
710,701,担保品卖出,100,63.78,已成,0
300290,701,担保品卖出,1300,8.35,已成,0
300671,700,担保品买入,100,59.68,已成,0
600363,700,担保品买入,100,24.46,已成,0
601020,701,担保品卖出,100,13.68,部分成交,0
603678,701,担保品卖出,100,42.54,部分成交,0
300007,700,担保品买入,1000,19.45,已成,0
300671,700,担保品买入,100,59.68,部分成交,0
300671,700,担保品买入,100,59.68,已成,0
603069,700,担保品买入,100,35.3,已成,0
600363,700,担保品买入,200,24.45,已成,0
710,701,担保品卖出,200,63.79,已成,0
603678,701,担保品卖出,100,42.54,部分成交,0
603678,701,担保品卖出,100,42.54,已成,0
710,701,担保品卖出,200,63.79,已成,0
799,700,担保品买入,300,91.15,已成,0
603306,701,担保品卖出,100,16.88,已成,0
603069,700,担保品买入,100,35.3,已成,0
601020,701,担保品卖出,2500,13.67,已成,0
300671,700,担保品买入,100,59.64,部分成交,0
300671,700,担保品买入,100,59.64,部分成交,0
300671,700,担保品买入,100,59.64,已成,0
603069,700,担保品买入,400,35.3,已成,0
600363,700,担保品买入,100,24.43,已成,0
2493,701,担保品卖出,200,19.97,部分成交,0
48,700,担保品买入,1800,42.19,已成,0
300449,701,担保品卖出,600,14.77,已成,0
2493,701,担保品卖出,300,19.96,部分成交,0
2493,701,担保品卖出,100,19.96,部分成交,0
2493,701,担保品卖出,300,19.96,已成,0
300770,701,担保品卖出,100,110.86,已成,0
300671,700,担保品买入,100,59.6,已成,0
600363,700,担保品买入,100,24.46,已成,0
601020,701,担保品卖出,3800,13.67,部分成交,0
799,700,担保品买入,300,90.98,已成,0
300671,700,担保品买入,100,59.61,已成,0
2493,701,担保品卖出,200,19.94,部分成交,0
