证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
901,701,担保品卖出,1200,12.29,已成,0
300677,701,担保品卖出,100,159.43,已成,0
2906,701,担保品卖出,500,19.89,已成,0
300455,701,担保品卖出,500,17.04,已成,0
300257,701,担保品卖出,100,19.23,已成,0
2030,700,担保品买入,800,37.53,已成,0
600391,700,担保品买入,700,26.8,部分成交,0
600391,700,担保品买入,2400,26.8,已成,0
603306,700,担保品买入,100,19.79,部分成交,0
603306,700,担保品买入,200,19.79,部分成交,0
300257,701,担保品卖出,100,19.25,已成,0
300464,700,担保品买入,200,28.75,已成,0
600391,700,担保品买入,500,26.8,部分成交,0
600391,700,担保品买入,1000,26.8,部分成交,0
600391,700,担保品买入,200,26.8,部分成交,0
603306,700,担保品买入,100,19.79,部分成交,0
2906,701,担保品卖出,500,19.89,已成,0
600391,700,担保品买入,300,26.82,部分成交,0
600391,700,担保品买入,1000,26.82,已成,0
603306,700,担保品买入,100,19.79,部分成交,0
2906,701,担保品卖出,400,19.88,部分成交,0
300257,701,担保品卖出,200,19.26,部分成交,0
300257,701,担保品卖出,800,19.26,已成,0
603179,701,担保品卖出,400,29.5,已成,0
600893,700,担保品买入,100,44.23,已成,0
2027,700,担保品买入,1900,7.71,部分成交,0
603308,700,担保品买入,400,25.05,已成,0
2027,700,担保品买入,500,7.71,部分成交,0
2027,700,担保品买入,100,7.71,部分成交,0
2027,700,担保品买入,5200,7.71,已成,0
603306,700,担保品买入,100,19.79,部分成交,0
600196,700,担保品买入,4700,53.54,已成,0
603306,700,担保品买入,100,19.79,已成,0
300257,701,担保品卖出,700,19.25,已成,0
601118,701,担保品卖出,300,5.66,部分成交,0
601118,701,担保品卖出,1000,5.66,部分成交,0
601118,701,担保品卖出,1300,5.66,部分成交,0
601118,701,担保品卖出,600,5.66,已成,0
603179,701,担保品卖出,100,29.52,已成,0
600391,700,担保品买入,2300,26.83,已成,0
2030,700,担保品买入,400,37.56,已成,0
600196,700,担保品买入,700,53.54,已成,0
603308,700,担保品买入,400,25.04,已成,0
300257,701,担保品卖出,600,19.25,已成,0
300702,700,担保品买入,49,116.2,部分成交,0
603179,701,担保品卖出,100,29.52,已成,0
300464,700,担保品买入,100,28.82,已成,0
600196,700,担保品买入,1700,53.54,部分成交,0
600196,700,担保品买入,100,53.54,部分成交,0
600984,701,担保品卖出,100,28.04,已成,0
600196,700,担保品买入,200,53.54,已成,0
2930,701,担保品卖出,200,20.84,已成,0
600690,701,担保品卖出,3700,23.39,已成,0
300702,700,担保品买入,51,116.2,已成,0
300257,701,担保品卖出,200,19.26,已成,0
300579,701,担保品卖出,200,61.99,已成,0
300455,701,担保品卖出,142,17.0,部分成交,0
300455,701,担保品卖出,300,17.0,部分成交,0
300455,701,担保品卖出,500,17.0,部分成交,0
2412,701,担保品卖出,800,7.83,已成,0
300455,701,担保品卖出,158,17.0,已成,0
603306,700,担保品买入,100,19.79,已成,0
2030,700,担保品买入,800,37.57,部分成交,0
2030,700,担保品买入,400,37.57,部分成交,0
300760,701,担保品卖出,100,324.13,已成,0
