时间            委托编号        成交编号        证券代码        交易业务        成交数量        成交价格        委托状态        汇总成交        汇总撤单        
09:30:36        1160304822      0103000000966808 300463          701 担保品卖出  100             55.9500         部分成交        0               0               
09:30:37        1020302330      0103000000967337 002353          701 担保品卖出  500             31.2400         部分成交        0               0               
09:30:37        1020302330      0103000000967357 002353          701 担保品卖出  300             31.2400         已成            0               0               
09:30:37        1060302630      0103000000967359 002353          701 担保品卖出  100             31.2400         已成            0               0               
09:30:37        1060302627      0102000001031233 300413          700 担保品买入  100             65.1500         已成            0               0               
09:30:37        1040303628      0101000000919113 300347          700 担保品买入  100             84.7100         已成            0               0               
09:30:37        1000303632      372871          603799          700 担保品买入  400             38.3400         部分成交        0               0               
09:30:37        1180302232      372868          603799          700 担保品买入  300             38.3400         部分成交        0               0               
09:30:37        1000303632      372872          603799          700 担保品买入  1000            38.3400         已成            0               0               
09:30:37        1180302232      372869          603799          700 担保品买入  500             38.3400         部分成交        0               0               
09:30:37        1180302232      372870          603799          700 担保品买入  600             38.3400         已成            0               0               
09:30:37        1120305229      0104000000963403 000581          701 担保品卖出  100             22.0900         已成            0               0               
09:30:37        1140301030      0104000000963446 002208          700 担保品买入  100             10.3600         部分成交        0               0               
09:30:37        1100302228      0104000000963401 000581          701 担保品卖出  1100            22.0900         已成            0               0               
09:30:37        1080305411      0104000000964088 000851          700 担保品买入  -4000           7.9400          已撤            0               0               
09:30:37        1000303633      0104000000964077 000936          700 担保品买入  2800            12.6900         部分成交        0               0               
09:30:37        1020302333      0102000001035235 002594          700 担保品买入  2800            66.3100         已成            0               0               
09:30:37        1000303633      0104000000964138 000936          700 担保品买入  1400            12.6900         部分成交        0               0               
09:30:37        1060302625      0102000001035601 300203          701 担保品卖出  2600            18.6600         部分成交        0               0               
09:30:37        1080305433      373574          603160          700 担保品买入  100             204.5400        已成            0               0               
09:30:37        1140301030      0104000000964456 002208          700 担保品买入  100             10.3600         部分成交        0               0               
09:30:37        1140301030      0104000000964633 002208          700 担保品买入  1000            10.3600         部分成交        0               0               
09:30:37        1020302334      0103000000972639 002705          700 担保品买入  1000            35.7800         部分成交        0               0               
09:30:37        1040303634      0103000000972644 002705          700 担保品买入  200             35.7900         部分成交        0               0               
09:30:37        1020302334      0103000000972641 002705          700 担保品买入  300             35.7900         已成            0               0               
09:30:37        1040303613      WTD:1690500013  603444          700 担保品买入  -100            451.5700        已撤            0               0               
09:30:37        1140301030      0104000000965039 002208          700 担保品买入  8400            10.3600         已成            0               0               
09:30:37        1160304831      0104000000965041 002208          700 担保品买入  3700            10.3600         部分成交        0               0               
09:30:37        1140301023      0103000000973314 300463          701 担保品卖出  1000            55.9500         部分成交        0               0               
09:30:37        1160304822      0103000000973310 300463          701 担保品卖出  2600            55.9500         已成            0               0               
09:30:37        1100302233      374285          600804          701 担保品卖出  100             8.8200          已成            0               0               
09:30:37        1000303633      0104000000965963 000936          700 担保品买入  400             12.6900         部分成交        0               0               
09:30:37        1020302331      374047          603113          700 担保品买入  100             12.2100         部分成交        0               0               
09:30:38        1000303633      0104000000966402 000936          700 担保品买入  1500            12.6900         部分成交        0               0               
09:30:38        1120305235      0103000000974317 300357          700 担保品买入  2500            59.5500         已成            0               0               
09:30:38        1160304831      0104000000966423 002208          700 担保品买入  300             10.3600         部分成交        0               0               
09:30:38        1000303633      0104000000966704 000936          700 担保品买入  6300            12.6900         部分成交        0               0               
09:30:38        1000303633      0104000000966707 000936          700 担保品买入  2100            12.6900         部分成交        0               0               
09:30:38        1000303633      0104000000966818 000936          700 担保品买入  1200            12.6900         部分成交        0               0               
09:30:38        1140301023      0103000000974931 300463          701 担保品卖出  100             55.9500         部分成交        0               0               
09:30:37        1020302331      375197          603113          700 担保品买入  3800            12.2100         部分成交        0               0               
09:30:38        1160304831      0104000000967030 002208          700 担保品买入  1300            10.3600         部分成交        0               0               
09:30:37        1160304835      375395          600720          700 担保品买入  6800            17.2400         部分成交        0               0               
09:30:37        1160304835      375396          600720          700 担保品买入  100             17.2400         部分成交        0               0               
09:30:37        1160304835      375397          600720          700 担保品买入  200             17.2400         部分成交        0               0               
09:30:37        1160304835      375398          600720          700 担保品买入  100             17.2500         部分成交        0               0               
09:30:37        1160304835      375399          600720          700 担保品买入  900             17.2500         部分成交        0               0               
09:30:37        1160304835      375400          600720          700 担保品买入  500             17.2500         部分成交        0               0               
09:30:37        1080305436      375809          603936          700 担保品买入  700             13.5400         已成            0               0               
09:30:38        1140301023      0103000000975590 300463          701 担保品卖出  100             55.9500         部分成交        0               0               
09:30:37        1160304835      375401          600720          700 担保品买入  2000            17.2500         部分成交        0               0               
09:30:38        1000303633      0104000000967646 000936          700 担保品买入  900             12.6900         已成            0               0               
09:30:37        1100302235      375810          603881          700 担保品买入  100             89.6100         部分成交        0               0               
09:30:37        1120305236      375814          603881          700 担保品买入  500             89.6500         部分成交        0               0               
09:30:37        1100302235      375811          603881          700 担保品买入  400             89.6500         部分成交        0               0               
09:30:37        1120305236      375815          603881          700 担保品买入  200             89.7800         已成            0               0               
09:30:37        1160304835      375402          600720          700 担保品买入  1300            17.2500         已成            0               0               
09:30:38        1000303637      0101000000925601 300661          700 担保品买入  200             260.4000        已成            0               0               
09:30:37        1100302235      375812          603881          700 担保品买入  100             89.6500         部分成交        0               0               
09:30:37        1100302235      375813          603881          700 担保品买入  100             89.6500         已成            0               0               
09:30:38        1160304821      0104000000969396 300285          700 担保品买入  1300            30.3000         已成            0               0               
09:30:38        1060302624      0101000000926870 300261          701 担保品卖出  1500            5.2000          已成            0               0               
09:30:38        1000303622      0101000000927112 300244          700 担保品买入  5300            33.6500         已成            0               0               
09:30:38        1020302337      377130          600845          700 担保品买入  200             54.0900         部分成交        0               0               
09:30:38        1100302222      377260          603990          700 担保品买入  2000            50.9400         部分成交        0               0               
09:30:38        1120305228      0102000001042057 300142          700 担保品买入  2600            51.1000         已成            0               0               
09:30:38        1040303635      0102000001042262 300019          700 担保品买入  200             11.0100         部分成交        0               0               
09:30:38        1020302337      378172          600845          700 担保品买入  500             54.1100         部分成交        0               0               
09:30:39        1140301037      0103000000980099 000813          701 担保品卖出  100             6.6000          部分成交        0               0               
09:30:39        1160304831      0104000000972273 002208          700 担保品买入  100             10.3600         部分成交        0               0               
09:30:39        1140301037      0103000000980101 000813          701 担保品卖出  1000            6.6000          部分成交        0               0               
09:30:39        1160304831      0104000000972298 002208          700 担保品买入  300             10.3600         部分成交        0               0               
09:30:39        1160304831      0104000000972301 002208          700 担保品买入  1100            10.3600         部分成交        0               0               
09:30:39        1160304831      0104000000972406 002208          700 担保品买入  500             10.3600         部分成交        0               0               
09:30:39        1140301023      0103000000980713 300463          701 担保品卖出  100             55.9500         部分成交        0               0               
09:30:39        1040303634      0103000000980775 002705          700 担保品买入  1000            35.8100         部分成交        0               0               
09:30:39        1160304831      0104000000972550 002208          700 担保品买入  600             10.3600         部分成交        0               0               
09:30:39        1000303610      WTD:1690500005  603960          701 担保品卖出  -1000           26.4100         已撤            0               0               
09:30:39        1020302337      379582          600845          700 担保品买入  200             54.1100         部分成交        0               0               
09:30:39        1100302238      0103000000981047 002352          700 担保品买入  300             56.4000         已成            0               0               
09:30:39        1180302239      0104000000972494 000829          700 担保品买入  2900            6.4200          已成            0               0               
09:30:39        1160304831      0104000000972553 002208          700 担保品买入  200             10.3600         部分成交        0               0               
09:30:39        1020302337      379903          600845          700 担保品买入  300             54.1100         已成            0               0               
09:30:39        1040303637      379904          600845          700 担保品买入  200             54.1100         部分成交        0               0               
09:30:39        1140301038      0104000000973108 002241          700 担保品买入  1600            26.1300         部分成交        0               0               
09:30:39        1180302237      0103000000980709 300463          701 担保品卖出  600             55.9400         已成            0               0               
09:30:39        1040303637      380052          600845          700 担保品买入  400             54.1100         部分成交        0               0               
09:30:39        1140301038      0104000000973110 002241          700 担保品买入  2300            26.1300         部分成交        0               0               
09:30:39        1160304839      0104000000973170 002241          700 担保品买入  1100            26.1300         部分成交        0               0               
09:30:39        1040303635      0102000001044765 300019          700 担保品买入  1000            11.0100         部分成交        0               0               
09:30:39        1140301038      0104000000973112 002241          700 担保品买入  900             26.1300         部分成交        0               0               
09:30:39        1160304839      0104000000973335 002241          700 担保品买入  4700            26.1300         已成            0               0               
09:30:39        1020302322      0103000000983074 002698          701 担保品卖出  700             12.1600         已成            0               0               
