时间            委托编号        成交编号        证券代码        交易业务        成交数量        成交价格        委托状态        汇总成交        汇总撤单        
09:15:52        1020298301      WTD:1690500000  601818          700 担保品买入  -100            3.6000          已撤            0               0               
09:30:32        1180298209      336609          600055          700 担保品买入  3700            17.3200         已成            0               0               
09:30:32        1020298310      337879          603990          700 担保品买入  300             47.2000         部分成交        0               0               
09:30:32        1040299610      338399          603811          701 担保品卖出  1700            26.3300         已成            0               0               
09:30:32        1140297010      339574          603345          701 担保品卖出  100             120.0200        部分成交        0               0               
09:30:32        1140297010      339575          603345          701 担保品卖出  100             120.0200        已成            0               0               
09:30:33        1060298609      340763          600503          700 担保品买入  7000            4.1500          部分成交        0               0               
09:30:33        1000299610      341100          600199          701 担保品卖出  900             5.7700          已成            0               0               
09:30:33        1060298609      342307          600503          700 担保品买入  200             4.1500          部分成交        0               0               
09:30:33        1060298609      343151          600503          700 担保品买入  100             4.1500          部分成交        0               0               
09:30:33        1100298110      0104000000952718 000526          701 担保品卖出  100             49.4500         已成            0               0               
09:30:33        1060298609      343837          600503          700 担保品买入  6000            4.1500          部分成交        0               0               
09:30:34        1020298310      345287          603990          700 担保品买入  500             47.2300         已成            0               0               
09:30:34        1000299611      0102000000913218 002399          701 担保品卖出  500             24.3000         部分成交        0               0               
09:30:34        1040299612      0102000000914138 002035          701 担保品卖出  100             10.6500         部分成交        0               0               
09:30:34        1040299612      0102000000914140 002035          701 担保品卖出  100             10.6500         已成            0               0               
09:30:34        1000299611      0102000000916325 002399          701 担保品卖出  400             24.2900         部分成交        0               0               
09:30:35        1000299611      0102000000916743 002399          701 担保品卖出  100             24.2900         部分成交        0               0               
09:30:35        1000299611      0102000000918076 002399          701 担保品卖出  100             24.2900         部分成交        0               0               
09:30:34        1060298609      347816          600503          700 担保品买入  100             4.1500          部分成交        0               0               
09:30:35        1100298112      0101000001106109 002666          701 担保品卖出  3100            6.8100          已成            0               0               
09:30:35        1120301213      0101000001105684 002436          701 担保品卖出  600             11.8200         部分成交        0               0               
09:30:35        1120301213      0101000001105686 002436          701 担保品卖出  100             11.8200         部分成交        0               0               
09:30:35        1120301213      0101000001105688 002436          701 担保品卖出  300             11.8200         已成            0               0               
09:30:35        1060298609      348416          600503          700 担保品买入  300             4.1500          已成            0               0               
09:30:35        1120301212      348608          603811          701 担保品卖出  900             26.3300         已成            0               0               
09:30:35        1020298314      0103000000939474 300219          701 担保品卖出  400             9.7800          已成            0               0               
09:30:35        1000299611      0102000000920407 002399          701 担保品卖出  100             24.2900         已成            0               0               
09:30:35        1000299612      0101000001109100 300259          701 担保品卖出  3000            6.0300          已成            0               0               
09:30:35        1040299615      0101000001109493 300285          701 担保品卖出  1300            29.2400         已成            0               0               
09:30:35        1160300811      350191          603855          701 担保品卖出  1900            16.2000         已成            0               0               
09:30:36        1100298111      0103000000943030 000913          701 担保品卖出  200             11.1900         已成            0               0               
