时间            委托编号        成交编号        证券代码        交易业务        成交数量        成交价格        委托状态        汇总成交        汇总撤单        
09:30:17        1140308511      0103000000853247 300669          701 担保品卖出  27              31.9600         部分成交        0               0               
09:30:17        1120312809      0102000000796239 300433          701 担保品卖出  99              24.4100         已成            0               0               
09:30:17        1140308511      0103000000853249 300669          701 担保品卖出  3               31.9500         已成            0               0               
09:30:32        1120312810      401714          603669          701 担保品卖出  100             8.1300          部分成交        0               0               
09:30:32        1140308512      401899          603666          701 担保品卖出  100             106.5900        已成            0               0               
09:30:32        1160312410      401900          603666          701 担保品卖出  100             106.5900        已成            0               0               
09:30:32        1120312810      401715          603669          701 担保品卖出  1000            8.1200          已成            0               0               
09:30:33        1120312811      403999          603179          700 担保品买入  1               22.1900         部分成交        0               0               
09:30:33        1120312811      404000          603179          700 担保品买入  400             22.1900         部分成交        0               0               
09:30:33        1120312811      404001          603179          700 担保品买入  100             22.1900         部分成交        0               0               
09:30:33        1120312811      404176          603179          700 担保品买入  100             22.1900         部分成交        0               0               
09:30:33        1120312811      404638          603179          700 担保品买入  100             22.1900         部分成交        0               0               
09:30:34        1140308513      408623          603116          701 担保品卖出  1000            8.3800          部分成交        0               0               
09:30:34        1140308513      410265          603116          701 担保品卖出  100             8.3800          部分成交        0               0               
09:30:34        1120312811      411304          603179          700 担保品买入  500             22.1900         部分成交        0               0               
09:30:34        1080313011      411046          603801          701 担保品卖出  200             26.3400         部分成交        0               0               
09:30:34        1140308513      412206          603116          701 担保品卖出  400             8.3800          部分成交        0               0               
09:30:34        1140308513      412221          603116          701 担保品卖出  200             8.3800          部分成交        0               0               
09:30:35        1140308513      412987          603116          701 担保品卖出  500             8.3800          部分成交        0               0               
09:30:35        1140308513      415935          603116          701 担保品卖出  200             8.3800          部分成交        0               0               
09:30:36        1140308513      419825          603116          701 担保品卖出  3200            8.3800          部分成交        0               0               
09:30:36        1160312415      0103000000983564 002213          701 担保品卖出  400             17.4000         已成            0               0               
09:30:37        1140308519      0102000000938573 002001          701 担保品卖出  200             28.4800         部分成交        0               0               
09:30:37        1140308519      0102000000938881 002001          701 担保品卖出  100             28.4800         部分成交        0               0               
09:30:37        1160312411      425765          603116          701 担保品卖出  4800            8.3800          部分成交        0               0               
09:30:38        1140308519      0102000000940368 002001          701 担保品卖出  100             28.4800         已成            0               0               
09:30:37        1160312411      426001          603116          701 担保品卖出  200             8.3800          部分成交        0               0               
09:30:37        1160312411      426410          603116          701 担保品卖出  1000            8.3800          部分成交        0               0               
09:30:37        1160312411      426479          603116          701 担保品卖出  8900            8.3800          已成            0               0               
09:30:38        1120312818      0101000000941011 002666          700 担保品买入  2117            7.0500          部分成交        0               0               
09:30:38        1120312818      0101000000941013 002666          700 担保品买入  500             7.0500          部分成交        0               0               
09:30:38        1120312818      0101000000941015 002666          700 担保品买入  2500            7.0500          部分成交        0               0               
09:30:38        1120312818      0101000000941017 002666          700 担保品买入  183             7.0500          已成            0               0               
09:30:38        1180309819      0101000000941476 002666          700 担保品买入  5300            7.0500          已成            0               0               
09:30:38        1180309820      0104000001083721 002507          700 担保品买入  100             34.0500         已成            0               0               
09:30:39        1160312422      0104000001088245 300623          701 担保品卖出  2700            28.2300         已成            0               0               
09:30:39        1000311123      0104000001089141 300166          701 担保品卖出  200             14.4900         已成            0               0               
09:30:40        1060310123      0101000000954991 300632          701 担保品卖出  600             16.7300         部分成交        0               0               
09:30:40        1060310123      0101000000954993 300632          701 担保品卖出  1000            16.7300         已成            0               0               
09:30:42        1100309727      0103000001017736 300261          701 担保品卖出  150             6.1800          部分成交        0               0               
09:30:42        1180309821      0104000001108326 300671          701 担保品卖出  1800            27.0500         已成            0               0               
09:30:42        1100309727      0103000001018754 300261          701 担保品卖出  9350            6.1800          已成            0               0               
09:30:42        1060310124      0103000001020674 300113          701 担保品卖出  300             25.7700         已成            0               0               
09:30:43        1000311121      0102000000978660 002555          701 担保品卖出  200             42.1000         已成            0               0               
09:30:43        1000311122      0102000000978664 002555          701 担保品卖出  200             42.1000         已成            0               0               
09:30:43        1160312431      452271          601968          700 担保品买入  200             5.6400          已成            0               0               
09:30:44        1020309931      0104000001124842 000049          700 担保品买入  200             53.5800         部分成交        0               0               
09:30:44        1020309931      0104000001124844 000049          700 担保品买入  200             53.5900         已成            0               0               
09:30:45        1040311134      0102000000986018 000990          700 担保品买入  200             12.7900         已成            0               0               
09:30:45        1180309812      WTD:1690500006  603026          701 担保品卖出  -500            25.9300         已撤            0               0               
09:30:45        1000311124      459443          603666          701 担保品卖出  100             106.4700        已成            0               0               
09:30:45        1040311122      459442          603666          701 担保品卖出  100             106.4700        已成            0               0               
09:30:46        1000311136      0102000000994604 002555          701 担保品卖出  100             41.9700         部分成交        0               0               
09:30:46        1000311136      0102000000994606 002555          701 担保品卖出  100             41.9700         部分成交        0               0               
09:30:46        1000311136      0102000000994608 002555          701 担保品卖出  200             41.9700         部分成交        0               0               
09:30:46        1000311136      0102000000994610 002555          701 担保品卖出  300             41.9600         已成            0               0               
09:30:46        1020309933      0102000000995332 002555          701 担保品卖出  100             41.9500         部分成交        0               0               
09:30:46        1020309933      0102000000995375 002555          701 担保品卖出  100             41.9200         部分成交        0               0               
09:30:46        1020309933      0102000000996976 002555          701 担保品卖出  200             41.9200         部分成交        0               0               
09:30:46        1020309933      0102000000997235 002555          701 担保品卖出  300             41.9200         已成            0               0               
09:30:47        1060310133      0101000000994601 002666          700 担保品买入  2900            7.0500          已成            0               0               
09:30:47        1000311139      468364          600053          701 担保品卖出  600             27.0500         部分成交        0               0               
09:30:47        1020309936      468367          600053          701 担保品卖出  300             27.0500         已成            0               0               
09:30:47        1000311139      468365          600053          701 担保品卖出  500             27.0500         部分成交        0               0               
09:30:47        1000311139      468366          600053          701 担保品卖出  400             27.0500         已成            0               0               
09:30:48        1020309924      0102000001006131 300485          701 担保品卖出  200             22.3600         部分成交        0               0               
09:30:48        1020309924      0102000001006914 300485          701 担保品卖出  900             22.3600         部分成交        0               0               
09:30:48        1080313037      471781          601999          700 担保品买入  2000            7.4200          部分成交        0               0               
09:30:48        1020309924      0102000001008825 300485          701 担保品卖出  1000            22.3600         部分成交        0               0               
09:30:48        1020309924      0102000001009295 300485          701 担保品卖出  300             22.3600         部分成交        0               0               
09:30:49        1020309924      0102000001010932 300485          701 担保品卖出  1000            22.3600         部分成交        0               0               
09:30:49        1020309924      0102000001013624 300485          701 担保品卖出  200             22.3600         部分成交        0               0               
09:30:49        1080313037      474397          601999          700 担保品买入  600             7.4200          部分成交        0               0               
09:30:49        1160312436      0103000001063967 300595          701 担保品卖出  200             63.5900         部分成交        0               0               
09:30:49        1020309924      0102000001014172 300485          701 担保品卖出  1000            22.3600         部分成交        0               0               
09:30:49        1020309924      0102000001015514 300485          701 担保品卖出  300             22.3600         部分成交        0               0               
09:30:49        1080313037      475019          601999          700 担保品买入  800             7.4200          已成            0               0               
09:30:49        1020309924      0102000001015978 300485          701 担保品卖出  100             22.3600         部分成交        0               0               
09:30:49        1080313039      0104000001161792 300623          701 担保品卖出  80              28.2900         部分成交        0               0               
09:30:49        1080313039      0104000001161794 300623          701 担保品卖出  500             28.2700         部分成交        0               0               
09:30:49        1080313039      0104000001161796 300623          701 担保品卖出  220             28.2700         已成            0               0               
09:30:49        1020309924      0102000001017570 300485          701 担保品卖出  600             22.3600         部分成交        0               0               
09:30:50        1020309924      0102000001017893 300485          701 担保品卖出  100             22.3600         已成            0               0               
09:30:50        1040311141      0102000001019302 002745          701 担保品卖出  1100            15.3900         部分成交        0               0               
09:30:49        1120312811      477245          603179          700 担保品买入  299             22.1900         已成            0               0               
09:30:49        1120312829      477261          603179          700 担保品买入  700             22.1900         已成            0               0               
09:30:49        1180309828      477260          603179          700 担保品买入  700             22.1900         已成            0               0               
09:30:50        1040311141      0102000001019388 002745          701 担保品卖出  1400            15.3900         部分成交        0               0               
09:30:50        1000311128      0102000001020163 300485          701 担保品卖出  1000            22.3600         部分成交        0               0               
09:30:50        1000311128      0102000001020896 300485          701 担保品卖出  500             22.3600         部分成交        0               0               
09:30:50        1000311128      0102000001020916 300485          701 担保品卖出  4200            22.3600         已成            0               0               
09:30:50        1140308515      0104000001167205 002226          701 担保品卖出  -2200           5.9700          已撤            0               0               
09:30:50        1120312814      0102000001022193 002240          701 担保品卖出  -2500           12.4600         已撤            0               0               
09:30:50        1060310113      WTD:1690500017  603058          700 担保品买入  -500            8.3300          已撤            0               0               
09:30:51        1000311116      WTD:1690500012  603739          701 担保品卖出  -1800           26.2000         已撤            0               0               
09:30:51        1040311116      WTD:1690500013  603313          701 担保品卖出  -800            24.5700         已撤            0               0               
09:30:51        1140308516      WTD:1690500016  603739          701 担保品卖出  -1800           26.2000         已撤            0               0               
09:30:51        1100309715      WTD:1690500015  603043          701 担保品卖出  -400            31.0200         已撤            0               0               
09:30:51        1000311117      WTD:1690500018  603516          701 担保品卖出  -200            38.5900         已撤            0               0               
09:30:51        1040311141      0102000001024387 002745          701 担保品卖出  900             15.3900         部分成交        0               0               
09:30:51        1040311141      0102000001024528 002745          701 担保品卖出  1700            15.3900         已成            0               0               
09:30:51        1060310138      0102000001024530 002745          701 担保品卖出  200             15.3900         部分成交        0               0               
09:30:51        1060310138      0102000001025656 002745          701 担保品卖出  4900            15.3900         已成            0               0               
09:30:51        1040311120      0104000001174223 002441          701 担保品卖出  200             8.0300          已成            0               0               
09:30:51        1100309743      483928          603179          700 担保品买入  200             22.1800         部分成交        0               0               
09:30:51        1100309743      483929          603179          700 担保品买入  1000            22.1800         已成            0               0               
09:30:52        1020309942      0101000001027537 300016          701 担保品卖出  600             12.3700         部分成交        0               0               
