时间            委托编号        证券代码        交易业务        委托数量        委托价格        委托状态        
09:30:33.848    1160316513      600375          701 担保品卖出  1400            7.8000          已成            
09:30:33.878    1000315214      000987          701 担保品卖出  9000            12.1300         部撤            
09:30:33.878    1020313915      300639          701 担保品卖出  200             47.6200         已成            
09:30:33.918    1040315215      300014          701 担保品卖出  3500            44.4900         已成            
09:30:33.927    1060314614      002120          701 担保品卖出  5000            24.6600         已成            
09:30:33.991    1080317015      002123          701 担保品卖出  1600            20.2500         已成            
09:30:34.052    1100313814      600812          701 担保品卖出  3900            12.2400         部撤            
09:30:34.230    1120316815      002915          701 担保品卖出  400             18.5300         已撤            
09:30:34.454    1160316514      300709          701 担保品卖出  100             93.8200         已撤            
09:30:34.455    1180313816      000936          701 担保品卖出  16600           13.0800         已成            
09:30:34.790    1000315215      603976          701 担保品卖出  4100            30.2600         已成            
09:30:35.647    1020313916      601878          701 担保品卖出  5200            10.3500         已成            
09:30:35.647    1040315216      603690          701 担保品卖出  1100            41.2200         已成            
09:30:35.784    1080317016      601689          701 担保品卖出  6600            27.4100         已成            
09:30:35.847    1100313815      600984          701 担保品卖出  900             22.6900         已成            
09:30:35.847    1120316816      601028          701 担保品卖出  7600            10.6100         部撤            
09:30:35.978    1180313817      603010          701 担保品卖出  1700            14.2900         已撤            
09:30:35.979    1000315216      603228          701 担保品卖出  800             34.3400         已成            
09:30:35.982    1020313917      603185          701 担保品卖出  500             44.2700         已撤            
09:30:35.982    1040315217      603387          701 担保品卖出  700             39.8900         已成            
09:30:36.099    1060314616      600475          701 担保品卖出  700             12.3600         已撤            
09:30:36.099    1080317017      603650          701 担保品卖出  1600            22.5100         已成            
09:30:36.167    1100313816      002294          701 担保品卖出  400             27.8300         已撤            
09:30:36.168    1120316817      002213          701 担保品卖出  900             17.1600         已成            
09:30:36.169    1140312517      002317          701 担保品卖出  1500            14.5900         已成            
09:30:36.193    1160316516      002123          701 担保品卖出  1600            20.2500         已成            
09:30:36.336    1180313818      000551          701 担保品卖出  5800            9.9900          已成            
09:30:36.442    1000315217      600812          701 担保品卖出  2000            12.2300         已成            
09:30:36.709    1020313918      603855          701 担保品卖出  700             16.1100         已成            
09:30:37.019    1040315218      603185          701 担保品卖出  400             44.2600         已撤            
09:30:37.916    1160316517      000863          701 担保品卖出  1900            4.2600          已撤            
09:30:37.916    1180313819      300576          701 担保品卖出  300             50.3600         已成            
09:30:38.132    1000315218      002832          701 担保品卖出  500             15.6700         已撤            
09:30:38.145    1020313919      603301          701 担保品卖出  200             46.2900         已撤            
09:30:38.161    1060314618      300014          701 担保品卖出  2200            44.5000         已成            
09:30:38.161    1080317019      300035          701 担保品卖出  11100           9.3500          已撤            
09:30:38.161    1100313818      300395          701 担保品卖出  1800            30.5100         已撤            
09:30:38.210    1120316819      600375          701 担保品卖出  3400            7.7900          已成            
09:30:38.266    1140312519      300242          701 担保品卖出  107000          6.5500          已撤            
09:30:38.334    1180313820      002946          701 担保品卖出  2300            17.3200         已撤            
09:30:38.339    1000315219      600480          701 担保品卖出  2400            10.9000         已撤            
09:30:38.401    1020313920      300639          701 担保品卖出  200             47.6200         已成            
09:30:38.751    1080317020      300633          701 担保品卖出  2700            38.1400         部撤            
09:30:38.751    1100313819      300673          701 担保品卖出  300             39.5400         已成            
09:30:38.758    1120316820      002612          701 担保品卖出  13600           10.0500         已成            
09:30:39.011    1140312520      300123          701 担保品卖出  12200           11.2100         已成            
09:30:39.060    1160316519      002933          701 担保品卖出  200             34.7200         已撤            
09:30:39.109    1180313821      002773          701 担保品卖出  100             45.1200         已成            
09:30:39.379    1020313921      603976          701 担保品卖出  500             30.2000         已成            
09:30:39.604    1040315221      300632          701 担保品卖出  400             17.7800         已成            
09:30:39.648    1060314620      300113          701 担保品卖出  900             26.2900         已成            
09:30:39.649    1080317021      300115          701 担保品卖出  21600           22.0200         已成            
09:30:39.688    1100313820      300263          701 担保品卖出  8900            8.5400          已成            
09:30:39.746    1120316821      300455          701 担保品卖出  1100            14.8500         已撤            
09:30:39.967    1140312521      603363          701 担保品卖出  1200            22.8700         已成            
09:30:40.019    1160316520      603138          701 担保品卖出  3600            23.5400         已撤            
09:30:40.069    1180313822      300373          701 担保品卖出  7700            30.7800         已撤            
09:30:40.423    1020313922      300558          701 担保品卖出  900             134.7600        已成            
09:30:40.772    1100313821      603228          701 担保品卖出  800             34.3400         已成            
09:30:40.831    1120316822      603558          701 担保品卖出  1700            9.1800          已撤            
09:30:41.208    1160316521      603661          701 担保品卖出  1400            52.6700         已撤            
09:30:41.243    1180313823      002287          701 担保品卖出  900             20.5900         已成            
09:30:41.351    1020313923      603315          701 担保品卖出  600             12.7100         已撤            
09:30:41.408    1060314622      600742          701 担保品卖出  100             8.5300          已撤            
09:30:41.436    1100313822      002317          701 担保品卖出  1500            14.5900         已撤            
09:30:41.847    1140312523      002050          701 担保品卖出  6400            22.3600         已撤            
09:30:41.848    1160316522      000918          701 担保品卖出  3400            4.7600          已撤            
09:30:41.848    1180313824      002123          701 担保品卖出  1600            20.2200         已成            
09:30:42.002    1020313924      603890          701 担保品卖出  7200            17.2000         已成            
09:30:42.065    1040315224      603855          701 担保品卖出  700             16.1100         已撤            
09:30:42.065    1060314623      603277          701 担保品卖出  2000            10.9200         已撤            
09:30:42.081    1080317024      300673          701 担保品卖出  900             39.7000         已撤            
09:30:42.122    1100313823      300576          701 担保品卖出  200             50.3400         已成            
09:30:42.123    1120316824      300604          701 担保品卖出  900             29.9700         已撤            
09:30:42.190    1140312524      600375          701 担保品卖出  1500            7.7800          已成            
09:30:42.249    1160316523      002705          701 担保品卖出  1800            36.3400         已撤            
09:30:42.271    1180313825      300059          701 担保品卖出  161200          19.6400         已撤            
09:30:42.303    1020313925      002773          701 担保品卖出  400             45.1100         已成            
09:30:42.312    1040315225      300453          701 担保品卖出  1800            19.1500         已撤            
09:30:42.362    1060314624      002891          701 担保品卖出  400             41.7100         已撤            
09:30:42.362    1080317025      300530          701 担保品卖出  2400            43.1800         已撤            
09:30:42.504    1100313824      600834          701 担保品卖出  7500            11.9100         已撤            
09:30:42.591    1120316825      300486          701 担保品卖出  3300            19.9100         已撤            
09:30:43.110    1180313826      300738          701 担保品卖出  1200            55.3300         已成            
09:30:43.213    1000315225      300725          701 担保品卖出  700             120.6000        已成            
09:30:43.659    1060314625      603871          701 担保品卖出  300             21.9800         已撤            
09:30:43.715    1080317026      002287          701 担保品卖出  1500            20.5900         已成            
09:30:43.721    1100313825      603856          701 担保品卖出  1200            14.3000         已成            
09:30:43.772    1120316826      000088          701 担保品卖出  13300           5.7700          已撤            
09:30:43.784    1140312526      603387          701 担保品卖出  700             39.8200         已成            
09:30:43.841    1160316525      002317          701 担保品卖出  18900           14.5800         已撤            
09:30:43.848    1020313927      600609          701 担保品卖出  23000           6.5900          已成            
09:30:43.848    1040315227      603228          701 担保品卖出  300             34.3100         已成            
09:30:43.848    1060314626      603661          701 担保品卖出  1400            52.6600         部撤            
09:30:43.909    1080317027      002100          701 担保品卖出  7300            15.3400         已撤            
09:30:43.909    1100313826      002050          701 担保品卖出  1000            22.3500         已撤            
09:30:44.099    1120316827      603855          701 担保品卖出  3900            16.0900         已撤            
09:30:44.282    1140312527      002123          701 担保品卖出  1600            20.2100         已成            
09:30:44.293    1160316526      300673          701 担保品卖出  400             39.7600         已撤            
09:30:44.313    1180313828      300113          701 担保品卖出  900             26.2600         已成            
09:30:44.333    1000315227      002821          701 担保品卖出  300             242.3400        已撤            
09:30:44.381    1020313928      002773          701 担保品卖出  700             45.0500         已成            
09:30:44.394    1040315228      002891          701 担保品卖出  200             41.6500         已撤            
09:30:44.394    1060314627      300331          701 担保品卖出  400             30.6100         已撤            
09:30:44.421    1100313827      300486          701 担保品卖出  1200            19.9100         已撤            
09:30:44.421    1120316828      002565          701 担保品卖出  69600           5.2700          已撤            
09:30:44.422    1080317028      300604          701 担保品卖出  700             29.9700         已撤            
09:30:44.446    1140312528      300229          701 担保品卖出  2500            11.4900         已成            
09:30:44.446    1160316527      002705          701 担保品卖出  1000            36.3000         已撤            
09:30:44.469    1180313829      300731          701 担保品卖出  4200            33.7800         部撤            
09:30:44.508    1000315228      300632          701 担保品卖出  400             17.7700         已成            
09:30:44.533    1020313929      603185          701 担保品卖出  800             44.1000         已成            
09:30:44.659    1040315229      600658          701 担保品卖出  300             5.4100          已成            
09:30:44.825    1060314628      603301          701 担保品卖出  200             46.2100         已成            
09:30:44.848    1080317029      603387          701 担保品卖出  400             39.8200         已成            
09:30:45.013    1100313828      002294          701 担保品卖出  400             27.7700         已成            
09:30:45.043    1120316829      000009          701 担保品卖出  31800           8.0300          已撤            
09:30:45.057    1140312529      000088          701 担保品卖出  11000           5.7600          已成            
09:30:45.583    1160316528      002079          701 担保品卖出  55900           12.4000         部撤            
09:30:45.781    1180313830      300576          701 担保品卖出  100             50.3000         已成            
09:30:45.850    1000315229      000987          701 担保品卖出  5500            12.1000         已成            
09:30:45.922    1020313930      603301          701 担保品卖出  400             46.1600         已撤            
09:30:46.082    1060314629      603185          701 担保品卖出  500             44.1900         已撤            
09:30:46.514    1080317030      002773          701 担保品卖出  600             45.0400         已成            
09:30:46.515    1100313829      002829          701 担保品卖出  800             29.6500         已撤            
09:30:46.515    1120316830      300390          701 担保品卖出  1400            13.9600         已成            
09:30:46.636    1000315230      002824          701 担保品卖出  700             27.2000         已撤            
09:30:46.636    1180313831      300598          701 担保品卖出  200             182.6400        已成            
09:30:46.704    1060314630      300526          701 担保品卖出  200             130.6000        已成            
09:30:46.786    1160316530      002880          701 担保品卖出  100             64.3700         已撤            
09:30:46.856    1180313832      300395          701 担保品卖出  1900            30.4500         已撤            
09:30:46.882    1000315231      300326          701 担保品卖出  3100            28.9200         已成            
09:30:46.904    1020313932      300632          701 担保品卖出  500             17.7600         已成            
09:30:46.993    1040315232      300331          701 担保品卖出  800             30.5900         已成            
09:30:46.993    1060314631      002643          701 担保品卖出  5400            16.3200         已成            
09:30:47.107    1080317032      300373          701 担保品卖出  7700            30.5900         已成            
09:30:47.481    1140312532      603558          701 担保品卖出  1100            9.1700          已成            
09:30:47.544    1160316531      600761          701 担保品卖出  100             9.5500          已撤            
09:30:47.755    1000315232      603387          701 担保品卖出  600             39.8200         已成            
09:30:47.967    1020313933      603315          701 担保品卖出  500             12.6600         部撤            
09:30:48.020    1040315233      601028          701 担保品卖出  4200            10.6000         已撤            
09:30:48.020    1060314632      600475          701 担保品卖出  700             12.3400         已成            
09:30:48.099    1080317033      002287          701 担保品卖出  1600            20.5800         已成            
09:30:48.605    1100313832      002050          701 担保品卖出  1800            22.3100         已成            
09:30:48.627    1120316833      000918          701 担保品卖出  3400            4.7400          已成            
09:30:48.777    1140312533      000863          701 担保品卖出  1900            4.2400          已成            
09:30:48.926    1180313834      603558          701 担保品卖出  600             9.1700          已成            
09:30:48.989    1000315233      603185          701 担保品卖出  100             44.1100         已成            
09:30:49.141    1020313934      002123          701 担保品卖出  2300            20.1800         已成            
09:30:49.197    1040315234      600812          701 担保品卖出  2800            12.1600         已成            
09:30:49.303    1060314633      002891          701 担保品卖出  200             41.5900         已成            
09:30:49.364    1120316834      300526          701 担保品卖出  100             130.6200        已撤            
09:30:49.364    1140312534      300331          701 担保品卖出  400             30.5700         已成            
09:30:49.390    1180313835      300014          701 担保品卖出  8200            44.4700         已成            
09:30:49.613    1000315234      002773          701 担保品卖出  200             45.0300         已成            
09:30:49.752    1060314634      002705          701 担保品卖出  1800            36.2300         已撤            
09:30:49.752    1080317035      002541          701 担保品卖出  1900            26.8900         已成            
09:30:49.838    1120316835      300455          701 担保品卖出  1100            14.8300         已成            
09:30:49.839    1140312535      300390          701 担保品卖出  3900            13.9700         已撤            
09:30:49.927    1160316534      300530          701 担保品卖出  2200            43.0800         已撤            
09:30:49.928    1000315235      300657          701 担保品卖出  6300            21.0500         已成            
09:30:49.941    1020313936      300673          701 担保品卖出  2900            39.5300         部撤            
09:30:50.179    1060314635      603881          701 担保品卖出  300             104.3900        已成            
09:30:50.241    1080317036      603871          701 担保品卖出  300             21.9600         已成            
09:30:50.424    1100313835      603010          701 担保品卖出  1700            14.2600         已成            
09:30:50.488    1140312536      601028          701 担保品卖出  5800            10.5500         部撤            
09:30:50.762    1160316535      603661          701 担保品卖出  700             52.6500         已撤            
09:30:50.819    1000315236      601965          701 担保品卖出  800             8.8900          已撤            
09:30:50.869    1020313937      000088          701 担保品卖出  13300           5.7500          已撤            
09:30:51.014    1040315237      600812          701 担保品卖出  3800            12.2000         已成            
09:30:51.071    1060314636      600529          701 担保品卖出  1400            51.4400         已撤            
09:30:51.072    1080317037      600291          701 担保品卖出  11000           9.2400          已撤            
09:30:51.546    1100313836      002050          701 担保品卖出  700             22.2800         已成            
09:30:51.555    1120316837      603855          701 担保品卖出  5400            16.0100         已成            
09:30:51.614    1140312537      600475          701 担保品卖出  500             12.3400         部撤            
09:30:51.619    1160316536      002123          701 担保品卖出  1400            20.1700         已撤            
09:30:51.856    1180313838      300657          701 担保品卖出  6300            21.0500         已成            
09:30:51.928    1000315237      603185          701 担保品卖出  600             44.0600         已成            
09:30:52.067    1040315238      002705          701 担保品卖出  700             36.2600         已撤            
09:30:52.250    1060314637      002829          701 担保品卖出  2600            29.5400         部撤            
09:30:52.362    1100313837      300326          701 担保品卖出  3100            28.9200         已成            
09:30:52.401    1140312538      002773          701 担保品卖出  100             45.0100         已成            
09:30:52.437    1160316537      300331          701 担保品卖出  1100            30.5600         已撤            
09:30:52.512    1180313839      002783          701 担保品卖出  700             9.5600          已撤            
09:30:52.592    1020313939      300755          701 担保品卖出  100             28.7900         已成            
09:30:52.592    1040315239      002891          701 担保品卖出  100             41.5700         已成            
09:30:53.511    1060314638      601028          701 担保品卖出  10800           10.5400         部撤            
09:30:53.818    1080317039      000009          701 担保品卖出  31800           8.0000          已成            
09:30:53.958    1140312539      000403          701 担保品卖出  2800            76.5900         已成            
09:30:53.968    1000315239      600861          701 担保品卖出  3700            13.8300         已撤            
09:30:53.968    1180313840      600761          701 担保品卖出  100             9.5400          已撤            
09:30:54.513    1020313940      002050          701 担保品卖出  2500            22.3000         已撤            
09:30:54.927    1040315240      603508          701 担保品卖出  300             34.3900         已撤            
09:30:54.996    1080317040      603185          701 担保品卖出  1500            44.0100         已成            
09:30:55.298    1100313839      002611          701 担保品卖出  4200            4.4700          部撤            
09:30:55.420    1120316840      002880          701 担保品卖出  100             64.2700         已撤            
09:30:55.420    1140312540      002824          701 担保品卖出  1800            27.1200         部撤            
09:30:55.421    1160316539      002829          701 担保品卖出  2600            29.6200         已撤            
09:30:55.442    1020313941      002541          701 担保品卖出  1000            26.8500         已撤            
09:30:55.442    1040315241      300526          701 担保品卖出  100             130.5800        已撤            
09:30:55.450    1060314640      300390          701 担保品卖出  3800            13.9400         已成            
09:30:55.497    1080317041      002891          701 担保品卖出  200             41.5800         已成            
09:30:55.534    1100313840      300673          701 担保品卖出  900             39.4600         已成            
09:30:55.630    1120316841      300486          701 担保品卖出  1600            19.8900         已撤            
09:30:55.675    1160316540      300598          701 担保品卖出  800             182.4300        已撤            
09:30:55.685    1180313842      300259          701 担保品卖出  6300            5.9700          已成            
09:30:55.715    1000315241      300632          701 担保品卖出  300             17.7400         已成            
09:30:56.787    1060314641      000403          701 担保品卖出  1200            76.4400         已成            
09:30:56.799    1080317042      000088          701 担保品卖出  13300           5.7300          已成            
09:30:57.356    1100313841      002123          701 担保品卖出  4400            20.1000         已成            
09:30:57.374    1120316842      601965          701 担保品卖出  800             8.8700          已撤            
09:30:57.718    1180313843      000931          701 担保品卖出  9100            11.5000         已成            
09:30:57.985    1020313943      300526          701 担保品卖出  100             130.1400        已成            
09:30:58.088    1040315243      600861          701 担保品卖出  400             13.8100         已成            
09:30:58.088    1060314642      603185          701 担保品卖出  300             43.9600         已成            
09:30:58.123    1080317043      300331          701 担保品卖出  1100            30.5200         已成            
09:30:58.314    1120316843      002821          701 担保品卖出  100             241.4100        已撤            
09:30:58.378    1140312543      002829          701 担保品卖出  100             29.5000         已成            
09:30:58.379    1160316542      002683          701 担保品卖出  2300            36.7600         已撤            
09:30:58.428    1180313844      002891          701 担保品卖出  300             41.5200         已成            
09:30:58.897    1020313944      300673          701 担保品卖出  800             39.5200         已撤            
09:30:59.069    1040315244      603707          701 担保品卖出  100             61.0700         已成            
09:30:59.944    1060314643      601028          701 担保品卖出  4500            10.5300         已撤            
09:30:59.969    1100313843      000403          701 担保品卖出  2500            76.4300         已撤            
09:31:00.164    1120316844      002287          701 担保品卖出  1200            20.6100         已撤            
09:31:00.195    1140312544      600861          701 担保品卖出  400             13.8100         已成            
09:31:00.338    1160316543      600812          701 担保品卖出  4600            12.2100         已成            
09:31:00.710    1180313845      603326          701 担保品卖出  400             19.1200         已成            
09:31:00.820    1020313945      000902          701 担保品卖出  2000            8.8200          已成            
09:31:01.020    1040315245      002123          701 担保品卖出  300             20.1400         已成            
09:31:01.245    1060314644      002783          701 担保品卖出  700             9.5500          已撤            
09:31:01.323    1080317045      300331          701 担保品卖出  800             30.5200         已撤            
09:31:01.408    1100313844      300486          701 担保品卖出  1600            19.8800         已撤            
09:31:01.490    1120316845      300149          701 担保品卖出  1400            18.6900         已成            
09:31:01.566    1160316544      002946          701 担保品卖出  3000            17.2600         已成            
09:31:01.566    1180313846      002840          701 担保品卖出  3000            17.5900         已撤            
09:31:01.720    1020313946      300113          701 担保品卖出  1400            26.2500         已成            
09:31:01.851    1060314645      300673          701 担保品卖出  100             39.4900         已成            
09:31:02.059    1080317046      600438          701 担保品卖出  15500           16.6300         已成            
09:31:02.116    1100313845      601028          701 担保品卖出  11700           10.5100         已成            
09:31:03.008    1120316846      600861          701 担保品卖出  1500            13.8100         已成            
09:31:55.853    1040315261      603737          700 担保品买入  600             127.1100        部撤            
09:31:55.917    1060314660      603466          700 担保品买入  3200            17.9700         已撤            
09:31:55.917    1080317061      603899          700 担保品买入  6500            53.1800         已撤            
09:31:56.464    1120316861      000011          700 担保品买入  25400           14.8600         部撤            
09:31:56.767    1140312561      603680          700 担保品买入  1500            12.3000         已成            
09:31:56.951    1160316560      603506          700 担保品买入  2200            29.9700         已撤            
09:31:57.021    1180313862      002008          700 担保品买入  6000            32.9700         已成            
09:31:57.121    1000315261      000636          700 担保品买入  1100            30.2700         已成            
09:31:57.122    1020313962      002079          700 担保品买入  33700           12.4300         已撤            
09:31:57.122    1040315262      002044          700 担保品买入  29500           13.5400         已成            
09:31:57.135    1080317062      002045          700 担保品买入  1200            10.1000         已成            
09:31:57.136    1100313861      000818          700 担保品买入  1000            23.6500         已成            
09:31:57.146    1120316862      002084          700 担保品买入  7300            9.1100          已成            
09:31:57.208    1140312562      002168          700 担保品买入  10400           8.9900          已成            
09:31:57.236    1160316561      002238          700 担保品买入  2400            7.1400          已撤            
09:31:57.237    1180313863      002292          700 担保品买入  22300           8.1600          已成            
09:31:57.258    1000315262      002258          700 担保品买入  6300            17.5700         已成            
09:31:57.271    1020313963      603129          700 担保品买入  2400            67.2200         已成            
09:31:57.316    1040315263      002158          700 担保品买入  4800            12.9000         部撤            
09:31:57.367    1060314662      002428          700 担保品买入  2300            11.4600         已成            
09:31:57.465    1080317063      002338          700 担保品买入  8400            27.6400         部撤            
09:31:57.473    1120316863      300260          700 担保品买入  2400            19.4900         已成            
09:31:57.488    1160316562      002385          700 担保品买入  42700           8.9600          已成            
09:31:57.537    1180313864      002913          700 担保品买入  200             58.0800         已成            
09:31:57.586    1000315263      002399          700 担保品买入  3000            24.8700         已成            
09:31:57.695    1040315264      000959          700 担保品买入  11100           4.4100          已撤            
09:31:57.728    1060314663      603986          700 担保品买入  3200            238.2900        已成            
09:31:57.791    1100313863      603881          700 担保品买入  300             103.6900        已成            
09:31:58.101    1160316563      603218          700 担保品买入  1400            17.3100         已成            
09:31:58.747    1020313965      002707          700 担保品买入  11500           7.2400          已撤            
09:31:58.747    1040315265      002467          700 担保品买入  29000           7.3900          已撤            
09:31:58.785    1060314664      300261          700 担保品买入  9500            5.9100          已成            
09:31:58.806    1080317065      002572          700 担保品买入  1700            22.8100         已成            
09:31:58.807    1100313864      002614          700 担保品买入  1600            9.7200          已成            
09:31:58.840    1140312565      300207          700 担保品买入  17000           19.0900         已成            
09:31:58.858    1160316564      300063          700 担保品买入  56800           6.7700          已成            
09:31:58.873    1180313866      300168          700 担保品买入  3400            23.4500         已成            
09:31:58.874    1000315265      002508          700 担保品买入  3600            32.3100         已成            
09:31:59.232    1060314665      600511          701 担保品卖出  18100           47.9500         已成            
09:31:59.232    1080317066      600547          700 担保品买入  1300            36.6100         已成            
09:31:59.341    1120316866      300081          700 担保品买入  1500            8.8900          已成            
09:31:59.369    1140312566      300171          700 担保品买入  5700            15.9500         已成            
09:31:59.381    1160316565      300203          700 担保品买入  6000            18.7400         已撤            
09:31:59.478    1180313867      603899          700 担保品买入  1000            53.2400         已成            
09:31:59.481    1000315266      300662          700 担保品买入  700             41.4000         已撤            
09:31:59.504    1020313967      300632          700 担保品买入  1600            17.5100         已撤            
09:31:59.595    1040315267      300573          700 担保品买入  300             143.3700        已撤            
09:31:59.596    1060314666      300677          700 担保品买入  500             117.2400        已撤            
09:31:59.604    1080317067      600600          700 担保品买入  800             70.8100         已成            
09:31:59.604    1100313866      600699          700 担保品买入  9700            22.7200         已成            
09:31:59.611    1120316867      300617          700 担保品买入  600             33.6800         已撤            
09:31:59.612    1140312567      300598          700 担保品买入  200             182.4600        已成            
09:31:59.624    1180313868      300369          700 担保品买入  1700            21.9600         已成            
09:31:59.625    1000315267      002938          700 担保品买入  2500            51.1300         已成            
09:31:59.666    1020313968      603718          700 担保品买入  3400            19.2400         已成            
09:31:59.667    1060314667      603825          700 担保品买入  2900            31.3400         已成            
09:31:59.669    1040315268      600197          700 担保品买入  22200           20.0100         部撤            
09:31:59.670    1080317068      601606          700 担保品买入  13700           12.7800         部撤            
09:31:59.692    1120316868      300418          700 担保品买入  4100            24.0700         已成            
09:31:59.733    1140312568      601958          700 担保品买入  200             6.1200          已成            
09:31:59.815    1000315268      300671          700 担保品买入  1800            27.7600         已成            
09:31:59.841    1040315269      300454          700 担保品买入  200             189.1600        已撤            
09:31:59.841    1060314668      300548          700 担保品买入  300             57.6300         已撤            
09:31:59.859    1080317069      600984          700 担保品买入  900             22.5900         已撤            
09:31:59.859    1100313868      603069          700 担保品买入  5800            14.3500         已撤            
09:31:59.860    1120316869      603466          700 担保品买入  1300            17.9900         已撤            
09:31:59.861    1140312569      603229          700 担保品买入  400             50.1900         已成            
09:31:59.881    1160316568      300408          700 担保品买入  9800            25.7600         已成            
09:31:59.891    1180313870      300393          700 担保品买入  17000           6.5400          已成            
09:31:59.892    1000315269      002902          700 担保品买入  700             19.1500         已撤            
09:31:59.916    1020313970      300566          700 担保品买入  500             27.9500         已成            
09:31:59.928    1040315270      002734          700 担保品买入  1300            14.9700         已撤            
09:31:59.997    1100313869      300315          700 担保品买入  15800           7.2600          已撤            
09:31:59.998    1120316870      300458          700 担保品买入  3200            35.8200         已成            
09:32:00.001    1140312570      002947          700 担保品买入  1400            59.2200         已成            
09:32:00.061    1160316569      300496          700 担保品买入  500             69.2600         已成            
09:32:00.106    1000315270      603258          700 担保品买入  500             49.3200         已成            
09:32:00.107    1020313971      002928          700 担保品买入  3000            15.1500         已成            
09:32:00.109    1040315271      002918          700 担保品买入  4600            30.6100         已成            
09:32:00.118    1060314670      002891          700 担保品买入  900             41.1900         已撤            
09:32:00.128    1120316871      300020          700 担保品买入  12700           11.3900         部撤            
09:32:00.168    1160316570      600346          700 担保品买入  400             13.6800         已成            
09:32:00.169    1180313872      000417          700 担保品买入  36700           5.6800          已成            
09:32:00.237    1000315271      603283          700 担保品买入  300             54.8300         已成            
09:32:00.278    1060314671      000636          700 担保品买入  500             30.2400         已成            
09:32:00.358    1080317072      603031          700 担保品买入  100             39.2600         已成            
09:32:00.444    1100313871      002292          700 担保品买入  22300           8.1600          部撤            
09:32:00.496    1120316872      002240          700 担保品买入  15600           12.5600         已成            
09:32:00.538    1140312572      002385          700 担保品买入  52200           8.9600          已成            
09:32:00.675    1060314672      000959          700 担保品买入  7700            4.4200          已成            
09:32:00.737    1100313872      002044          700 担保品买入  9000            13.5400         已成            
09:32:00.756    1120316873      000913          700 担保品买入  1400            13.1200         已成            
09:32:00.840    1180313874      000923          700 担保品买入  600             12.9200         已成            
