时间            委托编号        成交编号        证券代码        交易业务        成交数量        成交价格        委托状态        汇总成交        汇总撤单        
09:19:50        1020306301      WTD:1690500000  601818          700 担保品买入  -100            3.6000          已撤            0               0               
09:30:17        1080309408      0103000000797609 002475          701 担保品卖出  70              45.7900         部分成交        0               0               
09:30:17        1080309408      0103000000797611 002475          701 担保品卖出  10              45.7500         已成            0               0               
09:30:17        1040307608      0102000000823172 000797          701 担保品卖出  1               4.0800          已成            0               0               
09:30:17        1140305009      391403          600126          701 担保品卖出  90              10.2800         已成            0               0               
09:30:32        1160308910      449946          600804          700 担保品买入  13200           8.5900          部分成交        0               0               
09:30:32        1160308910      449947          600804          700 担保品买入  8800            8.5900          部分成交        0               0               
09:30:32        1160308910      449948          600804          700 担保品买入  1500            8.5900          部分成交        0               0               
09:30:32        1160308910      450323          600804          700 担保品买入  4800            8.5900          已成            0               0               
09:30:32        1000307610      450530          600197          700 担保品买入  4100            17.8900         部分成交        0               0               
09:30:32        1140305011      0101000000955807 300019          701 担保品卖出  800             13.1000         部分成交        0               0               
09:30:32        1160308911      0101000000955835 300019          701 担保品卖出  3500            13.0700         部分成交        0               0               
09:30:32        1140305011      0101000000955809 300019          701 担保品卖出  900             13.0900         部分成交        0               0               
09:30:32        1160308911      0101000000955837 300019          701 担保品卖出  5700            13.0700         已成            0               0               
09:30:32        1140305011      0101000000955811 300019          701 担保品卖出  7500            13.0700         已成            0               0               
09:30:32        1080309410      452257          603855          701 担保品卖出  100             15.5600         部分成交        0               0               
09:30:32        1100306209      452259          603855          701 担保品卖出  700             15.5600         部分成交        0               0               
09:30:33        1020306311      0101000000956378 000651          701 担保品卖出  600             57.4100         已成            0               0               
09:30:32        1080309410      452258          603855          701 担保品卖出  900             15.5600         已成            0               0               
09:30:32        1100306209      452260          603855          701 担保品卖出  300             15.5500         已成            0               0               
09:30:33        1060306611      0101000000959174 002294          701 担保品卖出  1000            26.1600         部分成交        0               0               
09:30:33        1060306611      0101000000959176 002294          701 担保品卖出  800             26.1600         部分成交        0               0               
09:30:33        1060306611      0101000000959178 002294          701 担保品卖出  1500            26.1600         已成            0               0               
09:30:33        1000307613      0103000000901559 002666          701 担保品卖出  13500           7.2500          已成            0               0               
09:30:33        1060306612      0102000000927232 002123          701 担保品卖出  3500            19.6800         部分成交        0               0               
09:30:33        1060306612      0102000000927234 002123          701 担保品卖出  100             19.6800         部分成交        0               0               
09:30:33        1060306612      0102000000927275 002123          701 担保品卖出  1600            19.6800         已成            0               0               
09:30:33        1120309313      0102000000927361 002324          701 担保品卖出  4300            14.9800         已成            0               0               
09:30:33        1140305014      0101000000961217 002100          701 担保品卖出  2500            15.4900         部分成交        0               0               
09:30:33        1140305014      0101000000961219 002100          701 担保品卖出  400             15.4900         部分成交        0               0               
09:30:33        1140305014      0101000000961221 002100          701 担保品卖出  100             15.4800         部分成交        0               0               
09:30:33        1140305014      0101000000961223 002100          701 担保品卖出  100             15.4700         部分成交        0               0               
09:30:33        1140305014      0101000000961225 002100          701 担保品卖出  400             15.4700         部分成交        0               0               
09:30:33        1140305014      0101000000961227 002100          701 担保品卖出  300             15.4700         已成            0               0               
09:30:33        1060306609      455821          603811          700 担保品买入  1000            27.9700         部分成交        0               0               
09:30:33        1060306609      456025          603811          700 担保品买入  300             27.9700         部分成交        0               0               
09:30:33        1000307614      0102000000928560 002123          701 担保品卖出  1000            19.6800         部分成交        0               0               
09:30:33        1180306213      456111          603113          701 担保品卖出  600             12.2600         部分成交        0               0               
09:30:33        1180306213      456128          603113          701 担保品卖出  2300            12.2600         已成            0               0               
09:30:33        1000307614      0102000000928799 002123          701 担保品卖出  500             19.6800         部分成交        0               0               
09:30:33        1000307614      0102000000928911 002123          701 担保品卖出  2400            19.6800         部分成交        0               0               
09:30:33        1000307614      0102000000928932 002123          701 担保品卖出  600             19.6800         部分成交        0               0               
09:30:33        1000307614      0102000000929030 002123          701 担保品卖出  100             19.6800         部分成交        0               0               
09:30:33        1080309414      0103000000903860 002299          701 担保品卖出  100             27.4200         部分成交        0               0               
09:30:33        1100306213      0102000000929094 002324          701 担保品卖出  4000            14.9800         部分成交        0               0               
09:30:33        1080309414      0103000000903862 002299          701 担保品卖出  200             27.4200         部分成交        0               0               
09:30:33        1080309414      0103000000903864 002299          701 担保品卖出  300             27.4200         已成            0               0               
09:30:33        1100306213      0102000000929096 002324          701 担保品卖出  300             14.9800         已成            0               0               
09:30:33        1120309314      0104000000925466 002402          701 担保品卖出  9800            16.4000         已成            0               0               
09:30:33        1020306314      457128          603013          701 担保品卖出  400             15.3000         已成            0               0               
09:30:34        1040307612      0104000000928078 000301          701 担保品卖出  8900            5.8200          已成            0               0               
09:30:34        1080309413      458232          603358          701 担保品卖出  1300            18.9900         部分成交        0               0               
09:30:34        1180306214      458458          603626          701 担保品卖出  2600            11.8100         已成            0               0               
09:30:34        1000307614      0102000000933418 002123          701 担保品卖出  600             19.6800         已成            0               0               
09:30:34        1040307610      0103000000908452 002465          700 担保品买入  29500           13.1900         已成            0               0               
09:30:34        1160308915      458723          600596          701 担保品卖出  200             8.6000          部分成交        0               0               
09:30:34        1160308913      459695          600459          701 担保品卖出  4300            28.1300         部分成交        0               0               
09:30:34        1060306614      0102000000936676 002749          701 担保品卖出  300             13.4400         部分成交        0               0               
09:30:34        1160308913      460808          600459          701 担保品卖出  1700            28.1300         已成            0               0               
09:30:34        1140305015      461038          603185          701 担保品卖出  200             43.7700         部分成交        0               0               
09:30:34        1140305015      461615          603185          701 担保品卖出  800             43.7700         已成            0               0               
09:30:34        1160308915      461954          600596          701 担保品卖出  1000            8.6000          部分成交        0               0               
09:30:34        1180306216      461617          603185          701 担保品卖出  200             43.7700         部分成交        0               0               
09:30:35        1080309411      462276          603127          701 担保品卖出  100             91.9000         部分成交        0               0               
09:30:35        1100306210      462278          603127          701 担保品卖出  400             91.9000         已成            0               0               
09:30:35        1080309411      462277          603127          701 担保品卖出  200             91.9000         已成            0               0               
09:30:36        1080309415      0102000000944173 300381          701 担保品卖出  3800            14.9900         部分成交        0               0               
09:30:36        1180306216      465963          603185          701 担保品卖出  700             43.7700         已成            0               0               
09:30:36        1160308915      467281          600596          701 担保品卖出  100             8.6000          部分成交        0               0               
09:30:36        1160308915      469106          600596          701 担保品卖出  500             8.6000          已成            0               0               
09:30:37        1060306614      0102000000950323 002749          701 担保品卖出  1600            13.4400         部分成交        0               0               
09:30:37        1060306614      0102000000950360 002749          701 担保品卖出  1100            13.4400         部分成交        0               0               
09:30:37        1060306614      0102000000950387 002749          701 担保品卖出  1000            13.4400         部分成交        0               0               
09:30:37        1060306614      0102000000950944 002749          701 担保品卖出  200             13.4400         部分成交        0               0               
09:30:37        1060306614      0102000000951209 002749          701 担保品卖出  1900            13.4400         部分成交        0               0               
09:30:37        1060306614      0102000000952608 002749          701 担保品卖出  300             13.4400         部分成交        0               0               
09:30:37        1060306614      0102000000953472 002749          701 担保品卖出  1600            13.4400         部分成交        0               0               
09:30:38        1140305010      474931          600132          701 担保品卖出  400             65.4800         已成            0               0               
09:30:38        1060306614      0102000000961757 002749          701 担保品卖出  900             13.4400         部分成交        0               0               
09:30:39        1140305022      0102000000965453 002075          701 担保品卖出  9200            14.3700         已成            0               0               
09:30:39        1060306622      0102000000966028 002324          701 担保品卖出  400             14.9700         部分成交        0               0               
09:30:39        1080309416      0102000000966182 002853          701 担保品卖出  900             22.5900         已成            0               0               
09:30:39        1040307623      0104000000959700 000100          701 担保品卖出  2400            6.2100          部分成交        0               0               
09:30:39        1160308917      480436          603990          701 担保品卖出  1500            52.6400         部分成交        0               0               
09:30:39        1100306222      0103000000943316 000823          701 担保品卖出  500             13.5700         已成            0               0               
09:30:39        1120309323      0103000000943318 000823          701 担保品卖出  500             13.5700         已成            0               0               
09:30:39        1040307623      0104000000960332 000100          701 担保品卖出  1000            6.2100          部分成交        0               0               
09:30:39        1040307623      0104000000960344 000100          701 担保品卖出  800             6.2100          部分成交        0               0               
09:30:39        1040307623      0104000000960439 000100          701 担保品卖出  42700           6.2100          部分成交        0               0               
09:30:39        1040307623      0104000000960479 000100          701 担保品卖出  1300            6.2100          部分成交        0               0               
09:30:39        1040307623      0104000000960501 000100          701 担保品卖出  3900            6.2100          部分成交        0               0               
