时间            委托编号        证券代码        交易业务        委托数量        委托价格        委托状态        
09:30:48.857    1140305032      300677          701 担保品卖出  600             114.9900        已撤            
09:30:48.857    1160308932      300363          701 担保品卖出  600             30.1500         已成            
09:30:48.857    1180306233      300363          701 担保品卖出  600             30.1500         已成            
09:30:49.166    1000307632      002783          701 担保品卖出  600             9.8900          已撤            
09:30:49.725    1120309332      002603          701 担保品卖出  3900            32.1200         已成            
09:30:49.725    1140305033      002603          701 担保品卖出  3900            32.1200         已成            
09:30:49.725    1160308933      300219          701 担保品卖出  400             9.5600          已撤            
09:30:49.835    1000307633      300636          701 担保品卖出  500             39.3600         已撤            
09:30:49.835    1020306333      300019          701 担保品卖出  8600            13.1300         已撤            
09:30:49.835    1040307633      300019          701 担保品卖出  9000            13.1300         已撤            
09:30:49.835    1060306632      300035          701 担保品卖出  4000            9.7900          已成            
09:30:49.835    1080309433      300149          701 担保品卖出  5200            18.3900         已撤            
09:30:49.835    1180306234      300636          701 担保品卖出  500             39.3600         已撤            
09:30:49.905    1100306232      300149          701 担保品卖出  5200            18.3900         已撤            
09:30:49.905    1120309333      300087          701 担保品卖出  1800            13.6700         已成            
09:30:49.978    1140305034      300489          701 担保品卖出  100             43.9000         已成            
09:30:50.008    1160308934      600305          701 担保品卖出  2300            18.5100         已撤            
09:30:50.134    1000307634      603113          701 担保品卖出  100             12.2400         已撤            
09:30:50.134    1180306235      600363          701 担保品卖出  100             14.2900         已撤            
09:30:50.284    1020306334      603116          701 担保品卖出  2200            7.2200          已撤            
09:30:50.284    1040307634      603116          701 担保品卖出  2200            7.2200          已撤            
09:30:50.322    1060306633      603113          701 担保品卖出  100             12.2400         已撤            
09:30:50.409    1080309434      300463          701 担保品卖出  900             56.6400         已成            
09:30:50.409    1100306233      300463          701 担保品卖出  900             56.6400         已成            
09:30:50.511    1000307635      300575          701 担保品卖出  1100            38.1400         已成            
09:30:50.511    1160308935      300575          701 担保品卖出  1100            38.1400         已成            
09:30:50.511    1180306236      002251          701 担保品卖出  4100            12.4800         已撤            
09:30:50.563    1020306335      000708          701 担保品卖出  2100            17.3600         已撤            
09:30:50.790    1140305036      002212          701 担保品卖出  200             26.2200         已撤            
09:30:51.104    1020306336      300657          701 担保品卖出  5200            20.0600         已成            
09:30:51.163    1060306635      300677          701 担保品卖出  600             114.9900        已撤            
09:30:51.163    1080309436      300677          701 担保品卖出  600             114.9900        已撤            
09:30:51.266    1000307637      000910          701 担保品卖出  11100           16.3700         部撤            
09:30:51.266    1160308937      002034          701 担保品卖出  200             17.7300         已成            
09:30:51.266    1180306238      002034          701 担保品卖出  200             17.7300         已成            
09:30:51.289    1020306337      000910          701 担保品卖出  11100           16.3700         已撤            
09:30:51.387    1080309437      300760          701 担保品卖出  100             298.9400        已成            
09:30:51.387    1100306236      300760          701 担保品卖出  100             298.9400        已成            
09:30:51.387    1120309337      300702          701 担保品卖出  100             106.2400        已撤            
09:30:51.415    1140305038      002832          701 担保品卖出  400             15.3100         已撤            
09:30:51.534    1160308938      300149          701 担保品卖出  100             18.4100         已撤            
09:30:51.535    1180306239      002541          701 担保品卖出  3000            26.1800         已撤            
09:30:51.553    1000307638      300702          701 担保品卖出  100             106.2400        已撤            
09:30:51.558    1020306338      002832          701 担保品卖出  400             15.3100         已撤            
09:30:52.389    1000307639      300595          701 担保品卖出  400             63.3800         已撤            
09:30:52.389    1180306240      300298          701 担保品卖出  1000            31.8500         已撤            
09:30:52.502    1020306339      300244          701 担保品卖出  400             34.9400         已成            
09:30:52.520    1040307639      300298          701 担保品卖出  1000            31.8500         已撤            
09:30:52.520    1060306638      300595          701 担保品卖出  400             63.3800         已撤            
09:30:52.566    1080309439      300244          701 担保品卖出  400             34.9400         已成            
09:30:52.892    1140305040      300636          701 担保品卖出  100             39.3500         已撤            
09:30:53.127    1160308940      601028          701 担保品卖出  2500            9.7900          已撤            
09:30:53.127    1180306241      601028          701 担保品卖出  2500            9.7900          已撤            
09:30:53.334    1000307640      603031          701 担保品卖出  100             36.3100         已撤            
09:30:53.334    1020306340      603116          701 担保品卖出  3300            7.2100          已撤            
09:30:53.334    1040307640      603116          701 担保品卖出  3300            7.2100          已撤            
09:30:53.334    1060306639      603113          701 担保品卖出  1500            12.2300         已撤            
09:30:53.334    1080309440      603113          701 担保品卖出  1500            12.2300         已撤            
09:30:53.525    1100306239      603712          701 担保品卖出  800             36.1200         已撤            
09:30:53.525    1120309340      603712          701 担保品卖出  800             36.1200         已撤            
09:30:53.525    1140305041      000710          701 担保品卖出  200             65.2400         已成            
09:30:53.525    1160308941      000710          701 担保品卖出  200             65.2400         已成            
09:30:53.562    1000307641      000736          701 担保品卖出  3800            6.9400          已撤            
09:30:53.562    1180306242      000736          701 担保品卖出  3800            6.9400          已撤            
09:30:53.639    1040307641      000910          701 担保品卖出  1700            16.3500         已成            
09:30:53.645    1060306640      002075          701 担保品卖出  6300            14.3500         已成            
09:30:53.832    1080309441      002084          701 担保品卖出  2100            9.3500          已撤            
09:30:53.832    1100306240      002084          701 担保品卖出  2100            9.3500          已撤            
09:30:54.056    1120309341      603116          701 担保品卖出  2200            7.2100          已撤            
09:30:54.057    1140305042      603116          701 担保品卖出  2200            7.2100          已撤            
09:30:54.212    1000307642      603987          701 担保品卖出  3000            15.2700         已成            
09:30:54.212    1060306641      002603          701 担保品卖出  9100            32.0800         已成            
09:30:54.212    1080309442      002603          701 担保品卖出  9100            32.0800         已成            
09:30:54.212    1160308942      600480          701 担保品卖出  600             11.0700         已撤            
09:30:54.212    1180306243      603987          701 担保品卖出  3000            15.2700         已成            
09:30:54.314    1100306241      002937          701 担保品卖出  200             14.8500         已成            
09:30:54.543    1120309342      300677          701 担保品卖出  2100            114.5200        已撤            
09:30:54.660    1100306242      002832          701 担保品卖出  1100            15.3200         已撤            
09:30:54.660    1120309343      002832          701 担保品卖出  1100            15.3200         已撤            
09:30:54.660    1140305044      002706          701 担保品卖出  4900            15.3700         已撤            
09:30:54.663    1160308944      002706          701 担保品卖出  4900            15.3700         已撤            
09:30:54.682    1020306344      300390          701 担保品卖出  3200            14.0700         已成            
09:30:54.682    1060306643      300702          701 担保品卖出  600             106.1900        已撤            
09:30:54.708    1040307644      300390          701 担保品卖出  3200            14.0700         已成            
09:30:54.715    1080309444      300244          701 担保品卖出  500             34.9500         已成            
09:30:54.715    1100306243      300702          701 担保品卖出  300             106.1900        已撤            
09:30:54.715    1120309344      300244          701 担保品卖出  500             34.9500         已成            
09:30:54.747    1140305045      300423          701 担保品卖出  800             12.7400         已撤            
09:30:54.747    1160308945      300463          701 担保品卖出  600             56.7800         已撤            
09:30:54.747    1180306246      300463          701 担保品卖出  600             56.7800         已撤            
09:30:54.791    1000307645      300635          701 担保品卖出  700             31.3400         已撤            
09:30:55.065    1020306345      002258          701 担保品卖出  1400            17.4000         已撤            
09:30:55.065    1040307645      002258          701 担保品卖出  1400            17.4000         已撤            
09:30:55.065    1120309345      603856          701 担保品卖出  4600            15.1200         已撤            
09:30:55.065    1140305046      603856          701 担保品卖出  4600            15.1200         已撤            
09:30:55.106    1000307646      002084          701 担保品卖出  4000            9.3500          已撤            
09:30:55.106    1180306247      002084          701 担保品卖出  1500            9.3500          已撤            
09:30:55.150    1020306346      600278          701 担保品卖出  200             9.5300          已撤            
09:30:55.150    1040307646      603712          701 担保品卖出  600             36.1000         已撤            
09:30:55.229    1080309446      300119          701 担保品卖出  400             21.0400         已成            
09:30:55.230    1060306645      300119          701 担保品卖出  400             21.0400         已成            
09:30:55.410    1100306245      002099          701 担保品卖出  11800           7.9700          已撤            
09:30:55.579    1000307647      002603          701 担保品卖出  4800            32.1100         已成            
09:30:55.579    1020306347      002603          701 担保品卖出  4800            32.1100         已成            
09:30:55.579    1120309346      002706          701 担保品卖出  800             15.3800         已撤            
09:30:55.579    1160308947      603208          701 担保品卖出  100             115.7900        已撤            
09:30:55.579    1180306248      603208          701 担保品卖出  100             115.7900        已撤            
09:30:56.417    1100306246      300760          701 担保品卖出  100             298.4000        已成            
09:30:56.417    1120309347      300760          701 担保品卖出  100             298.4000        已成            
09:30:56.583    1040307648      000736          701 担保品卖出  3800            6.9300          部撤            
09:30:56.583    1060306647      000736          701 担保品卖出  3800            6.9300          已撤            
09:30:56.583    1080309448      002585          701 担保品卖出  2700            5.5900          已撤            
09:30:56.583    1100306247      002603          701 担保品卖出  10500           32.1600         已成            
09:30:56.583    1160308948      300463          701 担保品卖出  400             56.6300         已成            
09:30:56.583    1180306249      300463          701 担保品卖出  400             56.6300         已成            
09:30:56.586    1120309348      002079          701 担保品卖出  28400           13.3500         已撤            
09:30:56.603    1000307649      300709          701 担保品卖出  100             93.5200         已撤            
09:30:56.603    1180306250      300119          701 担保品卖出  4600            21.0600         已撤            
09:30:56.743    1020306349      300760          701 担保品卖出  200             298.6000        已成            
09:30:56.743    1040307649      300691          701 担保品卖出  500             15.8000         已撤            
09:30:56.743    1060306648      300709          701 担保品卖出  100             93.5200         已撤            
09:30:56.743    1080309449      300363          701 担保品卖出  800             30.1500         已成            
09:30:56.743    1100306248      300363          701 担保品卖出  800             30.1500         已成            
09:30:56.743    1120309349      300760          701 担保品卖出  200             298.6000        已成            
09:30:56.743    1140305050      300463          701 担保品卖出  400             56.6300         已成            
09:30:56.743    1160308950      300463          701 担保品卖出  400             56.6300         已成            
09:30:56.743    1180306251      300624          701 担保品卖出  200             68.0800         已撤            
09:30:56.749    1000307650      300624          701 担保品卖出  200             68.0800         已撤            
09:30:56.749    1020306350      603833          701 担保品卖出  100             118.2800        已撤            
09:30:56.749    1040307650      603833          701 担保品卖出  100             118.2800        已撤            
09:30:56.749    1060306649      300390          701 担保品卖出  1500            14.0600         已成            
09:30:56.749    1080309450      300390          701 担保品卖出  1500            14.0600         已成            
09:30:56.994    1020306351      300624          701 担保品卖出  600             68.0100         已撤            
09:30:56.994    1060306650      000736          701 担保品卖出  2400            6.9300          已成            
09:30:56.994    1080309451      000736          701 担保品卖出  2400            6.9300          已成            
09:30:56.994    1100306249      603208          701 担保品卖出  1900            115.5000        已撤            
09:30:56.994    1180306252      002697          701 担保品卖出  2700            11.3200         已撤            
09:30:56.999    1000307651      300624          701 担保品卖出  600             68.0100         已撤            
09:30:56.999    1120309350      300760          701 担保品卖出  100             298.6200        已成            
09:30:56.999    1140305051      300760          701 担保品卖出  100             298.6200        已成            
09:30:56.999    1160308951      002039          701 担保品卖出  4400            16.1200         已撤            
09:30:57.007    1040307651      603055          701 担保品卖出  2100            7.7900          已撤            
09:30:57.092    1120309351      603833          701 担保品卖出  100             118.2600        已撤            
09:30:57.092    1140305052      603707          701 担保品卖出  700             61.9300         已撤            
09:30:57.097    1100306250      603833          701 担保品卖出  100             118.2600        已撤            
09:30:57.227    1000307652      603208          701 担保品卖出  1200            115.4900        已撤            
09:30:57.227    1020306352      603337          701 担保品卖出  100             19.3700         已撤            
09:30:57.227    1040307652      603060          701 担保品卖出  600             18.5800         已撤            
09:30:57.227    1060306651      603060          701 担保品卖出  600             18.5800         已撤            
09:30:57.227    1160308952      603707          701 担保品卖出  700             61.9300         已撤            
09:30:57.227    1180306253      603801          701 担保品卖出  1000            27.4400         已成            
09:30:57.439    1080309452      002039          701 担保品卖出  3700            16.1100         已撤            
09:30:57.750    1120309352      000881          701 担保品卖出  400             7.3500          已成            
09:30:57.750    1140305053      002508          701 担保品卖出  300             31.8500         已成            
09:30:57.750    1160308953      002508          701 担保品卖出  300             31.8500         已成            
09:30:58.214    1000307653      300760          701 担保品卖出  200             298.9300        已成            
09:30:58.214    1180306254      300760          701 担保品卖出  200             298.9300        已成            
09:30:58.715    1020306353      603516          701 担保品卖出  200             38.9900         已成            
09:30:58.725    1060306652      603638          701 担保品卖出  300             43.4100         已撤            
09:30:58.725    1080309453      603638          701 担保品卖出  300             43.4100         已撤            
09:30:59.265    1020306354      603833          701 担保品卖出  100             117.8200        已撤            
09:30:59.271    1000307654      603833          701 担保品卖出  100             117.8200        已撤            
09:30:59.386    1040307654      603912          701 担保品卖出  1500            23.1400         已成            
09:31:00.009    1120309354      603060          701 担保品卖出  600             18.5800         已撤            
09:31:00.009    1140305055      603060          701 担保品卖出  600             18.5800         已撤            
09:31:00.053    1060306654      603638          701 担保品卖出  700             43.3500         已撤            
09:31:00.072    1040307655      603638          701 担保品卖出  700             43.3500         已撤            
09:31:00.151    1000307656      300624          701 担保品卖出  200             67.9800         已成            
09:31:00.151    1140305056      002508          701 担保品卖出  1000            31.8400         已撤            
09:31:00.154    1020306356      300747          701 担保品卖出  100             100.9000        已成            
09:31:00.156    1040307656      300747          701 担保品卖出  100             100.9000        已成            
09:31:00.163    1120309355      002508          701 担保品卖出  1000            31.8400         已撤            
09:31:00.198    1040307657      600233          701 担保品卖出  3400            16.3400         已撤            
09:31:00.198    1060306655      300146          701 担保品卖出  7200            21.5700         已成            
09:31:00.198    1080309456      300285          701 担保品卖出  6400            31.0100         已成            
09:31:00.198    1120309356      300009          701 担保品卖出  9400            16.6900         已撤            
09:31:00.198    1180306258      300294          701 担保品卖出  1400            39.5900         已成            
09:31:00.203    1000307657      300294          701 担保品卖出  800             39.5900         部撤            
09:31:00.206    1100306255      300009          701 担保品卖出  12800           16.6900         部撤            
09:31:00.212    1020306357      600233          701 担保品卖出  3400            16.3400         已撤            
09:31:03.472    1060306656      000090          701 担保品卖出  12100           7.1000          已成            
09:31:03.571    1080309457      002275          701 担保品卖出  500             13.6500         已成            
09:31:03.721    1100306256      603060          701 担保品卖出  300             18.5700         已撤            
09:31:04.107    1140305058      002508          701 担保品卖出  1000            31.8000         已成            
09:31:04.130    1160308958      002508          701 担保品卖出  1000            31.8000         已成            
09:31:04.594    1180306259      002900          701 担保品卖出  200             11.8800         已撤            
09:31:04.710    1000307658      600233          701 担保品卖出  5700            16.3200         部撤            
09:31:04.710    1020306358      600233          701 担保品卖出  5700            16.3200         已撤            
09:31:05.761    1060306657      300633          701 担保品卖出  300             38.4300         已成            
09:31:05.761    1080309458      300633          701 担保品卖出  300             38.4300         已成            
09:31:06.013    1120309358      600511          700 担保品买入  13100           38.4500         已成            
09:31:06.013    1140305059      600511          700 担保品买入  600             38.4500         已成            
09:31:06.090    1160308959      600315          700 担保品买入  3300            49.8400         已成            
09:31:58.515    1000307684      600135          700 担保品买入  300             6.7300          已撤            
09:31:58.515    1020306384      002375          700 担保品买入  3000            10.1800         已成            
09:31:59.337    1040307684      002139          700 担保品买入  100             5.5200          已成            
09:31:59.515    1060306683      002208          700 担保品买入  30600           11.0000         已成            
09:32:00.031    1020306385      000710          700 担保品买入  300             63.2900         已撤            
09:32:00.031    1040307685      000049          700 担保品买入  1500            51.3200         已成            
09:32:00.031    1140305085      000011          700 担保品买入  14000           16.1100         已成            
09:32:00.036    1000307685      000710          700 担保品买入  300             63.2900         已撤            
09:32:00.036    1060306684      000049          700 担保品买入  1500            51.3200         已成            
09:32:00.036    1080309485      000426          700 担保品买入  9000            7.1600          已成            
09:32:00.036    1100306284      002163          700 担保品买入  16000           10.3200         已成            
09:32:00.038    1000307686      002324          700 担保品买入  1700            14.7400         已成            
09:32:00.038    1020306386      002262          700 担保品买入  6400            16.2100         已成            
09:32:00.038    1120309385      002106          700 担保品买入  2700            12.4300         已成            
09:32:00.041    1140305086      002368          700 担保品买入  100             41.6600         已成            
09:32:00.044    1060306685      002371          700 担保品买入  400             161.6100        已成            
09:32:00.044    1080309486      002371          700 担保品买入  900             161.6100        已成            
09:32:00.046    1140305087      603301          700 担保品买入  1700            46.1800         部撤            
09:32:00.047    1120309386      603301          700 担保品买入  1700            46.1800         已成            
09:32:00.050    1000307687      000936          700 担保品买入  8300            13.2400         已成            
09:32:00.060    1020306387      000936          700 担保品买入  8300            13.2400         已成            
09:32:00.062    1040307686      002324          700 担保品买入  1700            14.7400         已成            
09:32:00.066    1040307687      000990          700 担保品买入  200             12.8900         已成            
09:32:00.079    1000307688      000959          700 担保品买入  36000           4.5200          已成            
09:32:00.079    1020306388      002044          700 担保品买入  5500            13.2400         已成            
09:32:00.079    1100306286      000910          700 担保品买入  2600            16.1300         部撤            
09:32:00.079    1120309387      000910          700 担保品买入  2600            16.1300         已撤            
09:32:00.079    1140305088      603678          700 担保品买入  1100            26.7700         已成            
09:32:00.079    1160308988      603739          700 担保品买入  1900            26.7000         已成            
09:32:00.086    1180306289      000959          700 担保品买入  9100            4.5200          已成            
09:32:00.098    1060306687      002078          700 担保品买入  2800            9.7800          部撤            
09:32:00.098    1080309488      002084          700 担保品买入  9700            9.2400          已撤            
09:32:00.098    1100306287      000913          700 担保品买入  1400            11.9600         已成            
09:32:00.118    1120309388      002050          700 担保品买入  300             21.3500         已成            
09:32:00.118    1180306290      002030          700 担保品买入  6800            27.4200         部撤            
09:32:00.121    1160308989      002030          700 担保品买入  6800            27.4200         已成            
09:32:00.129    1000307689      000851          700 担保品买入  8800            8.0400          部撤            
09:32:00.131    1060306688      300725          700 担保品买入  1200            106.0400        已撤            
09:32:00.131    1080309489      300725          700 担保品买入  1200            106.0400        已撤            
09:32:00.133    1040307690      603605          700 担保品买入  1200            174.5700        已成            
09:32:00.133    1060306689      603605          700 担保品买入  1200            174.5700        已成            
09:32:00.133    1080309490      600197          700 担保品买入  7000            17.9200         已成            
09:32:00.133    1180306292      002530          700 担保品买入  2100            11.6400         已成            
09:32:00.134    1020306389      300738          700 担保品买入  1000            47.2200         已成            
09:32:00.134    1100306288      300672          700 担保品买入  200             50.1000         已成            
09:32:00.134    1140305090      300715          700 担保品买入  400             40.1600         已撤            
09:32:00.135    1080309491      002623          700 担保品买入  1600            42.7900         已成            
09:32:00.137    1140305092      300316          700 担保品买入  400             22.8900         已成            
09:32:00.139    1100306289      002402          700 担保品买入  9800            16.2000         已撤            
09:32:00.140    1100306290      300391          700 担保品买入  2400            13.0800         部撤            
09:32:00.141    1060306690      002581          700 担保品买入  6300            26.4100         部撤            
09:32:00.143    1120309389      300715          700 担保品买入  400             40.1600         已撤            
09:32:00.144    1040307691      002581          700 担保品买入  6300            26.4100         已成            
09:32:00.144    1160308991      002626          700 担保品买入  2000            25.0700         已成            
09:32:00.147    1120309391      002484          700 担保品买入  1700            9.6700          已撤            
09:32:00.151    1000307691      300396          700 担保品买入  400             26.6300         已成            
09:32:00.156    1160308992      300233          700 担保品买入  4800            31.6300         已成            
09:32:00.157    1020306391      300396          700 担保品买入  400             26.6300         已成            
09:32:03.059    1000307692      300299          700 担保品买入  19600           8.2900          已成            
09:32:03.087    1020306392      601689          700 担保品买入  900             26.8400         已成            
09:32:03.091    1040307692      300299          700 担保品买入  19600           8.2900          已成            
09:32:03.138    1060306691      300016          700 担保品买入  17500           11.4300         已成            
09:32:03.138    1080309492      300088          700 担保品买入  24900           11.1100         已成            
09:32:03.167    1100306291      300113          700 担保品买入  300             25.7700         已成            
09:32:03.167    1120309392      300381          700 担保品买入  4700            14.8500         已成            
09:32:03.167    1140305093      300381          700 担保品买入  4700            14.8500         已成            
09:32:03.167    1160308993      000049          700 担保品买入  2100            51.3200         已成            
09:32:03.174    1180306294      000049          700 担保品买入  2100            51.3200         已成            
09:32:03.233    1020306393      300207          700 担保品买入  5400            18.6300         部撤            
09:32:03.234    1000307693      300291          700 担保品买入  500             5.4200          已成            
09:32:03.285    1040307693      300393          700 担保品买入  19100           8.1300          已成            
09:32:03.324    1060306692      603538          700 担保品买入  700             53.0000         已撤            
09:32:03.420    1000307694      600676          700 担保品买入  2500            5.7600          已撤            
09:32:03.420    1020306394      603538          700 担保品买入  700             53.0000         已撤            
09:32:03.420    1040307694      600861          700 担保品买入  5700            14.8200         部撤            
09:32:03.420    1060306693      300331          700 担保品买入  700             31.2200         已成            
09:32:03.420    1080309494      002824          700 担保品买入  1500            25.3100         部撤            
09:32:03.420    1100306293      002803          700 担保品买入  3100            26.4700         已成            
09:32:03.420    1120309394      002777          700 担保品买入  300             27.8600         已成            
09:32:03.420    1140305094      603688          700 担保品买入  3700            21.3900         已撤            
09:32:03.420    1160308994      601231          700 担保品买入  10700           21.5600         已成            
09:32:03.420    1180306295      601231          700 担保品买入  10700           21.5600         已成            
09:32:03.422    1140305095      002803          700 担保品买入  3100            26.4700         已成            
09:32:03.474    1000307695      002915          700 担保品买入  200             18.4000         已成            
09:32:03.474    1160308995      002866          700 担保品买入  600             14.6500         已成            
09:32:03.475    1180306296      300341          700 担保品买入  100             8.6600          已成            
09:32:03.613    1020306395      300136          700 担保品买入  6700            49.3200         已撤            
09:32:03.613    1040307695      300136          700 担保品买入  6700            49.3200         已撤            
