时间            委托编号        证券代码        交易业务        委托数量        委托价格        委托状态        
09:15:10.128    1020298301      601818          700 担保品买入  100             3.6000          已撤            
09:30:35.193    1180298209      600055          700 担保品买入  3700            17.3200         已成            
09:30:35.594    1020298310      603990          700 担保品买入  800             47.2300         已成            
09:30:35.781    1040299610      603811          701 担保品卖出  1700            26.3300         已成            
09:30:35.781    1060298609      600503          700 担保品买入  13700           4.1500          已成            
09:30:35.781    1080301310      603886          700 担保品买入  400             17.4800         已撤            
09:30:35.804    1100298109      600909          701 担保品卖出  200             6.7100          已撤            
09:30:36.028    1140297010      603345          701 担保品卖出  200             119.9200        已成            
09:30:36.414    1000299610      600199          701 担保品卖出  900             5.7700          已成            
09:30:36.811    1060298610      603118          701 担保品卖出  600             11.8200         已撤            
09:30:37.070    1080301311      000688          701 担保品卖出  1200            18.6400         已撤            
09:30:37.070    1100298110      000526          701 担保品卖出  100             49.3900         已成            
09:30:37.070    1120301211      603818          701 担保品卖出  200             8.0600          已撤            
09:30:37.495    1000299611      002399          701 担保品卖出  1200            24.2900         已成            
09:30:37.495    1160300811      603855          701 担保品卖出  1900            16.2000         已成            
09:30:37.495    1180298211      002099          701 担保品卖出  8300            8.4400          已成            
09:30:37.566    1040299612      002035          701 担保品卖出  200             10.6500         已成            
09:30:37.595    1080301312      002063          701 担保品卖出  100             12.7600         已撤            
09:30:37.686    1100298111      000913          701 担保品卖出  200             11.1900         已成            
09:30:38.052    1120301212      603811          701 担保品卖出  900             26.3300         已成            
09:30:38.215    1020298313      603345          701 担保品卖出  800             119.9100        已撤            
09:30:38.215    1040299613      300577          701 担保品卖出  500             28.2100         已撤            
09:30:38.220    1000299612      300259          701 担保品卖出  3000            6.0300          已成            
09:30:38.327    1080301313      300691          701 担保品卖出  600             15.5900         已成            
09:30:38.386    1100298112      002666          701 担保品卖出  3100            6.8100          已成            
09:30:38.386    1120301213      002436          701 担保品卖出  1000            11.8000         已成            
09:30:38.522    1160300813      300709          701 担保品卖出  300             83.7800         已撤            
09:30:38.910    1020298314      300219          701 担保品卖出  400             9.7800          已成            
09:30:38.910    1040299614      300404          701 担保品卖出  1200            15.6700         已撤            
09:30:38.910    1060298613      002685          701 担保品卖出  2500            6.3800          已撤            
09:30:38.910    1080301314      002664          701 担保品卖出  900             14.0400         已撤            
09:30:38.912    1100298113      300326          701 担保品卖出  800             27.4100         已成            
09:30:38.971    1020298315      300363          701 担保品卖出  2100            29.4300         已撤            
09:30:38.971    1140297014      300379          701 担保品卖出  100             40.7600         已撤            
09:30:39.035    1040299615      300285          701 担保品卖出  1300            29.0300         已成            
09:30:39.472    1100298114      300709          701 担保品卖出  300             83.7800         已撤            
09:30:39.472    1120301215      300639          701 担保品卖出  300             45.7100         已成            
09:30:39.940    1140297015      600676          701 担保品卖出  1600            5.3200          已撤            
09:30:40.178    1160300815      603859          701 担保品卖出  100             33.7500         已撤            
09:30:41.145    1000299615      300215          701 担保品卖出  300             6.2600          已撤            
09:30:41.145    1020298316      603680          701 担保品卖出  3000            11.1000         已成            
09:30:41.145    1040299616      603377          701 担保品卖出  800             17.1500         已撤            
09:30:41.145    1060298615      300551          701 担保品卖出  300             16.4700         已撤            
09:30:41.145    1080301316      603363          701 担保品卖出  600             21.7600         已撤            
09:30:41.146    1140297016      603823          701 担保品卖出  3300            20.6900         已撤            
09:30:41.146    1180298216      002751          701 担保品卖出  2300            23.5100         已成            
09:30:41.148    1120301216      300363          701 担保品卖出  200             29.4400         已撤            
09:30:41.150    1000299616      300203          701 担保品卖出  4700            18.1900         已撤            
09:30:41.165    1020298317      300019          701 担保品卖出  23100           12.0100         已成            
09:30:42.045    1060298616      601137          701 担保品卖出  19600           14.2000         部撤            
09:30:42.130    1100298116      603718          701 担保品卖出  500             18.1900         已撤            
09:30:42.130    1120301217      600315          701 担保品卖出  500             47.9900         已成            
09:30:42.350    1160300817      002344          701 担保品卖出  12300           4.2400          已成            
09:30:42.350    1180298217      600248          701 担保品卖出  2300            4.6400          已撤            
09:30:42.419    1000299617      002287          701 担保品卖出  500             21.9400         已撤            
09:30:42.725    1060298617      002059          701 担保品卖出  200             4.4200          已撤            
09:30:44.188    1080301318      300227          701 担保品卖出  4400            9.7500          已成            
09:30:44.188    1100298117      002751          701 担保品卖出  1400            23.5100         已撤            
09:30:44.298    1120301218      002891          701 担保品卖出  600             40.0300         已撤            
09:30:44.531    1140297018      603855          701 担保品卖出  2700            16.1900         已成            
09:30:44.631    1180298218      603680          701 担保品卖出  2700            11.1000         已撤            
09:30:44.692    1000299618      300639          701 担保品卖出  400             45.7100         已成            
09:30:44.818    1020298319      300019          701 担保品卖出  5300            11.9800         已撤            
09:30:45.457    1040299619      601137          701 担保品卖出  100             14.1800         已撤            
09:30:45.962    1080301319      002751          701 担保品卖出  600             23.4800         部撤            
09:30:46.006    1100298118      603859          701 担保品卖出  100             33.6000         已成            
09:30:46.775    1120301219      300404          701 担保品卖出  600             15.6600         已撤            
09:30:46.856    1000299619      300384          701 担保品卖出  400             17.4300         已成            
09:30:46.856    1040299620      300639          701 担保品卖出  1200            45.7000         已成            
09:30:46.856    1140297019      300506          701 担保品卖出  400             5.3900          已成            
09:30:46.856    1180298219      300580          701 担保品卖出  3300            19.2500         已成            
09:30:47.232    1080301320      002616          701 担保品卖出  4000            11.4800         已成            
09:30:47.232    1100298119      300551          701 担保品卖出  300             16.4600         已成            
09:30:47.232    1120301220      300379          701 担保品卖出  100             40.6800         已成            
09:30:47.232    1140297020      002664          701 担保品卖出  900             14.0300         已撤            
09:30:47.232    1160300820      603377          701 担保品卖出  800             17.1200         已撤            
09:30:47.338    1180298220      300257          701 担保品卖出  2300            13.3500         已撤            
09:30:47.773    1000299620      600909          701 担保品卖出  200             6.6700          已成            
09:30:48.045    1080301321      600676          701 担保品卖出  1600            5.3000          已撤            
09:30:48.045    1100298120      603345          701 担保品卖出  300             119.3500        已撤            
09:30:48.045    1120301221      603348          701 担保品卖出  1100            18.4900         已撤            
09:30:48.045    1140297021      002751          701 担保品卖出  1200            23.4700         部撤            
09:30:48.048    1000299621      601137          701 担保品卖出  1100            14.1600         已撤            
09:30:48.048    1180298221      603118          701 担保品卖出  600             11.7800         已成            
09:30:48.581    1040299622      002183          701 担保品卖出  9200            5.3200          已成            
09:30:49.200    1060298621      603877          701 担保品卖出  100             14.6800         已撤            
09:30:49.366    1080301322      300019          701 担保品卖出  5300            11.9900         已成            
09:30:49.730    1140297022      300384          701 担保品卖出  8300            17.4300         部撤            
09:30:49.869    1160300822      603818          701 担保品卖出  200             8.0500          已撤            
09:30:49.869    1180298222      300192          701 担保品卖出  100             18.1700         已成            
09:30:50.512    1000299622      603801          701 担保品卖出  1000            25.6800         已撤            
09:30:51.179    1060298622      603345          701 担保品卖出  700             118.6600        已撤            
09:30:51.492    1080301323      002404          701 担保品卖出  3100            6.7700          已撤            
09:30:52.449    1100298122      002616          701 担保品卖出  5700            11.4600         已成            
09:30:52.553    1120301223      002664          701 担保品卖出  900             13.9900         已成            
09:30:52.746    1140297023      300404          701 担保品卖出  400             15.6100         已成            
09:30:52.818    1160300823      300677          701 担保品卖出  3700            116.9700        已成            
09:30:53.014    1000299623      002751          701 担保品卖出  400             23.4400         已撤            
09:30:53.926    1020298324      603345          701 担保品卖出  300             118.4600        部撤            
09:30:54.434    1040299624      600105          701 担保品卖出  900             4.2500          已撤            
09:30:55.090    1060298623      603883          701 担保品卖出  500             95.9300         已成            
09:30:55.090    1080301324      603855          700 担保品买入  4600            16.2200         已撤            
09:30:55.090    1100298123      603877          701 担保品卖出  100             14.6600         已成            
