时间            委托编号        证券代码        交易业务        委托数量        委托价格        委托状态        
09:15:13.216    1060302601      601818          700 担保品买入  100             3.6000          已撤            
09:30:35.714    1000303610      603960          701 担保品卖出  1000            26.4100         已撤            
09:30:35.714    1180302210      603960          701 担保品卖出  1000            26.4100         已成            
09:30:35.769    1020302310      603881          700 担保品买入  300             89.6600         已成            
09:30:35.769    1040303610      603881          700 担保品买入  300             89.6600         已成            
09:30:36.430    1060302610      002007          700 担保品买入  1600            47.1800         已成            
09:30:36.430    1080305410      002007          700 担保品买入  1600            47.1800         已成            
09:30:36.610    1160304810      600739          701 担保品卖出  1900            18.9700         已撤            
09:30:36.610    1180302211      600739          701 担保品卖出  2900            18.9700         已撤            
09:30:36.812    1080305411      000851          700 担保品买入  4000            7.9400          已撤            
09:30:36.841    1100302210      002308          701 担保品卖出  2000            7.0500          已撤            
09:30:36.890    1140301010      002251          701 担保品卖出  4100            12.3600         已撤            
09:30:37.052    1040303612      000810          700 担保品买入  700             11.2900         已撤            
09:30:37.085    1060302612      000799          700 担保品买入  2300            57.2000         已撤            
09:30:37.085    1100302211      000813          701 担保品卖出  7000            6.6300          已撤            
09:30:37.085    1120305212      600609          700 担保品买入  11500           6.0500          已撤            
09:30:37.085    1140301011      600825          700 担保品买入  3000            6.4600          已撤            
09:30:37.085    1160304812      000813          701 担保品卖出  7000            6.6300          已撤            
09:30:37.088    1080305412      000799          700 担保品买入  2300            57.2000         已撤            
09:30:37.181    1000303613      600570          700 担保品买入  300             93.5000         已撤            
09:30:37.181    1020302313      600478          700 担保品买入  4600            4.4600          已撤            
09:30:37.181    1040303613      603444          700 担保品买入  100             451.5700        已撤            
09:30:37.181    1180302213      600570          700 担保品买入  2100            93.5000         已撤            
09:30:37.309    1100302212      000681          701 担保品卖出  600             20.6100         已撤            
09:30:37.309    1120305213      002258          701 担保品卖出  900             17.4400         已撤            
09:30:37.322    1140301012      002258          701 担保品卖出  900             17.4400         已撤            
09:30:37.322    1160304813      002287          701 担保品卖出  6000            20.8500         已撤            
09:30:37.367    1000303614      603799          700 担保品买入  2300            38.3100         已成            
09:30:37.367    1040303614      002353          701 担保品卖出  1100            31.2600         已成            
09:30:37.367    1180302214      603799          700 担保品买入  2300            38.3100         已成            
09:30:37.425    1080305414      000063          700 担保品买入  6600            42.4000         已成            
09:30:37.493    1120305214      300759          700 担保品买入  300             84.3600         已撤            
09:30:37.493    1140301013      300759          700 担保品买入  300             84.3600         已撤            
09:30:37.495    1160304814      000681          701 担保品卖出  600             20.6100         已撤            
09:30:37.602    1180302215      002229          701 担保品卖出  700             7.3500          已撤            
09:30:37.705    1060302615      603113          700 担保品买入  3900            12.2200         已成            
09:30:37.705    1080305415      600330          701 担保品卖出  4800            9.9000          已撤            
09:30:37.782    1100302214      600315          700 担保品买入  3300            47.9900         已成            
09:30:37.937    1040303616      002287          701 担保品卖出  6000            20.8500         已撤            
09:30:37.956    1080305416      002353          701 担保品卖出  1100            31.2600         已成            
09:30:37.956    1100302215      002395          701 担保品卖出  200             18.7700         已撤            
09:30:37.975    1120305216      000063          700 担保品买入  6600            42.4000         已成            
09:30:37.975    1140301015      000090          700 担保品买入  4800            6.8500          已撤            
09:30:38.001    1160304816      002352          700 担保品买入  2200            56.3500         已成            
09:30:38.001    1180302217      000526          701 担保品卖出  100             54.4900         已成            
09:30:38.022    1020302317      000028          701 担保品卖出  500             44.6600         已撤            
09:30:38.115    1040303617      002398          701 担保品卖出  3300            11.9100         已撤            
09:30:38.115    1060302617      300653          700 担保品买入  600             73.0100         已撤            
09:30:38.236    1080305417      603039          700 担保品买入  100             68.8800         已成            
09:30:38.246    1100302216      002481          700 担保品买入  14600           17.6600         已撤            
09:30:38.246    1120305217      002208          700 担保品买入  5200            10.3500         已成            
09:30:38.247    1140301016      001696          701 担保品卖出  100             6.2200          已撤            
09:30:38.299    1000303618      002080          700 担保品买入  9000            14.8600         已撤            
09:30:38.299    1020302318      601231          700 担保品买入  6700            20.1800         已成            
09:30:38.299    1040303618      600810          701 担保品卖出  400             7.3800          已撤            
09:30:38.299    1060302618      603039          700 担保品买入  100             68.8800         已成            
09:30:38.299    1180302218      002100          700 担保品买入  2700            15.1500         已撤            
09:30:38.303    1160304817      002208          700 担保品买入  5200            10.3500         部撤            
09:30:38.476    1080305418      002080          700 担保品买入  9000            14.8600         已撤            
09:30:38.476    1100302217      002043          701 担保品卖出  6000            8.9300          已撤            
09:30:38.476    1120305218      603113          700 担保品买入  3900            12.2200         已成            
09:30:38.476    1140301017      601231          700 担保品买入  6700            20.1800         已成            
09:30:38.476    1160304818      603326          700 担保品买入  100             18.5700         已撤            
09:30:38.476    1180302219      600429          701 担保品卖出  400             5.1700          已成            
09:30:38.520    1000303619      002190          701 担保品卖出  600             21.5300         已撤            
09:30:38.520    1020302319      002183          701 担保品卖出  9200            5.3900          已成            
09:30:38.520    1040303619      002045          700 担保品买入  1200            9.3400          已成            
09:30:38.520    1060302619      002075          700 担保品买入  8900            14.3100         已成            
09:30:38.555    1120305219      603338          701 担保品卖出  200             75.1500         已成            
09:30:38.555    1140301018      603338          701 担保品卖出  200             75.1500         已成            
09:30:38.555    1160304819      603520          700 担保品买入  1900            79.1100         已撤            
09:30:38.555    1180302220      603699          700 担保品买入  1000            15.8800         已撤            
09:30:38.630    1000303620      000976          701 担保品卖出  10800           5.7200          已撤            
09:30:38.630    1020302320      002099          701 担保品卖出  8300            7.8900          已成            
09:30:38.665    1060302620      002661          700 担保品买入  1600            22.3500         已撤            
09:30:38.665    1100302219      002688          700 担保品买入  2700            7.7300          已成            
09:30:38.692    1140301019      000989          701 担保品卖出  12300           9.0500          已撤            
09:30:38.692    1160304820      002212          700 担保品买入  100             25.2600         已成            
09:30:38.694    1120305220      603626          700 担保品买入  1300            11.2600         已成            
09:30:38.817    1000303621      002661          700 担保品买入  1600            22.3500         已撤            
09:30:38.817    1020302321      000989          701 担保品卖出  10700           9.0500          已撤            
09:30:38.817    1040303621      002785          701 担保品卖出  2300            17.6800         已成            
09:30:38.817    1080305421      002785          701 担保品卖出  2300            17.6800         已成            
09:30:38.817    1100302220      300341          700 担保品买入  100             8.8300          已撤            
09:30:38.817    1120305221      300192          701 担保品卖出  100             18.3500         已撤            
09:30:38.817    1160304821      300285          700 担保品买入  1300            30.3000         已成            
09:30:38.817    1180302221      002697          701 担保品卖出  2700            11.0600         已成            
09:30:38.820    1140301020      300394          700 担保品买入  400             54.1900         已成            
09:30:38.821    1000303622      300244          700 担保品买入  5300            33.6500         已成            
09:30:38.826    1020302322      002698          701 担保品卖出  700             12.1600         已成            
09:30:38.829    1180302222      300271          701 担保品卖出  2000            27.1300         已撤            
09:30:38.930    1040303622      002832          701 担保品卖出  2000            14.9400         已撤            
