时间            委托编号        成交编号        证券代码        交易业务        成交数量        成交价格        委托状态        汇总成交        汇总撤单        
09:25:00        1040315201      23162           601818          700 担保品买入  100             3.5900          已成            0               0               
09:30:32        1120316809      328661          603887          700 担保品买入  200             22.7600         部分成交        0               0               
09:30:32        1120316809      328662          603887          700 担保品买入  100             22.7600         部分成交        0               0               
09:30:32        1120316809      328663          603887          700 担保品买入  600             22.7700         已成            0               0               
09:30:32        1040315210      0101000000879903 300390          701 担保品卖出  600             14.0300         部分成交        0               0               
09:30:32        1040315210      0101000000879905 300390          701 担保品卖出  600             14.0300         部分成交        0               0               
09:30:32        1040315210      0101000000879907 300390          701 担保品卖出  400             14.0300         部分成交        0               0               
09:30:32        1040315210      0101000000879909 300390          701 担保品卖出  400             14.0300         部分成交        0               0               
09:30:32        1040315210      0101000000879911 300390          701 担保品卖出  100             14.0200         部分成交        0               0               
09:30:32        1040315210      0101000000879913 300390          701 担保品卖出  400             14.0200         部分成交        0               0               
09:30:32        1040315210      0101000000879915 300390          701 担保品卖出  1800            14.0200         部分成交        0               0               
09:30:33        1100313809      0101000000880833 000811          701 担保品卖出  600             6.3200          已成            0               0               
09:30:32        1040315211      331309          603078          700 担保品买入  1400            44.9800         部分成交        0               0               
09:30:32        1040315211      331310          603078          700 担保品买入  400             44.9900         部分成交        0               0               
09:30:32        1040315211      331311          603078          700 担保品买入  500             44.9900         已成            0               0               
09:30:33        1020313912      331639          603387          701 担保品卖出  1200            39.9100         已成            0               0               
09:30:33        1100313810      331438          603444          701 担保品卖出  100             498.8300        部分成交        0               0               
09:30:33        1100313810      331439          603444          701 担保品卖出  100             498.8000        已成            0               0               
09:30:33        1000315210      331593          601788          701 担保品卖出  2600            15.0800         部分成交        0               0               
09:30:33        1000315210      331598          601788          701 担保品卖出  300             15.0800         部分成交        0               0               
09:30:33        1000315210      331742          601788          701 担保品卖出  6400            15.0800         部分成交        0               0               
09:30:33        1040315213      0101000000883046 000034          700 担保品买入  400             23.4000         已成            0               0               
09:30:33        1060314612      0103000000810092 300576          701 担保品卖出  200             50.4000         已成            0               0               
09:30:33        1080317013      0103000000810096 000564          700 担保品买入  3300            4.2300          部分成交        0               0               
09:30:33        1080317013      0103000000810098 000564          700 担保品买入  400             4.2300          部分成交        0               0               
09:30:33        1080317013      0103000000810100 000564          700 担保品买入  2000            4.2300          部分成交        0               0               
09:30:33        1120316813      0101000000883229 002723          701 担保品卖出  100             19.4300         部分成交        0               0               
09:30:33        1120316813      0101000000883231 002723          701 担保品卖出  400             19.4100         部分成交        0               0               
09:30:33        1120316813      0101000000883233 002723          701 担保品卖出  100             19.4000         部分成交        0               0               
09:30:33        1000315210      332454          601788          701 担保品卖出  3000            15.0800         部分成交        0               0               
09:30:33        1120316813      0101000000883235 002723          701 担保品卖出  600             19.4000         已成            0               0               
09:30:33        1000315210      332456          601788          701 担保品卖出  100             15.0800         部分成交        0               0               
09:30:33        1000315211      332361          603181          700 担保品买入  300             21.6500         部分成交        0               0               
09:30:33        1000315210      332906          601788          701 担保品卖出  800             15.0800         部分成交        0               0               
09:30:33        1000315210      333114          601788          701 担保品卖出  2900            15.0800         部分成交        0               0               
09:30:33        1000315213      0102000000874353 300633          701 担保品卖出  400             38.1100         部分成交        0               0               
09:30:33        1000315213      0102000000874355 300633          701 担保品卖出  200             38.1000         部分成交        0               0               
09:30:33        1000315213      0102000000874357 300633          701 担保品卖出  100             38.1000         部分成交        0               0               
09:30:33        1020313914      0101000000884647 002169          701 担保品卖出  1400            10.5400         部分成交        0               0               
09:30:33        1020313914      0101000000884649 002169          701 担保品卖出  2500            10.5300         部分成交        0               0               
09:30:33        1020313914      0101000000884651 002169          701 担保品卖出  100             10.5300         部分成交        0               0               
09:30:33        1020313914      0101000000884653 002169          701 担保品卖出  1600            10.5200         部分成交        0               0               
09:30:33        1020313914      0101000000884655 002169          701 担保品卖出  7600            10.5200         部分成交        0               0               
09:30:33        1020313914      0101000000884657 002169          701 担保品卖出  2300            10.5200         部分成交        0               0               
09:30:33        1080317012      332845          600511          700 担保品买入  100             46.8800         部分成交        0               0               
09:30:33        1080317012      333153          600511          700 担保品买入  8500            46.8800         部分成交        0               0               
09:30:33        1080317012      333155          600511          700 担保品买入  2400            46.8800         部分成交        0               0               
09:30:33        1080317012      333158          600511          700 担保品买入  1000            46.8800         部分成交        0               0               
09:30:33        1080317012      333162          600511          700 担保品买入  500             46.8800         部分成交        0               0               
