时间            委托编号        成交编号        证券代码        交易业务        成交数量        成交价格        委托状态        汇总成交        汇总撤单        
09:17:38        1040324201      WTD:1690500000  601818          700 担保品买入  -100            3.4000          已撤            0               0               
09:30:21        1180322809      0101000000772153 002783          701 担保品卖出  21              9.5500          已成            0               0               
09:30:22        1040324210      0104000000800424 300485          701 担保品卖出  92              21.5100         已成            0               0               
09:30:22        1060323610      0102000000798503 002084          701 担保品卖出  78              9.0600          已成            0               0               
09:30:22        1140321509      314849          600143          701 担保品卖出  82              13.1300         已成            0               0               
09:30:22        1160325510      314850          600876          701 担保品卖出  54              13.2800         已成            0               0               
09:30:22        1120325510      314815          603669          701 担保品卖出  20              7.8500          已成            0               0               
09:30:22        1100322810      314814          600742          701 担保品卖出  30              8.2400          已成            0               0               
09:30:32        1040324211      0101000000840100 002371          701 担保品卖出  400             169.9800        部分成交        0               0               
09:30:32        1040324211      0101000000840102 002371          701 担保品卖出  100             169.9800        部分成交        0               0               
09:30:32        1040324211      0101000000840104 002371          701 担保品卖出  200             169.9500        部分成交        0               0               
09:30:32        1040324211      0101000000841440 002371          701 担保品卖出  500             169.9100        部分成交        0               0               
09:30:32        1080326210      353379          603977          701 担保品卖出  100             7.8600          部分成交        0               0               
09:30:32        1080326210      353380          603977          701 担保品卖出  100             7.8600          已成            0               0               
09:30:32        1000324312      354097          600988          700 担保品买入  400             11.7100         部分成交        0               0               
09:30:32        1000324312      354098          600988          700 担保品买入  800             11.7100         部分成交        0               0               
09:30:32        1000324312      354099          600988          700 担保品买入  7500            11.7100         部分成交        0               0               
09:30:32        1000324312      354100          600988          700 担保品买入  400             11.7100         部分成交        0               0               
09:30:32        1000324312      354101          600988          700 担保品买入  400             11.7200         部分成交        0               0               
09:30:32        1000324312      354102          600988          700 担保品买入  100             11.7200         部分成交        0               0               
09:30:32        1000324312      354103          600988          700 担保品买入  100             11.7200         部分成交        0               0               
09:30:32        1000324312      354104          600988          700 担保品买入  500             11.7200         部分成交        0               0               
09:30:32        1000324312      354105          600988          700 担保品买入  600             11.7200         部分成交        0               0               
09:30:32        1000324312      354106          600988          700 担保品买入  500             11.7300         部分成交        0               0               
09:30:32        1000324312      354107          600988          700 担保品买入  700             11.7300         部分成交        0               0               
09:30:32        1000324312      354108          600988          700 担保品买入  1800            11.7300         部分成交        0               0               
09:30:32        1000324312      354109          600988          700 担保品买入  600             11.7300         部分成交        0               0               
09:30:32        1000324312      354110          600988          700 担保品买入  1700            11.7300         部分成交        0               0               
