时间            委托编号        成交编号        证券代码        交易业务        成交数量        成交价格        委托状态        汇总成交        汇总撤单        
13:12:01        1100288978      11126440        511990          701 担保品卖出  3960            99.9980         部分成交        0               0               
13:12:01        1100288978      11126441        511990          701 担保品卖出  100             99.9980         部分成交        0               0               
13:12:01        1100288978      11126442        511990          701 担保品卖出  66000           99.9980         部分成交        0               0               
13:12:01        1100288978      11126443        511990          701 担保品卖出  408000          99.9980         部分成交        0               0               
13:12:01        1100288978      11126444        511990          701 担保品卖出  38000           99.9980         部分成交        0               0               
13:12:01        1100288978      11126445        511990          701 担保品卖出  19000           99.9980         部分成交        0               0               
13:12:01        1100288978      11126446        511990          701 担保品卖出  1400            99.9980         部分成交        0               0               
13:12:01        1100288978      11126447        511990          701 担保品卖出  16700           99.9980         部分成交        0               0               
13:12:01        1100288978      11126448        511990          701 担保品卖出  1200            99.9980         部分成交        0               0               
13:12:01        1100288978      11126449        511990          701 担保品卖出  14200           99.9980         部分成交        0               0               
13:12:01        1100288978      11126450        511990          701 担保品卖出  12000           99.9980         部分成交        0               0               
13:12:01        1100288978      11126451        511990          701 担保品卖出  2100            99.9980         部分成交        0               0               
13:12:01        1100288978      11126452        511990          701 担保品卖出  85200           99.9980         部分成交        0               0               
13:12:01        1100288978      11126453        511990          701 担保品卖出  289300          99.9980         部分成交        0               0               
13:12:01        1100288978      11126454        511990          701 担保品卖出  19400           99.9980         部分成交        0               0               
13:12:01        1100288978      11126455        511990          701 担保品卖出  2000            99.9980         部分成交        0               0               
13:12:01        1100288978      11126456        511990          701 担保品卖出  21440           99.9980         已成            0               0               
13:12:26        1180288889      11171840        511990          701 担保品卖出  500             99.9970         已成            0               0               
13:12:34        1020289197      11184676        511990          701 担保品卖出  5882            99.9970         部分成交        0               0               
13:12:34        1020289197      11184677        511990          701 担保品卖出  500             99.9970         部分成交        0               0               
13:12:34        1020289197      11184678        511990          701 担保品卖出  43618           99.9970         已成            0               0               
14:05:39        1040291067      0104000023633967 300673          700 担保品买入  100             36.9300         已成            0               0               
14:05:39        1060290071      0102000023639261 002241          700 担保品买入  200             23.6200         已成            0               0               
14:05:39        1080292382      0104000023634107 002222          700 担保品买入  100             13.6900         已成            0               0               
14:05:39        1100289671      0101000024192292 300014          700 担保品买入  34              42.7000         部分成交        0               0               
14:05:40        1140288589      0102000023639688 300635          700 担保品买入  100             30.0700         已成            0               0               
14:05:39        1100289671      0101000024192294 300014          700 担保品买入  66              42.7000         已成            0               0               
14:05:39        1160291853      14562100        601231          700 担保品买入  300             18.8300         已成            0               0               
14:05:40        1000290684      0104000023634931 002582          700 担保品买入  100             12.4100         已成            0               0               
14:05:40        1020289860      0102000023640273 002683          700 担保品买入  100             35.4100         已成            0               0               
14:05:40        1040291068      0102000023640370 002271          700 担保品买入  100             41.2400         已成            0               0               
14:05:40        1080292383      0104000023635144 002481          700 担保品买入  400             18.0300         已成            0               0               
14:05:40        1060290072      14562318        603027          700 担保品买入  200             26.7600         已成            0               0               
14:05:40        1100289672      14562325        600639          700 担保品买入  300             14.9700         已成            0               0               
14:05:40        1120292240      14562400        601021          700 担保品买入  100             36.8400         已成            0               0               
14:05:40        1060290073      0103000022755274 300599          700 担保品买入  300             13.9400         已成            0               0               
14:05:40        1140288590      0102000023640967 300566          700 担保品买入  100             26.1800         已成            0               0               
14:05:40        1160291854      14562505        600079          700 担保品买入  200             24.2500         已成            0               0               
14:05:40        1180289569      0101000024193860 300396          700 担保品买入  200             26.3400         已成            0               0               
14:05:40        1000290685      14562614        603297          700 担保品买入  100             39.4800         已成            0               0               
14:05:40        1020289861      14562648        600667          700 担保品买入  100             11.7700         已成            0               0               
14:05:40        1040291069      14562663        603816          700 担保品买入  100             42.8000         已成            0               0               
14:05:40        1080292384      0104000023636096 300674          700 担保品买入  100             41.1800         已成            0               0               
14:05:40        1100289673      14562826        603186          700 担保品买入  100             44.3600         已成            0               0               
14:05:41        1120292241      0103000022755415 002475          700 担保品买入  100             53.7800         已成            0               0               
14:05:40        1140288591      14562839        603876          700 担保品买入  100             14.2400         部分成交        0               0               
14:05:41        1160291855      0101000024194261 300684          700 担保品买入  100             32.7600         已成            0               0               
14:05:41        1000290686      0101000024194470 300034          700 担保品买入  200             17.8700         已成            0               0               
14:05:41        1020289862      0103000022755795 002384          700 担保品买入  100             27.0800         已成            0               0               
14:05:40        1140288591      14562840        603876          700 担保品买入  200             14.2500         已成            0               0               
