冻结金额,可用,参考市值,资产
18373018.99,2981129.33,6665361.91,24649278.06
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
9,中国宝安,0,900,8.5355,-22.98,7659.0,8.51
30,富奥股份,4400,4400,6.3188,313.29,28116.0,6.39
32,深桑达Ａ,0,300,22.3669,-185.07,6525.0,21.75
158,常山北明,0,200,10.4713,-6.26,2088.0,10.44
403,双林生物,900,900,71.0113,2806.84,66717.0,74.13
503,国新健康,200,200,11.6528,-102.56,2228.0,11.14
513,丽珠集团,0,100,48.2343,-22.43,4801.0,48.01
526,紫光学大,200,200,55.3141,389.19,11452.0,57.26
567,海德股份,0,3800,14.4561,-6065.26,48868.0,12.86
599,青岛双星,0,100,4.1886,5.14,424.0,4.24
697,炼石航空,0,100,9.3969,8.31,948.0,9.48
739,普洛药业,800,1600,22.4087,1410.16,37264.0,23.29
799,酒鬼酒,0,600,47.2163,17576.21,45906.0,76.51
802,北京文化,0,100,6.17,-4.0,613.0,6.13
851,高鸿股份,0,1100,8.3048,-38.32,9097.0,8.27
877,天山股份,0,500,15.046,26.99,7550.0,15.1
878,云南铜业,300,300,10.3852,67.45,3183.0,10.61
895,双汇发展,0,100,46.4489,-35.89,4609.0,46.09
910,大亚圣象,0,100,15.54,0.0,1554.0,15.54
918,嘉凯城,300,300,4.7445,-13.36,1410.0,4.7
931,中关村,0,1400,11.7071,-2193.89,14196.0,10.14
989,九芝堂,0,200,9.679,80.21,2016.0,10.08
990,诚志股份,0,100,12.79,-10.0,1269.0,12.69
1696,宗申动力,0,300,6.4192,6.24,1932.0,6.44
2008,大族激光,0,300,36.1481,-59.44,10785.0,35.95
2019,亿帆医药,800,1600,22.5235,714.42,36752.0,22.97
2028,思源电气,0,100,20.5013,-4.13,2046.0,20.46
2044,美年健康,0,3800,13.5329,3332.97,54758.0,14.41
2050,三花智控,4200,4200,21.6868,895.27,91980.0,21.9
2084,海鸥住工,0,2200,9.1696,-263.06,19910.0,9.05
2107,沃华医药,0,200,11.04,12.0,2220.0,11.1
2124,天邦股份,0,600,12.8284,12.98,7710.0,12.85
2127,南极电商,0,500,22.1995,-514.73,10585.0,21.17
2129,中环股份,0,1800,21.521,1690.14,40428.0,22.46
2153,石基信息,0,100,38.9264,10.36,3903.0,39.03
2174,游族网络,0,1100,25.8628,238.91,28688.0,26.08
2180,纳思达,0,200,33.1792,-53.84,6582.0,32.91
2182,云海金属,0,100,9.55,-1.0,954.0,9.54
2197,证通电子,0,600,10.4045,-32.67,6210.0,10.35
2208,合肥城建,0,2300,10.2907,550.48,24219.0,10.53
2212,南洋股份,300,300,27.2784,-209.52,7974.0,26.58
2214,大立科技,0,400,28.4551,-110.04,11272.0,28.18
2223,鱼跃医疗,0,400,36.4189,-7.57,14560.0,36.4
2226,江南化工,400,400,5.3397,172.12,2308.0,5.77
2240,威华股份,8300,8300,12.9387,-570.27,106821.0,12.87
2254,泰和新材,200,200,11.5045,419.11,2720.0,13.6
2262,恩华药业,0,100,16.7501,10.99,1686.0,16.86
2291,星期六,0,100,22.9787,12.13,2310.0,23.1
2294,信立泰,0,200,29.6287,6.27,5932.0,29.66
2308,威创股份,900,900,7.0739,-255.54,6111.0,6.79
2324,普利特,7300,7300,14.6681,2495.97,109573.0,15.01
2338,奥普光电,0,2500,28.382,2094.97,73050.0,29.22
2351,漫步者,1200,2400,23.4223,-5525.41,50688.0,21.12
2352,顺丰控股,1000,1000,54.2429,457.09,54700.0,54.7
2382,蓝帆医疗,12700,16400,28.4566,27115.3,493804.0,30.11
2388,新亚制程,0,100,7.612,39.8,801.0,8.01
2399,海普瑞,300,600,24.9211,71.34,15024.0,25.04
2410,广联达,1600,1600,64.2582,8706.95,111520.0,69.7
2456,欧菲光,0,1500,18.2546,203.1,27585.0,18.39
2459,晶澳科技,0,600,18.7591,12.53,11268.0,18.78
2481,双塔食品,2000,2000,17.0033,633.31,34640.0,17.32
2508,老板电器,600,600,35.1939,-2450.35,18666.0,31.11
2537,海联金汇,0,100,5.84,-3.0,581.0,5.81
2541,鸿路钢构,200,200,-25.903,11028.59,5848.0,29.24
2565,顺灏股份,0,7900,5.2282,-1170.67,40132.0,5.08
2570,贝因美,200,200,5.9304,101.93,1288.0,6.44
2602,世纪华通,0,5800,15.5882,-1613.6,88798.0,15.31
2612,朗姿股份,0,1300,9.6643,670.45,13234.0,10.18
2626,金达威,4100,4100,23.881,8524.0,106436.0,25.96
2636,金安国纪,0,100,8.0859,102.41,911.0,9.11
2655,共达电声,1800,1800,11.8902,1385.66,22788.0,12.66
2661,克明面业,400,400,23.3214,-56.56,9272.0,23.18
2666,德联集团,0,1000,7.1213,-41.3,7080.0,7.08
2695,煌上煌,600,600,24.2322,592.7,15132.0,25.22
2705,新宝股份,1500,1500,35.6931,1180.31,54720.0,36.48
