时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:15:55.864    214552178       855513          601818          700 担保品买入  100             3.6600          已撤
09:30:14.559    214552705       855518          002273          701 担保品卖出  43              15.3000         已成
11:02:14.997    230564582       860770          002163          701 担保品卖出  1100            13.8500         已成
11:02:14.998    238561314       860769          000860          701 担保品卖出  100             67.1400         已成
11:02:15.101    214560418       860772          300213          701 担保品卖出  1500            9.9100          已成
11:02:15.102    218560797       860771          002352          701 担保品卖出  200             77.6800         已成
11:02:15.161    234555859       860773          300339          701 担保品卖出  3300            13.3900         已成
11:02:15.261    206560626       860774          601579          701 担保品卖出  300             8.6400          已成
11:02:15.271    214560419       860775          002460          701 担保品卖出  400             48.3800         已成
11:02:15.291    222564716       860776          603313          701 担保品卖出  100             28.3200         已成
11:02:15.346    238561315       860777          000698          701 担保品卖出  700             5.5500          已成
11:02:15.467    206560627       860778          002078          701 担保品卖出  400             12.8600         已撤
11:02:15.548    214560420       860779          002271          701 担保品卖出  100             53.5000         已成
11:02:15.573    222564717       860780          603806          701 担保品卖出  100             61.7500         已撤
11:02:15.639    230564585       860781          603267          701 担保品卖出  100             69.5300         已撤
11:02:15.688    238561316       860783          000948          701 担保品卖出  800             14.3900         已成
11:02:15.689    202555093       860782          002812          700 担保品买入  200             79.2300         已撤
11:02:15.696    214560421       860784          603456          700 担保品买入  100             31.0600         已成
11:02:15.751    222564718       860785          002416          700 担保品买入  5000            8.8400          已成
11:02:15.805    230564586       860786          300034          700 担保品买入  400             23.1700         已撤
11:02:15.854    238561317       860787          603535          700 担保品买入  100             39.1300         已撤
11:02:15.911    206560628       860788          300294          700 担保品买入  100             38.3200         已撤
11:02:15.994    214560422       860789          300378          700 担保品买入  1000            27.9800         已撤
11:02:16.032    222564719       860790          300690          700 担保品买入  200             37.9700         已撤
11:02:16.063    230564587       860791          002025          700 担保品买入  200             46.1000         已成
11:02:16.094    238561318       860792          603569          700 担保品买入  600             10.3500         已成
11:02:21.102    238561322       860793          603313          701 担保品卖出  100             28.2900         已撤
11:02:21.163    206560636       860794          002271          701 担保品卖出  100             53.5100         已成
11:02:21.208    214560430       860795          000333          701 担保品卖出  200             65.3600         已成
11:02:21.336    222564726       860796          000948          701 担保品卖出  800             14.3900         已成
11:02:21.356    230564595       860797          002352          701 担保品卖出  400             77.6600         已成
11:02:21.365    238561323       860798          000725          701 担保品卖出  200             5.3600          已成
11:02:21.405    206560637       860799          000860          701 担保品卖出  300             67.1400         已成
11:02:21.558    214560431       860800          002163          701 担保品卖出  700             13.8500         已成
11:02:21.560    222564727       860801          300294          700 担保品买入  100             38.3700         已撤
11:02:21.585    230564596       860802          300690          700 担保品买入  500             37.9700         已撤
11:02:21.638    206560638       860803          002025          700 担保品买入  100             46.1000         已成
11:02:21.786    222564728       860805          603569          700 担保品买入  800             10.3400         已成
11:02:21.793    226552648       860806          002030          700 担保品买入  1500            32.1900         已成
11:02:21.804    230564597       860804          600161          700 担保品买入  400             39.0200         已成
11:02:21.822    234555867       860807          603456          700 担保品买入  1200            30.9000         已撤
11:02:21.884    210556847       860808          002416          700 担保品买入  1000            8.8400          已成
11:02:21.939    238561325       860809          300034          700 担保品买入  2500            23.2200         部撤
11:02:27.022    214560441       860811          002271          701 担保品卖出  100             53.5100         已成
11:02:27.023    218560818       860812          002078          701 担保品卖出  600             12.8500         已成
11:02:27.027    222564740       860810          002460          701 担保品卖出  800             48.3900         已成
11:02:27.052    230564607       860813          603806          701 担保品卖出  200             61.6400         已撤
11:02:27.130    234555879       860814          000948          701 担保品卖出  800             14.3900         已成
11:02:27.170    210556859       860815          603267          701 担保品卖出  100             69.3200         已撤
11:02:27.235    218560819       860816          002352          701 担保品卖出  400             77.6400         已成
11:02:27.265    222564741       860817          300339          701 担保品卖出  1400            13.3900         已成
11:02:27.365    218560820       860819          000725          701 担保品卖出  7800            5.3600          已成
11:02:27.527    238561334       860820          002030          700 担保品买入  3200            32.1900         部撤
11:02:27.529    202555112       860821          000860          701 担保品卖出  100             67.1400         已成
11:02:27.531    206560653       860822          002812          700 担保品买入  300             79.2400         已撤
11:02:27.567    210556861       860823          603456          700 担保品买入  700             31.1100         已成
11:02:27.719    202555113       860824          002416          700 担保品买入  5000            8.8400          已成
11:02:27.758    214560442       860825          603535          700 担保品买入  100             39.1700         已成
11:02:27.818    202555114       860827          300378          700 担保品买入  600             27.9900         已撤
11:02:27.838    210556863       860826          300294          700 担保品买入  200             38.4100         已成
11:02:27.851    218560822       860828          300690          700 担保品买入  700             37.9800         已撤
11:02:27.894    226552666       860829          002025          700 担保品买入  200             46.1200         已成
11:02:27.932    238561335       860830          600161          700 担保品买入  100             39.0600         已成
11:02:28.059    210556864       860831          603569          700 担保品买入  100             10.3400         已成
11:02:33.001    214560451       860832          603806          701 担保品卖出  300             61.5000         已成
11:02:33.039    226552676       860834          000333          701 担保品卖出  100             65.3300         已成
11:02:33.056    230564617       860833          002271          701 担保品卖出  100             53.4700         已成
11:02:33.099    234555891       860835          000948          701 担保品卖出  800             14.3900         已成
11:02:33.107    238561344       860836          603267          701 担保品卖出  100             69.2000         已成
11:02:33.177    202555126       860837          000725          701 担保品卖出  8700            5.3600          已成
11:02:33.211    206560666       860838          000860          701 担保品卖出  200             67.1400         已撤
11:02:33.271    214560452       860839          002352          701 担保品卖出  300             77.6400         已成
11:02:33.330    222564750       860840          300213          701 担保品卖出  100             9.9400          已成
11:02:33.396    234555892       860841          300339          701 担保品卖出  400             13.3900         已成
11:02:33.413    202555127       860842          002460          701 担保品卖出  800             48.3900         已撤
11:02:33.541    222564751       860843          603313          701 担保品卖出  100             28.2400         已成
11:02:33.596    230564619       860844          603535          700 担保品买入  100             39.1800         已成
11:02:33.602    238561345       860845          300294          700 担保品买入  200             38.4100         已成
11:02:33.661    210556878       860846          300378          700 担保品买入  500             28.0100         已撤
11:02:33.715    214560454       860847          002025          700 担保品买入  200             46.1200         已成
11:02:33.731    218560831       860848          600161          700 担保品买入  200             39.0700         已成
11:02:33.816    230564620       860849          603569          700 担保品买入  100             10.3400         已成
11:02:33.884    214560455       860850          002812          700 担保品买入  100             79.2400         已撤
11:02:33.923    218560832       860851          603456          700 担保品买入  700             31.0000         已撤
11:02:33.966    226552678       860852          300034          700 担保品买入  700             23.2300         已撤
11:02:39.051    202555147       860856          000333          701 担保品卖出  200             65.3200         已成
11:02:39.076    214560471       860857          000948          701 担保品卖出  800             14.3900         已成
11:02:39.083    222564771       860858          603267          701 担保品卖出  100             69.3000         已撤
11:02:39.109    234555912       860859          000860          701 担保品卖出  200             67.1400         已成
11:02:39.134    238561364       860860          002352          701 担保品卖出  300             77.5900         已成
11:02:39.174    206560686       860861          300213          701 担保品卖出  2900            9.9400          已撤
11:02:39.234    218560847       860862          300339          701 担保品卖出  2000            13.3900         已成
11:02:39.280    210556894       860863          603313          701 担保品卖出  100             28.2900         已撤
11:02:39.341    214560472       860864          603806          701 担保品卖出  200             61.6100         已成
11:02:39.441    226552695       860866          300034          700 担保品买入  2500            23.2200         已撤
11:02:39.447    234555913       860865          002271          701 担保品卖出  100             53.4400         已成
11:02:39.570    218560848       860867          300378          700 担保品买入  4700            28.1900         已撤
11:02:39.609    226552696       860869          300690          700 担保品买入  400             37.9900         已成
11:02:39.612    230564642       860868          300294          700 担保品买入  400             38.3900         已成
11:02:39.682    234555914       860870          002025          700 担保品买入  100             46.1200         已成
11:02:39.710    238561365       860871          600161          700 担保品买入  300             39.0400         已成
11:02:39.788    210556896       860872          002812          700 担保品买入  400             79.2500         已撤
11:02:44.722    206560701       860876          002151          701 担保品卖出  600             53.4200         已成
11:02:44.842    234555930       860878          603313          701 担保品卖出  200             28.2200         已成
11:02:44.847    206560703       860877          002460          701 担保品卖出  400             48.3600         已撤
11:02:45.073    226552717       860879          603806          701 担保品卖出  200             61.6100         已撤
11:02:45.119    206560704       860880          000698          701 担保品卖出  1400            5.5500          已撤
11:02:45.137    214560485       860881          002078          701 担保品卖出  3100            12.8600         已撤
11:02:45.150    222564788       860882          002271          701 担保品卖出  100             53.3800         已成
11:02:45.170    230564659       860883          000948          701 担保品卖出  800             14.3900         已成
