冻结金额,可用,参考市值,资产
,2926866.92,,27821892.56
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
70,特发信息,23100,23100,11.7014,4587.46,274890.0,11.9
603,盛达资源,9500,9500,19.1429,-5537.27,176320.0,18.56
672,上峰水泥,14700,14700,30.2453,1392.3,445998.0,30.34
710,贝瑞基因,8600,8600,87.646,28414.62,782170.0,90.95
732,泰禾集团,41900,41900,6.4225,-26082.36,243020.0,5.8
976,华铁股份,82700,82700,6.6297,57086.75,605364.0,7.32
2004,华邦健康,100600,100600,6.3992,-70339.56,573420.0,5.7
2020,京新药业,51200,51200,14.906,11470.53,774656.0,15.13
2028,思源电气,27000,27000,27.6794,23234.92,770580.0,28.54
2182,云海金属,60200,60200,12.1581,32622.23,764540.0,12.7
2233,塔牌集团,15600,15600,15.1067,13935.65,249600.0,16.0
2364,中恒电气,7100,7100,15.0355,7912.98,114665.0,16.15
2557,洽洽食品,12500,12500,56.2413,43108.56,746125.0,59.69
2570,贝因美,26900,26900,7.8432,19551.14,230533.0,8.57
2653,海思科,26300,26300,28.2256,17737.66,760070.0,28.9
2867,周大生,3100,3100,28.3046,3116.86,90861.0,29.31
2930,宏川智慧,17100,17100,18.7162,84368.01,404415.0,23.65
2940,昂利康,2300,2300,65.1193,-6645.46,143129.0,62.23
300005,探路者,63700,63700,4.3907,10787.05,290472.0,4.56
300009,安科生物,34500,34500,21.3006,7914.79,742785.0,21.53
300083,创世纪,800,800,10.1215,14.79,8112.0,10.14
300122,智飞生物,4000,4000,187.4564,10574.56,760400.0,190.1
300136,信维通信,4300,4300,53.4478,24734.53,254560.0,59.2
300146,汤臣倍健,30400,30400,24.0283,34402.45,764864.0,25.16
300151,昌红科技,15700,15700,17.4946,107629.81,382295.0,24.35
300171,东富龙,29600,29600,24.8234,17660.8,752432.0,25.42
300177,中海达,67700,67700,11.4309,10771.26,784643.0,11.59
300182,捷成股份,150300,150300,4.9986,40794.32,792081.0,5.27
300194,福安药业,58300,58300,6.259,3554.27,368456.0,6.32
300238,冠昊生物,5800,5800,31.0338,42666.23,222662.0,38.39
300296,利亚德,104000,104000,7.0727,11160.67,746720.0,7.18
300299,富春股份,60800,60800,11.6281,-38190.03,668800.0,11.0
300303,聚飞光电,50500,50500,6.4689,53587.01,380265.0,7.53
300366,创意信息,76100,76100,13.2954,294099.66,1305876.0,17.16
300427,红相股份,28600,28600,25.3637,31354.23,756756.0,26.46
300464,星徽精密,1600,1600,24.4199,5136.14,44208.0,27.63
300573,兴齐眼药,700,700,192.9446,7038.75,142100.0,203.0
300618,寒锐钴业,3400,3400,72.5788,2962.0,249730.0,73.45
300677,英科医疗,1900,1900,173.9872,2437.41,333013.0,175.27
300757,罗博特科,2000,2000,47.7482,1563.68,97060.0,48.53
300775,三角防务,3900,3900,32.1266,8047.22,133341.0,34.19
511990,华宝添益,6,6,-40831.9567,245591.71600000001,599.976,99.996
600057,厦门象屿,64100,64100,6.6888,721.11,429470.0,6.7
600089,特变电工,82700,82700,8.6256,4496.75,717836.0,8.68
600131,国网信通,1900,1900,23.0614,-2624.59,41192.0,21.68
600161,天坛生物,15500,15500,47.5954,39130.61,776860.0,50.12
600490,鹏欣资源,120800,120800,4.0802,45874.53,538768.0,4.46
600531,豫光金铅,92400,92400,6.7974,34424.23,662508.0,7.17
600668,尖峰集团,42400,42400,17.1131,3686.29,729280.0,17.2
600702,舍得酒业,17900,17900,36.1164,16890.14,663374.0,37.06
601108,财通证券,49800,49800,15.2679,42435.83,802776.0,16.12
601949,中国出版,26100,26100,5.9588,7601.55,163125.0,6.25
603167,渤海轮渡,16500,16500,8.0886,14378.29,147840.0,8.96
603718,海利生物,5700,5700,42.1568,52743.2,293037.0,51.41
