证券代码,无用,业务,成交数量,成交价格,委托状态,无用二
2382,701,担保品卖出,78,30.69,已成,0
601377,701,担保品卖出,90,8.1,已成,0
600584,701,担保品卖出,27,42.21,已成,0
2211,700,担保品买入,400,6.09,已成,0
2927,700,担保品买入,200,14.39,已成,0
300469,700,担保品买入,100,12.08,部分成交,0
300469,700,担保品买入,200,12.08,已成,0
798,700,担保品买入,600,6.76,已成,0
300333,700,担保品买入,100,9.53,已成,0
2451,700,担保品买入,200,7.53,已成,0
300412,700,担保品买入,300,10.17,已成,0
547,701,担保品卖出,100,18.59,部分成交,0
547,701,担保品卖出,500,18.59,部分成交,0
547,701,担保品卖出,1600,18.59,部分成交,0
547,701,担保品卖出,2400,18.59,已成,0
600302,700,担保品买入,200,4.57,已成,0
655,700,担保品买入,200,6.96,部分成交,0
300562,701,担保品卖出,200,21.07,已成,0
300671,701,担保品卖出,100,34.5,已成,0
300037,701,担保品卖出,100,56.59,部分成交,0
300037,701,担保品卖出,100,56.59,已成,0
300228,700,担保品买入,1200,4.95,已成,0
300455,700,担保品买入,300,14.54,部分成交,0
600350,701,担保品卖出,200,6.75,已成,0
603708,701,担保品卖出,100,41.87,部分成交,0
300049,700,担保品买入,200,11.94,部分成交,0
655,700,担保品买入,200,6.96,部分成交,0
893,701,担保品卖出,3000,8.53,已成,0
655,700,担保品买入,700,6.96,已成,0
2272,700,担保品买入,400,4.75,已成,0
300132,701,担保品卖出,100,23.79,部分成交,0
300132,701,担保品卖出,100,23.79,已成,0
603708,701,担保品卖出,100,41.87,已成,0
2262,700,担保品买入,200,17.09,已成,0
2614,701,担保品卖出,300,11.67,部分成交,0
2614,701,担保品卖出,700,11.67,部分成交,0
2614,701,担保品卖出,500,11.67,已成,0
300453,701,担保品卖出,300,20.32,已成,0
600336,701,担保品卖出,2800,8.31,部分成交,0
600336,701,担保品卖出,2900,8.31,部分成交,0
600336,701,担保品卖出,6100,8.3,部分成交,0
600336,701,担保品卖出,400,8.3,部分成交,0
600336,701,担保品卖出,1000,8.3,部分成交,0
600336,701,担保品卖出,200,8.3,部分成交,0
600336,701,担保品卖出,300,8.3,部分成交,0
600336,701,担保品卖出,900,8.3,已成,0
2026,701,担保品卖出,1200,8.85,已成,0
300607,701,担保品卖出,600,47.06,已成,0
603118,701,担保品卖出,100,13.21,已成,0
600984,701,担保品卖出,100,29.05,部分成交,0
600984,701,担保品卖出,800,29.05,已成,0
2832,701,担保品卖出,100,15.94,已成,0
603131,701,担保品卖出,400,21.27,已成,0
2026,701,担保品卖出,500,8.84,已成,0
300497,701,担保品卖出,100,19.51,已成,0
300453,701,担保品卖出,100,20.24,已成,0
600858,701,担保品卖出,1900,7.76,部分成交,0
2080,701,担保品卖出,546,19.56,部分成交,0
2080,701,担保品卖出,554,19.56,已成,0
2026,700,担保品买入,1000,8.76,部分成交,0
2026,700,担保品买入,200,8.76,已成,0
300280,701,担保品卖出,400,53.86,已成,0
300476,701,担保品卖出,100,22.85,已成,0
2026,700,担保品买入,500,8.69,已成,0
921,701,担保品卖出,100,10.86,已成,0
69,701,担保品卖出,7700,7.21,已成,0
2292,701,担保品卖出,3400,10.11,已成,0
