冻结金额,可用,参考市值,资产
6683639.3,1721207.15,9243492.93,10965100.08
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
11,深物业A,0,1600,15.535,3608.03,28464.0,17.79
12,南玻Ａ,0,200,5.365,-21.0,1052.0,5.26
16,深康佳Ａ,3400,3400,7.3609,1356.96,26384.0,7.76
21,深科技,0,300,27.2415,-306.44,7866.0,26.22
27,深圳能源,0,100,5.32,-11.0,521.0,5.21
38,深大通,0,100,12.88,-18.0,1270.0,12.7
46,泛海控股,0,700,4.5035,-9.43,3143.0,4.49
49,德赛电池,0,900,55.8621,-955.89,49320.0,54.8
58,深赛格,0,400,8.4214,-76.55,3292.0,8.23
65,北方国际,0,600,8.014,-62.38,4746.0,7.91
78,海王生物,0,700,4.5436,-51.51,3129.0,4.47
90,天健集团,0,1000,7.6787,301.32,7980.0,7.98
155,川能动力,2700,2700,5.4655,255.05,15012.0,5.56
157,中联重科,0,500,6.9362,371.9,3840.0,7.68
158,常山北明,0,400,10.4774,137.06,4328.0,10.82
403,双林生物,700,700,68.9573,1408.9,49679.0,70.97
498,山东路桥,0,100,5.44,-10.0,534.0,5.34
501,鄂武商Ａ,0,2400,16.0583,6340.16,44880.0,18.7
503,国新健康,0,400,11.8982,336.74,5096.0,12.74
526,紫光学大,0,100,61.5185,-280.85,5871.0,58.71
531,穗恒运Ａ,0,100,8.71,-19.0,852.0,8.52
563,陕国投Ａ,0,2600,4.4533,-190.63,11388.0,4.38
600,建投能源,0,100,5.85,-18.0,567.0,5.67
623,吉林敖东,0,400,18.4552,-58.08,7324.0,18.31
652,泰达股份,0,7900,6.821,-639.78,53246.0,6.74
685,中山公用,0,100,8.99,-4.0,895.0,8.95
690,宝新能源,0,300,5.7433,-52.0,1671.0,5.57
700,模塑科技,0,1600,7.5136,1722.28,13744.0,8.59
720,新能泰山,0,1100,5.2635,-47.86,5742.0,5.22
725,京东方Ａ,0,8800,5.3661,-1549.24,45672.0,5.19
739,普洛药业,0,300,24.1422,-27.66,7215.0,24.05
756,新华制药,0,4600,10.9003,-645.18,49496.0,10.76
768,中航飞机,0,500,22.1362,-213.11,10855.0,21.71
777,中核科技,100,100,12.2769,22.31,1250.0,12.5
793,华闻集团,18400,18400,4.0937,5083.88,80408.0,4.37
797,中国武夷,0,1200,4.2226,-75.16,4992.0,4.16
799,酒鬼酒,0,1700,59.7498,31008.4,132583.0,77.99
800,一汽解放,0,200,13.1293,-41.85,2584.0,12.92
810,创维数字,0,100,13.14,-37.0,1277.0,12.77
813,德展健康,400,400,6.2813,95.5,2608.0,6.52
815,美利云,0,5700,7.4266,133.39,42465.0,7.45
818,航锦科技,0,200,26.5896,-205.91,5112.0,25.56
829,天音控股,0,200,7.125,-23.0,1402.0,7.01
859,国风塑业,0,300,5.0828,338.15,1863.0,6.21
863,三湘印象,100,200,4.3685,16.31,890.0,4.45
875,吉电股份,0,12600,4.0722,-909.47,50400.0,4.0
878,云南铜业,0,1400,11.4414,2420.0,18438.0,13.17
903,云内动力,0,6600,5.8296,1850.68,40326.0,6.11
910,大亚圣象,100,100,15.6149,20.51,1582.0,15.82
913,钱江摩托,0,700,12.8302,1189.84,10171.0,14.53
917,电广传媒,0,2800,6.9532,-344.88,19124.0,6.83
918,嘉凯城,300,600,4.8215,155.08,3048.0,5.08
931,中关村,0,300,10.7321,-96.63,3123.0,10.41
933,神火股份,0,600,4.9147,-44.82,2904.0,4.84
936,华西股份,0,4200,11.0237,6074.34,52374.0,12.47
948,南天信息,0,100,14.7,-47.0,1423.0,14.23
955,欣龙控股,200,200,9.0418,255.64,2064.0,10.32
958,东方能源,0,100,4.79,-10.0,469.0,4.69
959,首钢股份,0,3000,4.261,2396.94,15180.0,5.06
