时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:17:12.305    238195303       720996          601818          700 担保品买入  100             3.6000          已撤
13:01:50.326    226193266       723650          300770          701 担保品卖出  100             117.5900        已撤
13:01:50.408    234195805       723651          000906          701 担保品卖出  1800            6.6200          已成
13:01:50.434    202192878       723652          002793          701 担保品卖出  1700            16.5100         已成
13:01:50.503    210196238       723653          300296          701 担保品卖出  2400            6.7000          已成
13:01:50.547    230203379       723654          300573          701 担保品卖出  100             205.7600        已成
13:01:50.629    238202171       723655          600668          701 担保品卖出  800             16.7800         已成
13:01:50.665    206201553       723656          300015          701 担保品卖出  500             47.0200         已成
13:01:50.701    218198427       723657          300677          701 担保品卖出  100             168.3000        已成
13:01:50.737    238202172       723658          000603          701 担保品卖出  1700            19.3200         已成
13:01:50.816    206201554       723659          002810          701 担保品卖出  100             36.9200         已成
13:01:50.840    218198428       723660          002519          701 担保品卖出  800             5.6700          已成
13:01:50.932    206201555       723661          300177          701 担保品卖出  1300            11.2700         已成
13:01:50.968    214200813       723662          600161          701 担保品卖出  300             51.9200         已成
13:01:51.024    230203382       723663          002004          701 担保品卖出  900             5.5100          已撤
13:01:51.118    218198429       723664          300395          700 担保品买入  100             50.2300         已撤
13:01:51.229    230203383       723665          002821          700 担保品买入  100             235.0100        已成
13:01:51.259    202192880       723666          300274          700 担保品买入  1300            23.0600         已撤
13:01:51.288    210196240       723667          603707          700 担保品买入  200             55.6400         已成
13:01:51.420    218198430       723668          603378          700 担保品买入  300             72.1700         已撤
13:01:51.421    222205055       723669          300760          700 担保品买入  100             322.8900        已撤
13:01:51.485    234195806       723670          002262          700 担保品买入  400             19.5300         已成
13:01:51.581    202192881       723671          300248          700 担保品买入  1700            13.8800         已撤
13:01:51.608    210196241       723673          600885          700 担保品买入  300             48.0300         已成
13:01:51.608    218198431       723672          600984          700 担保品买入  1300            28.3100         已成
13:01:51.693    226193271       723674          603659          700 担保品买入  100             107.3600        已成
13:01:51.745    234195807       723675          000903          700 担保品买入  14000           8.4200          已成
13:01:51.748    202192882       723676          603737          700 担保品买入  500             148.1200        已撤
13:01:56.697    218198436       723677          002810          701 担保品卖出  200             36.9500         已撤
13:01:56.752    234195811       723678          300015          701 担保品卖出  500             47.0200         已撤
13:01:56.788    202192886       723679          000006          701 担保品卖出  4500            8.4300          已成
13:01:56.847    234195812       723680          002004          701 担保品卖出  1100            5.5100          已撤
13:01:56.900    210196248       723681          600161          701 担保品卖出  600             51.9000         已成
13:01:56.935    218198437       723682          000906          701 担保品卖出  1800            6.6300          已成
13:01:57.023    238202180       723683          002793          701 担保品卖出  500             16.5000         已成
13:01:57.143    206201561       723684          300770          701 担保品卖出  100             117.5900        已撤
13:01:57.178    214200819       723685          300573          701 担保品卖出  100             205.7300        已成
13:01:57.246    222205058       723686          002262          700 担保品买入  1100            19.5400         部撤
13:01:57.247    226193281       723687          603707          700 担保品买入  100             55.5900         已成
13:01:57.286    238202181       723688          300248          700 担保品买入  1700            13.8900         已成
13:01:57.310    206201562       723689          300760          700 担保品买入  100             322.9300        已成
13:01:57.406    222205059       723690          603659          700 担保品买入  100             107.3600        已成
13:01:57.417    230203388       723691          603737          700 担保品买入  400             148.1400        已撤
13:01:57.441    238202182       723692          600885          700 担保品买入  100             48.0300         已成
13:01:57.508    206201563       723693          300751          700 担保品买入  100             349.0800        已成
13:01:57.596    214200821       723694          002821          700 担保品买入  100             234.7900        已成
13:01:57.625    222205060       723695          300395          700 担保品买入  200             50.3000         已撤
13:02:02.630    202192894       723696          300274          700 担保品买入  700             23.0900         已撤
13:02:07.612    226193317       723697          300274          700 担保品买入  200             23.1200         已撤
13:02:07.671    234195868       723698          300248          700 担保品买入  1300            13.8800         已成
13:02:12.672    214200872       723699          002004          701 担保品卖出  700             5.5100          已撤
13:02:12.710    222205107       723700          002810          701 担保品卖出  200             36.9300         已成
13:02:12.765    230203423       723701          603378          700 担保品买入  100             72.3000         已成
13:02:12.814    238202227       723702          002262          700 担保品买入  400             19.5300         已撤
13:02:12.868    206201606       723703          300248          700 担保品买入  2900            13.8800         已成
13:02:12.927    214200873       723704          002406          700 担保品买入  300             7.8700          已撤
13:02:12.973    222205108       723705          300395          700 担保品买入  100             50.2100         已成
13:02:18.007    226193327       723706          002810          701 担保品卖出  200             36.9300         已成
13:02:18.064    202192942       723707          002004          701 担保品卖出  700             5.5100          已撤
13:02:23.046    202192948       723708          002810          701 担保品卖出  100             36.9300         已成
13:02:23.057    210196312       723709          002004          701 担保品卖出  1000            5.5100          已撤
13:02:23.120    222205117       723710          300770          701 担保品卖出  100             117.5700        已撤
13:02:23.187    230203430       723711          300248          700 担保品买入  1000            13.8800         已成
13:02:28.183    230203435       723712          002810          701 担保品卖出  100             36.9300         已成
13:02:28.245    202192955       723713          002004          701 担保品卖出  1000            5.5100          已撤
13:02:28.292    210196319       723714          002262          700 担保品买入  600             19.5400         已成
13:02:28.320    218198499       723715          300248          700 担保品买入  300             13.8800         已成
13:02:33.347    222205134       723716          300677          701 担保品卖出  100             167.5600        已成
13:02:33.368    238202251       723717          002810          701 担保品卖出  100             36.9300         已撤
13:02:33.466    234195899       723719          002821          700 担保品买入  100             235.5500        已成
13:02:33.466    202192966       723718          002004          701 担保品卖出  15500           5.5000          已成
13:02:33.567    234195900       723720          300274          700 担保品买入  4100            23.1800         已成
13:02:33.574    206201628       723721          300395          700 担保品买入  100             50.2500         已成
13:02:33.611    210196333       723722          300715          700 担保品买入  100             53.8600         已成
13:02:33.685    218198509       723723          002262          700 担保品买入  500             19.5400         已撤
13:02:38.683    218198512       723724          000906          701 担保品卖出  100             6.6300          已成
13:02:38.738    226193353       723725          300770          701 担保品卖出  100             117.5300        已成
13:02:38.771    234195904       723726          300677          701 担保品卖出  100             167.5300        已成
13:02:38.826    202192970       723727          002004          701 担保品卖出  16100           5.5000          已成
13:02:38.890    218198513       723728          002821          700 担保品买入  100             235.2200        已成
13:02:38.981    238202256       723729          300274          700 担保品买入  4100            23.1600         部撤
