时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:15:49.801    121203586       679712          601818          700 担保品买入  100             3.6000          已撤
09:30:31.259    117199645       679714          600285          700 担保品买入  7400            12.2200         已成
09:30:31.262    129202766       679715          600315          701 担保品卖出  200             46.3600         已撤
09:30:31.646    133200486       679716          601222          700 担保品买入  6500            8.6000          已撤
09:30:31.649    105202914       679717          601375          701 担保品卖出  3200            6.4700          已成
09:30:31.926    129202780       679718          600995          701 担保品卖出  500             9.4200          已成
09:30:32.671    113203100       679719          600779          701 担保品卖出  1200            63.8700         已成
09:30:32.675    121204075       679721          603027          701 担保品卖出  1200            34.3200         已撤
09:30:32.682    137202931       679720          601028          701 担保品卖出  400             11.5800         部撤
09:30:32.686    105202929       679723          600761          701 担保品卖出  200             10.8300         已撤
09:30:32.694    113203101       679722          600845          701 担保品卖出  1200            71.9800         已撤
09:30:32.869    117199665       679724          000576          700 担保品买入  4000            11.4000         已成
09:30:32.870    121204078       679725          000695          700 担保品买入  600             9.3300          已撤
09:30:32.927    105202932       679726          300299          700 担保品买入  9200            10.8500         已撤
09:30:32.993    125202426       679727          300248          700 担保品买入  800             13.3100         已撤
09:30:33.135    113203102       679728          600720          701 担保品卖出  3200            20.9600         已撤
09:30:33.135    117199667       679729          600702          701 担保品卖出  900             37.1100         已撤
09:30:33.249    133200502       679730          600668          701 担保品卖出  4500            17.1100         已成
09:30:33.433    121204081       679732          000829          700 担保品买入  6400            8.6100          已成
09:30:33.435    129202801       679731          600872          701 担保品卖出  400             67.9400         已撤
09:30:33.559    105202940       679733          002842          700 担保品买入  500             11.8800         已撤
09:30:33.565    117199672       679735          000935          701 担保品卖出  400             15.1400         已撤
09:30:33.571    125202432       679734          000688          701 担保品卖出  1200            23.7600         已撤
09:30:33.593    105202941       679736          601666          701 担保品卖出  2700            5.1100          已撤
09:30:33.654    121204083       679737          000700          700 担保品买入  12400           7.8000          已成
09:30:33.682    129202802       679738          000665          700 担保品买入  200             5.5100          已撤
09:30:33.740    113203106       679739          000713          700 担保品买入  3700            11.5900         已撤
09:30:33.795    129202803       679740          002204          700 担保品买入  8600            4.8000          已撤
09:30:33.849    133200506       679741          000603          700 担保品买入  2600            18.5700         已撤
09:30:33.955    121204087       679742          000712          700 担保品买入  2200            19.3300         已成
09:30:34.065    129202806       679743          002215          700 担保品买入  100             6.7300          已成
09:30:34.067    133200508       679744          002211          700 担保品买入  1600            6.6900          已撤
09:30:34.228    125202436       679745          002216          701 担保品卖出  1400            27.8000         已撤
09:30:34.346    101196521       679746          000537          701 担保品卖出  1200            8.3700          已撤
09:30:34.345    137202946       679747          000584          700 担保品买入  9300            7.2900          已成
09:30:34.514    121204090       679748          002064          701 担保品卖出  6900            6.9000          已成
09:30:34.703    137202947       679749          000633          700 担保品买入  400             4.3000          已成
09:30:34.722    137202948       679750          002084          701 担保品卖出  1300            10.9900         已撤
09:30:34.732    105202949       679751          600550          700 担保品买入  3300            5.7600          已成
09:30:34.809    117199678       679753          002155          700 担保品买入  4600            9.6700          已成
09:30:34.810    121204091       679752          002149          701 担保品卖出  3200            8.3100          已撤
09:30:34.959    109200475       679754          000599          700 担保品买入  2500            5.2600          已成
09:30:34.962    117199679       679755          300396          701 担保品卖出  100             27.8000         已撤
09:30:34.985    105202950       679756          300338          701 担保品卖出  500             8.8100          已成
09:30:35.077    109200476       679757          002164          700 担保品买入  5800            5.1900          部撤
09:30:35.089    133200513       679758          002107          701 担保品卖出  1100            12.4100         已撤
09:30:35.225    129202814       679759          002138          700 担保品买入  1400            27.8000         已成
09:30:35.228    137202954       679760          002056          701 担保品卖出  300             12.4800         已撤
09:30:35.283    133200515       679761          000049          701 担保品卖出  300             60.1700         已撤
09:30:35.419    117199690       679762          000532          700 担保品买入  200             13.4500         已成
09:30:35.537    137202966       679763          000505          701 担保品卖出  2800            9.2200          已成
09:30:35.541    105202966       679764          000070          700 担保品买入  2600            11.8400         已撤
09:30:35.686    125202454       679765          000089          700 担保品买入  4100            11.4800         已成
