时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:19:51.000    205313112       10001           WTD:2069000001          601818          700 担保品买入          -100            3.6000          已撤            0               0
09:30:19.000    209311316       10003           0101000000822974        300525          701 担保品卖出          70              30.4900         已成            0               0
09:30:19.000    213313285       10004           340586                  603317          701 担保品卖出          50              54.1400         已成            0               0
09:30:19.000    205313120       10002           340510                  600197          701 担保品卖出          50              18.6300         已成            0               0
10:53:03.000    221320365       221320365       8769491                 511990          701 担保品卖出          95134           99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769492                 511990          701 担保品卖出          3000            99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769493                 511990          701 担保品卖出          800             99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769494                 511990          701 担保品卖出          25900           99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769495                 511990          701 担保品卖出          12000           99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769496                 511990          701 担保品卖出          100             99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769497                 511990          701 担保品卖出          203200          99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769498                 511990          701 担保品卖出          500             99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769499                 511990          701 担保品卖出          100             99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769500                 511990          701 担保品卖出          117100          99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769501                 511990          701 担保品卖出          20000           99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769502                 511990          701 担保品卖出          9000            99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769503                 511990          701 担保品卖出          117100          99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769504                 511990          701 担保品卖出          109800          99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769505                 511990          701 担保品卖出          400             99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769506                 511990          701 担保品卖出          2900            99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769507                 511990          701 担保品卖出          35000           99.9970         部分成交        0               0
10:53:03.000    221320365       221320365       8769508                 511990          701 担保品卖出          48105           99.9970         已成            0               0
11:02:05.000    225316393       10005           0104000015459723        002129          701 担保品卖出          200             19.2700         已成            0               0
11:02:05.000    233317263       10006           0101000015178613        300497          701 担保品卖出          140             21.1300         部分成交        0               0
11:02:05.000    233317263       10006           0101000015178615        300497          701 担保品卖出          360             21.1300         已成            0               0
11:02:05.000    213318907       10009           0104000015459919        000513          701 担保品卖出          300             47.3900         已成            0               0
11:02:05.000    237320548       10007           9194139                 600720          701 担保品卖出          400             17.1300         已成            0               0
11:02:06.000    221320736       10015           0101000015179051        002281          700 担保品买入          1600            32.7000         部分成交        0               0
11:02:06.000    221320736       10015           0101000015179053        002281          700 担保品买入          200             32.7000         已成            0               0
11:02:06.000    205318724       10013           9194333                 603058          700 担保品买入          400             8.2000          部分成交        0               0
11:02:06.000    233317264       10016           0103000016361130        300088          700 担保品买入          800             10.5900         已成            0               0
11:02:06.000    213318908       10019           0104000015460396        300009          700 担保品买入          200             16.4400         已成            0               0
11:02:06.000    213318909       10023           0101000015179555        300259          700 担保品买入          200             5.9200          部分成交        0               0
11:02:06.000    213318909       10023           0101000015179557        300259          700 担保品买入          400             5.9200          部分成交        0               0
11:02:06.000    213318909       10023           0101000015179559        300259          700 担保品买入          100             5.9200          已成            0               0
11:02:06.000    221320738       10029           0104000015461125        002867          700 担保品买入          300             21.7800         已成            0               0
11:02:06.000    209316637       10018           9195117                 600926          700 担保品买入          300             8.9800          已成            0               0
11:02:07.000    205318724       10013           9195234                 603058          700 担保品买入          1200            8.2000          已成            0               0
11:02:07.000    225316395       10020           0102000014930470        000807          700 担保品买入          -59200          4.2900          已撤            0               0
11:02:07.000    229320175       10021           0103000016363955        000858          700 担保品买入          -100            154.3400        已撤            0               0
11:02:07.000    225316397       10027           0103000016364004        002294          700 担保品买入          -1000           24.2600         已撤            0               0
11:02:08.000    209316636       10008           0103000016364965        300034          701 担保品卖出          -1700           17.9300         已撤            0               0
11:02:08.000    201315134       10012           0103000016364983        300252          700 担保品买入          -100            9.6400          已撤            0               0
