时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:19:05.705    205313112       10001           601818          700 担保品买入  100             3.6000          已撤
09:30:18.365    205313120       10002           600197          701 担保品卖出  50              18.5800         已成
09:30:18.366    209311316       10003           300525          701 担保品卖出  70              30.4400         已成
09:30:18.366    213313285       10004           603317          701 担保品卖出  50              54.1100         已成
10:53:01.635    221320365       221320365       511990          701 担保品卖出  800139          99.0000         已成
11:02:04.370    225316393       10005           002129          701 担保品卖出  200             19.2700         已成
11:02:04.470    233317263       10006           300497          701 担保品卖出  500             21.1000         已成
11:02:04.470    237320548       10007           600720          701 担保品卖出  400             17.1300         已成
11:02:04.567    209316636       10008           300034          701 担保品卖出  1700            17.9300         已撤
11:02:04.568    213318907       10009           000513          701 担保品卖出  300             47.3600         已成
11:02:04.667    225316394       10010           603030          700 担保品买入  3800            6.1700          已成
11:02:04.668    229320174       10011           002484          700 担保品买入  1100            9.4600          已撤
11:02:04.768    201315134       10012           300252          700 担保品买入  100             9.6400          已撤
11:02:04.768    205318724       10013           603058          700 担保品买入  1600            8.2000          已成
11:02:04.868    217318791       10014           300118          700 担保品买入  400             14.5200         已撤
11:02:04.868    221320736       10015           002281          700 担保品买入  1800            32.7200         已成
11:02:04.967    233317264       10016           300088          700 担保品买入  800             10.5900         已成
11:02:04.967    237320549       10017           600657          700 担保品买入  53300           4.0800          已成
11:02:05.067    209316637       10018           600926          700 担保品买入  300             8.9800          已成
11:02:05.068    213318908       10019           300009          700 担保品买入  200             16.4500         已成
11:02:05.168    225316395       10020           000807          700 担保品买入  59200           4.2900          已撤
11:02:05.168    229320175       10021           000858          700 担保品买入  100             154.3400        已撤
11:02:05.268    209316638       10022           600674          700 担保品买入  400             9.2200          已撤
11:02:05.269    213318909       10023           300259          700 担保品买入  700             5.9200          已成
11:02:05.369    233317265       10024           002304          700 担保品买入  600             104.1800        已成
11:02:05.369    237320550       10025           002734          700 担保品买入  300             14.2400         已成
11:02:05.468    225316397       10027           002294          700 担保品买入  1000            24.2600         已撤
11:02:05.468    221320737       10026           300020          700 担保品买入  400             10.8400         已撤
11:02:05.568    217318792       10028           601999          700 担保品买入  7100            6.6700          已撤
11:02:05.569    221320738       10029           002867          700 担保品买入  300             21.7800         已成
11:02:10.567    237320555       10030           000513          701 担保品卖出  500             47.3900         已成
11:02:10.667    205318728       10031           300034          701 担保品卖出  500             17.9200         已撤
11:02:10.668    209316645       10032           300502          701 担保品卖出  100             52.5400         已撤
11:02:10.770    221320742       10033           300497          701 担保品卖出  400             21.1100         已成
11:02:10.771    225316403       10034           600750          701 担保品卖出  2400            12.8500         已成
11:02:10.876    201315142       10036           002484          700 担保品买入  3000            9.4600          已撤
11:02:10.875    237320556       10035           000625          700 担保品买入  1600            11.4100         已成
11:02:10.974    213318912       10037           603360          700 担保品买入  100             20.2500         已撤
11:02:10.974    217318799       10038           300252          700 担保品买入  1600            9.6500          已成
11:02:11.075    229320180       10039           603058          700 担保品买入  2200            8.1900          已成
11:02:11.075    233317271       10040           300010          700 担保品买入  3000            17.6700         已撤
11:02:11.167    205318729       10041           300118          700 担保品买入  700             14.5300         已成
