时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:19:09.158    229368101       10001           601818          700 担保品买入  100             3.6000          已撤
09:30:16.536    221368430       10002           603680          701 担保品卖出  64              10.9400         已成
09:30:16.537    225360817       10003           300252          701 担保品卖出  30              9.4300          已成
09:30:16.537    229368126       10004           600674          701 担保品卖出  4               9.2100          已成
09:30:16.538    233361978       10005           002734          701 担保品卖出  80              14.2800         已成
09:30:16.538    237368235       10006           600120          701 担保品卖出  20              6.7100          已成
11:02:07.251    225367153       10007           002745          701 担保品卖出  400             15.0400         已撤
11:02:07.351    201366061       10008           300526          701 担保品卖出  100             129.8200        已成
11:02:07.449    209367610       10009           000333          701 担保品卖出  700             59.8400         已撤
11:02:07.449    213372809       10010           002079          701 担保品卖出  1700            13.2700         已成
11:02:07.546    225367154       10011           002384          701 担保品卖出  100             29.3800         已成
11:02:07.644    233368271       10012           002338          701 担保品卖出  400             29.1100         已成
11:02:07.745    201366062       10013           603799          701 担保品卖出  1100            40.0700         已成
11:02:07.746    205372871       10014           600834          701 担保品卖出  1700            12.3600         已成
11:02:07.845    217369664       10015           600895          701 担保品卖出  1600            19.7100         已成
11:02:07.845    221374748       10016           603138          701 担保品卖出  400             22.4500         已成
11:02:07.950    233368272       10017           600809          701 担保品卖出  100             135.6200        已成
11:02:08.048    201366063       10018           603659          701 担保品卖出  200             100.4500        已成
11:02:08.048    205372872       10019           002867          701 担保品卖出  1100            20.7000         已撤
11:02:08.148    217369665       10020           601318          701 担保品卖出  300             73.4000         已成
11:02:08.148    221374749       10021           601577          701 担保品卖出  4500            7.9100          已成
11:02:08.245    233368273       10022           000823          701 担保品卖出  100             13.5400         已成
11:02:08.349    217369666       10023           600926          701 担保品卖出  300             9.0300          已成
11:02:08.350    221374750       10024           300207          701 担保品卖出  700             19.5500         已成
11:02:08.446    217369667       10025           002840          700 担保品买入  100             17.0900         已成
11:02:08.548    201366065       10027           000951          700 担保品买入  400             29.2800         已撤
11:02:08.548    237374533       10026           002351          700 担保品买入  2100            21.5300         部撤
11:02:08.653    229374440       10028           002352          700 担保品买入  1200            54.2900         已成
11:02:08.654    233368275       10029           000636          700 担保品买入  300             28.6400         已成
11:02:08.752    225367156       10030           603686          700 担保品买入  700             24.2400         已成
11:02:08.753    229374441       10031           002918          700 担保品买入  100             31.8900         已撤
11:02:08.853    205372875       10032           600459          700 担保品买入  1000            27.5000         已撤
11:02:08.853    209367613       10033           600521          700 担保品买入  200             32.0200         已撤
