时间            委托编号        委托标识        成交编号                证券代码        交易业务                成交数量        成交价格        委托状态        汇总成交        汇总撤单
09:15:51.000    217328427       10001           WTD:2069000001          601818          700 担保品买入          -100            3.6000          已撤            0               0
09:30:21.000    217328430       10003           300117                  600330          701 担保品卖出          83              10.1200         已成            0               0
09:30:23.000    213329982       10002           0103000000863036        300502          701 担保品卖出          -40             52.4000         已撤            0               0
09:30:30.000    205330120       10004           0103000000908470        300502          701 担保品卖出          40              51.4400         已成            0               0
11:02:22.000    209332199       10008           0101000016530983        002734          701 担保品卖出          400             13.9800         已成            0               0
11:02:22.000    221337085       10009           0101000016531089        300020          701 担保品卖出          300             10.8800         已成            0               0
11:02:22.000    237336964       10011           0101000016531179        002240          701 担保品卖出          1400            11.5700         已成            0               0
11:02:23.000    205335380       10007           0103000015315735        300655          701 担保品卖出          -500            41.4500         已撤            0               0
11:02:23.000    221337087       10018           0103000015315941        002120          700 担保品买入          100             27.9000         已成            0               0
11:02:23.000    225332215       10019           0104000015100129        300149          700 担保品买入          200             17.0600         部分成交        0               0
11:02:23.000    225332214       10015           9134422                 600095          701 担保品卖出          1000            10.3400         已成            0               0
11:02:23.000    213335228       10021           0102000015535126        002643          700 担保品买入          600             16.5900         已成            0               0
11:02:23.000    225332215       10019           0104000015100344        300149          700 担保品买入          200             17.0600         已成            0               0
11:02:23.000    213335229       10023           0103000015316162        300482          700 担保品买入          100             91.5400         已成            0               0
11:02:23.000    237336965       10016           9134528                 603385          701 担保品卖出          300             14.7300         已成            0               0
11:02:23.000    205335381       10017           9134712                 600559          701 担保品卖出          10500           10.5300         已成            0               0
11:02:23.000    217334320       10032           0104000015100874        000090          700 担保品买入          2750            6.9300          部分成交        0               0
11:02:23.000    217334320       10032           0104000015100876        000090          700 担保品买入          700             6.9300          部分成交        0               0
11:02:23.000    217334320       10032           0104000015100878        000090          700 担保品买入          150             6.9300          已成            0               0
11:02:24.000    205335385       10035           0104000015101043        300760          700 担保品买入          300             278.6000        已成            0               0
11:02:24.000    237336967       10025           0103000015316963        300662          700 担保品买入          100             41.5400         已成            0               0
11:02:24.000    229336459       10033           9135150                 600882          700 担保品买入          300             37.9200         已成            0               0
11:02:24.000    217334319       10028           0101000016533310        000915          700 担保品买入          100             32.8300         已成            0               0
11:02:25.000    229336458       10029           0103000015319179        300244          700 担保品买入          400             34.1300         已成            0               0
