时间            委托编号        委托标识        证券代码        交易业务        委托数量        委托价格        委托状态
09:15:04.899    217328427       10001           601818          700 担保品买入  100             3.6000          已撤
09:30:19.668    213329982       10002           300502          701 担保品卖出  40              52.4000         已撤
09:30:19.668    217328430       10003           600330          701 担保品卖出  83              10.1000         已成
09:30:29.691    205330120       10004           300502          701 担保品卖出  40              51.3200         已成
11:02:21.219    221337084       10005           002281          701 担保品卖出  400             32.9900         已成
11:02:21.220    225332212       10006           002497          701 担保品卖出  8100            9.4900          已撤
11:02:21.319    205335380       10007           300655          701 担保品卖出  500             41.4500         已撤
11:02:21.320    209332199       10008           002734          701 担保品卖出  400             13.9700         已成
11:02:21.419    221337085       10009           300020          701 担保品卖出  300             10.8700         已成
11:02:21.420    225332213       10010           000807          701 担保品卖出  109600          4.4100          部撤
11:02:21.520    201330618       10012           300115          701 担保品卖出  400             21.5000         已撤
11:02:21.519    237336964       10011           002240          701 担保品卖出  1400            11.5500         已成
11:02:21.628    213335227       10013           600641          701 担保品卖出  600             21.1900         已撤
11:02:21.722    221337086       10014           300045          701 担保品卖出  900             13.1100         已撤
11:02:21.723    225332214       10015           600095          701 担保品卖出  1000            10.3400         已成
11:02:21.820    205335381       10017           600559          701 担保品卖出  10500           10.5300         已成
11:02:21.819    237336965       10016           603385          701 担保品卖出  300             14.7300         已成
11:02:21.920    221337087       10018           002120          700 担保品买入  100             27.9400         已成
11:02:21.920    225332215       10019           300149          700 担保品买入  400             17.0600         已成
11:02:21.920    229336456       10020           000739          700 担保品买入  700             21.7900         已撤
11:02:22.021    213335228       10021           002643          700 担保品买入  600             16.5900         已成
11:02:22.022    217334317       10022           002675          700 担保品买入  700             20.4700         已撤
11:02:22.121    213335229       10023           300482          700 担保品买入  100             91.6000         已成
11:02:22.122    217334318       10024           300601          700 担保品买入  300             143.9200        已成
11:02:22.223    201330620       10026           600521          700 担保品买入  1300            31.9000         已撤
11:02:22.222    237336967       10025           300662          700 担保品买入  100             41.5400         已成
11:02:22.319    213335230       10027           002773          700 担保品买入  400             42.1100         已撤
11:02:22.320    217334319       10028           000915          700 担保品买入  100             32.8300         已成
11:02:22.429    229336458       10029           300244          700 担保品买入  400             34.1300         已成
11:02:22.430    233332977       10030           300618          700 担保品买入  300             61.9800         已撤
11:02:22.520    213335231       10031           300753          700 担保品买入  300             39.6700         已撤
11:02:22.521    217334320       10032           000090          700 担保品买入  3600            6.9300          已成
11:02:22.628    229336459       10033           600882          700 担保品买入  300             37.9500         已成
11:02:22.722    201330621       10034           300357          700 担保品买入  300             57.6200         已撤
11:02:22.722    205335385       10035           300760          700 担保品买入  300             278.8700        已成
11:02:22.820    201330622       10036           002317          700 担保品买入  3900            14.5400         已撤
11:02:22.820    205335386       10037           300406          700 担保品买入  600             23.4900         已撤
11:02:22.920    217334322       10038           300695          700 担保品买入  100             75.3400         已撤
11:02:22.921    221337088       10039           300759          700 担保品买入  300             82.6900         已成
11:02:23.020    201330623       10040           600763          700 担保品买入  200             144.0900        已撤
11:02:28.021    201330639       10041           300088          701 担保品卖出  10400           10.8600         已成
11:02:28.022    205335391       10042           300115          701 担保品卖出  2700            21.4600         已成
11:02:28.119    217334337       10043           600641          701 担保品卖出  600             21.1800         已撤
11:02:28.120    221337093       10044           000807          701 担保品卖出  4600            4.4100          已撤
