冻结金额,可用,参考市值,资产
494175.67,3064955.32,30446318.53,33511273.85
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
59,华锦股份,5600,5600,5.1138,3506.71,32144.0,5.74
683,远兴能源,27500,27500,2.0303,9616.63,65450.0,2.38
2042,华孚时尚,21400,21400,5.7784,-4459.57,119198.0,5.57
2053,云南能投,7200,7200,7.7035,1486.64,56952.0,7.91
2091,江苏国泰,28500,28500,6.7152,5266.29,196650.0,6.9
2127,南极电商,13800,13800,21.9239,-38141.37,264408.0,19.16
2212,南洋股份,27200,27200,26.1326,-44949.6,665856.0,24.48
2301,齐心集团,5000,5000,15.4339,4830.43,82000.0,16.4
2312,三泰控股,6100,6100,-1.3198,44833.67,36783.0,6.03
2327,富安娜,6800,6800,7.5639,789.3,52224.0,7.68
2376,新北洋,45200,45200,11.2489,-12153.02,496296.0,10.98
2381,双箭股份,29200,29200,9.6313,5216.82,286452.0,9.81
2392,北京利尔,11600,11600,4.7907,-356.34,55216.0,4.76
2440,闰土股份,58200,58200,10.0113,-9385.41,573270.0,9.85
2484,江海股份,48700,48700,9.8056,32357.4,509889.0,10.47
2488,金固股份,21300,21300,5.9334,993.05,127374.0,5.98
2534,杭锅股份,56400,56400,7.5493,85201.55,510984.0,9.06
2540,亚太科技,9600,9600,4.6806,6810.27,51744.0,5.39
2555,三七互娱,13800,13800,44.4582,-19019.27,594504.0,43.08
2749,国光股份,30100,30100,12.0093,85503.76,446985.0,14.85
2777,久远银海,8100,8100,28.6102,-10774.76,220968.0,27.28
2861,瀛通通讯,4500,4500,27.6175,6896.34,131175.0,29.15
2880,卫光生物,3500,3500,44.7364,75122.52,231700.0,66.2
2901,大博医疗,400,400,100.9776,-67.05,40324.0,100.81
2913,奥士康,0,200,57.487,346.61,11844.0,59.22
2937,兴瑞科技,9000,9000,15.8434,329.62,142920.0,15.88
2938,鹏鼎控股,14600,14600,44.5786,76232.4,727080.0,49.8
300036,超图软件,12500,12500,24.0123,15846.01,316000.0,25.28
300078,思创医惠,1200,1200,84.8908,-86412.98,15456.0,12.88
300079,数码科技,23300,23300,6.6212,-34744.87,119529.0,5.13
300212,易华录,13000,13000,52.5847,-21771.54,661830.0,50.91
300220,金运激光,800,800,30.8871,922.3,25632.0,32.04
300232,洲明科技,98900,98900,9.4033,-71535.27,858452.0,8.68
300255,常山药业,132400,132400,6.681,169343.88,1053904.0,7.96
300271,华宇软件,5100,5100,26.2796,2551.91,136578.0,26.78
300285,国瓷材料,19200,19200,34.5821,113623.39,777600.0,40.5
300308,中际旭创,12000,12000,56.9149,38461.56,721440.0,60.12
