冻结金额,可用,参考市值,资产
,1863968.1,,25803876.7
,,,
证券代码,证券名称,可用数量,库存数量,参考成本,参考盈亏,市值,当前价
710,贝瑞基因,1100,1100,71.0325,-4270.74,73865.0,67.15
733,振华科技,16400,16400,43.6356,-16000.38,699624.0,42.66
768,中航飞机,31000,31000,26.2549,-19063.25,794840.0,25.64
828,东莞控股,40600,40600,12.8897,-53581.34,469742.0,11.57
2081,金螳螂,60300,60300,11.5661,-8812.61,688626.0,11.42
2151,北斗星通,1100,11800,68.3195,-106194.22,699976.0,59.32
2302,西部建设,0,61700,12.0353,-8345.22,734230.0,11.9
2389,航天彩虹,8500,8500,26.6664,-27594.0,199070.0,23.42
2617,露笑科技,65400,65400,6.7401,-21589.04,419214.0,6.41
2625,光启技术,0,2300,20.6844,1875.92,49450.0,21.5
2735,王子新材,0,3000,34.7953,194.25,104580.0,34.86
2736,国信证券,45000,45000,15.0618,-2781.68,675000.0,15.0
300087,荃银高科,29900,29900,21.0492,-52601.16,576771.0,19.29
300120,经纬辉开,0,39000,19.8534,-31332.31,742950.0,19.05
300225,金力泰,68300,68300,11.5397,-1346.2,786816.0,11.52
300357,我武生物,100,100,51.0582,922.18,6028.0,60.28
300378,鼎捷软件,19500,19500,32.6632,31917.58,668850.0,34.3
300395,菲利华,13300,13300,47.3873,8015.49,638267.0,47.99
300427,红相股份,13000,13000,31.3972,-3864.2,404300.0,31.1
300455,康拓红外,26300,26300,17.1989,-4178.86,448152.0,17.04
300536,农尚环境,44100,44100,17.4107,-60008.17,707805.0,16.05
300648,星云股份,7700,7700,32.2029,-15268.17,232694.0,30.22
300671,富满电子,14700,14700,49.5233,-20922.19,707070.0,48.1
300726,宏达电子,2000,2000,51.6782,-18656.4,84700.0,42.35
300758,七彩化学,200,200,32.0098,-251.96,6150.0,30.75
300776,帝尔激光,0,2900,123.7509,664.45,359542.0,123.98
511990,华宝添益,6,6,-40831.9567,245591.848,600.1080000000001,100.01800000000001
600095,哈高科,0,37900,17.3162,-8193.55,648090.0,17.1
600118,中国卫星,18100,18100,42.0637,-30112.91,731240.0,40.4
600196,复星医药,12300,12300,54.7182,-15107.41,657927.0,53.49
600211,西藏药业,0,6600,105.9398,-6202.86,693000.0,105.0
600316,洪都航空,18900,20100,36.8135,-9316.49,730635.0,36.35
600496,精工钢构,126500,126500,5.6805,184620.86,903210.0,7.14
600760,中航沈飞,0,12000,60.688,-3575.78,724680.0,60.39
600893,航发动力,15000,15400,46.3792,-5839.41,708400.0,46.0
600909,华安证券,0,82700,9.0069,-568.59,744300.0,9.0
600967,内蒙一机,56900,56900,13.7413,-45595.89,736286.0,12.94
601611,中国核建,0,79700,8.8759,326.76,707736.0,8.88
601717,郑煤机,31800,31800,7.3242,10042.41,242952.0,7.64
601888,中国中免,3400,3400,200.4476,-3629.82,677892.0,199.38
603267,鸿远电子,6700,9900,69.8821,14135.72,705969.0,71.31
603348,文灿股份,0,7200,23.304,1699.48,169488.0,23.54
603535,嘉诚国际,0,20800,29.5036,14485.69,628160.0,30.2
603650,彤程新材,0,20672,35.958,1075.63,744398.72,36.01
603678,火炬电子,17400,17400,42.9666,-58404.99,689214.0,39.61
603976,正川股份,1300,1300,71.3334,-6985.47,85748.0,65.96
