更新时间        委托时间        委托编号        委托标识        证券代码        交易业务        委托数量        成交数量        撤单数量        委托价格        成交金额                执行状态        执行信息
15:23:22.385    09:18:57.128    218289827       10001           601818          100 证券买入    100             0               0               3.6000          0.0000                  废单            证券[STK_CODE:601818]委托价格[3.6000]有误，超出涨跌幅设定[3.6900 - 4.5100]
15:23:22.385    10:34:55.126    210290787       10130           000987          100 证券买入    8700            0               0               25.4800         0.0000                  废单            [资金可用余额]不足，尚需[51325.380]，其中预留金额[0.000]
15:23:22.385    10:34:55.700    202287996       10177           600363          100 证券买入    9800            0               0               24.4900         0.0000                  废单            [资金可用余额]不足，尚需[204505.110]，其中预留金额[0.000]
15:23:22.385    10:34:55.818    210290794       10194           300115          100 证券买入    2100            0               0               24.2200         0.0000                  废单            [资金可用余额]不足，尚需[32123.050]，其中预留金额[0.000]
15:23:22.385    10:34:55.818    222298752       10196           300158          100 证券买入    23000           0               0               6.3500          0.0000                  废单            [资金可用余额]不足，尚需[121890.900]，其中预留金额[0.000]
15:23:22.385    10:34:55.818    202288001       10200           600989          100 证券买入    2000            0               0               13.5400         0.0000                  废单            [资金可用余额]不足，尚需[8336.060]，其中预留金额[0.000]
15:23:22.385    10:35:54.257    210290836       20049           002672          100 证券买入    1400            0               0               11.7100         0.0000                  废单            [资金可用余额]不足，尚需[2159.180]，其中预留金额[0.000]
15:23:22.385    10:35:59.555    226287924       20053           300420          100 证券买入    1600            0               0               7.7300          0.0000                  废单            [资金可用余额]不足，尚需[5605.130]，其中预留金额[0.000]
15:23:22.385    10:36:14.655    210290847       20055           002672          100 证券买入    600             0               0               11.7000         0.0000                  废单            [资金可用余额]不足，尚需[889.990]，其中预留金额[0.000]
15:23:22.385    10:36:29.856    234289998       20059           000901          100 证券买入    2200            0               0               13.3400         0.0000                  废单            [资金可用余额]不足，尚需[23489.710]，其中预留金额[0.000]
15:23:22.385    10:36:40.256    214295295       20065           000987          100 证券买入    5600            0               0               25.5000         0.0000                  废单            [资金可用余额]不足，尚需[81935.910]，其中预留金额[0.000]
15:23:22.385    10:36:50.754    202288095       20072           000987          100 证券买入    2000            0               0               25.5100         0.0000                  废单            [资金可用余额]不足，尚需[42272.240]，其中预留金额[0.000]
15:23:22.385    10:36:56.054    222298847       20076           000987          100 证券买入    5100            0               0               25.5100         0.0000                  废单            [资金可用余额]不足，尚需[121863.980]，其中预留金额[0.000]
15:23:22.385    10:38:41.134    210290959       30141           600363          100 证券买入    25200           0               0               24.5100         0.0000                  废单            [资金可用余额]不足，尚需[439026.820]，其中预留金额[0.000]
15:23:22.385    10:38:46.731    206296137       30148           000987          100 证券买入    9000            0               0               25.5100         0.0000                  废单            [资金可用余额]不足，尚需[79661.150]，其中预留金额[0.000]
15:23:22.385    10:39:12.831    234290117       30162           603069          100 证券买入    2200            0               0               52.7700         0.0000                  废单            [资金可用余额]不足，尚需[66863.670]，其中预留金额[0.000]
15:23:22.385    10:39:13.033    214295415       30164           000725          100 证券买入    38700           0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[166903.360]，其中预留金额[0.000]
15:23:22.385    10:39:18.435    230298100       30169           000725          100 证券买入    10500           0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[11576.270]，其中预留金额[0.000]
15:23:22.385    10:39:23.930    206296165       30175           000725          100 证券买入    36900           0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[141130.980]，其中预留金额[0.000]
15:23:22.385    10:39:24.130    230298104       30177           002026          100 证券买入    3000            0               0               8.9200          0.0000                  废单            [资金可用余额]不足，尚需[4236.760]，其中预留金额[0.000]
15:23:22.385    10:39:29.334    210290984       30180           000725          100 证券买入    63100           0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[256292.010]，其中预留金额[0.000]
15:23:22.385    10:39:29.429    202288222       30181           600363          100 证券买入    3400            0               0               24.7100         0.0000                  废单            [资金可用余额]不足，尚需[14034.670]，其中预留金额[0.000]
15:23:22.385    10:39:35.332    230298122       30191           600733          100 证券买入    2900            0               0               7.5000          0.0000                  废单            [资金可用余额]不足，尚需[2460.020]，其中预留金额[0.000]
15:23:22.385    10:39:35.531    238296807       30192           000987          100 证券买入    8100            0               0               25.5600         0.0000                  废单            [资金可用余额]不足，尚需[187780.790]，其中预留金额[0.000]
15:23:22.385    10:39:41.928    234290142       30208           002026          100 证券买入    3800            0               0               8.9200          0.0000                  废单            [资金可用余额]不足，尚需[32468.990]，其中预留金额[0.000]
15:23:22.385    10:39:42.030    202288235       30209           600967          100 证券买入    1300            0               0               13.8500         0.0000                  废单            [资金可用余额]不足，尚需[16560.330]，其中预留金额[0.000]
15:23:22.401    10:39:49.529    218294155       30234           300401          100 证券买入    10700           0               0               17.9000         0.0000                  废单            [资金可用余额]不足，尚需[60295.130]，其中预留金额[0.000]
15:23:22.401    10:39:49.928    234290152       30238           603069          100 证券买入    2900            0               0               52.5000         0.0000                  废单            [资金可用余额]不足，尚需[58101.710]，其中预留金额[0.000]
15:23:22.401    10:39:56.328    210291012       30253           000725          100 证券买入    100000          0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[249623.670]，其中预留金额[0.000]
15:23:22.401    10:40:29.529    214295478       30291           000725          100 证券买入    100000          0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[313487.890]，其中预留金额[0.000]
15:23:22.401    10:40:59.130    238296883       30390           000725          100 证券买入    100000          0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[226712.240]，其中预留金额[0.000]
15:23:22.401    10:41:30.725    210291097       30410           000725          100 证券买入    100000          0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[275492.480]，其中预留金额[0.000]
15:23:22.401    10:41:56.726    210291116       30474           000725          100 证券买入    100000          0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[276749.380]，其中预留金额[0.000]
15:23:22.401    10:42:28.922    226288243       30501           000725          100 证券买入    100000          0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[257793.010]，其中预留金额[0.000]
15:23:22.401    10:43:07.221    202288414       30588           000725          100 证券买入    39000           0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[195759.710]，其中预留金额[0.000]
15:23:22.401    10:43:12.322    234290317       30590           000725          100 证券买入    29800           0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[151985.390]，其中预留金额[0.000]
15:23:22.401    10:43:12.424    206296348       30591           300307          100 证券买入    1000            0               0               8.2300          0.0000                  废单            [资金可用余额]不足，尚需[6121.840]，其中预留金额[0.000]
15:23:22.401    10:43:12.520    226288282       30592           603069          100 证券买入    100             0               0               52.2200         0.0000                  废单            [资金可用余额]不足，尚需[3113.210]，其中预留金额[0.000]
15:23:22.401    10:43:17.620    202288416       30594           000725          100 证券买入    17200           0               0               5.1700          0.0000                  废单            [资金可用余额]不足，尚需[86831.020]，其中预留金额[0.000]
15:23:22.401    10:43:17.721    210291179       30595           600363          100 证券买入    5700            0               0               24.8100         0.0000                  废单            [资金可用余额]不足，尚需[139336.820]，其中预留金额[0.000]
15:23:22.401    10:43:17.922    218294303       30596           000603          100 证券买入    1000            0               0               19.0000         0.0000                  废单            [资金可用余额]不足，尚需[16893.730]，其中预留金额[0.000]
15:23:22.401    10:43:23.223    234290322       30600           603069          100 证券买入    300             0               0               52.2300         0.0000                  废单            [资金可用余额]不足，尚需[10506.340]，其中预留金额[0.000]
